target_id,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,direction
MGG_08811T0,8794,1,5658,7.515e-5,5.647e-9,up_in_Guy11M
MGG_14113T0,11605,2.449,4182,3.514e-4,7.923e-8,up_in_Guy11M
MGG_14836T0,370,2.449,3966,5.271e-4,7.923e-8,up_in_Guy11M
MGG_08671T0,2236,4.472,2205,0.001311,3.94e-7,up_in_Guy11M
MGG_08523T0,4055,5.477,1422,0.001753,6.587e-7,up_in_Guy11M
MGG_07412T0,7871,7.937,639.7,0.003128,1.645e-6,up_in_Guy11M
MGG_16132T0,9097,8.485,709.4,0.003218,1.935e-6,up_in_Guy11M
MGG_05533T0,5383,7.937,613.5,0.003649,1.645e-6,up_in_Guy11M
MGG_05483T0,4482,10.95,517.3,0.005279,3.57e-6,up_in_Guy11M
MGG_02756T0,11012,12.65,429.4,0.005567,5.02e-6,up_in_Guy11M
MGG_10499T0,10916,12,529.5,0.005898,4.433e-6,up_in_Guy11M
MGG_03436T0,3233,12.65,449.9,0.006073,5.02e-6,up_in_Guy11M
MGG_00086T0,10029,14.14,486.4,0.006682,6.528e-6,up_in_Guy11M
MGG_01334T0,11937,15.81,429.3,0.008055,8.475e-6,up_in_Guy11M
MGG_16025T0,9837,17.66,325.8,0.00973,1.097e-5,up_in_Guy11M
MGG_16692T0,9137,18.97,208.3,0.01077,1.295e-5,up_in_Guy11M
MGG_07372T0,9911,21.49,294.9,0.01149,1.727e-5,up_in_Guy11M
MGG_05575T0,6494,20.4,292,0.01198,1.53e-5,up_in_Guy11M
MGG_02393T0,5042,21.49,287.5,0.01209,1.727e-5,up_in_Guy11M
MGG_11310T0,6047,21.35,303.3,0.01257,1.701e-5,up_in_Guy11M
MGG_12020T0,11659,24.37,221.7,0.01333,2.304e-5,up_in_Guy11M
MGG_02238T0,12589,23.69,294.8,0.01368,2.158e-5,up_in_Guy11M
MGG_16133T0,12260,24.25,278.6,0.01378,2.278e-5,up_in_Guy11M
MGG_02591T0,1223,25.42,233.8,0.01407,2.537e-5,up_in_Guy11M
MGG_15503T0,13087,26.98,245.4,0.01433,2.908e-5,up_in_Guy11M
EFMOT00000000161,12884,27.57,197.3,0.01452,3.054e-5,up_in_Guy11M
MGG_14269T0,10930,26.32,315,0.01463,2.749e-5,up_in_Guy11M
MGG_18130T0,13268,26.93,245.4,0.01481,2.894e-5,up_in_Guy11M
MGG_07720T0,5514,28.28,221.5,0.01486,3.238e-5,up_in_Guy11M
MGG_17833T0,1799,28.91,215.5,0.0151,3.405e-5,up_in_Guy11M
MGG_12337T0,10545,33.44,209.5,0.0197,4.737e-5,up_in_Guy11M
MGG_09763T0,5668,33.23,208.7,0.02005,4.67e-5,up_in_Guy11M
MGG_10051T0,6685,34.5,180.7,0.0205,5.084e-5,up_in_Guy11M
MGG_11894T0,11646,35.47,185.5,0.02119,5.414e-5,up_in_Guy11M
MGG_16125T0,11230,38.37,166.6,0.02326,6.466e-5,up_in_Guy11M
MGG_08019T0,279,37.52,169.7,0.02338,6.15e-5,up_in_Guy11M
MGG_00625T0,5690,39.12,183.7,0.02365,6.755e-5,up_in_Guy11M
EFMOT00000000339,13029,38.34,87.87,0.02387,6.456e-5,up_in_Guy11M
MGG_13463T0,9160,42.33,149.6,0.02754,8.071e-5,up_in_Guy11M
MGG_06844T0,5040,43.15,149.2,0.02803,8.427e-5,up_in_Guy11M
MGG_08938T0,12081,46.5,146,0.02883,9.967e-5,up_in_Guy11M
MGG_07790T0,10989,44.18,148.6,0.02884,8.886e-5,up_in_Guy11M
MGG_10004T0,609,46.5,127,0.02947,9.967e-5,up_in_Guy11M
MGG_10679T0,7073,46.31,132.2,0.02988,9.88e-5,up_in_Guy11M
MGG_09716T0,12349,46.04,136.8,0.03017,9.75e-5,up_in_Guy11M
MGG_10619T0,1134,45.96,145.9,0.03076,9.709e-5,up_in_Guy11M
MGG_07220T0,6693,48.37,118.5,0.03084,1.089e-4,up_in_Guy11M
MGG_00401T0,2939,49.4,127.6,0.03165,1.142e-4,up_in_Guy11M
MGG_16189T0,2735,50.53,126,0.03262,1.201e-4,up_in_Guy11M
MGG_10006T0,12395,52.1,124.2,0.03356,1.286e-4,up_in_Guy11M
MGG_07404T0,1308,51.67,143.9,0.03361,1.263e-4,up_in_Guy11M
MGG_10706T0,9575,53.67,131.6,0.03517,1.374e-4,up_in_Guy11M
MGG_09733T0,4513,55.23,115.4,0.0368,1.466e-4,up_in_Guy11M
MGG_13908T0,11070,56.5,112.1,0.038,1.542e-4,up_in_Guy11M
MGG_01367T0,7223,56.99,96.18,0.03804,1.572e-4,up_in_Guy11M
MGG_05054T0,7311,57.69,132.7,0.03839,1.616e-4,up_in_Guy11M
MGG_09085T0,3960,58.5,110.5,0.03891,1.667e-4,up_in_Guy11M
MGG_07264T0,11246,59.7,108.5,0.04001,1.744e-4,up_in_Guy11M
MGG_08526T0,1105,60.42,109,0.04039,1.791e-4,up_in_Guy11M
MGG_01906T0,6771,61.43,108.5,0.04055,1.859e-4,up_in_Guy11M
MGG_17053T0,11919,61.99,148.3,0.04071,1.897e-4,up_in_Guy11M
MGG_17928T0,7992,61.34,105.3,0.04109,1.853e-4,up_in_Guy11M
MGG_03685T0,2513,63.4,130.6,0.04213,1.994e-4,up_in_Guy11M
MGG_16198T0,9984,65.31,78.11,0.04362,2.131e-4,up_in_Guy11M
MGG_16410T0,6679,65.31,90.51,0.0443,2.131e-4,up_in_Guy11M
EFMOT00000000110,12843,67.5,73.23,0.04622,2.293e-4,up_in_Guy11M
MGG_07675T0,7211,68.7,69.31,0.04736,2.384e-4,up_in_Guy11M
MGG_03962T0,2724,70.5,81.91,0.04942,2.525e-4,up_in_Guy11M
MGG_16235T0,3983,71.13,48.2,0.04968,2.576e-4,up_in_Guy11M
MGG_12668T0,813,72.43,55.92,0.05098,2.682e-4,up_in_Guy11M
MGG_12410T0,7326,75.11,91.35,0.05449,2.907e-4,up_in_Guy11M
EFMOT00000000128,12856,76.3,38.02,0.05564,3.01e-4,up_in_Guy11M
MGG_09276T0,3425,76.9,75.78,0.05583,3.063e-4,up_in_Guy11M
MGG_00994T0,9447,77.46,81.24,0.05597,3.113e-4,up_in_Guy11M
MGG_13543T0,10407,78.97,75.1,0.05765,3.249e-4,up_in_Guy11M
MGG_09918T0,7281,80.98,61.68,0.06013,3.434e-4,up_in_Guy11M
MGG_13253T0,10894,82.7,68.04,0.0622,3.599e-4,up_in_Guy11M
MGG_00659T0,4131,83.43,50.61,0.06259,3.669e-4,up_in_Guy11M
MGG_05059T0,9649,84.98,65.06,0.06278,3.822e-4,up_in_Guy11M
MGG_06169T0,11926,84.79,68.16,0.06326,3.803e-4,up_in_Guy11M
MGG_09782T0,9860,84.38,66.68,0.06338,3.762e-4,up_in_Guy11M
MGG_08498T0,391,86.88,64.41,0.06513,4.014e-4,up_in_Guy11M
MGG_18136T0,3106,89.19,53.65,0.06737,4.253e-4,up_in_Guy11M
MGG_10483T0,1051,88.86,67.7,0.06764,4.219e-4,up_in_Guy11M
MGG_09676T0,8479,89.99,59.59,0.06793,4.339e-4,up_in_Guy11M
MGG_06824T0,7538,90.77,54.97,0.06842,4.422e-4,up_in_Guy11M
MGG_16000T0,2666,25.79,0.01446,0.06979,2.622e-5,up_in_Guy11
MGG_15780T0,2120,23.56,0.01797,0.07092,2.132e-5,up_in_Guy11
MGG_08194T0,7257,28.57,0.0152,0.07346,3.312e-5,up_in_Guy11
MGG_09976T0,10737,96.81,49.66,0.07538,5.098e-4,up_in_Guy11M
MGG_03640T0,5573,96.44,55.37,0.07558,5.055e-4,up_in_Guy11M
MGG_08497T0,8624,95.5,63.98,0.07567,4.947e-4,up_in_Guy11M
MGG_17896T0,6319,97.49,54.61,0.07571,5.177e-4,up_in_Guy11M
MGG_09705T0,10943,96.44,53.72,0.07644,5.055e-4,up_in_Guy11M
MGG_01418T0,5510,100.9,53.72,0.08083,5.588e-4,up_in_Guy11M
MGG_09384T0,6905,102.2,71.92,0.08226,5.749e-4,up_in_Guy11M
MGG_00314T0,6353,104.2,36.54,0.08488,5.996e-4,up_in_Guy11M
MGG_07676T0,4899,107.8,43.7,0.08693,6.467e-4,up_in_Guy11M
MGG_09753T0,7224,105.9,48.93,0.08696,6.208e-4,up_in_Guy11M
MGG_15882T0,8802,107.8,33.49,0.08777,6.464e-4,up_in_Guy11M
MGG_17894T0,6814,107.4,38.92,0.08796,6.411e-4,up_in_Guy11M
MGG_04749T0,11769,106.9,46.15,0.08803,6.351e-4,up_in_Guy11M
MGG_09073T0,3176,109.5,46.16,0.089,6.688e-4,up_in_Guy11M
MGG_11914T0,484,111,43.79,0.08912,6.899e-4,up_in_Guy11M
MGG_02339T0,6836,110.1,57.88,0.08923,6.773e-4,up_in_Guy11M
MGG_04244T0,10037,111,49.12,0.08991,6.892e-4,up_in_Guy11M
MGG_11749T0,1270,23.28,0.02123,0.09202,2.075e-5,up_in_Guy11
MGG_07478T0,3879,115.5,42.46,0.09617,7.516e-4,up_in_Guy11M
MGG_07287T0,6652,117.9,39.27,0.09728,7.822e-4,up_in_Guy11M
MGG_15357T0,2383,117.7,41.59,0.0979,7.799e-4,up_in_Guy11M
MGG_03012T0,7425,117.2,48.06,0.09794,7.728e-4,up_in_Guy11M
MGG_10410T0,1663,120,37.56,0.0987,8.085e-4,up_in_Guy11M
MGG_17806T0,5390,119.9,29.16,0.09952,8.077e-4,up_in_Guy11M
MGG_04994T0,11062,121.3,40.09,0.09992,8.26e-4,up_in_Guy11M
MGG_14872T0,5689,123.1,38.49,0.1009,8.491e-4,up_in_Guy11M
MGG_00620T0,2533,124.1,39.26,0.1014,8.612e-4,up_in_Guy11M
MGG_06103T0,9376,124.6,38.72,0.1014,8.683e-4,up_in_Guy11M
MGG_03497T0,1431,123.1,32.99,0.1017,8.485e-4,up_in_Guy11M
MGG_17574T0,4258,21.12,0.01982,0.1103,1.658e-5,up_in_Guy11
MGG_01026T0,2905,130.9,30.41,0.1103,9.529e-4,up_in_Guy11M
MGG_07697T0,10858,132.5,31.17,0.1119,9.752e-4,up_in_Guy11M
MGG_00799T0,5550,139.1,33.59,0.1184,0.001068,up_in_Guy11M
MGG_07062T0,11146,138.5,37.86,0.1185,0.00106,up_in_Guy11M
MGG_02347T0,5756,137.5,35.6,0.1188,0.001045,up_in_Guy11M
MGG_05489T0,11770,138.5,34.96,0.1194,0.001059,up_in_Guy11M
MGG_05418T0,1210,143.5,30.26,0.1195,0.001132,up_in_Guy11M
MGG_03557T0,4020,140.5,29.85,0.1196,0.001088,up_in_Guy11M
EFMOT00000000294,12993,142,16.29,0.1201,0.00111,up_in_Guy11M
MGG_03025T0,10700,143.2,29.48,0.1201,0.001128,up_in_Guy11M
MGG_04251T0,7589,142.9,29.47,0.1205,0.001123,up_in_Guy11M
MGG_17927T0,3989,141.9,31.86,0.1208,0.001108,up_in_Guy11M
MGG_15354T0,8502,145.8,31.51,0.1221,0.001165,up_in_Guy11M
MGG_13996T0,3049,38.29,0.01861,0.1224,6.437e-5,up_in_Guy11
MGG_16502T0,11170,40.77,0.02747,0.1233,7.415e-5,up_in_Guy11
MGG_02065T0,2800,148.7,23.78,0.1257,0.001209,up_in_Guy11M
MGG_07228T0,2403,150.4,26.37,0.1274,0.001235,up_in_Guy11M
MGG_09548T0,5120,153.4,27.15,0.1312,0.001282,up_in_Guy11M
MGG_02255T0,4539,161.1,28.63,0.1315,0.001403,up_in_Guy11M
MGG_06116T0,5653,160.9,28.4,0.1321,0.0014,up_in_Guy11M
MGG_06691T0,1514,160.5,29.66,0.1323,0.001392,up_in_Guy11M
MGG_03963T0,5803,160.4,29.58,0.1332,0.001391,up_in_Guy11M
EFMOT00000000321,13015,155.7,24.69,0.1338,0.001317,up_in_Guy11M
MGG_16024T0,10190,160.2,28.59,0.1338,0.001387,up_in_Guy11M
MGG_15377T0,8494,158.5,32.57,0.1341,0.00136,up_in_Guy11M
MGG_01297T0,334,159.1,25.96,0.1341,0.00137,up_in_Guy11M
MGG_05951T0,10842,166,24.28,0.1341,0.001482,up_in_Guy11M
MGG_10506T0,3187,159.8,31.15,0.1343,0.001382,up_in_Guy11M
MGG_03312T0,7547,163.7,28.07,0.1343,0.001444,up_in_Guy11M
MGG_03397T0,10713,158,26.95,0.1344,0.001353,up_in_Guy11M
MGG_16717T0,12219,164.9,23.01,0.1344,0.001464,up_in_Guy11M
MGG_03440T0,2736,164.4,24.75,0.1346,0.001456,up_in_Guy11M
MGG_16026T0,11147,165.7,26.14,0.1347,0.001478,up_in_Guy11M
MGG_15776T0,11850,157,25.74,0.1348,0.001337,up_in_Guy11M
MGG_13624T0,418,167,26.09,0.1348,0.001499,up_in_Guy11M
MGG_13019T0,6403,157.9,28.64,0.1353,0.001352,up_in_Guy11M
MGG_15393T0,6213,168.6,25.35,0.1362,0.001525,up_in_Guy11M
MGG_05902T0,2242,171.6,24.63,0.1397,0.001575,up_in_Guy11M
MGG_07235T0,7055,172.7,26.43,0.1405,0.001594,up_in_Guy11M
MGG_09100T0,12029,177.5,25.62,0.1468,0.001677,up_in_Guy11M
MGG_16708T0,807,17.75,0.01324,0.1476,1.109e-5,up_in_Guy11
MGG_06165T0,12751,179.4,23.14,0.1477,0.001709,up_in_Guy11M
MGG_00981T0,7782,178.8,24.99,0.1478,0.001699,up_in_Guy11M
MGG_02064T0,949,180.2,20.37,0.1479,0.001723,up_in_Guy11M
MGG_15950T0,8011,183.9,23.67,0.1526,0.001789,up_in_Guy11M
MGG_02814T0,9958,185,24.74,0.1532,0.001808,up_in_Guy11M
MGG_07005T0,2637,191.4,24.83,0.16,0.001924,up_in_Guy11M
MGG_09592T0,7451,190.6,22.35,0.1609,0.00191,up_in_Guy11M
MGG_00792T0,7389,191.3,23.37,0.1609,0.001923,up_in_Guy11M
MGG_10310T0,3971,195,21.1,0.1625,0.00199,up_in_Guy11M
MGG_17815T0,736,193.8,20.81,0.1627,0.001969,up_in_Guy11M
MGG_16892T0,8799,194.9,21.88,0.1634,0.001989,up_in_Guy11M
MGG_10745T0,9894,196.4,21.03,0.1637,0.002017,up_in_Guy11M
MGG_09605T0,9855,197.6,20.02,0.1645,0.002039,up_in_Guy11M
MGG_09920T0,4964,199.7,20.46,0.1657,0.002079,up_in_Guy11M
MGG_14095T0,13213,199.5,23.54,0.1663,0.002075,up_in_Guy11M
MGG_01732T0,2717,201.1,20.17,0.1668,0.002105,up_in_Guy11M
MGG_05406T0,2251,208.2,19.07,0.1685,0.002242,up_in_Guy11M
MGG_17398T0,8203,207.7,17.76,0.1688,0.002233,up_in_Guy11M
MGG_16409T0,10561,204.5,18.72,0.1689,0.00217,up_in_Guy11M
MGG_10928T0,9455,207.3,18.03,0.1692,0.002225,up_in_Guy11M
MGG_08761T0,12383,203.5,20.01,0.1694,0.002151,up_in_Guy11M
MGG_01255T0,4569,206.2,26.69,0.1695,0.002204,up_in_Guy11M
MGG_01612T0,10396,204.4,21.68,0.1698,0.002169,up_in_Guy11M
MGG_17270T0,3714,207.3,24.59,0.1701,0.002224,up_in_Guy11M
MGG_09710T0,11343,206.2,15.33,0.1704,0.002203,up_in_Guy11M
MGG_06126T0,8999,210.1,21.35,0.1705,0.00228,up_in_Guy11M
MGG_09372T0,10920,217,15.61,0.172,0.002417,up_in_Guy11M
MGG_05552T0,10610,211.9,21.78,0.1721,0.002314,up_in_Guy11M
MGG_09861T0,746,217,18.69,0.1729,0.002417,up_in_Guy11M
MGG_12081T0,12173,219.1,16.36,0.1732,0.00246,up_in_Guy11M
MGG_08515T0,8870,216,20.39,0.1733,0.002397,up_in_Guy11M
MGG_15184T0,12080,216.7,18.67,0.1734,0.00241,up_in_Guy11M
MGG_08525T0,668,219,18.72,0.174,0.002458,up_in_Guy11M
MGG_07836T0,12045,220.5,22.72,0.1742,0.002488,up_in_Guy11M
MGG_08430T0,10171,216,18.42,0.1743,0.002396,up_in_Guy11M
MGG_00339T0,386,221.4,18.16,0.1747,0.002507,up_in_Guy11M
MGG_16607T0,11785,215.2,18.01,0.1751,0.002381,up_in_Guy11M
MGG_10367T0,3109,215.9,18.77,0.1752,0.002396,up_in_Guy11M
MGG_03437T0,11523,214.9,19.96,0.1756,0.002375,up_in_Guy11M
MGG_15731T0,408,229.9,17.42,0.1821,0.002683,up_in_Guy11M
MGG_11231T0,2960,228.4,21.49,0.1828,0.002652,up_in_Guy11M
MGG_00947T0,3018,229.7,15.65,0.1829,0.00268,up_in_Guy11M
MGG_13248T0,399,229.4,20.25,0.1834,0.002674,up_in_Guy11M
MGG_15835T0,2185,228.2,29.21,0.1836,0.002649,up_in_Guy11M
MGG_05404T0,11670,232.3,17.46,0.1846,0.002733,up_in_Guy11M
MGG_08774T0,9150,233.7,17.49,0.1849,0.002765,up_in_Guy11M
MGG_06326T0,423,233.3,16.67,0.1851,0.002755,up_in_Guy11M
MGG_17309T0,8378,58.65,0.02275,0.1859,1.676e-4,up_in_Guy11
MGG_17224T0,5812,235.2,14.07,0.186,0.002795,up_in_Guy11M
MGG_08639T0,4722,236.8,14.47,0.1874,0.00283,up_in_Guy11M
MGG_11680T0,7844,241.5,15.91,0.1885,0.002932,up_in_Guy11M
MGG_10170T0,1511,238.5,19.48,0.1888,0.002866,up_in_Guy11M
MGG_07411T0,10765,241.3,17.56,0.1892,0.002929,up_in_Guy11M
MGG_09351T0,6070,239.5,16.47,0.1894,0.00289,up_in_Guy11M
MGG_06008T0,6995,240.8,18.73,0.1894,0.002918,up_in_Guy11M
MGG_16052T0,2013,65.41,0.02543,0.1896,2.137e-4,up_in_Guy11
MGG_01454T0,2052,240.7,16.59,0.1901,0.002915,up_in_Guy11M
MGG_09298T0,3102,243.7,19.62,0.1907,0.002981,up_in_Guy11M
MGG_16337T0,1745,57.24,0.03156,0.192,1.587e-4,up_in_Guy11
MGG_16076T0,6710,67.75,0.03003,0.1923,2.312e-4,up_in_Guy11
MGG_16523T0,11404,75.55,0.03508,0.1959,2.945e-4,up_in_Guy11
MGG_07613T0,6078,248,14.51,0.1959,0.003076,up_in_Guy11M
MGG_00052T0,5676,250.7,15.41,0.1988,0.003137,up_in_Guy11M
MGG_16214T0,3953,65.16,0.03566,0.2015,2.12e-4,up_in_Guy11
MGG_09412T0,6600,253.4,15.97,0.2017,0.003198,up_in_Guy11M
MGG_14006T0,184,74.89,0.03371,0.2023,2.888e-4,up_in_Guy11
MGG_11781T0,3729,254.5,16.45,0.2023,0.003223,up_in_Guy11M
MGG_07630T0,10859,255.3,15.76,0.2025,0.003241,up_in_Guy11M
MGG_16414T0,2543,56.37,0.03667,0.2042,1.534e-4,up_in_Guy11
MGG_01778T0,385,257.6,14.83,0.2048,0.003293,up_in_Guy11M
MGG_15567T0,13264,73.71,0.0394,0.2061,2.788e-4,up_in_Guy11
MGG_07872T0,7635,260.2,15.96,0.2076,0.003354,up_in_Guy11M
MGG_03682T0,5902,263.1,14.23,0.2078,0.00342,up_in_Guy11M
MGG_01876T0,7857,263,15.68,0.2086,0.003418,up_in_Guy11M
MGG_10252T0,11008,261.7,13.35,0.2087,0.003388,up_in_Guy11M
MGG_16139T0,13165,262.7,15.29,0.2092,0.003411,up_in_Guy11M
MGG_04728T0,7482,72.66,0.03785,0.2114,2.701e-4,up_in_Guy11
MGG_15401T0,7240,64.99,0.03285,0.2157,2.107e-4,up_in_Guy11
MGG_03541T0,3178,55.21,0.03004,0.2165,1.464e-4,up_in_Guy11
MGG_17063T0,13298,270.5,14.65,0.2174,0.003595,up_in_Guy11M
MGG_04328T0,6521,271.9,11.94,0.2185,0.003629,up_in_Guy11M
MGG_04611T0,8068,273.1,14.1,0.2192,0.003658,up_in_Guy11M
MGG_03306T0,5046,274.2,13.94,0.2198,0.003683,up_in_Guy11M
MGG_13697T0,2908,276.9,12.72,0.2217,0.003749,up_in_Guy11M
MGG_06542T0,3026,276.8,8.158,0.2226,0.003747,up_in_Guy11M
MGG_02004T0,2271,280.9,15.56,0.2254,0.003845,up_in_Guy11M
MGG_03635T0,697,280.8,18.81,0.2263,0.003844,up_in_Guy11M
MGG_09246T0,11068,285,16.41,0.2274,0.003947,up_in_Guy11M
MGG_00587T0,1498,287.1,13.34,0.2274,0.003999,up_in_Guy11M
MGG_12388T0,7768,284,15.94,0.2279,0.003922,up_in_Guy11M
MGG_00245T0,8376,286.8,13.79,0.2279,0.003991,up_in_Guy11M
MGG_04173T0,135,284.9,15.14,0.2282,0.003945,up_in_Guy11M
MGG_11610T0,3044,286.3,13.46,0.2282,0.003979,up_in_Guy11M
EFMOT00000000070,12806,288.6,15.67,0.2285,0.004036,up_in_Guy11M
MGG_02633T0,2628,290.7,14.27,0.2286,0.004089,up_in_Guy11M
MGG_13971T0,1958,283.9,13.05,0.2288,0.00392,up_in_Guy11M
MGG_06846T0,9796,289.8,13.42,0.2293,0.004066,up_in_Guy11M
MGG_03966T0,3167,290.5,14.2,0.2293,0.004084,up_in_Guy11M
MGG_08697T0,6023,295.2,13.25,0.231,0.004202,up_in_Guy11M
MGG_14209T0,2635,293.2,12.7,0.2312,0.004153,up_in_Guy11M
MGG_12479T0,12408,294.6,12.65,0.2312,0.004187,up_in_Guy11M
MGG_12025T0,6328,294.1,12.46,0.2315,0.004176,up_in_Guy11M
MGG_16493T0,9117,83.43,0.04731,0.2325,3.669e-4,up_in_Guy11
MGG_07833T0,3628,297.2,10.65,0.2329,0.004253,up_in_Guy11M
MGG_04963T0,10146,299.5,13.88,0.2351,0.004312,up_in_Guy11M
MGG_08278T0,10608,301,14.03,0.2354,0.004352,up_in_Guy11M
MGG_03287T0,10887,302.5,12.46,0.2355,0.004389,up_in_Guy11M
EFMOT00000000154,12878,300.6,10.59,0.2358,0.004342,up_in_Guy11M
MGG_07270T0,3832,302.3,11.97,0.2362,0.004384,up_in_Guy11M
MGG_01453T0,626,303.6,11.46,0.2362,0.004419,up_in_Guy11M
MGG_09680T0,2009,307.3,13.11,0.2384,0.004514,up_in_Guy11M
MGG_09398T0,1343,307.1,11.33,0.2391,0.00451,up_in_Guy11M
MGG_16527T0,5442,86.31,0.03905,0.2393,3.956e-4,up_in_Guy11
MGG_07789T0,10312,309.4,12.41,0.2394,0.00457,up_in_Guy11M
MGG_08287T1,6640,306.7,12.63,0.2395,0.0045,up_in_Guy11M
MGG_06973T0,9639,313.9,11.74,0.24,0.004689,up_in_Guy11M
MGG_01236T0,10039,309.3,18.67,0.2402,0.004567,up_in_Guy11M
MGG_02889T0,1182,313.5,13.82,0.2403,0.004677,up_in_Guy11M
MGG_13615T0,8145,313,12.88,0.2405,0.004664,up_in_Guy11M
MGG_07344T0,4439,312.2,11.51,0.2414,0.004644,up_in_Guy11M
MGG_12165T0,5861,312.9,16.84,0.2414,0.004661,up_in_Guy11M
EFMOT00000000054,12794,316.6,9.831,0.2418,0.004761,up_in_Guy11M
MGG_00827T0,8009,312,12.54,0.242,0.004638,up_in_Guy11M
MGG_09227T0,8784,317.4,11.38,0.242,0.004782,up_in_Guy11M
MGG_13656T0,2212,316.6,11.02,0.2427,0.00476,up_in_Guy11M
MGG_03056T0,6508,322,11.34,0.2464,0.004906,up_in_Guy11M
MGG_05196T0,3758,321.7,11.68,0.2469,0.004898,up_in_Guy11M
EFMOT00000000388,13068,325.5,13.82,0.2483,0.005001,up_in_Guy11M
MGG_01372T0,8530,325.2,11.52,0.2489,0.004993,up_in_Guy11M
MGG_04774T0,1634,325.2,11.37,0.2498,0.004993,up_in_Guy11M
MGG_06178T0,195,332.8,10.64,0.2508,0.005202,up_in_Guy11M
MGG_02431T0,437,328.7,12.1,0.2509,0.00509,up_in_Guy11M
MGG_00684T0,2191,328.3,11.79,0.2512,0.005078,up_in_Guy11M
MGG_14338T0,8046,332.4,11.19,0.2512,0.005191,up_in_Guy11M
MGG_10363T0,8190,330.1,11.82,0.2517,0.005126,up_in_Guy11M
MGG_11554T0,8687,332.4,11.83,0.252,0.00519,up_in_Guy11M
MGG_06845T0,10012,332.1,13.72,0.2526,0.005183,up_in_Guy11M
MGG_12707T0,2440,334.8,11.52,0.2526,0.005259,up_in_Guy11M
MGG_11952T0,7321,331.7,10.96,0.2531,0.005173,up_in_Guy11M
MGG_16890T0,12748,337.8,11.94,0.2548,0.005343,up_in_Guy11M
MGG_15084T0,12735,337.3,11.46,0.255,0.005327,up_in_Guy11M
MGG_14523T0,11536,339,12.38,0.2555,0.005376,up_in_Guy11M
MGG_03208T0,6446,340.7,11.6,0.2558,0.005422,up_in_Guy11M
MGG_10892T0,10111,340.2,12.51,0.2562,0.005409,up_in_Guy11M
MGG_02328T0,10314,342,13.98,0.2567,0.005459,up_in_Guy11M
MGG_02165T0,8371,343.3,18.5,0.2575,0.005496,up_in_Guy11M
MGG_10705T0,11419,345.6,8.854,0.2588,0.005562,up_in_Guy11M
EFMOT00000000215,12932,345.3,10.53,0.2593,0.005553,up_in_Guy11M
MGG_09322T0,5192,347.5,10.59,0.2595,0.005617,up_in_Guy11M
MGG_09847T0,9509,346.9,9.602,0.2596,0.005599,up_in_Guy11M
MGG_16953T0,10575,350.9,10.14,0.2631,0.005715,up_in_Guy11M
MGG_03946T0,8003,355.3,11.74,0.2653,0.005841,up_in_Guy11M
MGG_13192T0,6593,353.3,12.25,0.2654,0.005784,up_in_Guy11M
MGG_16345T0,6448,355.1,10.32,0.2659,0.005834,up_in_Guy11M
MGG_11317T0,6756,357.1,9.827,0.2667,0.005893,up_in_Guy11M
MGG_08377T0,5837,357.7,10.03,0.2667,0.005912,up_in_Guy11M
MGG_02101T0,12328,355.1,10.43,0.2668,0.005834,up_in_Guy11M
MGG_07307T0,9940,359.8,9.211,0.2685,0.005973,up_in_Guy11M
MGG_17607T0,4856,362.1,10.88,0.2706,0.00604,up_in_Guy11M
MGG_03880T0,12150,363.2,15.5,0.2712,0.006074,up_in_Guy11M
MGG_03375T0,8348,368,10.81,0.2766,0.006216,up_in_Guy11M
MGG_06950T0,683,373.6,10.17,0.2813,0.006384,up_in_Guy11M
MGG_05982T0,394,377.2,9.444,0.2814,0.006492,up_in_Guy11M
MGG_16456T0,7656,372.5,10.37,0.2816,0.006349,up_in_Guy11M
MGG_11893T0,11922,375.3,9.835,0.2816,0.006433,up_in_Guy11M
MGG_01887T0,6897,373.3,9.88,0.2818,0.006375,up_in_Guy11M
MGG_01214T0,10123,374.8,8.786,0.2819,0.006418,up_in_Guy11M
MGG_04162T0,4320,376.9,8.13,0.282,0.006484,up_in_Guy11M
MGG_14976T0,2125,376.5,10.43,0.2823,0.006471,up_in_Guy11M
MGG_17457T0,2284,96.9,0.04325,0.2833,5.109e-4,up_in_Guy11
MGG_17475T0,5840,384.1,9.95,0.284,0.006702,up_in_Guy11M
MGG_14596T0,12670,380.7,8.986,0.2841,0.0065970000000000004,up_in_Guy11M
MGG_07219T0,9710,383.4,7.971,0.2841,0.006683,up_in_Guy11M
MGG_09354T0,5546,380.5,10.36,0.2848,0.006591,up_in_Guy11M
MGG_01025T0,7899,383.2,11.95,0.2848,0.006677,up_in_Guy11M
MGG_15612T0,11,382.2,9.535,0.2852,0.006645,up_in_Guy11M
MGG_04956T0,6491,385.8,9.62,0.2854,0.006755,up_in_Guy11M
MGG_10005T0,1922,383.1,9.3,0.2855,0.006673,up_in_Guy11M
MGG_10494T0,6886,387,9.305,0.286,0.006792,up_in_Guy11M
MGG_09378T0,10120,391.1,10.43,0.2868,0.006919,up_in_Guy11M
MGG_07704T0,10153,390.6,9.415,0.2871,0.006904,up_in_Guy11M
MGG_04017T0,9785,390.2,10.21,0.2875,0.006891,up_in_Guy11M
MGG_09119T0,8257,388.9,9.539,0.2877,0.006853,up_in_Guy11M
MGG_09779T0,1560,389.9,8.746,0.288,0.006881,up_in_Guy11M
