target_id,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,direction
MGG_07506T0,5711,1445,2.665,0.7112,0.06408,up_in_Guy11M
MGG_15059T0,4563,1453,4.218,0.7112,0.06467,up_in_Guy11M
MGG_13349T0,2961,1457,2.496,0.7112,0.06499,up_in_Guy11M
MGG_04412T0,11553,1066,0.2869,0.7113,0.03875,up_in_Guy11
MGG_06871T0,10635,1066,0.3612,0.7113,0.03881,up_in_Guy11
MGG_03282T0,11789,1459,2.862,0.7113,0.06511,up_in_Guy11M
MGG_15621T0,7115,1443,2.202,0.7114,0.06394,up_in_Guy11M
MGG_04532T0,12098,1446,3.465,0.7114,0.06416,up_in_Guy11M
MGG_03703T0,2811,1081,0.2956,0.7115,0.03972,up_in_Guy11
MGG_05473T0,7565,1095,0.261,0.7115,0.04058,up_in_Guy11
MGG_12111T0,12718,1441,2.761,0.7115,0.06384,up_in_Guy11M
MGG_06486T0,10572,1082,0.2936,0.7116,0.03979,up_in_Guy11
MGG_02444T0,8,1086,0.2879,0.7116,0.04,up_in_Guy11
MGG_09402T0,2401,1095,0.2888,0.7116,0.04054,up_in_Guy11
MGG_08636T0,5075,1442,2.774,0.7116,0.06391,up_in_Guy11M
MGG_15718T0,11132,1065,0.2884,0.7117,0.03872,up_in_Guy11
MGG_01568T0,1633,1075,0.3427,0.7117,0.03931,up_in_Guy11
MGG_03695T0,1871,1081,0.3485,0.7117,0.03968,up_in_Guy11
MGG_10019T0,3339,1435,2.97,0.7117,0.06338,up_in_Guy11M
MGG_13557T0,8346,1077,0.3266,0.7118,0.03942,up_in_Guy11
MGG_05571T0,4176,1437,2.595,0.7118,0.06355,up_in_Guy11M
MGG_10853T0,11184,1464,2.759,0.7118,0.06547,up_in_Guy11M
MGG_03510T0,1087,1063,0.352,0.7119,0.03862,up_in_Guy11
MGG_00843T0,9276,1078,0.3102,0.7119,0.03954,up_in_Guy11
MGG_02688T0,8279,1110,0.249,0.7119,0.04146,up_in_Guy11
MGG_01991T0,6422,1434,1.944,0.7119,0.06334,up_in_Guy11M
MGG_16318T0,5056,1437,2.75,0.7119,0.06351,up_in_Guy11M
MGG_07908T0,10130,1441,2.52,0.7119,0.06382,up_in_Guy11M
MGG_04344T0,6312,1094,0.2257,0.712,0.0405,up_in_Guy11
MGG_15773T0,7697,1064,0.3411,0.7121,0.03869,up_in_Guy11
MGG_07280T0,2885,1086,0.3439,0.7121,0.03997,up_in_Guy11
MGG_05179T0,2043,1436,2.879,0.7121,0.06346,up_in_Guy11M
MGG_02837T1,2071,1438,3.204,0.7121,0.06363,up_in_Guy11M
MGG_07016T0,4367,1461,2.976,0.7121,0.06529,up_in_Guy11M
MGG_06569T0,2996,1080,0.2807,0.7122,0.03966,up_in_Guy11
MGG_05797T0,193,1439,3.059,0.7122,0.06369,up_in_Guy11M
MGG_17121T0,5037,1463,3.126,0.7122,0.06546,up_in_Guy11M
EFMOT00000000387,13067,1441,1.362,0.7124,0.06382,up_in_Guy11M
MGG_10504T0,11894,1078,0.337,0.7125,0.03952,up_in_Guy11
EFMOT00000000329,13022,1075,0.5208,0.7126,0.03931,up_in_Guy11
MGG_11491T0,10891,1110,0.2999,0.7128,0.04146,up_in_Guy11
MGG_15185T0,6945,1463,2.553,0.7128,0.06545,up_in_Guy11M
MGG_09019T0,11066,1085,0.2589,0.7129,0.03991,up_in_Guy11
MGG_00492T0,7566,1441,2.577,0.7129,0.06381,up_in_Guy11M
MGG_14760T0,3431,1086,0.3262,0.713,0.03997,up_in_Guy11
MGG_05047T0,1884,1463,2.213,0.713,0.06542,up_in_Guy11M
MGG_17995T0,12411,1080,0.2202,0.7132,0.03966,up_in_Guy11
MGG_12476T0,11418,1112,0.2716,0.7134,0.0416,up_in_Guy11
MGG_07623T0,10213,1113,0.3057,0.7134,0.04165,up_in_Guy11
MGG_05273T0,1702,1115,0.34,0.7135,0.04177,up_in_Guy11
MGG_14899T0,12743,1467,2.746,0.7135,0.06569,up_in_Guy11M
MGG_12473T0,779,1473,2.788,0.714,0.06616,up_in_Guy11M
MGG_13936T0,6090,1114,0.3571,0.7141,0.04175,up_in_Guy11
MGG_07567T0,10193,1469,2.845,0.7141,0.06584,up_in_Guy11M
MGG_04775T1,2612,1468,2.586,0.7144,0.06582,up_in_Guy11M
MGG_02056T0,6546,1470,2.631,0.7145,0.06593,up_in_Guy11M
EFMOT00000000114,12847,1473,2.993,0.7145,0.06615,up_in_Guy11M
MGG_17966T0,2535,1472,2.24,0.7149,0.06608,up_in_Guy11M
MGG_15663T0,8948,1473,2.701,0.7149,0.06613,up_in_Guy11M
MGG_00845T0,7731,1471,2.484,0.715,0.06603,up_in_Guy11M
EFMOT00000000330,13023,1118,0.1731,0.7166,0.042,up_in_Guy11
EFMOT00000000333,13025,1478,3.336,0.717,0.06649,up_in_Guy11M
MGG_02129T0,11435,1479,2.957,0.7173,0.06657,up_in_Guy11M
MGG_17612T0,10865,1480,3.369,0.7178,0.06667,up_in_Guy11M
MGG_05593T0,10362,1123,0.5003,0.7184,0.04227,up_in_Guy11
MGG_18077T0,5354,1127,0.2791,0.7185,0.04255,up_in_Guy11
MGG_16902T0,12651,1122,0.2631,0.7188,0.04224,up_in_Guy11
MGG_12097T0,9595,1486,2.632,0.7188,0.06709,up_in_Guy11M
MGG_00590T0,8174,1126,0.3635,0.7189,0.04252,up_in_Guy11
MGG_13563T0,777,1128,0.3629,0.7189,0.04262,up_in_Guy11
MGG_17370T0,4535,1125,0.2304,0.719,0.04241,up_in_Guy11
MGG_09709T0,8354,1483,2.721,0.719,0.06689,up_in_Guy11M
MGG_11716T0,5033,1124,0.3198,0.7192,0.04237,up_in_Guy11
MGG_04200T0,2301,1122,0.305,0.7193,0.04222,up_in_Guy11
MGG_00053T0,12242,1126,0.3132,0.7193,0.04249,up_in_Guy11
MGG_01402T0,9805,1246,0.3071,0.7193,0.05027,up_in_Guy11
MGG_09734T0,6597,1486,2.669,0.7193,0.06709,up_in_Guy11M
MGG_01089T0,6237,1245,0.3384,0.7194,0.05022,up_in_Guy11
MGG_06739T0,5678,1247,0.379,0.7194,0.05033,up_in_Guy11
MGG_06179T0,1461,1130,0.314,0.7195,0.04271,up_in_Guy11
MGG_01708T0,2963,1245,0.3381,0.7195,0.05018,up_in_Guy11
MGG_00078T0,4655,1483,2.226,0.7195,0.06688,up_in_Guy11M
MGG_01481T0,12495,1485,2.813,0.7196,0.06706,up_in_Guy11M
MGG_03086T0,1092,1385,0.3675,0.7198,0.05983,up_in_Guy11
MGG_16230T0,11244,1440,0.4254,0.7199,0.06378,up_in_Guy11
EFMOT00000000361,13047,1444,0.4409,0.7199,0.06406,up_in_Guy11
MGG_04896T0,8207,1485,2.534,0.7199,0.06703,up_in_Guy11M
MGG_17017T0,95,1244,0.3343,0.72,0.05016,up_in_Guy11
MGG_10868T0,9354,1386,0.3372,0.7201,0.0599,up_in_Guy11
EFMOT00000000369,13054,1436,0.3402,0.7201,0.06348,up_in_Guy11
MGG_16142T0,10186,1445,0.2945,0.7201,0.06412,up_in_Guy11
MGG_11467T0,4897,1385,0.3498,0.7202,0.0598,up_in_Guy11
MGG_09604T0,2333,1436,0.428,0.7202,0.06343,up_in_Guy11
MGG_06175T0,12134,1453,0.3852,0.7202,0.06468,up_in_Guy11
MGG_08600T0,12568,1444,0.3863,0.7203,0.06404,up_in_Guy11
MGG_06374T0,1349,1452,0.4066,0.7203,0.06463,up_in_Guy11
MGG_07217T0,8115,1454,0.4286,0.7203,0.06473,up_in_Guy11
MGG_12821T0,10820,1249,0.3366,0.7204,0.05045,up_in_Guy11
MGG_02980T0,3209,1384,0.3904,0.7204,0.05977,up_in_Guy11
MGG_11536T0,4224,1437,0.3326,0.7204,0.06356,up_in_Guy11
MGG_15302T0,3894,1439,0.3995,0.7204,0.06366,up_in_Guy11
MGG_00418T0,2468,1440,0.5076,0.7204,0.06378,up_in_Guy11
MGG_17460T0,2262,1443,0.4656,0.7204,0.06399,up_in_Guy11
MGG_01673T0,8821,1447,0.3666,0.7205,0.06427,up_in_Guy11
MGG_06189T0,9283,1253,0.3382,0.7207,0.05069,up_in_Guy11
MGG_02898T0,7900,1384,0.3718,0.7207,0.05974,up_in_Guy11
MGG_16754T0,1245,1390,0.3154,0.7207,0.06017,up_in_Guy11
MGG_04889T0,9835,1244,0.3127,0.7208,0.05016,up_in_Guy11
MGG_16143T0,9130,1250,0.2857,0.7208,0.05054,up_in_Guy11
MGG_01412T0,773,1252,0.3349,0.7208,0.05065,up_in_Guy11
MGG_17471T0,12021,1432,0.423,0.7208,0.06316,up_in_Guy11
MGG_01756T0,1167,1436,0.3669,0.7208,0.06343,up_in_Guy11
MGG_02598T0,1670,1439,0.3646,0.7208,0.06365,up_in_Guy11
MGG_05067T0,101,1442,0.35,0.7208,0.06392,up_in_Guy11
EFMOT00000000030,12778,1443,0.3518,0.7208,0.06397,up_in_Guy11
MGG_08297T0,8773,1449,0.4356,0.7208,0.06441,up_in_Guy11
MGG_01842T0,5321,1244,0.334,0.7209,0.05011,up_in_Guy11
MGG_06368T0,10204,1433,0.3565,0.7209,0.06322,up_in_Guy11
MGG_06800T0,3489,1447,0.3507,0.7209,0.06425,up_in_Guy11
MGG_00612T0,2254,1452,0.308,0.7209,0.06463,up_in_Guy11
MGG_17108T0,6873,1251,0.259,0.721,0.0506,up_in_Guy11
MGG_02692T0,6660,1440,0.3101,0.721,0.06377,up_in_Guy11
MGG_00785T0,7513,1384,0.3597,0.7211,0.05972,up_in_Guy11
MGG_07022T0,9266,1451,0.3911,0.7211,0.06454,up_in_Guy11
MGG_16742T0,7369,1449,0.3181,0.7212,0.06439,up_in_Guy11
MGG_09985T0,3076,1490,2.533,0.7212,0.06742,up_in_Guy11M
MGG_04427T0,11295,1313,0.3308,0.7213,0.0548,up_in_Guy11
MGG_00949T0,6899,1389,0.4043,0.7213,0.06011,up_in_Guy11
MGG_16886T0,5111,1390,0.3163,0.7213,0.06016,up_in_Guy11
MGG_11156T0,12015,1435,0.3574,0.7213,0.06336,up_in_Guy11
MGG_14748T0,567,1133,0.3079,0.7214,0.04294,up_in_Guy11
MGG_15132T0,9606,1311,0.314,0.7214,0.05465,up_in_Guy11
MGG_00747T0,3585,1432,0.4243,0.7214,0.06315,up_in_Guy11
MGG_17265T0,10922,1436,0.3424,0.7214,0.06343,up_in_Guy11
MGG_06763T0,1071,1452,0.3049,0.7214,0.06462,up_in_Guy11
MGG_11426T0,8308,1314,0.3688,0.7215,0.05487,up_in_Guy11
MGG_10448T0,1201,1383,0.392,0.7215,0.0597,up_in_Guy11
MGG_00528T0,7954,1389,0.4222,0.7215,0.06008,up_in_Guy11
MGG_15905T0,11478,1328,0.2742,0.7216,0.05585,up_in_Guy11
MGG_04407T0,2586,1451,0.3621,0.7216,0.06453,up_in_Guy11
MGG_02940T0,11964,1133,0.3036,0.7217,0.0429,up_in_Guy11
MGG_06258T0,9325,1244,0.3084,0.7217,0.05011,up_in_Guy11
EFMOT00000000289,12989,1310,0.3402,0.7217,0.05462,up_in_Guy11
MGG_05911T0,9687,1403,0.3185,0.7217,0.06107,up_in_Guy11
MGG_16799T0,10377,1434,0.3304,0.7217,0.06334,up_in_Guy11
MGG_00940T0,8862,1490,2.921,0.7217,0.06741,up_in_Guy11M
MGG_15677T0,4815,1313,0.3316,0.7218,0.05479,up_in_Guy11
MGG_01288T0,2343,1392,0.3649,0.7218,0.06031,up_in_Guy11
MGG_15533T0,3310,1401,0.3604,0.7218,0.06097,up_in_Guy11
MGG_12750T0,5129,1432,0.3455,0.7218,0.06314,up_in_Guy11
MGG_15698T0,4656,1380,0.5765,0.7219,0.05946,up_in_Guy11
MGG_15729T0,9607,1383,0.2832,0.7219,0.05967,up_in_Guy11
MGG_17932T0,7395,1492,2.667,0.7219,0.06754,up_in_Guy11M
EFMOT00000000318,13012,1401,1.529,0.722,0.06093,up_in_Guy11
MGG_17523T0,10323,1241,0.2645,0.7221,0.04992,up_in_Guy11
MGG_03564T0,8670,1312,0.3599,0.7221,0.05475,up_in_Guy11
MGG_15052T0,954,1379,0.5629,0.7221,0.05942,up_in_Guy11
MGG_00138T0,11042,1400,0.3392,0.7221,0.06088,up_in_Guy11
MGG_01341T0,8490,1402,0.3523,0.7221,0.06104,up_in_Guy11
MGG_15244T0,8942,1328,0.3771,0.7222,0.05585,up_in_Guy11
MGG_15706T0,11402,1357,0.3261,0.7222,0.05785,up_in_Guy11
MGG_16137T0,5048,1244,0.286,0.7223,0.0501,up_in_Guy11
MGG_04969T0,10423,1381,0.3797,0.7223,0.05954,up_in_Guy11
MGG_14216T0,1002,1399,0.3224,0.7223,0.06084,up_in_Guy11
MGG_05447T0,7705,1415,0.4302,0.7223,0.06193,up_in_Guy11
MGG_16535T0,11491,1431,0.3505,0.7223,0.06313,up_in_Guy11
MGG_02534T0,10793,1457,0.3477,0.7223,0.06497,up_in_Guy11
MGG_01990T0,12476,1493,3.294,0.7223,0.06763,up_in_Guy11M
MGG_13532T0,1073,1310,0.3741,0.7224,0.05461,up_in_Guy11
MGG_01529T0,12136,1328,0.3991,0.7224,0.05581,up_in_Guy11
MGG_06422T0,3818,1383,0.4444,0.7224,0.05966,up_in_Guy11
MGG_10197T0,9093,1262,0.3478,0.7225,0.05131,up_in_Guy11
MGG_17474T0,9932,1429,0.4235,0.7225,0.06298,up_in_Guy11
MGG_03646T0,10697,1242,0.332,0.7226,0.05001,up_in_Guy11
MGG_17638T0,10262,1426,0.3811,0.7226,0.06272,up_in_Guy11
MGG_11116T0,5667,1429,0.4144,0.7226,0.06294,up_in_Guy11
MGG_04074T0,6856,1494,2.983,0.7226,0.06771,up_in_Guy11M
MGG_17037T0,10309,1241,0.3065,0.7227,0.04991,up_in_Guy11
MGG_11185T0,3302,1243,0.3856,0.7227,0.05008,up_in_Guy11
MGG_17352T0,1115,1310,0.3071,0.7227,0.05458,up_in_Guy11
MGG_01108T0,1590,1359,0.3983,0.7227,0.05801,up_in_Guy11
MGG_16234T0,2557,1379,0.2555,0.7227,0.05941,up_in_Guy11
MGG_16882T0,3727,1382,0.3175,0.7227,0.05963,up_in_Guy11
MGG_05118T0,1701,1408,0.3475,0.7227,0.06142,up_in_Guy11
MGG_10426T0,10837,1418,0.3794,0.7227,0.06213,up_in_Guy11
MGG_17727T0,6120,1425,0.546,0.7227,0.06267,up_in_Guy11
MGG_03667T0,11017,1460,0.3579,0.7227,0.06517,up_in_Guy11
MGG_05325T0,10808,1460,0.427,0.7227,0.06522,up_in_Guy11
EFMOT00000000081,12816,1330,0.4091,0.7228,0.056,up_in_Guy11
MGG_03079T0,9759,1357,0.3227,0.7228,0.05785,up_in_Guy11
MGG_05693T0,177,1407,0.3589,0.7228,0.06138,up_in_Guy11
MGG_16246T0,9458,1458,0.3031,0.7228,0.06507,up_in_Guy11
MGG_02936T0,12087,1309,0.3039,0.7229,0.05454,up_in_Guy11
MGG_15579T0,7590,1317,0.3299,0.7229,0.05509,up_in_Guy11
MGG_16450T0,1818,1328,0.3299,0.7229,0.05579,up_in_Guy11
MGG_17839T0,2769,1359,0.3073,0.7229,0.05796,up_in_Guy11
MGG_06387T0,834,1399,0.386,0.7229,0.06084,up_in_Guy11
MGG_02850T0,9469,1415,0.3931,0.7229,0.06193,up_in_Guy11
MGG_14532T0,13129,1431,0.35,0.7229,0.06307,up_in_Guy11
MGG_16924T0,6785,1431,0.2777,0.7229,0.06312,up_in_Guy11
MGG_03980T0,3100,1405,0.3623,0.723,0.06124,up_in_Guy11
MGG_07471T0,5198,1410,0.3548,0.723,0.06161,up_in_Guy11
MGG_06406T0,11154,1417,0.3966,0.723,0.0621,up_in_Guy11
MGG_04525T0,6385,1276,0.383,0.7231,0.05228,up_in_Guy11
MGG_02742T0,7556,1378,0.348,0.7231,0.05934,up_in_Guy11
MGG_06433T0,8836,1259,0.3634,0.7232,0.05114,up_in_Guy11
MGG_07891T0,11917,1262,0.3132,0.7232,0.0513,up_in_Guy11
MGG_14756T0,2973,1355,0.302,0.7232,0.05772,up_in_Guy11
MGG_17952T0,9624,1357,0.3322,0.7232,0.05782,up_in_Guy11
MGG_09329T0,12220,1378,0.3319,0.7232,0.0593,up_in_Guy11
MGG_15900T0,4173,1409,0.3278,0.7232,0.06152,up_in_Guy11
MGG_09551T0,220,1411,0.4127,0.7232,0.06169,up_in_Guy11
MGG_00532T0,2959,1414,0.3751,0.7232,0.0619,up_in_Guy11
MGG_11817T0,8114,1417,0.4043,0.7232,0.06206,up_in_Guy11
MGG_02886T0,294,1429,0.3061,0.7232,0.06294,up_in_Guy11
MGG_16449T0,11442,1241,0.2769,0.7233,0.0499,up_in_Guy11
MGG_06566T0,5772,1307,0.3235,0.7233,0.05435,up_in_Guy11
MGG_03301T0,1212,1326,0.3625,0.7233,0.05566,up_in_Guy11
MGG_08664T0,4279,1356,0.406,0.7233,0.05778,up_in_Guy11
MGG_06375T0,104,1363,0.3344,0.7233,0.05827,up_in_Guy11
MGG_04236T0,2614,1379,0.41,0.7233,0.05941,up_in_Guy11
MGG_00371T0,6013,1396,0.4037,0.7233,0.0606,up_in_Guy11
MGG_17542T0,11585,1407,0.3547,0.7233,0.06136,up_in_Guy11
MGG_05327T0,4637,1425,0.362,0.7233,0.06267,up_in_Guy11
MGG_02095T0,6735,1460,0.5624,0.7233,0.06517,up_in_Guy11
MGG_11408T0,8973,1261,0.319,0.7234,0.05127,up_in_Guy11
EFMOT00000000309,13004,1279,0.286,0.7234,0.05246,up_in_Guy11
MGG_07070T0,9797,1307,0.3939,0.7234,0.05441,up_in_Guy11
MGG_17914T0,2711,1308,0.4366,0.7234,0.05447,up_in_Guy11
MGG_02545T0,1415,1327,0.2926,0.7234,0.05577,up_in_Guy11
MGG_17132T0,10899,1361,0.2871,0.7234,0.05812,up_in_Guy11
EFMOT00000000179,12901,1397,0.5015,0.7234,0.06067,up_in_Guy11
MGG_10159T0,1758,1410,0.376,0.7234,0.06159,up_in_Guy11
MGG_00172T0,8075,1168,0.3422,0.7235,0.04518,up_in_Guy11
MGG_03003T0,1257,1214,0.3253,0.7235,0.04811,up_in_Guy11
MGG_02752T0,9976,1301,0.3336,0.7235,0.05399,up_in_Guy11
MGG_00154T0,10163,1306,0.3551,0.7235,0.05432,up_in_Guy11
MGG_17076T0,12251,1309,0.3117,0.7235,0.05453,up_in_Guy11
MGG_17150T0,2306,1333,0.2907,0.7235,0.05616,up_in_Guy11
MGG_16465T0,2983,1377,0.3388,0.7235,0.05926,up_in_Guy11
MGG_17825T0,8650,1399,0.3482,0.7235,0.06084,up_in_Guy11
MGG_07182T0,8984,1412,0.3881,0.7235,0.06176,up_in_Guy11
MGG_11472T0,6436,1428,0.3839,0.7235,0.06291,up_in_Guy11
MGG_04175T0,10480,1216,0.2942,0.7236,0.04829,up_in_Guy11
MGG_12381T0,8166,1258,0.3394,0.7236,0.05106,up_in_Guy11
MGG_05008T0,4834,1260,0.3017,0.7236,0.05123,up_in_Guy11
MGG_15871T0,13127,1283,0.3945,0.7236,0.05274,up_in_Guy11
MGG_17445T0,3251,1285,0.3238,0.7236,0.05286,up_in_Guy11
MGG_06279T0,11176,1303,0.3535,0.7236,0.05411,up_in_Guy11
MGG_16870T0,8130,1317,0.2725,0.7236,0.05508,up_in_Guy11
MGG_06069T0,4260,1319,0.3825,0.7236,0.05519,up_in_Guy11
MGG_11418T0,9445,1320,0.3533,0.7236,0.05525,up_in_Guy11
MGG_13498T0,5471,1327,0.3377,0.7236,0.05574,up_in_Guy11
MGG_17114T0,5199,1364,0.2708,0.7236,0.05835,up_in_Guy11
MGG_03881T0,6663,1396,0.366,0.7236,0.06058,up_in_Guy11
MGG_16762T0,9353,1406,0.3391,0.7236,0.06133,up_in_Guy11
MGG_10409T0,3459,1414,0.3772,0.7236,0.06188,up_in_Guy11
MGG_09698T0,8311,1169,0.3044,0.7237,0.04525,up_in_Guy11
MGG_04366T0,5267,1259,0.3771,0.7237,0.05112,up_in_Guy11
MGG_18022T0,5132,1266,0.3102,0.7237,0.05161,up_in_Guy11
MGG_02607T0,8414,1277,0.2826,0.7237,0.05237,up_in_Guy11
MGG_15537T0,10665,1284,0.3215,0.7237,0.05281,up_in_Guy11
MGG_06907T0,8056,1355,0.3162,0.7237,0.0577,up_in_Guy11
MGG_09908T0,4078,1362,0.3453,0.7237,0.05819,up_in_Guy11
MGG_01067T0,11430,1377,0.3696,0.7237,0.05923,up_in_Guy11
MGG_16242T0,5726,1419,0.2743,0.7237,0.06227,up_in_Guy11
MGG_15565T0,908,1518,2.557,0.7237,0.0695,up_in_Guy11M
MGG_06141T0,4999,1276,0.3354,0.7238,0.05227,up_in_Guy11
MGG_01567T0,11936,1304,0.3364,0.7238,0.05417,up_in_Guy11
MGG_16823T0,6308,1324,0.2961,0.7238,0.05553,up_in_Guy11
MGG_01207T1,5781,1332,0.3331,0.7238,0.05614,up_in_Guy11
MGG_04049T0,5103,1337,0.3985,0.7238,0.05646,up_in_Guy11
MGG_17824T0,3357,1363,0.3297,0.7238,0.05825,up_in_Guy11
MGG_07017T0,12070,1367,0.2836,0.7238,0.05853,up_in_Guy11
MGG_05236T0,888,1423,0.3574,0.7238,0.06249,up_in_Guy11
MGG_17156T0,9779,1305,0.4847,0.7239,0.05424,up_in_Guy11
MGG_08645T0,11456,1325,0.3977,0.7239,0.05565,up_in_Guy11
MGG_00031T0,9062,1370,0.3891,0.7239,0.05876,up_in_Guy11
MGG_11691T0,3970,1395,0.2372,0.7239,0.06055,up_in_Guy11
MGG_18101T0,6188,1424,0.429,0.7239,0.06261,up_in_Guy11
MGG_04965T0,4495,1425,0.3664,0.7239,0.06267,up_in_Guy11
MGG_07349T0,10363,1463,0.3519,0.7239,0.06544,up_in_Guy11
MGG_17918T0,3340,1216,0.4521,0.724,0.04826,up_in_Guy11
MGG_10298T0,12559,1241,0.3426,0.724,0.04989,up_in_Guy11
MGG_03072T0,4554,1281,0.328,0.724,0.05261,up_in_Guy11
MGG_15379T0,10485,1295,0.2365,0.724,0.05359,up_in_Guy11
MGG_03981T0,9694,1301,0.3146,0.724,0.05397,up_in_Guy11
MGG_08973T1,3731,1365,0.3032,0.724,0.05843,up_in_Guy11
MGG_17484T0,8563,1218,0.2648,0.7241,0.04837,up_in_Guy11
MGG_03109T0,4639,1279,0.3779,0.7241,0.05246,up_in_Guy11
MGG_09459T0,6841,1336,0.3196,0.7241,0.05637,up_in_Guy11
MGG_05968T0,3497,1369,0.1665,0.7241,0.05866,up_in_Guy11
MGG_15271T0,7173,1399,0.3161,0.7241,0.06083,up_in_Guy11
MGG_01680T0,4878,1421,0.3645,0.7241,0.06236,up_in_Guy11
MGG_17397T0,4696,1428,0.296,0.7241,0.06291,up_in_Guy11
MGG_09555T0,3432,1463,0.397,0.7241,0.06541,up_in_Guy11
MGG_04321T1,1294,1155,0.322,0.7242,0.0443,up_in_Guy11
MGG_18000T0,4244,1168,0.2934,0.7242,0.04517,up_in_Guy11
MGG_01140T0,2184,1213,0.3113,0.7242,0.04811,up_in_Guy11
MGG_09069T0,10434,1215,0.3199,0.7242,0.04822,up_in_Guy11
MGG_04678T0,1034,1258,0.3462,0.7242,0.05105,up_in_Guy11
MGG_04715T0,7594,1271,0.3811,0.7242,0.05192,up_in_Guy11
MGG_02443T0,6156,1282,0.3799,0.7242,0.05268,up_in_Guy11
MGG_07466T0,10483,1300,0.335,0.7242,0.05394,up_in_Guy11
MGG_00738T0,3241,1306,0.2637,0.7242,0.05431,up_in_Guy11
MGG_12228T0,2784,1321,0.1009,0.7242,0.05535,up_in_Guy11
MGG_04186T0,12083,1322,0.3357,0.7242,0.0554,up_in_Guy11
MGG_04852T0,7485,1323,0.432,0.7242,0.05551,up_in_Guy11
MGG_16481T0,9505,1355,0.3136,0.7242,0.05769,up_in_Guy11
MGG_17293T0,9319,1368,0.2994,0.7242,0.05861,up_in_Guy11
MGG_01521T0,7012,1376,0.345,0.7242,0.05921,up_in_Guy11
MGG_13221T0,7338,1414,0.3737,0.7242,0.06188,up_in_Guy11
MGG_15862T0,6220,1518,2.908,0.7242,0.0695,up_in_Guy11M
MGG_16518T0,12617,1171,0.2518,0.7243,0.04534,up_in_Guy11
MGG_06578T0,7761,1281,0.3466,0.7243,0.05258,up_in_Guy11
MGG_06683T0,1724,1283,0.2372,0.7243,0.05274,up_in_Guy11
EFMOT00000000091,12825,1295,0.6828,0.7243,0.05356,up_in_Guy11
MGG_16183T0,4976,1300,0.3314,0.7243,0.05389,up_in_Guy11
MGG_14133T0,298,1303,0.3437,0.7243,0.0541,up_in_Guy11
MGG_14670T0,11810,1323,0.324,0.7243,0.05546,up_in_Guy11
MGG_15445T0,5392,1371,0.4402,0.7243,0.05884,up_in_Guy11
MGG_07730T0,3811,1422,0.3702,0.7243,0.06249,up_in_Guy11
MGG_12584T0,12284,1465,0.4419,0.7243,0.06559,up_in_Guy11
MGG_01682T0,10220,1466,0.3984,0.7243,0.06564,up_in_Guy11
MGG_00513T0,1279,1167,0.2398,0.7244,0.04508,up_in_Guy11
MGG_04723T0,5639,1234,0.3259,0.7244,0.04943,up_in_Guy11
MGG_04856T0,10750,1235,0.3271,0.7244,0.04954,up_in_Guy11
MGG_05204T0,1831,1265,0.385,0.7244,0.05155,up_in_Guy11
MGG_01305T0,530,1266,0.381,0.7244,0.05161,up_in_Guy11
MGG_15150T0,551,1276,0.3183,0.7244,0.05226,up_in_Guy11
EFMOT00000000327,13020,1299,0.3248,0.7244,0.05384,up_in_Guy11
MGG_06726T0,11711,1335,0.3725,0.7244,0.05629,up_in_Guy11
MGG_08751T0,2028,1335,0.3538,0.7244,0.05635,up_in_Guy11
MGG_16636T0,1721,1337,0.3553,0.7244,0.05645,up_in_Guy11
MGG_09281T0,11232,1367,0.3715,0.7244,0.05852,up_in_Guy11
MGG_16778T0,767,1424,0.3253,0.7244,0.0626,up_in_Guy11
MGG_05874T0,10764,1145,0.2682,0.7245,0.04366,up_in_Guy11
MGG_06097T0,4757,1233,0.3371,0.7245,0.04938,up_in_Guy11
MGG_00743T0,6167,1257,0.4695,0.7245,0.05102,up_in_Guy11
MGG_01599T0,10239,1270,0.3257,0.7245,0.05189,up_in_Guy11
MGG_07587T0,11724,1325,0.3952,0.7245,0.05564,up_in_Guy11
MGG_17593T0,3867,1351,0.2412,0.7245,0.05744,up_in_Guy11
MGG_16138T0,1033,1370,0.295,0.7245,0.05874,up_in_Guy11
MGG_04773T0,10925,1399,0.3348,0.7245,0.06081,up_in_Guy11
MGG_16918T0,4980,1467,0.316,0.7245,0.06571,up_in_Guy11
MGG_06199T0,5142,1160,0.3844,0.7246,0.04465,up_in_Guy11
MGG_03633T0,4640,1265,0.4201,0.7246,0.05151,up_in_Guy11
MGG_04031T0,11925,1268,0.3233,0.7246,0.05173,up_in_Guy11
MGG_03970T0,7939,1374,0.3356,0.7246,0.05903,up_in_Guy11
MGG_16121T0,11809,1465,0.3646,0.7246,0.06557,up_in_Guy11
MGG_07964T0,11907,1154,0.3381,0.7247,0.04428,up_in_Guy11
MGG_04608T0,6758,1168,0.3615,0.7247,0.04515,up_in_Guy11
MGG_03381T0,7079,1219,0.3317,0.7247,0.04847,up_in_Guy11
MGG_14701T0,4032,1235,0.2673,0.7247,0.0495,up_in_Guy11
MGG_06342T0,10538,1339,0.3437,0.7247,0.05659,up_in_Guy11
MGG_07274T0,1618,1353,0.3398,0.7247,0.05757,up_in_Guy11
MGG_09798T0,7650,1518,2.863,0.7247,0.06949,up_in_Guy11M
MGG_05580T0,11108,1172,0.3505,0.7248,0.04543,up_in_Guy11
MGG_15281T0,1287,1240,0.3758,0.7248,0.04989,up_in_Guy11
