target_id,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,direction,condition,control
EFMOT00000000306,13001,23.87,47.52,0.01625,2.198e-5,up_in_Guy11,Guy11M,Guy11
EFMOT00000000351,13038,21,45.55,0.01675,1.637e-5,up_in_Guy11,Guy11M,Guy11
EFMOT00000000318,13012,23.24,47.73,0.01718,2.066e-5,up_in_Guy11,Guy11M,Guy11
MGG_02224T0,1252,21.54,0.08058,0.01776,1.735e-5,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000283,12983,20.83,48.91,0.01782,1.607e-5,up_in_Guy11,Guy11M,Guy11
EFMOT00000000273,12975,23,44.7,0.0179,2.018e-5,up_in_Guy11,Guy11M,Guy11
EFMOT00000000111,12844,26.98,37.22,0.01843,2.908e-5,up_in_Guy11,Guy11M,Guy11
MGG_02329T0,11370,22.65,41.39,0.01851,1.948e-5,up_in_Guy11,Guy11M,Guy11
MGG_10549T0,7881,22.89,0.07517,0.01897,1.996e-5,up_in_Guy11M,Guy11M,Guy11
MGG_03823T0,4916,26.38,34.29,0.01935,2.763e-5,up_in_Guy11,Guy11M,Guy11
MGG_17636T0,6286,26.98,30.64,0.01935,2.908e-5,up_in_Guy11,Guy11M,Guy11
MGG_17567T0,10612,24.92,0.1869,0.02017,2.425e-5,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000117,12849,29.1,36.03,0.0209,3.456e-5,up_in_Guy11,Guy11M,Guy11
MGG_09402T0,2401,24.66,0.0929,0.021,2.367e-5,up_in_Guy11M,Guy11M,Guy11
MGG_16954T0,2447,26.5,0.12,0.02184,2.79e-5,up_in_Guy11M,Guy11M,Guy11
MGG_07887T0,4778,27.87,0.093,0.02316,3.132e-5,up_in_Guy11M,Guy11M,Guy11
MGG_16375T0,4589,34.91,26.05,0.02318,5.225e-5,up_in_Guy11,Guy11M,Guy11
MGG_00156T0,6768,31.94,29.94,0.02367,4.269e-5,up_in_Guy11,Guy11M,Guy11
MGG_14956T0,12700,34.77,31.11,0.02375,5.176e-5,up_in_Guy11,Guy11M,Guy11
EFMOT00000000094,12828,31.46,24.85,0.02388,4.127e-5,up_in_Guy11,Guy11M,Guy11
MGG_09138T0,11621,36.4,31.02,0.02388,5.742e-5,up_in_Guy11,Guy11M,Guy11
MGG_11308T0,11678,36.99,28.77,0.024,5.953e-5,up_in_Guy11,Guy11M,Guy11
MGG_16376T0,11578,34.47,31.66,0.02412,5.075e-5,up_in_Guy11,Guy11M,Guy11
EFMOT00000000128,12856,34.07,44.38,0.02437,4.944e-5,up_in_Guy11,Guy11M,Guy11
MGG_08297T0,8773,36.28,29.02,0.02446,5.698e-5,up_in_Guy11,Guy11M,Guy11
MGG_17201T0,7244,33.57,36.15,0.02447,4.78e-5,up_in_Guy11,Guy11M,Guy11
MGG_10427T0,9335,33.2,26.54,0.02481,4.66e-5,up_in_Guy11,Guy11M,Guy11
MGG_16897T0,11145,30.4,0.1176,0.02539,3.816e-5,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000280,12981,38.5,29.27,0.0255,6.516e-5,up_in_Guy11,Guy11M,Guy11
MGG_10531T0,3732,29.8,0.08982,0.02554,3.647e-5,up_in_Guy11M,Guy11M,Guy11
MGG_15776T0,11850,40.25,20.79,0.02663,7.204e-5,up_in_Guy11,Guy11M,Guy11
MGG_17308T1,1895,39.8,23.96,0.02671,7.024e-5,up_in_Guy11,Guy11M,Guy11
MGG_07414T0,8806,32.03,0.1031,0.02723,4.298e-5,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000001,12756,41.23,19.04,0.02736,7.606e-5,up_in_Guy11,Guy11M,Guy11
EFMOT00000000272,12974,42.4,27.13,0.02837,8.102e-5,up_in_Guy11,Guy11M,Guy11
MGG_10648T0,225,35.33,0.1128,0.02856,5.366e-5,up_in_Guy11M,Guy11M,Guy11
MGG_17882T0,2791,43.27,25.53,0.02893,8.478e-5,up_in_Guy11,Guy11M,Guy11
MGG_17917T0,9462,36.37,0.09259,0.02934,5.732e-5,up_in_Guy11M,Guy11M,Guy11
MGG_15039T0,8823,35.24,0.1027,0.02959,5.337e-5,up_in_Guy11M,Guy11M,Guy11
MGG_17293T0,9319,33.94,0.09857,0.02964,4.901e-5,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000005,12759,44.5,27.69,0.03004,9.03e-5,up_in_Guy11,Guy11M,Guy11
MGG_17380T0,6818,35.14,0.1027,0.03068,5.303e-5,up_in_Guy11M,Guy11M,Guy11
MGG_17894T0,6814,45.6,23.23,0.03096,9.539e-5,up_in_Guy11,Guy11M,Guy11
EFMOT00000000350,13037,46.17,13.88,0.03109,9.812e-5,up_in_Guy11,Guy11M,Guy11
EFMOT00000000330,13023,47.99,19.78,0.03311,1.07e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000289,12989,50.01,18.05,0.03549,1.174e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000149,12873,51.67,20.01,0.03734,1.263e-4,up_in_Guy11,Guy11M,Guy11
MGG_16874T0,15,42.19,0.114,0.03948,8.011e-5,up_in_Guy11M,Guy11M,Guy11
MGG_00198T0,9011,53.96,22.06,0.04026,1.392e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000321,13015,54.71,22.42,0.04063,1.435e-4,up_in_Guy11,Guy11M,Guy11
MGG_11663T0,55,49.49,0.2763,0.04487,1.146e-4,up_in_Guy11M,Guy11M,Guy11
MGG_17290T0,7035,50.6,0.1231,0.0458,1.205e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000138,12865,45.83,0.2268,0.04585,9.647e-5,up_in_Guy11M,Guy11M,Guy11
MGG_15684T0,5351,49.32,0.1183,0.04587,1.137e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000366,13051,48.74,0.2301,0.04608,1.108e-4,up_in_Guy11M,Guy11M,Guy11
MGG_10254T0,10818,58.65,19.71,0.04647,1.676e-4,up_in_Guy11,Guy11M,Guy11
MGG_17630T0,11115,48.31,0.148,0.04662,1.086e-4,up_in_Guy11M,Guy11M,Guy11
MGG_04775T1,2612,51.65,0.07811,0.04664,1.262e-4,up_in_Guy11M,Guy11M,Guy11
MGG_16190T0,4239,47.12,0.1214,0.04712,1.027e-4,up_in_Guy11M,Guy11M,Guy11
MGG_07691T0,5307,48.17,0.1207,0.04785,1.079e-4,up_in_Guy11M,Guy11M,Guy11
MGG_16752T0,5706,60.66,16.5,0.04908,1.807e-4,up_in_Guy11,Guy11M,Guy11
MGG_16070T0,12217,56.53,0.1405,0.05012,1.544e-4,up_in_Guy11M,Guy11M,Guy11
MGG_04946T0,6917,62.97,20.16,0.05124,1.964e-4,up_in_Guy11,Guy11M,Guy11
MGG_09461T0,10725,56.5,0.1492,0.0513,1.542e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000217,12933,63.66,34.61,0.0515,2.013e-4,up_in_Guy11,Guy11M,Guy11
MGG_14061T0,1784,62.57,16.78,0.05154,1.936e-4,up_in_Guy11,Guy11M,Guy11
MGG_16957T0,12472,55.5,0.1284,0.05188,1.482e-4,up_in_Guy11M,Guy11M,Guy11
MGG_15695T0,1729,56.28,0.1352,0.05217,1.529e-4,up_in_Guy11M,Guy11M,Guy11
MGG_16956T0,1774,55,0.1495,0.05222,1.452e-4,up_in_Guy11M,Guy11M,Guy11
MGG_13902T0,7759,58.86,0.1447,0.0523,1.69e-4,up_in_Guy11M,Guy11M,Guy11
MGG_17784T0,7911,58.65,0.1393,0.05311,1.676e-4,up_in_Guy11M,Guy11M,Guy11
MGG_12015T0,7941,66.25,15.35,0.05419,2.199e-4,up_in_Guy11,Guy11M,Guy11
MGG_16028T0,615,67.35,10.29,0.05421,2.281e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000390,13070,67.99,17.36,0.0544,2.33e-4,up_in_Guy11,Guy11M,Guy11
MGG_17582T0,4232,65.93,13.44,0.05463,2.176e-4,up_in_Guy11,Guy11M,Guy11
MGG_16257T0,5533,60.87,0.1571,0.05507,1.821e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000164,12887,67.35,23.02,0.0552,2.281e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000384,13065,70.82,16.79,0.05658,2.551e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000023,12773,72.99,8.962,0.05672,2.728e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000161,12884,71.57,18.65,0.05696,2.611e-4,up_in_Guy11,Guy11M,Guy11
MGG_16103T0,13145,62.48,0.1381,0.05708,1.93e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000369,13054,72.29,18.05,0.05731,2.67e-4,up_in_Guy11,Guy11M,Guy11
MGG_03819T0,7796,72.87,15.35,0.05741,2.718e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000175,12897,70.78,25.48,0.05747,2.548e-4,up_in_Guy11,Guy11M,Guy11
MGG_17435T0,7856,63.64,0.1405,0.05817,2.011e-4,up_in_Guy11M,Guy11M,Guy11
MGG_14237T0,8916,70.65,18.6,0.05822,2.538e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000089,12824,75.22,14.44,0.0597,2.916e-4,up_in_Guy11,Guy11M,Guy11
MGG_02337T0,5145,76.97,15.28,0.06007,3.069e-4,up_in_Guy11,Guy11M,Guy11
MGG_16553T0,3938,76.91,10.64,0.06085,3.064e-4,up_in_Guy11,Guy11M,Guy11
MGG_01173T0,10107,68.19,0.162,0.06119,2.345e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000202,12921,76.68,16.01,0.06137,3.044e-4,up_in_Guy11,Guy11M,Guy11
MGG_15507T0,2576,67.97,0.2575,0.06197,2.328e-4,up_in_Guy11M,Guy11M,Guy11
MGG_01075T0,1314,79.6,16.43,0.06197,3.306e-4,up_in_Guy11,Guy11M,Guy11
MGG_10286T0,1393,69.28,0.1636,0.06217,2.429e-4,up_in_Guy11M,Guy11M,Guy11
MGG_02236T0,2634,67.5,0.2065,0.06226,2.293e-4,up_in_Guy11M,Guy11M,Guy11
MGG_12316T0,8332,66.93,0.1795,0.06238,2.25e-4,up_in_Guy11M,Guy11M,Guy11
MGG_01882T0,9257,78.9,14.75,0.06253,3.242e-4,up_in_Guy11,Guy11M,Guy11
MGG_04340T0,179,70.7,0.1579,0.06262,2.541e-4,up_in_Guy11M,Guy11M,Guy11
MGG_04075T0,8954,79.5,14.79,0.06268,3.297e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000157,12880,66.87,0.1402,0.06358,2.246e-4,up_in_Guy11M,Guy11M,Guy11
MGG_00081T0,8709,82.04,14.18,0.06358,3.536e-4,up_in_Guy11,Guy11M,Guy11
MGG_16075T0,3777,70.59,0.1454,0.06359,2.533e-4,up_in_Guy11M,Guy11M,Guy11
MGG_16025T0,9837,81.58,14.5,0.06365,3.492e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000230,12946,82.78,15.17,0.06399,3.607e-4,up_in_Guy11,Guy11M,Guy11
MGG_14179T0,7210,81.31,12.76,0.06407,3.466e-4,up_in_Guy11,Guy11M,Guy11
MGG_10614T0,10315,86.87,13.55,0.06674,4.012e-4,up_in_Guy11,Guy11M,Guy11
MGG_10456T0,4739,86.45,14.35,0.06687,3.97e-4,up_in_Guy11,Guy11M,Guy11
MGG_07848T0,318,85.53,14.25,0.067,3.877e-4,up_in_Guy11,Guy11M,Guy11
MGG_16953T0,10575,87.56,12.79,0.06709,4.084e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000169,12891,86.32,15.02,0.06751,3.957e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000077,12812,85.32,15.02,0.06752,3.856e-4,up_in_Guy11,Guy11M,Guy11
MGG_02246T0,5838,73.86,0.08938,0.06777,2.801e-4,up_in_Guy11M,Guy11M,Guy11
MGG_17691T0,4630,76.16,0.1649,0.06998,2.998e-4,up_in_Guy11M,Guy11M,Guy11
MGG_02259T0,7879,75.99,0.1651,0.07089,2.983e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000328,13021,91.73,14.28,0.07345,4.526e-4,up_in_Guy11,Guy11M,Guy11
MGG_13797T0,12207,78.99,0.1546,0.07459,3.251e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000379,13062,93.54,18.58,0.07487,4.726e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000009,12760,94.2,14.01,0.07514,4.8e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000339,13029,93.2,14.1,0.07516,4.688e-4,up_in_Guy11,Guy11M,Guy11
MGG_17055T0,9528,80.37,0.1294,0.07619,3.378e-4,up_in_Guy11M,Guy11M,Guy11
MGG_07475T1,4045,96.41,13.45,0.07639,5.052e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000362,13048,96.21,13.96,0.07691,5.029e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000104,12837,95.73,10.46,0.07696,4.974e-4,up_in_Guy11,Guy11M,Guy11
MGG_07900T0,4515,81.5,0.1418,0.07728,3.484e-4,up_in_Guy11M,Guy11M,Guy11
MGG_02709T0,4369,97.7,13.18,0.07779,5.203e-4,up_in_Guy11,Guy11M,Guy11
MGG_07890T0,10164,82.52,0.1465,0.07813,3.582e-4,up_in_Guy11M,Guy11M,Guy11
MGG_17096T0,11505,84.15,0.2287,0.07899,3.74e-4,up_in_Guy11M,Guy11M,Guy11
MGG_16544T0,13231,99.27,8.904,0.07968,5.389e-4,up_in_Guy11,Guy11M,Guy11
MGG_15729T0,9607,83.95,0.1879,0.07984,3.72e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000110,12843,101.4,13.18,0.08265,5.652e-4,up_in_Guy11,Guy11M,Guy11
MGG_17446T0,9732,87.12,0.1403,0.08396,4.038e-4,up_in_Guy11M,Guy11M,Guy11
MGG_10278T0,1216,105.5,12.76,0.08547,6.166e-4,up_in_Guy11,Guy11M,Guy11
MGG_08519T0,7443,105.1,11.49,0.08556,6.108e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000139,12866,103.9,14.31,0.08616,5.957e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000012,12763,104.4,16.43,0.08621,6.025e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000174,12896,105,12.73,0.08626,6.093e-4,up_in_Guy11,Guy11M,Guy11
MGG_16024T0,10190,109.4,11.73,0.08628,6.678e-4,up_in_Guy11,Guy11M,Guy11
MGG_05723T0,3516,109.3,10.37,0.08698,6.667e-4,up_in_Guy11,Guy11M,Guy11
MGG_15678T0,4748,89.26,0.1757,0.08724,4.261e-4,up_in_Guy11M,Guy11M,Guy11
MGG_11357T0,5779,109.1,12.59,0.08744,6.636e-4,up_in_Guy11,Guy11M,Guy11
MGG_05590T0,2128,110.6,12.77,0.08744,6.834e-4,up_in_Guy11,Guy11M,Guy11
MGG_13563T0,777,107.4,10.79,0.08801,6.416e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000171,12893,108,12.59,0.08808,6.487e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000279,12980,109,12.59,0.08809,6.62e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000311,13006,111.5,11.67,0.08822,6.961e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000348,13036,108.7,16.05,0.08841,6.578e-4,up_in_Guy11,Guy11M,Guy11
MGG_06578T0,7761,91.04,0.1737,0.08974,4.451e-4,up_in_Guy11M,Guy11M,Guy11
MGG_17370T0,4535,92.69,0.1858,0.09198,4.631e-4,up_in_Guy11M,Guy11M,Guy11
MGG_08354T0,10000,116.7,9.988,0.09636,7.676e-4,up_in_Guy11,Guy11M,Guy11
MGG_17525T0,1597,120.7,11.46,0.09797,8.172e-4,up_in_Guy11,Guy11M,Guy11
MGG_10066T0,1043,118.4,12.57,0.09809,7.887e-4,up_in_Guy11,Guy11M,Guy11
MGG_17270T0,3714,120,13.8,0.0987,8.085e-4,up_in_Guy11,Guy11M,Guy11
MGG_10877T0,9740,119.5,10.79,0.09883,8.021e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000300,12997,120.7,14.22,0.09885,8.171e-4,up_in_Guy11,Guy11M,Guy11
MGG_05968T0,3497,121.8,11.24,0.0989,8.324e-4,up_in_Guy11,Guy11M,Guy11
MGG_04034T0,10009,122.7,11.37,0.09931,8.433e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000388,13068,130.4,14.97,0.1104,9.458e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000025,12775,131,10.19,0.1105,9.547e-4,up_in_Guy11,Guy11M,Guy11
MGG_00325T0,11278,101.6,0.2015,0.111,5.67e-4,up_in_Guy11M,Guy11M,Guy11
MGG_17322T0,1832,133.8,6.356,0.1119,9.923e-4,up_in_Guy11,Guy11M,Guy11
MGG_01495T0,4865,103.4,0.2105,0.112,5.89e-4,up_in_Guy11M,Guy11M,Guy11
MGG_00259T0,11903,133.3,10.1,0.1121,9.856e-4,up_in_Guy11,Guy11M,Guy11
EFMOT00000000223,12939,132.9,9.12,0.1125,9.806e-4,up_in_Guy11,Guy11M,Guy11
MGG_10274T0,9836,135,11.28,0.1128,0.001009,up_in_Guy11,Guy11M,Guy11
MGG_14540T0,10468,103.1,0.2697,0.1129,5.855e-4,up_in_Guy11M,Guy11M,Guy11
MGG_10878T0,559,136.4,9.605,0.1132,0.001029,up_in_Guy11,Guy11M,Guy11
MGG_15918T0,3200,138.2,9.327,0.1132,0.001055,up_in_Guy11,Guy11M,Guy11
EFMOT00000000196,12915,135.9,7.35,0.1134,0.001023,up_in_Guy11,Guy11M,Guy11
MGG_00270T0,4770,137.8,9.21,0.1136,0.00105,up_in_Guy11,Guy11M,Guy11
MGG_04569T0,4377,137.4,9.287,0.1138,0.001043,up_in_Guy11,Guy11M,Guy11
MGG_01210T0,4047,141.2,9.333,0.1169,0.001098,up_in_Guy11,Guy11M,Guy11
MGG_08072T0,4009,106.3,0.2292,0.1175,6.268e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000179,12901,143,12.76,0.1188,0.001125,up_in_Guy11,Guy11M,Guy11
MGG_07973T0,5061,143.8,10.06,0.119,0.001136,up_in_Guy11,Guy11M,Guy11
MGG_13275T0,12609,144.5,8.549,0.1191,0.001146,up_in_Guy11,Guy11M,Guy11
MGG_01369T0,6861,145.9,9.769,0.1195,0.001167,up_in_Guy11,Guy11M,Guy11
MGG_09668T0,7778,108.6,0.2856,0.1197,6.564e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000129,12857,145.5,10.04,0.1197,0.001161,up_in_Guy11,Guy11M,Guy11
MGG_02069T0,9382,147.4,8.707,0.1208,0.001189,up_in_Guy11,Guy11M,Guy11
MGG_08759T0,3548,108.5,0.2742,0.1212,6.559e-4,up_in_Guy11M,Guy11M,Guy11
MGG_10047T0,2544,149.5,9.633,0.1231,0.001221,up_in_Guy11,Guy11M,Guy11
MGG_17751T0,511,110.8,0.2158,0.1234,6.863e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000159,12882,151.2,8.632,0.1248,0.001248,up_in_Guy11,Guy11M,Guy11
MGG_15215T0,7486,112.3,0.232,0.1255,7.071e-4,up_in_Guy11M,Guy11M,Guy11
MGG_02694T0,5892,113,0.1983,0.1255,7.169e-4,up_in_Guy11M,Guy11M,Guy11
MGG_15641T0,5164,155.5,8.249,0.1276,0.001314,up_in_Guy11,Guy11M,Guy11
MGG_03411T0,1686,159.3,8.615,0.1278,0.001374,up_in_Guy11,Guy11M,Guy11
MGG_12715T0,1309,155.3,8.44,0.1282,0.00131,up_in_Guy11,Guy11M,Guy11
MGG_14597T0,4447,159.2,11,0.1286,0.001372,up_in_Guy11,Guy11M,Guy11
MGG_12480T0,896,158.2,8.755,0.1289,0.001356,up_in_Guy11,Guy11M,Guy11
MGG_18030T0,10929,158.8,9.354,0.1289,0.001366,up_in_Guy11,Guy11M,Guy11
MGG_05101T0,6416,154.6,10.04,0.129,0.001299,up_in_Guy11,Guy11M,Guy11
MGG_04076T0,1220,155.3,9.146,0.1291,0.00131,up_in_Guy11,Guy11M,Guy11
MGG_18113T0,2767,157.4,9.2,0.1295,0.001343,up_in_Guy11,Guy11M,Guy11
MGG_07372T0,9911,158,10,0.1295,0.001353,up_in_Guy11,Guy11M,Guy11
MGG_15027T0,3666,163.5,8.408,0.1305,0.001442,up_in_Guy11,Guy11M,Guy11
MGG_12142T0,6778,162,6.667,0.1309,0.001416,up_in_Guy11,Guy11M,Guy11
MGG_17146T0,13237,163.2,7.571,0.1309,0.001437,up_in_Guy11,Guy11M,Guy11
MGG_12228T0,2784,163.1,10.78,0.1316,0.001434,up_in_Guy11,Guy11M,Guy11
MGG_15185T0,6945,167.3,7.969,0.1316,0.001504,up_in_Guy11,Guy11M,Guy11
MGG_05132T0,6030,167,8.945,0.132,0.001498,up_in_Guy11,Guy11M,Guy11
MGG_06615T0,10492,165.9,8.254,0.1322,0.00148,up_in_Guy11,Guy11M,Guy11
EFMOT00000000312,13007,165.8,8.56,0.1329,0.001478,up_in_Guy11,Guy11M,Guy11
MGG_17080T0,10005,167,10.68,0.1329,0.001498,up_in_Guy11,Guy11M,Guy11
MGG_15419T0,5920,118.5,0.1802,0.1347,0.00078950000000000005,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000269,12971,170.1,7.616,0.1348,0.00155,up_in_Guy11,Guy11M,Guy11
EFMOT00000000288,12988,118,0.3306,0.1354,7.837e-4,up_in_Guy11M,Guy11M,Guy11
MGG_15924T0,10871,119.6,0.3064,0.1354,8.039e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000124,12853,173.6,14.17,0.139,0.001609,up_in_Guy11,Guy11M,Guy11
MGG_03820T0,4136,174.4,8.183,0.1393,0.001622,up_in_Guy11,Guy11M,Guy11
MGG_14243T0,2096,128.9,0.2125,0.1399,9.254e-4,up_in_Guy11M,Guy11M,Guy11
MGG_01964T0,12316,123.5,0.1915,0.1403,8.538e-4,up_in_Guy11M,Guy11M,Guy11
MGG_09852T0,10011,177.5,8.216,0.1403,0.001677,up_in_Guy11,Guy11M,Guy11
MGG_08787T0,11088,122.7,0.2279,0.1404,8.441e-4,up_in_Guy11M,Guy11M,Guy11
MGG_06953T0,6874,126,0.2994,0.1406,8.874e-4,up_in_Guy11M,Guy11M,Guy11
MGG_14598T0,10685,178.4,7.18,0.1407,0.001692,up_in_Guy11,Guy11M,Guy11
MGG_15620T0,10463,128.7,0.1233,0.1411,9.227e-4,up_in_Guy11M,Guy11M,Guy11
MGG_10671T0,8964,131.1,0.2203,0.1412,9.55e-4,up_in_Guy11M,Guy11M,Guy11
MGG_02095T0,6735,177.5,7.649,0.1412,0.001676,up_in_Guy11,Guy11M,Guy11
MGG_15296T0,786,130.4,0.229,0.1414,9.454e-4,up_in_Guy11M,Guy11M,Guy11
MGG_13133T0,8157,128.1,0.2733,0.1415,9.145e-4,up_in_Guy11M,Guy11M,Guy11
MGG_16352T0,1399,138.9,0.3337,0.1416,0.001064,up_in_Guy11M,Guy11M,Guy11
MGG_17411T0,8397,133.6,0.1706,0.1418,9.908e-4,up_in_Guy11M,Guy11M,Guy11
MGG_17627T0,2296,135.9,0.2101,0.1418,0.001023,up_in_Guy11M,Guy11M,Guy11
MGG_08486T0,12741,136.7,0.2477,0.1418,0.001033,up_in_Guy11M,Guy11M,Guy11
MGG_06586T0,4514,177.5,6.902,0.142,0.001676,up_in_Guy11,Guy11M,Guy11
MGG_17568T0,8725,126,0.3313,0.1421,8.865e-4,up_in_Guy11M,Guy11M,Guy11
MGG_15348T0,6149,133,0.2637,0.1421,9.822e-4,up_in_Guy11M,Guy11M,Guy11
MGG_02989T0,1749,135.4,0.2235,0.1422,0.001015,up_in_Guy11M,Guy11M,Guy11
MGG_16827T0,5273,138.5,0.2502,0.1423,0.001059,up_in_Guy11M,Guy11M,Guy11
MGG_18090T0,776,181.4,8.061,0.1424,0.001744,up_in_Guy11,Guy11M,Guy11
MGG_01863T0,11562,132.5,0.1907,0.1425,9.745e-4,up_in_Guy11M,Guy11M,Guy11
MGG_15510T0,5315,140.9,0.1985,0.1426,0.001093,up_in_Guy11M,Guy11M,Guy11
MGG_15526T0,4806,127.8,0.2034,0.1427,9.112e-4,up_in_Guy11M,Guy11M,Guy11
MGG_13993T0,3221,177.4,7.895,0.1429,0.001675,up_in_Guy11,Guy11M,Guy11
MGG_02850T0,9469,181.3,7.976,0.1431,0.001743,up_in_Guy11,Guy11M,Guy11
MGG_12863T0,167,125.7,0.2131,0.1432,8.824e-4,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000037,12782,138.3,0.23,0.1434,0.001056,up_in_Guy11M,Guy11M,Guy11
MGG_05913T0,1278,181,7.486,0.1436,0.001738,up_in_Guy11,Guy11M,Guy11
MGG_16643T0,13133,135.4,0.2082,0.1437,0.001015,up_in_Guy11M,Guy11M,Guy11
EFMOT00000000344,13033,184.2,9.243,0.1438,0.001794,up_in_Guy11,Guy11M,Guy11
