target_id,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,direction,condition,control
MGG_08685T0,7093,78.14,30.83,0.103,3.174e-4,up_in_pmk1,mst7,pmk1
MGG_17482T0,13107,83.19,112.6,0.1032,3.646e-4,up_in_pmk1,mst7,pmk1
MGG_16550T0,12102,82.46,67.66,0.1034,3.576e-4,up_in_pmk1,mst7,pmk1
MGG_04598T0,3322,84.95,38.17,0.1037,3.819e-4,up_in_pmk1,mst7,pmk1
MGG_04963T0,10146,80.1,142,0.1038,3.353e-4,up_in_pmk1,mst7,pmk1
EFMOT00000000378,13061,80.97,115.2,0.1039,3.434e-4,up_in_pmk1,mst7,pmk1
MGG_14684T0,3266,85.9,119.1,0.1042,3.914e-4,up_in_pmk1,mst7,pmk1
MGG_17915T0,6378,84.5,67.05,0.1046,3.774e-4,up_in_pmk1,mst7,pmk1
MGG_15793T0,12288,74.42,0.03278,0.1053,2.848e-4,up_in_mst7,mst7,pmk1
MGG_15697T0,3067,90.5,124.5,0.1146,4.393e-4,up_in_pmk1,mst7,pmk1
MGG_02969T0,4422,91.54,108.1,0.1153,4.505e-4,up_in_pmk1,mst7,pmk1
EFMOT00000000388,13068,79.09,0.04116,0.1172,3.26e-4,up_in_mst7,mst7,pmk1
MGG_15628T0,3772,94.58,111.6,0.1193,4.843e-4,up_in_pmk1,mst7,pmk1
MGG_16342T0,10705,96.16,108.6,0.1215,5.023e-4,up_in_pmk1,mst7,pmk1
MGG_02472T0,366,94.57,50.7,0.1216,4.842e-4,up_in_pmk1,mst7,pmk1
MGG_15567T0,13264,99.41,47.8,0.124,5.405e-4,up_in_pmk1,mst7,pmk1
MGG_15766T0,2979,97.87,31.98,0.1241,5.223e-4,up_in_pmk1,mst7,pmk1
MGG_12691T0,12541,103.3,98.8,0.1242,5.882e-4,up_in_pmk1,mst7,pmk1
MGG_16383T0,4098,102.7,84.6,0.1246,5.804e-4,up_in_pmk1,mst7,pmk1
MGG_16041T0,9195,98.98,19.81,0.125,5.354e-4,up_in_pmk1,mst7,pmk1
MGG_17711T0,1780,100.6,54.87,0.125,5.544e-4,up_in_pmk1,mst7,pmk1
MGG_00198T0,9011,82.43,0.009353,0.1251,3.573e-4,up_in_mst7,mst7,pmk1
MGG_15631T0,460,102.1,116.3,0.1251,5.734e-4,up_in_pmk1,mst7,pmk1
MGG_03109T1,4638,101.6,47.1,0.1258,5.672e-4,up_in_pmk1,mst7,pmk1
MGG_17064T0,7923,107.1,60.78,0.1267,6.377e-4,up_in_pmk1,mst7,pmk1
MGG_16029T0,35,106.7,89.28,0.1273,6.313e-4,up_in_pmk1,mst7,pmk1
MGG_16519T0,2124,106,45.29,0.1276,6.231e-4,up_in_pmk1,mst7,pmk1
MGG_02886T0,294,105.4,26.83,0.1279,6.15e-4,up_in_pmk1,mst7,pmk1
MGG_17968T0,2881,110.3,91.98,0.1292,6.799e-4,up_in_pmk1,mst7,pmk1
MGG_16523T0,11404,110,75.59,0.1303,6.757e-4,up_in_pmk1,mst7,pmk1
MGG_17913T0,9845,112.2,111.2,0.1305,7.063e-4,up_in_pmk1,mst7,pmk1
MGG_16483T0,3148,125.8,18.9,0.1307,8.839e-4,up_in_pmk1,mst7,pmk1
MGG_16795T0,13266,109.5,85.23,0.131,6.695e-4,up_in_pmk1,mst7,pmk1
MGG_17414T0,6575,113.2,64.18,0.1312,7.198e-4,up_in_pmk1,mst7,pmk1
MGG_13180T0,1007,126.9,73.7,0.1315,8.993e-4,up_in_pmk1,mst7,pmk1
MGG_10422T0,5624,118.7,79.16,0.1318,7.925e-4,up_in_pmk1,mst7,pmk1
MGG_09302T0,2608,124.1,66.99,0.1318,8.614e-4,up_in_pmk1,mst7,pmk1
MGG_07038T0,2826,112.1,54.03,0.1321,7.048e-4,up_in_pmk1,mst7,pmk1
MGG_17912T0,604,125.7,84.56,0.1321,8.834e-4,up_in_pmk1,mst7,pmk1
MGG_15752T0,945,123.5,71.22,0.1322,8.545e-4,up_in_pmk1,mst7,pmk1
MGG_15674T0,3269,120.7,46.58,0.1326,8.172e-4,up_in_pmk1,mst7,pmk1
MGG_17114T0,5199,123,101.3,0.1326,8.472e-4,up_in_pmk1,mst7,pmk1
MGG_01367T0,7223,119.9,104.4,0.1327,8.075e-4,up_in_pmk1,mst7,pmk1
MGG_15665T0,12647,125.4,66.43,0.1328,8.783e-4,up_in_pmk1,mst7,pmk1
MGG_15556T0,5640,117.7,78.19,0.1329,7.792e-4,up_in_pmk1,mst7,pmk1
MGG_07748T0,5537,118.5,56.21,0.133,7.896e-4,up_in_pmk1,mst7,pmk1
MGG_16565T0,13148,117,70.65,0.1332,7.709e-4,up_in_pmk1,mst7,pmk1
MGG_00659T0,4131,115.7,76.34,0.1338,7.54e-4,up_in_pmk1,mst7,pmk1
MGG_16650T0,7615,123,61.78,0.1342,8.471e-4,up_in_pmk1,mst7,pmk1
MGG_15638T0,541,117,77.07,0.1349,7.705e-4,up_in_pmk1,mst7,pmk1
MGG_13346T0,5418,115.4,70.37,0.1351,7.512e-4,up_in_pmk1,mst7,pmk1
MGG_12942T0,2418,122.7,65.89,0.1351,8.429e-4,up_in_pmk1,mst7,pmk1
MGG_17039T0,9171,130.3,63.42,0.1367,9.449e-4,up_in_pmk1,mst7,pmk1
MGG_15744T0,2499,131.3,58.39,0.1372,9.59e-4,up_in_pmk1,mst7,pmk1
MGG_16122T0,6066,132.2,74.33,0.1374,9.705e-4,up_in_pmk1,mst7,pmk1
MGG_01098T0,3906,133.3,81.6,0.1382,9.865e-4,up_in_pmk1,mst7,pmk1
MGG_16923T0,9275,87.76,0.07274,0.14,4.104e-4,up_in_mst7,mst7,pmk1
MGG_09288T0,7202,135.7,75.2,0.1413,0.001019,up_in_pmk1,mst7,pmk1
MGG_05058T0,2045,89.17,0.005346,0.1414,4.252e-4,up_in_mst7,mst7,pmk1
MGG_16335T0,970,139,57.34,0.1448,0.001066,up_in_pmk1,mst7,pmk1
MGG_00332T0,11227,138.6,53.15,0.1454,0.00106,up_in_pmk1,mst7,pmk1
MGG_16732T0,2378,141.5,63.79,0.1467,0.001102,up_in_pmk1,mst7,pmk1
MGG_15286T0,3333,140.8,53.28,0.1468,0.001092,up_in_pmk1,mst7,pmk1
MGG_00047T0,12111,142.5,55.31,0.1471,0.001117,up_in_pmk1,mst7,pmk1
MGG_15780T0,2120,144.2,57.49,0.149,0.001142,up_in_pmk1,mst7,pmk1
MGG_02268T0,7102,96.34,0.04435,0.1526,5.044e-4,up_in_mst7,mst7,pmk1
MGG_01931T0,4233,95.98,0.04716,0.1548,5.003e-4,up_in_mst7,mst7,pmk1
MGG_18112T0,5800,94.12,0.05547,0.1555,4.79e-4,up_in_mst7,mst7,pmk1
MGG_09729T0,1372,95.81,0.1511,0.1579,4.982e-4,up_in_mst7,mst7,pmk1
MGG_17887T0,4380,150.3,83.42,0.1593,0.001233,up_in_pmk1,mst7,pmk1
MGG_14705T0,611,156.4,62.04,0.162,0.001327,up_in_pmk1,mst7,pmk1
MGG_11991T0,12497,154.6,50.97,0.1631,0.001299,up_in_pmk1,mst7,pmk1
MGG_15526T0,4806,155.3,79.11,0.1631,0.001311,up_in_pmk1,mst7,pmk1
MGG_17729T0,8170,156.2,83.38,0.1631,0.001324,up_in_pmk1,mst7,pmk1
MGG_04118T0,4756,100.5,0.03919,0.1637,5.536e-4,up_in_mst7,mst7,pmk1
MGG_16878T0,12063,154.2,62.64,0.1639,0.001293,up_in_pmk1,mst7,pmk1
MGG_01886T0,5165,153.7,52.06,0.1646,0.001286,up_in_pmk1,mst7,pmk1
MGG_14053T0,12303,159,15.71,0.1656,0.001369,up_in_pmk1,mst7,pmk1
MGG_01596T1,2367,102.2,0.07596,0.1663,5.749e-4,up_in_mst7,mst7,pmk1
MGG_04032T0,10048,160.6,60.6,0.1672,0.001395,up_in_pmk1,mst7,pmk1
MGG_03575T0,12526,168.8,60.32,0.1681,0.001529,up_in_pmk1,mst7,pmk1
MGG_02752T0,9976,167.4,53.12,0.1684,0.001506,up_in_pmk1,mst7,pmk1
MGG_10206T0,1700,168.2,51.26,0.1684,0.001519,up_in_pmk1,mst7,pmk1
MGG_06359T0,11720,166.9,52.51,0.1687,0.001496,up_in_pmk1,mst7,pmk1
MGG_17260T0,6526,163.1,70.83,0.1689,0.001435,up_in_pmk1,mst7,pmk1
MGG_17971T0,7563,164.7,54.55,0.1691,0.001461,up_in_pmk1,mst7,pmk1
MGG_16913T0,13179,164.3,62.23,0.1697,0.001454,up_in_pmk1,mst7,pmk1
MGG_11422T0,4033,166.7,63.44,0.1698,0.001493,up_in_pmk1,mst7,pmk1
EFMOT00000000193,12912,162.8,52.19,0.1699,0.00143,up_in_pmk1,mst7,pmk1
MGG_16225T0,5666,173.2,55.98,0.1707,0.001603,up_in_pmk1,mst7,pmk1
MGG_17110T0,6934,166.6,59.71,0.1711,0.001492,up_in_pmk1,mst7,pmk1
MGG_09693T0,4881,172.8,26.12,0.1712,0.001596,up_in_pmk1,mst7,pmk1
MGG_01143T0,12400,171.5,48.88,0.1716,0.001573,up_in_pmk1,mst7,pmk1
MGG_17187T0,8094,172.5,38.23,0.1721,0.001591,up_in_pmk1,mst7,pmk1
MGG_05235T0,2815,180.1,15.66,0.1723,0.001722,up_in_pmk1,mst7,pmk1
MGG_16191T0,781,176.8,28.58,0.173,0.001664,up_in_pmk1,mst7,pmk1
MGG_00994T0,9447,178.4,55.54,0.1731,0.001691,up_in_pmk1,mst7,pmk1
MGG_15529T0,9774,179.8,68.32,0.1731,0.001717,up_in_pmk1,mst7,pmk1
MGG_05608T0,1990,175.4,30.42,0.1733,0.001641,up_in_pmk1,mst7,pmk1
MGG_17521T0,2583,177.7,59.83,0.1733,0.00168,up_in_pmk1,mst7,pmk1
MGG_10969T0,5324,176.4,69.05,0.1737,0.001657,up_in_pmk1,mst7,pmk1
MGG_16771T0,932,179.7,57.36,0.1742,0.001715,up_in_pmk1,mst7,pmk1
MGG_17161T0,196,183.1,36.25,0.1763,0.001775,up_in_pmk1,mst7,pmk1
MGG_17995T0,12411,184.7,43.2,0.1778,0.001804,up_in_pmk1,mst7,pmk1
MGG_11716T0,5033,189.3,45.86,0.1793,0.001886,up_in_pmk1,mst7,pmk1
MGG_15800T0,4609,186.4,32.6,0.1794,0.001834,up_in_pmk1,mst7,pmk1
MGG_17673T0,8792,187.2,56.13,0.1794,0.001847,up_in_pmk1,mst7,pmk1
MGG_01243T0,3423,191.1,28.86,0.1797,0.001918,up_in_pmk1,mst7,pmk1
MGG_16794T0,11473,109.1,0.05779,0.1802,6.634e-4,up_in_mst7,mst7,pmk1
MGG_09021T0,9956,114,0.04574,0.1803,7.315e-4,up_in_mst7,mst7,pmk1
MGG_05192T0,5169,188.5,46.76,0.1805,0.001872,up_in_pmk1,mst7,pmk1
MGG_15871T0,13127,189.3,50.8,0.1805,0.001885,up_in_pmk1,mst7,pmk1
MGG_15319T0,11662,191,60.04,0.1809,0.001917,up_in_pmk1,mst7,pmk1
MGG_08733T0,8471,115.3,0.05032,0.1812,7.488e-4,up_in_mst7,mst7,pmk1
MGG_16244T0,5189,113.6,0.05743,0.1821,7.254e-4,up_in_mst7,mst7,pmk1
MGG_06942T0,4385,193.2,47.42,0.1822,0.001958,up_in_pmk1,mst7,pmk1
MGG_15499T0,11304,108.8,0.0438,0.1827,6.591e-4,up_in_mst7,mst7,pmk1
MGG_10503T0,5220,107.8,0.03174,0.1828,6.458e-4,up_in_mst7,mst7,pmk1
MGG_12230T0,10391,113.1,0.03401,0.1837,7.177e-4,up_in_mst7,mst7,pmk1
MGG_04563T0,11592,112.5,0.0384,0.1854,7.104e-4,up_in_mst7,mst7,pmk1
MGG_10614T0,10315,112.4,0.0432,0.1887,7.091e-4,up_in_mst7,mst7,pmk1
MGG_06956T0,1763,198.6,39.77,0.1902,0.002058,up_in_pmk1,mst7,pmk1
MGG_08461T0,10172,201,49.97,0.1904,0.002104,up_in_pmk1,mst7,pmk1
MGG_17331T0,5000,200.5,56.92,0.1908,0.002094,up_in_pmk1,mst7,pmk1
MGG_15642T0,6937,200.3,41.05,0.1919,0.002091,up_in_pmk1,mst7,pmk1
MGG_16282T0,13300,204.8,57.33,0.1956,0.002175,up_in_pmk1,mst7,pmk1
MGG_16000T0,2666,206.2,43.36,0.1968,0.002204,up_in_pmk1,mst7,pmk1
MGG_02110T0,823,126.5,0.08376,0.1981,8.932e-4,up_in_mst7,mst7,pmk1
MGG_02109T0,11259,124.3,0.07181,0.1984,8.649e-4,up_in_mst7,mst7,pmk1
MGG_08725T0,5835,126.1,0.01328,0.2004,8.883e-4,up_in_mst7,mst7,pmk1
MGG_00751T0,2492,123.9,0.101,0.2006,8.592e-4,up_in_mst7,mst7,pmk1
MGG_08474T0,6053,123.1,0.0304,0.2018,8.493e-4,up_in_mst7,mst7,pmk1
MGG_17457T0,2284,210.7,38.39,0.2033,0.002291,up_in_pmk1,mst7,pmk1
MGG_08702T0,6048,129.9,0.05733,0.2048,9.387e-4,up_in_mst7,mst7,pmk1
MGG_16708T0,807,212.5,31.55,0.205,0.002326,up_in_pmk1,mst7,pmk1
MGG_05330T0,10663,215.9,37.61,0.207,0.002396,up_in_pmk1,mst7,pmk1
MGG_01366T0,7938,218.4,41.04,0.2072,0.002445,up_in_pmk1,mst7,pmk1
MGG_05571T1,4175,214.7,53.72,0.2075,0.00237,up_in_pmk1,mst7,pmk1
MGG_14000T0,552,217,43.4,0.2075,0.002417,up_in_pmk1,mst7,pmk1
MGG_11179T0,12557,217.9,32.08,0.2078,0.002436,up_in_pmk1,mst7,pmk1
MGG_16249T0,9533,215.8,37.9,0.2082,0.002393,up_in_pmk1,mst7,pmk1
MGG_06851T0,4710,221.1,69.76,0.2106,0.002501,up_in_pmk1,mst7,pmk1
MGG_14753T0,9513,223,43.07,0.2112,0.00254,up_in_pmk1,mst7,pmk1
MGG_15751T0,5827,222.3,44.91,0.2113,0.002525,up_in_pmk1,mst7,pmk1
MGG_17172T0,9371,224.1,38.15,0.2117,0.002561,up_in_pmk1,mst7,pmk1
MGG_17684T0,5582,225.7,39.54,0.2132,0.0025959999999999998,up_in_pmk1,mst7,pmk1
MGG_15869T0,10461,228.9,41.52,0.2173,0.002662,up_in_pmk1,mst7,pmk1
MGG_18045T0,3533,232,44.85,0.22,0.002728,up_in_pmk1,mst7,pmk1
MGG_14269T0,10930,231.5,62.94,0.2204,0.002717,up_in_pmk1,mst7,pmk1
MGG_07443T0,8927,136.7,0.06035,0.2217,0.001033,up_in_mst7,mst7,pmk1
MGG_03281T1,5360,138.1,0.07244,0.2225,0.001054,up_in_mst7,mst7,pmk1
MGG_03865T0,8029,141.7,0.09451,0.223,0.001106,up_in_mst7,mst7,pmk1
MGG_05070T0,2476,139.7,0.06655,0.2238,0.001076,up_in_mst7,mst7,pmk1
MGG_04172T0,2099,141.2,0.05357,0.2248,0.001098,up_in_mst7,mst7,pmk1
EFMOT00000000124,12853,237.3,41.33,0.2277,0.002841,up_in_pmk1,mst7,pmk1
MGG_17285T0,6354,238.1,60.36,0.2279,0.00286,up_in_pmk1,mst7,pmk1
MGG_13996T0,3049,239.4,58.99,0.2287,0.002887,up_in_pmk1,mst7,pmk1
MGG_15501T1,1082,145.5,0.06372,0.2305,0.001161,up_in_mst7,mst7,pmk1
MGG_17279T0,11665,242.4,45.41,0.2311,0.002952,up_in_pmk1,mst7,pmk1
MGG_14673T0,4132,242.1,34.37,0.232,0.002946,up_in_pmk1,mst7,pmk1
MGG_17144T0,12720,244.9,30.71,0.2327,0.003008,up_in_pmk1,mst7,pmk1
MGG_17917T0,9462,244.4,31.95,0.2331,0.002996,up_in_pmk1,mst7,pmk1
MGG_00531T0,2864,152.3,0.04425,0.2336,0.001264,up_in_mst7,mst7,pmk1
MGG_13376T0,12728,246.7,14.77,0.2344,0.003047,up_in_pmk1,mst7,pmk1
MGG_05401T0,7745,153.9,0.05385,0.2348,0.001288,up_in_mst7,mst7,pmk1
MGG_11693T0,9706,151.8,0.104,0.2354,0.001256,up_in_mst7,mst7,pmk1
MGG_17391T0,5261,156.7,0.1361,0.2364,0.001332,up_in_mst7,mst7,pmk1
MGG_09834T0,723,155.6,0.02137,0.2365,0.001315,up_in_mst7,mst7,pmk1
MGG_14956T0,12700,148.8,0.05907,0.2369,0.001211,up_in_mst7,mst7,pmk1
MGG_00329T0,9299,160.3,0.07863,0.2371,0.00139,up_in_mst7,mst7,pmk1
MGG_17508T0,3190,151.5,0.1614,0.2379,0.001251,up_in_mst7,mst7,pmk1
MGG_02295T0,255,159.7,0.07738,0.2386,0.001381,up_in_mst7,mst7,pmk1
MGG_05016T0,4848,250.7,31.94,0.2399,0.003137,up_in_pmk1,mst7,pmk1
MGG_16403T0,8052,159.3,0.3305,0.2405,0.001374,up_in_mst7,mst7,pmk1
MGG_16864T0,5679,252.7,37.67,0.2406,0.003182,up_in_pmk1,mst7,pmk1
MGG_09408T1,762,151.5,0.06862,0.2413,0.001251,up_in_mst7,mst7,pmk1
MGG_17848T0,10551,252.4,29.57,0.2413,0.003174,up_in_pmk1,mst7,pmk1
MGG_16214T0,3953,255.8,37.85,0.2417,0.003251,up_in_pmk1,mst7,pmk1
MGG_03934T0,10409,254.2,24.63,0.2418,0.003217,up_in_pmk1,mst7,pmk1
MGG_17107T0,6126,255.2,37.89,0.2421,0.003239,up_in_pmk1,mst7,pmk1
MGG_10004T0,609,257,51.56,0.2425,0.003281,up_in_pmk1,mst7,pmk1
MGG_16412T0,1912,163.5,0.08324,0.2427,0.001441,up_in_mst7,mst7,pmk1
MGG_01373T0,8559,165,0.1773,0.2438,0.001466,up_in_mst7,mst7,pmk1
MGG_10679T0,7073,260,45.43,0.2463,0.00335,up_in_pmk1,mst7,pmk1
MGG_01096T0,7476,168.5,0.08423,0.2472,0.001524,up_in_mst7,mst7,pmk1
MGG_15027T0,3666,167.8,0.07367,0.2483,0.001512,up_in_mst7,mst7,pmk1
MGG_12154T0,7924,170,0.0631,0.2483,0.001549,up_in_mst7,mst7,pmk1
MGG_15504T0,4590,263.6,27.94,0.2483,0.003433,up_in_pmk1,mst7,pmk1
MGG_10066T0,1043,263.1,40.61,0.2488,0.003421,up_in_pmk1,mst7,pmk1
MGG_06250T0,1587,171.6,0.1407,0.2494,0.001575,up_in_mst7,mst7,pmk1
EFMOT00000000066,12802,262.9,20.71,0.2498,0.003416,up_in_pmk1,mst7,pmk1
MGG_12181T0,5421,269.6,29.43,0.2503,0.003573,up_in_pmk1,mst7,pmk1
MGG_16234T0,2557,269,37.79,0.2506,0.003559,up_in_pmk1,mst7,pmk1
MGG_15592T0,7945,277.6,33.73,0.2506,0.003766,up_in_pmk1,mst7,pmk1
MGG_16420T0,11697,267,41.5,0.2512,0.003512,up_in_pmk1,mst7,pmk1
MGG_15544T0,5949,277.2,39.13,0.2512,0.003757,up_in_pmk1,mst7,pmk1
MGG_17404T0,8662,266.2,35.66,0.2513,0.003494,up_in_pmk1,mst7,pmk1
MGG_14638T0,1914,268,27.73,0.2515,0.003535,up_in_pmk1,mst7,pmk1
MGG_05108T0,6413,268.9,42.06,0.2517,0.003557,up_in_pmk1,mst7,pmk1
MGG_04142T0,3225,277.1,37.67,0.2523,0.003755,up_in_pmk1,mst7,pmk1
MGG_07782T0,3859,273.4,44.96,0.2527,0.003665,up_in_pmk1,mst7,pmk1
MGG_15845T0,11680,271.9,28.92,0.2528,0.003628,up_in_pmk1,mst7,pmk1
MGG_15844T0,10370,276.9,15.9,0.2532,0.003748,up_in_pmk1,mst7,pmk1
MGG_16691T0,952,273.2,49.44,0.2536,0.003658,up_in_pmk1,mst7,pmk1
MGG_17869T0,9336,276.8,34.68,0.2544,0.003747,up_in_pmk1,mst7,pmk1
MGG_15608T0,9359,281.1,47.78,0.255,0.003852,up_in_pmk1,mst7,pmk1
MGG_14584T0,1978,276.6,46.86,0.2553,0.003742,up_in_pmk1,mst7,pmk1
MGG_18030T0,10929,282.5,32.13,0.2559,0.003884,up_in_pmk1,mst7,pmk1
