target_id,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,direction,condition,control
MGG_08194T0,7257,1.414,1298,1.068e-4,1.605e-8,up_in_pmk1,mst7,pmk1
MGG_15150T0,551,1.414,823.3,2.136e-4,1.605e-8,up_in_pmk1,mst7,pmk1
MGG_02165T0,8371,2.449,0.001886,0.001054,7.923e-8,up_in_mst7,mst7,pmk1
MGG_18130T0,13268,4.899,0.005085,0.002205,4.971e-7,up_in_mst7,mst7,pmk1
MGG_17526T0,12196,7.071,0.004147,0.002359,1.241e-6,up_in_mst7,mst7,pmk1
MGG_12228T0,2784,6.325,0.007131,0.002509,9.426e-7,up_in_mst7,mst7,pmk1
MGG_08519T0,7443,6.928,0.006947,0.002618,1.18e-6,up_in_mst7,mst7,pmk1
MGG_16375T0,4589,6,0.005515,0.002752,8.271e-7,up_in_mst7,mst7,pmk1
MGG_17761T0,5843,5.477,58.9,0.002922,6.587e-7,up_in_pmk1,mst7,pmk1
MGG_04962T0,855,8.307,0.006629,0.003056,1.838e-6,up_in_mst7,mst7,pmk1
MGG_15503T0,13087,4.899,0.005085,0.003307,4.971e-7,up_in_mst7,mst7,pmk1
MGG_16376T0,11578,9.539,0.009843,0.003793,2.565e-6,up_in_mst7,mst7,pmk1
MGG_02095T0,6735,11.49,0.01012,0.005321,3.998e-6,up_in_mst7,mst7,pmk1
MGG_17985T0,13273,8.66,47.19,0.006762,2.033e-6,up_in_pmk1,mst7,pmk1
MGG_08074T0,12337,14.07,0.009493,0.007804,6.451e-6,up_in_mst7,mst7,pmk1
MGG_10274T0,9836,15.1,0.01346,0.008439,7.61e-6,up_in_mst7,mst7,pmk1
MGG_06747T0,2997,16.58,0.007666,0.009694,9.471e-6,up_in_mst7,mst7,pmk1
MGG_15354T0,8502,14.25,34.23,0.01263,6.643e-6,up_in_pmk1,mst7,pmk1
MGG_16282T0,13300,16.25,31.35,0.01335,9.031e-6,up_in_pmk1,mst7,pmk1
MGG_17787T0,1291,13.75,33.97,0.01355,6.108e-6,up_in_pmk1,mst7,pmk1
MGG_10368T0,3250,13.04,43.84,0.01435,5.392e-6,up_in_pmk1,mst7,pmk1
MGG_16359T0,10202,16.12,26.88,0.01476,8.872e-6,up_in_pmk1,mst7,pmk1
MGG_00246T0,92,21.17,0.01397,0.01478,1.667e-5,up_in_mst7,mst7,pmk1
MGG_13563T0,777,24.19,0.03432,0.01507,2.264e-5,up_in_mst7,mst7,pmk1
MGG_02109T0,11259,20.98,0.01901,0.01551,1.632e-5,up_in_mst7,mst7,pmk1
MGG_17618T0,9085,23.98,0.02952,0.01555,2.22e-5,up_in_mst7,mst7,pmk1
MGG_08552T0,12429,23.92,0.01332,0.01631,2.207e-5,up_in_mst7,mst7,pmk1
MGG_01679T0,6582,22.98,0.01023,0.01674,2.013e-5,up_in_mst7,mst7,pmk1
MGG_16692T0,9137,23.66,0.01652,0.01686,2.154e-5,up_in_mst7,mst7,pmk1
MGG_13836T0,11136,18.97,30.33,0.01723,1.295e-5,up_in_pmk1,mst7,pmk1
MGG_15807T0,6884,22.76,25.66,0.01872,1.969e-5,up_in_pmk1,mst7,pmk1
MGG_17234T0,9926,20.62,30.58,0.01897,1.568e-5,up_in_pmk1,mst7,pmk1
MGG_08670T0,6801,21.63,24.57,0.01943,1.752e-5,up_in_pmk1,mst7,pmk1
MGG_02105T0,4553,27.66,0.03752,0.0195,3.077e-5,up_in_mst7,mst7,pmk1
MGG_16041T0,9195,22.45,24.49,0.01953,1.908e-5,up_in_pmk1,mst7,pmk1
MGG_15990T0,4243,28.37,0.01356,0.01973,3.261e-5,up_in_mst7,mst7,pmk1
MGG_16977T0,1037,24.27,18.66,0.02025,2.282e-5,up_in_pmk1,mst7,pmk1
MGG_01569T0,2469,31.46,0.03087,0.02388,4.127e-5,up_in_mst7,mst7,pmk1
MGG_00156T0,6768,32.45,0.01678,0.02454,4.426e-5,up_in_mst7,mst7,pmk1
MGG_10208T0,8268,28.14,26.97,0.02506,3.201e-5,up_in_pmk1,mst7,pmk1
EFMOT00000000314,13009,33.47,0.04695,0.02527,4.747e-5,up_in_mst7,mst7,pmk1
MGG_08817T0,5151,27.96,22.62,0.02624,3.155e-5,up_in_pmk1,mst7,pmk1
MGG_07627T0,10196,35.07,0.0188,0.02701,5.278e-5,up_in_mst7,mst7,pmk1
MGG_10209T0,13247,32.45,21.21,0.031,4.426e-5,up_in_pmk1,mst7,pmk1
MGG_13963T0,7044,39.99,0.02758,0.03149,7.099e-5,up_in_mst7,mst7,pmk1
EFMOT00000000116,12848,41.24,0.04968,0.03165,7.611e-5,up_in_mst7,mst7,pmk1
EFMOT00000000128,12856,39.69,0.0291,0.03202,6.979e-5,up_in_mst7,mst7,pmk1
EFMOT00000000194,12913,40.89,0.02855,0.03205,7.465e-5,up_in_mst7,mst7,pmk1
MGG_16371T0,2568,38.47,0.02728,0.03206,6.506e-5,up_in_mst7,mst7,pmk1
MGG_16565T0,13148,39.12,0.05026,0.0321,6.755e-5,up_in_mst7,mst7,pmk1
MGG_05101T0,6416,42.13,0.02215,0.0322,7.985e-5,up_in_mst7,mst7,pmk1
MGG_16379T0,6711,32.4,18.27,0.03262,4.412e-5,up_in_pmk1,mst7,pmk1
EFMOT00000000273,12975,43.37,0.02945,0.03336,8.524e-5,up_in_mst7,mst7,pmk1
MGG_03913T0,7980,34.64,19.75,0.03415,5.133e-5,up_in_pmk1,mst7,pmk1
MGG_17527T0,12101,44.5,0.03034,0.03433,9.03e-5,up_in_mst7,mst7,pmk1
MGG_15106T0,3621,35.94,19.53,0.03536,5.58e-5,up_in_pmk1,mst7,pmk1
MGG_17808T0,6258,45.9,0.03021,0.03579,9.683e-5,up_in_mst7,mst7,pmk1
MGG_15991T0,1085,49.65,0.02508,0.03659,1.155e-4,up_in_mst7,mst7,pmk1
EFMOT00000000162,12885,49.3,0.03269,0.03688,1.136e-4,up_in_mst7,mst7,pmk1
MGG_03212T0,11873,48.99,0.01579,0.03728,1.121e-4,up_in_mst7,mst7,pmk1
MGG_05824T0,10727,51.85,0.03053,0.03762,1.272e-4,up_in_mst7,mst7,pmk1
MGG_04569T0,4377,50.86,0.02248,0.03772,1.219e-4,up_in_mst7,mst7,pmk1
MGG_11925T0,3452,48.91,0.03362,0.03809,1.116e-4,up_in_mst7,mst7,pmk1
MGG_07733T0,6561,51.67,0.03045,0.03819,1.263e-4,up_in_mst7,mst7,pmk1
MGG_12714T0,1501,48.17,0.01535,0.0388,1.079e-4,up_in_mst7,mst7,pmk1
MGG_06586T0,4514,48.74,0.01881,0.0388,1.108e-4,up_in_mst7,mst7,pmk1
MGG_05940T0,6725,54.12,0.02969,0.04052,1.401e-4,up_in_mst7,mst7,pmk1
MGG_16482T0,11877,40.73,12.72,0.04281,7.4e-5,up_in_pmk1,mst7,pmk1
MGG_09081T0,728,40.42,16.91,0.044,7.274e-5,up_in_pmk1,mst7,pmk1
MGG_01368T0,8885,57.36,0.03802,0.04516,1.595e-4,up_in_mst7,mst7,pmk1
MGG_00743T0,6167,43.08,16.63,0.04656,8.396e-5,up_in_pmk1,mst7,pmk1
MGG_01236T0,10039,44.86,8.344,0.04706,9.194e-5,up_in_pmk1,mst7,pmk1
MGG_15949T0,2537,44.27,17.9,0.04752,8.927e-5,up_in_pmk1,mst7,pmk1
MGG_18048T0,9280,45.92,15.29,0.04777,9.694e-5,up_in_pmk1,mst7,pmk1
EFMOT00000000391,13071,59.5,0.0367,0.04798,1.731e-4,up_in_mst7,mst7,pmk1
MGG_11166T0,5083,48.74,14.78,0.04915,1.108e-4,up_in_pmk1,mst7,pmk1
MGG_09795T0,11712,51.06,9.964,0.04958,1.23e-4,up_in_pmk1,mst7,pmk1
MGG_16804T0,7608,50.4,13.22,0.04966,1.194e-4,up_in_pmk1,mst7,pmk1
MGG_05016T0,4848,48.28,16.36,0.04977,1.085e-4,up_in_pmk1,mst7,pmk1
MGG_17751T0,511,47.62,15.94,0.04998,1.052e-4,up_in_pmk1,mst7,pmk1
MGG_08077T0,11413,52.15,13.42,0.05046,1.289e-4,up_in_pmk1,mst7,pmk1
MGG_17729T0,8170,50.2,14.43,0.05081,1.184e-4,up_in_pmk1,mst7,pmk1
MGG_16502T0,11170,53.08,13.11,0.05098,1.341e-4,up_in_pmk1,mst7,pmk1
MGG_13971T0,1958,55.18,11.35,0.05261,1.463e-4,up_in_pmk1,mst7,pmk1
MGG_15772T0,6137,54.68,11.16,0.05298,1.433e-4,up_in_pmk1,mst7,pmk1
MGG_16774T0,1859,56.04,15.76,0.05301,1.514e-4,up_in_pmk1,mst7,pmk1
MGG_00270T0,4770,63.4,0.03036,0.05416,1.994e-4,up_in_mst7,mst7,pmk1
MGG_17812T0,5905,69.51,0.03657,0.05428,2.447e-4,up_in_mst7,mst7,pmk1
MGG_15347T0,1719,64.06,0.04323,0.05431,2.041e-4,up_in_mst7,mst7,pmk1
MGG_03823T0,4916,69.2,0.03846,0.05464,2.423e-4,up_in_mst7,mst7,pmk1
EFMOT00000000012,12763,64.85,0.05534,0.05471,2.097e-4,up_in_mst7,mst7,pmk1
MGG_02854T0,415,65.5,0.04529,0.05487,2.144e-4,up_in_mst7,mst7,pmk1
MGG_10961T0,3596,68.99,0.05667,0.05522,2.407e-4,up_in_mst7,mst7,pmk1
MGG_12715T0,1309,70.78,0.03084,0.05558,2.548e-4,up_in_mst7,mst7,pmk1
MGG_08440T0,9127,68.7,0.03732,0.05567,2.384e-4,up_in_mst7,mst7,pmk1
MGG_14718T0,1200,67.26,0.04177,0.05605,2.275e-4,up_in_mst7,mst7,pmk1
MGG_09212T0,3448,67.97,0.03737,0.05633,2.328e-4,up_in_mst7,mst7,pmk1
MGG_01511T0,8092,68.64,0.04497,0.05655,2.38e-4,up_in_mst7,mst7,pmk1
EFMOT00000000327,13020,67.04,0.03687,0.0567,2.258e-4,up_in_mst7,mst7,pmk1
MGG_09131T0,1762,74.19,0.04786,0.06071,2.828e-4,up_in_mst7,mst7,pmk1
MGG_15638T0,541,60.4,12.63,0.06107,1.79e-4,up_in_pmk1,mst7,pmk1
MGG_08989T0,7081,74.94,0.05506,0.06109,2.892e-4,up_in_mst7,mst7,pmk1
MGG_00019T0,8285,75.52,0.04749,0.06118,2.943e-4,up_in_mst7,mst7,pmk1
MGG_16800T0,8877,61.24,15.76,0.0614,1.846e-4,up_in_pmk1,mst7,pmk1
MGG_08260T0,2090,78.23,0.04797,0.06514,3.182e-4,up_in_mst7,mst7,pmk1
MGG_10067T0,12590,63.71,11.91,0.06543,2.016e-4,up_in_pmk1,mst7,pmk1
MGG_03272T0,11297,79.65,0.05187,0.06676,3.311e-4,up_in_mst7,mst7,pmk1
MGG_16138T0,1033,65.61,11.3,0.0682,2.152e-4,up_in_pmk1,mst7,pmk1
MGG_16911T0,5644,83.28,0.0715,0.0685,3.655e-4,up_in_mst7,mst7,pmk1
MGG_16798T0,4661,66.45,11.29,0.06852,2.214e-4,up_in_pmk1,mst7,pmk1
EFMOT00000000133,12861,82.85,0.1025,0.06868,3.613e-4,up_in_mst7,mst7,pmk1
MGG_09998T0,3063,82.7,0.05097,0.06941,3.599e-4,up_in_mst7,mst7,pmk1
MGG_14719T0,4145,82.5,0.04909,0.07004,3.579e-4,up_in_mst7,mst7,pmk1
MGG_04736T0,12535,81.98,0.05797,0.07009,3.529e-4,up_in_mst7,mst7,pmk1
MGG_01410T0,9532,86.29,0.05394,0.07307,3.954e-4,up_in_mst7,mst7,pmk1
MGG_06542T0,3026,89.8,0.04344,0.07462,4.318e-4,up_in_mst7,mst7,pmk1
EFMOT00000000164,12887,89.76,0.05319,0.07552,4.313e-4,up_in_mst7,mst7,pmk1
MGG_11658T0,12058,89.5,0.03909,0.07605,4.286e-4,up_in_mst7,mst7,pmk1
MGG_07062T0,11146,89.33,0.04418,0.07676,4.268e-4,up_in_mst7,mst7,pmk1
MGG_05132T0,6030,88.9,0.04543,0.07699,4.223e-4,up_in_mst7,mst7,pmk1
MGG_12522T0,1513,71.73,12,0.07937,2.624e-4,up_in_pmk1,mst7,pmk1
MGG_04236T0,2614,92.91,0.07651,0.07943,4.656e-4,up_in_mst7,mst7,pmk1
EFMOT00000000208,12926,93.89,0.05514,0.08027,4.765e-4,up_in_mst7,mst7,pmk1
MGG_13019T0,6403,73.97,11.15,0.08129,2.81e-4,up_in_pmk1,mst7,pmk1
MGG_03026T0,1946,73.28,5.749,0.08138,2.752e-4,up_in_pmk1,mst7,pmk1
MGG_01568T0,1633,95.67,0.04028,0.08261,4.966e-4,up_in_mst7,mst7,pmk1
MGG_08812T0,2954,75.3,11.45,0.08276,2.923e-4,up_in_pmk1,mst7,pmk1
MGG_10282T0,10042,76.73,9.904,0.0845,3.048e-4,up_in_pmk1,mst7,pmk1
MGG_17158T0,3290,80.78,10.19,0.08741,3.416e-4,up_in_pmk1,mst7,pmk1
MGG_15052T0,954,80.14,9.535,0.08757,3.356e-4,up_in_pmk1,mst7,pmk1
MGG_09425T0,247,79.82,10.82,0.08855,3.327e-4,up_in_pmk1,mst7,pmk1
MGG_08594T0,1144,82.04,11.04,0.08877,3.536e-4,up_in_pmk1,mst7,pmk1
MGG_16874T0,15,79.66,11.56,0.08993,3.312e-4,up_in_pmk1,mst7,pmk1
MGG_16363T0,2427,85.85,10.8,0.09127,3.91e-4,up_in_pmk1,mst7,pmk1
MGG_09960T0,11532,85.42,9.972,0.09186,3.866e-4,up_in_pmk1,mst7,pmk1
MGG_17856T0,13239,84.26,9.229,0.09243,3.751e-4,up_in_pmk1,mst7,pmk1
MGG_16042T0,7036,84.97,10.54,0.09245,3.821e-4,up_in_pmk1,mst7,pmk1
MGG_05914T0,9788,101.3,0.05514,0.09261,5.637e-4,up_in_mst7,mst7,pmk1
MGG_00479T0,8565,88.28,6.541,0.09379,4.159e-4,up_in_pmk1,mst7,pmk1
MGG_05060T0,10726,88.18,11.5,0.09517,4.148e-4,up_in_pmk1,mst7,pmk1
EFMOT00000000324,13017,103.2,0.07884,0.09532,5.874e-4,up_in_mst7,mst7,pmk1
MGG_06059T0,12399,104.2,0.03962,0.09607,5.992e-4,up_in_mst7,mst7,pmk1
EFMOT00000000219,12935,104.8,0.0598,0.09626,6.076e-4,up_in_mst7,mst7,pmk1
MGG_09138T0,11621,107.1,0.03592,0.09638,6.374e-4,up_in_mst7,mst7,pmk1
MGG_10503T0,5220,106.8,0.06333,0.09678,6.328e-4,up_in_mst7,mst7,pmk1
MGG_15776T0,11850,108,0.07224,0.09702,6.489e-4,up_in_mst7,mst7,pmk1
MGG_15628T1,3771,105.9,0.06261,0.09734,6.218e-4,up_in_mst7,mst7,pmk1
MGG_04556T0,6944,106.7,0.04262,0.09777,6.318e-4,up_in_mst7,mst7,pmk1
MGG_11927T0,9703,109.2,0.06675,0.09834,6.651e-4,up_in_mst7,mst7,pmk1
MGG_05929T0,10715,110.4,0.06347,0.09857,6.815e-4,up_in_mst7,mst7,pmk1
MGG_00678T0,7025,109.9,0.06937,0.09866,6.747e-4,up_in_mst7,mst7,pmk1
MGG_08499T0,497,91.84,8.156,0.099,4.538e-4,up_in_pmk1,mst7,pmk1
MGG_04145T0,4824,91.54,8.475,0.09991,4.505e-4,up_in_pmk1,mst7,pmk1
MGG_03347T0,6512,111.8,0.07648,0.1002,7.001e-4,up_in_mst7,mst7,pmk1
MGG_11991T0,12497,114.2,0.06229,0.1038,7.332e-4,up_in_mst7,mst7,pmk1
MGG_06198T0,6739,95.94,8.636,0.1039,4.997e-4,up_in_pmk1,mst7,pmk1
MGG_16244T0,5189,96.66,9.112,0.104,5.081e-4,up_in_pmk1,mst7,pmk1
MGG_10878T0,559,94.66,8.053,0.1041,4.851e-4,up_in_pmk1,mst7,pmk1
MGG_03465T0,6958,116.3,0.06088,0.1045,7.621e-4,up_in_mst7,mst7,pmk1
MGG_09001T0,4444,95.53,8.901,0.1046,4.951e-4,up_in_pmk1,mst7,pmk1
MGG_01284T0,9057,115.3,0.09107,0.1049,7.488e-4,up_in_mst7,mst7,pmk1
MGG_14844T0,8519,116,0.06908,0.1052,7.587e-4,up_in_mst7,mst7,pmk1
MGG_08072T0,4009,98.78,8.159,0.1075,5.33e-4,up_in_pmk1,mst7,pmk1
MGG_07587T0,11724,119,0.06992,0.1081,7.959e-4,up_in_mst7,mst7,pmk1
MGG_17523T0,10323,99.82,8.541,0.1083,5.455e-4,up_in_pmk1,mst7,pmk1
MGG_04749T0,11769,104.2,7.36,0.1092,5.992e-4,up_in_pmk1,mst7,pmk1
MGG_03529T0,10601,120.5,0.06021,0.1096,8.154e-4,up_in_mst7,mst7,pmk1
MGG_14878T0,11602,103.9,8.255,0.1101,5.957e-4,up_in_pmk1,mst7,pmk1
MGG_12015T0,7941,102.8,8.39,0.1106,5.816e-4,up_in_pmk1,mst7,pmk1
MGG_17711T0,1780,102.2,8.522,0.1109,5.748e-4,up_in_pmk1,mst7,pmk1
MGG_12548T0,5329,103.6,14.18,0.1109,5.917e-4,up_in_pmk1,mst7,pmk1
MGG_00916T0,6276,101.8,8.185,0.1114,5.694e-4,up_in_pmk1,mst7,pmk1
MGG_16052T0,2013,110,9.543,0.1152,6.754e-4,up_in_pmk1,mst7,pmk1
MGG_17373T0,9190,109.4,9.978,0.1153,6.671e-4,up_in_pmk1,mst7,pmk1
MGG_18105T0,10642,108.8,8.136,0.1156,6.6e-4,up_in_pmk1,mst7,pmk1
MGG_05685T0,10334,107.8,8.175,0.1162,6.46e-4,up_in_pmk1,mst7,pmk1
MGG_18088T0,10138,108.4,8.025,0.1162,6.548e-4,up_in_pmk1,mst7,pmk1
MGG_02288T0,11095,111.4,13.39,0.1169,6.943e-4,up_in_pmk1,mst7,pmk1
MGG_03080T0,6964,127,0.05938,0.1175,9.007e-4,up_in_mst7,mst7,pmk1
MGG_16857T0,10476,113.6,7.093,0.1177,7.25e-4,up_in_pmk1,mst7,pmk1
MGG_03756T0,10854,125.9,0.07613,0.1178,8.849e-4,up_in_mst7,mst7,pmk1
MGG_05393T0,8772,126.6,0.07026,0.1179,8.946e-4,up_in_mst7,mst7,pmk1
MGG_10910T0,4052,128.1,0.06557,0.1182,9.152e-4,up_in_mst7,mst7,pmk1
MGG_08297T0,8773,131.4,0.06378,0.1183,9.6e-4,up_in_mst7,mst7,pmk1
EFMOT00000000196,12915,112.6,8.128,0.1183,7.109e-4,up_in_pmk1,mst7,pmk1
MGG_03901T0,11900,113.2,8.5,0.1184,7.204e-4,up_in_pmk1,mst7,pmk1
MGG_05044T0,6628,129.2,0.07212,0.119,9.303e-4,up_in_mst7,mst7,pmk1
MGG_04329T0,8209,130,0.07835,0.1192,9.409e-4,up_in_mst7,mst7,pmk1
EFMOT00000000025,12775,131.3,0.08786,0.1192,9.582e-4,up_in_mst7,mst7,pmk1
MGG_04164T0,1695,130.9,0.117,0.1196,9.531e-4,up_in_mst7,mst7,pmk1
MGG_11749T0,1270,115.6,7.747,0.1208,7.534e-4,up_in_pmk1,mst7,pmk1
MGG_10023T0,5558,118.2,6.86,0.1245,7.86e-4,up_in_pmk1,mst7,pmk1
EFMOT00000000217,12933,137.3,0.03877,0.126,0.001042,up_in_mst7,mst7,pmk1
MGG_06238T0,6267,138.8,0.07825,0.1263,0.001063,up_in_mst7,mst7,pmk1
MGG_10076T0,445,136.9,0.09636,0.1265,0.001036,up_in_mst7,mst7,pmk1
MGG_05600T0,6654,138.4,0.07453,0.1268,0.001058,up_in_mst7,mst7,pmk1
MGG_00576T0,2282,120.3,7.709,0.1272,8.125e-4,up_in_pmk1,mst7,pmk1
MGG_10254T0,10818,141,0.06874,0.1289,0.001095,up_in_mst7,mst7,pmk1
MGG_13584T0,5036,123.5,7.8,0.1305,8.533e-4,up_in_pmk1,mst7,pmk1
MGG_17990T0,9580,123,7.348,0.1311,8.476e-4,up_in_pmk1,mst7,pmk1
MGG_00757T0,8647,125.9,4.362,0.1339,0.00088540000000000005,up_in_pmk1,mst7,pmk1
MGG_03238T0,384,145.9,0.07371,0.1362,0.001167,up_in_mst7,mst7,pmk1
MGG_06441T0,2424,130.2,7.572,0.1365,9.44e-4,up_in_pmk1,mst7,pmk1
MGG_02549T0,10856,147.2,0.1014,0.1374,0.001187,up_in_mst7,mst7,pmk1
MGG_15647T0,10113,130,7.226,0.1375,9.406e-4,up_in_pmk1,mst7,pmk1
MGG_16226T0,10256,131.5,7.913,0.1376,9.616e-4,up_in_pmk1,mst7,pmk1
MGG_03843T0,5778,148.2,0.08302,0.1379,0.001202,up_in_mst7,mst7,pmk1
MGG_16816T0,9899,129.4,3.807,0.1379,9.327e-4,up_in_pmk1,mst7,pmk1
MGG_10877T0,9740,128.8,7.492,0.1382,9.24e-4,up_in_pmk1,mst7,pmk1
MGG_04017T0,9785,150,0.08871,0.1397,0.001228,up_in_mst7,mst7,pmk1
MGG_06587T0,957,151.5,0.06905,0.1412,0.001252,up_in_mst7,mst7,pmk1
MGG_14783T0,11104,134.5,6.475,0.1419,0.001002,up_in_pmk1,mst7,pmk1
MGG_17828T0,5355,153.2,0.07837,0.1428,0.001277,up_in_mst7,mst7,pmk1
MGG_13578T0,1444,135.9,7.03,0.1432,0.001022,up_in_pmk1,mst7,pmk1
MGG_03662T0,5065,155.1,0.07057,0.1439,0.001308,up_in_mst7,mst7,pmk1
EFMOT00000000082,12817,154.7,0.1016,0.1443,0.001301,up_in_mst7,mst7,pmk1
MGG_05915T0,248,156.1,0.06476,0.1444,0.001324,up_in_mst7,mst7,pmk1
EFMOT00000000174,12896,157,0.06577,0.1447,0.001337,up_in_mst7,mst7,pmk1
MGG_02160T0,8737,138.8,6.89,0.1459,0.001064,up_in_pmk1,mst7,pmk1
MGG_16296T0,3670,138.4,7.169,0.1466,0.001058,up_in_pmk1,mst7,pmk1
MGG_16676T0,13146,141.4,19.43,0.1495,0.001101,up_in_pmk1,mst7,pmk1
MGG_00929T0,2235,160.8,0.1131,0.1499,0.001397,up_in_mst7,mst7,pmk1
MGG_09261T0,1199,161.7,0.1354,0.1503,0.001412,up_in_mst7,mst7,pmk1
MGG_05980T0,32,167.4,0.05335,0.1517,0.001505,up_in_mst7,mst7,pmk1
MGG_07219T0,9710,146.5,5.045,0.152,0.001177,up_in_pmk1,mst7,pmk1
MGG_07187T0,3694,167,0.09468,0.1522,0.001498,up_in_mst7,mst7,pmk1
MGG_06538T0,6498,149.8,5.549,0.1524,0.001226,up_in_pmk1,mst7,pmk1
EFMOT00000000143,12869,163.7,0.08768,0.1525,0.001444,up_in_mst7,mst7,pmk1
MGG_04545T0,12371,166.5,0.09116,0.1525,0.00149,up_in_mst7,mst7,pmk1
EFMOT00000000326,13019,168.7,0.0869,0.1527,0.001526,up_in_mst7,mst7,pmk1
MGG_03635T0,697,144.6,5.632,0.1527,0.001148,up_in_pmk1,mst7,pmk1
MGG_14700T0,11362,165.4,0.1321,0.15310000000000001,0.001473,up_in_mst7,mst7,pmk1
MGG_08983T0,6591,164.8,0.07729,0.1532,0.001462,up_in_mst7,mst7,pmk1
MGG_08933T0,676,146.4,7.381,0.1533,0.001175,up_in_pmk1,mst7,pmk1
MGG_06746T0,6405,166.3,0.1019,0.1534,0.001487,up_in_mst7,mst7,pmk1
MGG_17336T0,7308,144.1,6.838,0.1534,0.001141,up_in_pmk1,mst7,pmk1
MGG_17085T0,7672,148.9,6.337,0.1536,0.001212,up_in_pmk1,mst7,pmk1
MGG_15449T0,9816,149.7,5.756,0.1538,0.001225,up_in_pmk1,mst7,pmk1
MGG_10087T0,9827,173,0.09308,0.1542,0.001599,up_in_mst7,mst7,pmk1
EFMOT00000000289,12989,173.7,0.1032,0.1543,0.001611,up_in_mst7,mst7,pmk1
MGG_06601T0,10150,146.2,5.664,0.1544,0.001172,up_in_pmk1,mst7,pmk1
MGG_10728T0,7716,176,0.09864,0.1546,0.001649,up_in_mst7,mst7,pmk1
MGG_04216T0,11323,172,0.1032,0.1549,0.001583,up_in_mst7,mst7,pmk1
MGG_02336T0,2467,172.7,0.08551,0.1549,0.001594,up_in_mst7,mst7,pmk1
MGG_03767T0,9105,174.8,0.1031,0.1549,0.00163,up_in_mst7,mst7,pmk1
EFMOT00000000089,12824,175.5,0.09461,0.155,0.001642,up_in_mst7,mst7,pmk1
MGG_15710T0,13083,148.9,6.12,0.1551,0.001212,up_in_pmk1,mst7,pmk1
MGG_01742T0,5943,172,0.1064,0.156,0.001583,up_in_mst7,mst7,pmk1
MGG_17802T0,2866,180.4,0.08684,0.1563,0.001727,up_in_mst7,mst7,pmk1
MGG_16618T0,8827,171.7,0.07808,0.1566,0.001577,up_in_mst7,mst7,pmk1
MGG_05968T0,3497,180,0.09419,0.1568,0.00172,up_in_mst7,mst7,pmk1
MGG_01925T0,5136,178.1,0.08615,0.1569,0.001686,up_in_mst7,mst7,pmk1
EFMOT00000000157,12880,178.9,0.09638,0.1571,0.0017,up_in_mst7,mst7,pmk1
MGG_15508T0,11084,179.6,0.1025,0.1572,0.001713,up_in_mst7,mst7,pmk1
MGG_00426T0,5623,184.9,0.1091,0.1581,0.001806,up_in_mst7,mst7,pmk1
MGG_17499T0,145,184.3,0.08587,0.1583,0.001796,up_in_mst7,mst7,pmk1
EFMOT00000000270,12972,182.7,0.1045,0.1588,0.001767,up_in_mst7,mst7,pmk1
MGG_01506T0,6596,183.3,0.04838,0.1588,0.001779,up_in_mst7,mst7,pmk1
MGG_16722T0,922,184,0.1247,0.1589,0.001791,up_in_mst7,mst7,pmk1
MGG_10273T0,12569,186.4,0.09685,0.1595,0.001834,up_in_mst7,mst7,pmk1
MGG_10921T0,10095,194.1,0.09378,0.1611,0.001973,up_in_mst7,mst7,pmk1
MGG_15501T0,1083,192.5,0.1013,0.1618,0.001945,up_in_mst7,mst7,pmk1
MGG_17041T0,562,194,0.1061,0.162,0.001972,up_in_mst7,mst7,pmk1
EFMOT00000000283,12983,193.4,0.1614,0.1621,0.001961,up_in_mst7,mst7,pmk1
EFMOT00000000187,12907,190.9,0.07252,0.1623,0.001915,up_in_mst7,mst7,pmk1
MGG_09827T0,836,192.3,0.1063,0.1624,0.00194,up_in_mst7,mst7,pmk1
MGG_17983T0,10124,199.1,0.106,0.1628,0.002068,up_in_mst7,mst7,pmk1
MGG_16189T0,2735,189.4,0.09887,0.1631,0.001887,up_in_mst7,mst7,pmk1
MGG_18017T0,4374,190.9,0.1033,0.1633,0.001914,up_in_mst7,mst7,pmk1
MGG_02885T0,3242,196.2,0.1015,0.1633,0.002012,up_in_mst7,mst7,pmk1
MGG_09610T0,1534,190.3,0.1113,0.1634,0.001904,up_in_mst7,mst7,pmk1
MGG_14099T0,9373,192.3,0.1023,0.1634,0.00194,up_in_mst7,mst7,pmk1
MGG_12982T0,4375,199,0.1095,0.1636,0.002066,up_in_mst7,mst7,pmk1
MGG_14971T0,5272,199,0.1053,0.1646,0.002065,up_in_mst7,mst7,pmk1
MGG_15027T0,3666,198.5,0.09098,0.1648,0.002055,up_in_mst7,mst7,pmk1
MGG_05817T0,678,201.8,0.1168,0.1649,0.002119,up_in_mst7,mst7,pmk1
MGG_02545T0,1415,161,6.773,0.1649,0.0014,up_in_pmk1,mst7,pmk1
MGG_10321T0,6641,201.4,0.1219,0.1652,0.00211,up_in_mst7,mst7,pmk1
MGG_17536T0,8401,165.7,7.055,0.1652,0.001477,up_in_pmk1,mst7,pmk1
MGG_08256T0,10481,198.2,0.08931,0.1654,0.002051,up_in_mst7,mst7,pmk1
MGG_02159T0,3922,203.5,0.0864,0.1655,0.002151,up_in_mst7,mst7,pmk1
MGG_16899T0,7207,160.5,5.906,0.1655,0.001393,up_in_pmk1,mst7,pmk1
MGG_12468T0,10045,162.8,6.305,0.1655,0.001431,up_in_pmk1,mst7,pmk1
