target_id,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,direction
MGG_04144T0,10563,1373,1.947,0.7174,0.05898,up_in_Guy11M
MGG_05418T0,1210,1374,2.064,0.7175,0.05904,up_in_Guy11M
MGG_17168T0,8275,1376,1.769,0.7178,0.05918,up_in_Guy11M
MGG_15425T0,4672,1561,0.5882,0.7181,0.07269,up_in_Guy11
MGG_06026T0,428,1377,1.946,0.7181,0.05926,up_in_Guy11M
MGG_16706T0,1543,1560,0.4695,0.7183,0.07266,up_in_Guy11
MGG_01842T0,5321,1558,0.5188,0.7184,0.07251,up_in_Guy11
MGG_11561T0,6489,1559,0.5932,0.7185,0.07257,up_in_Guy11
MGG_02802T0,8434,1560,0.5365,0.7185,0.07262,up_in_Guy11
MGG_15604T0,4861,1376,1.303,0.7185,0.05918,up_in_Guy11M
MGG_10409T0,3459,1379,2.097,0.7191,0.05939,up_in_Guy11M
MGG_05482T0,1823,1563,0.4837,0.7192,0.07286,up_in_Guy11
MGG_03625T0,1123,1564,0.5857,0.7193,0.07292,up_in_Guy11
MGG_16290T0,10633,1380,1.652,0.7195,0.05948,up_in_Guy11M
MGG_00459T0,1394,1567,0.5136,0.7201,0.07316,up_in_Guy11
MGG_08850T0,2323,1566,0.4828,0.7202,0.07307,up_in_Guy11
MGG_00099T0,5095,1569,0.7264,0.7203,0.0733,up_in_Guy11
MGG_12142T0,6778,1567,0.4568,0.7204,0.07314,up_in_Guy11
MGG_05821T0,2423,1569,0.625,0.7206,0.07327,up_in_Guy11
MGG_15523T0,6073,1572,0.5134,0.7219,0.07351,up_in_Guy11
MGG_17103T0,10825,1384,1.956,0.7219,0.05973,up_in_Guy11M
MGG_06973T0,9639,1385,2.182,0.7226,0.05984,up_in_Guy11M
MGG_07444T0,12241,1573,0.5595,0.7227,0.07365,up_in_Guy11
MGG_01582T0,5559,1575,0.5162,0.7233,0.07376,up_in_Guy11
MGG_06487T0,11965,1576,0.4979,0.7236,0.07384,up_in_Guy11
MGG_04216T0,11323,1582,0.5,0.7262,0.07427,up_in_Guy11
MGG_02842T0,12026,1582,0.5563,0.7266,0.07426,up_in_Guy11
MGG_06305T0,4935,1583,0.5771,0.7266,0.07437,up_in_Guy11
MGG_07126T0,11330,1581,0.5278,0.7268,0.07422,up_in_Guy11
MGG_17794T0,4599,1392,1.927,0.727,0.06031,up_in_Guy11M
MGG_09692T0,5001,1391,1.803,0.7272,0.06028,up_in_Guy11M
MGG_05156T0,8242,1585,0.5423,0.7274,0.07451,up_in_Guy11
MGG_06242T0,11632,1586,0.4595,0.7281,0.07463,up_in_Guy11
MGG_05724T0,7417,1395,1.738,0.7287,0.06051,up_in_Guy11M
MGG_15593T0,4296,1396,2.039,0.7287,0.06057,up_in_Guy11M
MGG_06101T0,11611,1589,0.617,0.7291,0.07485,up_in_Guy11
EFMOT00000000128,12856,1589,4.976,0.7296,0.07485,up_in_Guy11
MGG_05449T0,6159,1397,1.808,0.7297,0.0607,up_in_Guy11M
MGG_01247T0,10003,1592,0.469,0.7302,0.07506,up_in_Guy11
MGG_11726T0,7256,1592,0.5562,0.7303,0.07502,up_in_Guy11
MGG_02688T0,8279,1594,0.5636,0.7312,0.07522,up_in_Guy11
MGG_01291T0,5153,1597,0.5294,0.733,0.07546,up_in_Guy11
EFMOT00000000137,12864,1402,2.033,0.733,0.06103,up_in_Guy11M
MGG_02387T0,11121,1403,1.806,0.733,0.06109,up_in_Guy11M
MGG_16418T0,1217,1613,0.6069,0.7341,0.07668,up_in_Guy11
MGG_15772T0,6137,1405,2.206,0.7341,0.06124,up_in_Guy11M
MGG_08095T0,11706,1600,0.3877,0.7342,0.07564,up_in_Guy11
MGG_01691T0,12295,1601,0.5725,0.7342,0.07575,up_in_Guy11
MGG_09609T0,8733,1611,0.6356,0.7344,0.0765,up_in_Guy11
MGG_06105T0,10607,1612,0.5799,0.7344,0.0766,up_in_Guy11
MGG_04897T0,7749,1619,0.6748,0.7344,0.07715,up_in_Guy11
MGG_01133T0,1487,1406,1.838,0.7344,0.06132,up_in_Guy11M
MGG_10469T0,4700,1407,1.724,0.7344,0.06137,up_in_Guy11M
MGG_17265T0,10922,1604,0.5042,0.7345,0.07595,up_in_Guy11
MGG_04519T0,11380,1408,1.878,0.7345,0.06143,up_in_Guy11M
MGG_00596T0,8541,1601,0.5937,0.7346,0.07574,up_in_Guy11
MGG_17397T0,4696,1613,0.5487,0.7346,0.07667,up_in_Guy11
MGG_13813T0,188,1612,0.507,0.7347,0.07658,up_in_Guy11
MGG_11776T0,3376,1617,0.4419,0.7347,0.07696,up_in_Guy11
MGG_09957T0,3662,1619,0.5224,0.7347,0.07713,up_in_Guy11
MGG_05059T0,9649,1603,0.4865,0.7348,0.07592,up_in_Guy11
MGG_05053T0,10069,1605,0.586,0.7348,0.07604,up_in_Guy11
MGG_02759T0,8730,1618,0.5743,0.7348,0.07708,up_in_Guy11
MGG_06147T0,5266,1606,0.6192,0.7349,0.0761,up_in_Guy11
MGG_10309T0,8582,1611,0.5018,0.7349,0.07649,up_in_Guy11
MGG_08458T0,501,1616,0.6132,0.7349,0.07687,up_in_Guy11
MGG_15630T0,8854,1618,0.5233,0.735,0.07705,up_in_Guy11
EFMOT00000000277,12978,1409,2.033,0.735,0.06153,up_in_Guy11M
MGG_07017T0,12070,1608,0.5723,0.7351,0.07629,up_in_Guy11
MGG_14823T0,10844,1609,0.521,0.7351,0.07634,up_in_Guy11
MGG_09857T0,2705,1617,0.5436,0.7351,0.07695,up_in_Guy11
MGG_03912T0,1752,1610,0.5987,0.7352,0.07647,up_in_Guy11
MGG_06400T0,3967,1615,0.51,0.7352,0.07685,up_in_Guy11
MGG_01328T0,6419,1603,0.5187,0.7353,0.07592,up_in_Guy11
MGG_02617T0,9186,1610,0.5896,0.7353,0.07642,up_in_Guy11
MGG_05963T0,12158,1607,0.5016,0.7354,0.07621,up_in_Guy11
MGG_08114T0,48,1608,0.5094,0.7355,0.07628,up_in_Guy11
MGG_00501T0,2442,1411,2.476,0.736,0.06167,up_in_Guy11M
MGG_00685T0,9067,1623,0.6075,0.7361,0.07744,up_in_Guy11
MGG_16151T0,9626,1412,2.892,0.7363,0.06175,up_in_Guy11M
MGG_06828T0,2745,1623,0.4971,0.7366,0.07744,up_in_Guy11
MGG_12601T0,10746,1414,1.859,0.7369,0.06191,up_in_Guy11M
MGG_15743T0,9282,1423,2.22,0.737,0.06253,up_in_Guy11M
MGG_15754T0,10664,1424,2.063,0.7371,0.06259,up_in_Guy11M
MGG_15789T0,8321,1425,1.762,0.7373,0.06267,up_in_Guy11M
MGG_04248T0,5656,1626,0.5129,0.73740000000000006,0.07769,up_in_Guy11
MGG_16161T0,4298,1414,1.802,0.73740000000000006,0.0619,up_in_Guy11M
MGG_01721T0,4083,1423,2.208,0.73740000000000006,0.06251,up_in_Guy11M
MGG_09284T0,11458,1627,0.541,0.7375,0.07776,up_in_Guy11
MGG_18128T0,4433,1628,0.6712,0.7376,0.07783,up_in_Guy11
MGG_11467T0,4897,1416,1.952,0.7377,0.06203,up_in_Guy11M
MGG_00949T0,6899,1417,2.022,0.7377,0.06209,up_in_Guy11M
MGG_01822T0,1646,1626,0.5289,0.7378,0.07768,up_in_Guy11
MGG_11492T0,1406,1630,0.5581,0.7378,0.07796,up_in_Guy11
MGG_06880T0,3723,1630,0.466,0.7378,0.07801,up_in_Guy11
MGG_03390T0,2880,1633,0.485,0.7379,0.07825,up_in_Guy11
MGG_06065T0,10356,1631,0.5457,0.738,0.07808,up_in_Guy11
MGG_01179T0,7339,1423,1.827,0.738,0.0625,up_in_Guy11M
MGG_08371T0,9213,1630,0.6121,0.7382,0.07794,up_in_Guy11
MGG_02273T0,6428,1633,0.586,0.7383,0.07818,up_in_Guy11
MGG_05319T0,4156,1633,0.5688,0.7384,0.07824,up_in_Guy11
MGG_06634T0,3369,1423,1.998,0.7386,0.0625,up_in_Guy11M
MGG_03580T0,10033,1441,1.936,0.7389,0.06386,up_in_Guy11M
MGG_04432T0,510,1636,0.6528,0.739,0.07842,up_in_Guy11
MGG_09156T0,6558,1419,1.877,0.739,0.06225,up_in_Guy11M
MGG_16229T0,11703,1441,4.646,0.739,0.06381,up_in_Guy11M
MGG_12264T0,9216,1422,1.948,0.7391,0.06249,up_in_Guy11M
MGG_05857T0,12705,1637,0.4707,0.7392,0.07855,up_in_Guy11
MGG_01577T0,2386,1647,0.5667,0.7393,0.07933,up_in_Guy11
MGG_16820T0,11366,1443,1.683,0.7393,0.06395,up_in_Guy11M
MGG_15629T0,718,1637,0.6775,0.7394,0.07851,up_in_Guy11
MGG_15478T0,6374,1641,0.4702,0.7394,0.07884,up_in_Guy11
MGG_17194T0,11500,1646,0.5862,0.7394,0.07924,up_in_Guy11
MGG_00205T0,5556,1647,0.621,0.7394,0.07929,up_in_Guy11
MGG_16898T0,10151,1420,2.082,0.7394,0.06234,up_in_Guy11M
MGG_14633T0,1797,1642,0.7277,0.7395,0.07891,up_in_Guy11
MGG_03426T0,9291,1441,1.759,0.7395,0.0638,up_in_Guy11M
MGG_08104T0,6203,1644,0.4644,0.7396,0.07904,up_in_Guy11
MGG_03364T0,7494,1646,0.493,0.7396,0.0792,up_in_Guy11
MGG_06739T0,5678,1422,2.063,0.7397,0.06248,up_in_Guy11M
MGG_04900T0,8986,1641,0.5429,0.7398,0.07884,up_in_Guy11
MGG_17762T0,725,1643,0.6039,0.7399,0.07901,up_in_Guy11
MGG_06534T0,6323,1440,1.97,0.7399,0.06377,up_in_Guy11M
MGG_16749T0,1095,1645,0.4878,0.74,0.07914,up_in_Guy11
MGG_14604T0,7160,1646,0.5028,0.74,0.07919,up_in_Guy11
MGG_01989T0,1293,1422,1.873,0.74,0.06245,up_in_Guy11M
MGG_17300T0,9152,1430,1.839,0.74,0.06307,up_in_Guy11M
MGG_04201T0,712,1640,0.6533,0.7403,0.07877,up_in_Guy11
MGG_16548T0,4248,1430,1.718,0.7403,0.06303,up_in_Guy11M
MGG_04464T0,3501,1641,0.5082,0.7404,0.07884,up_in_Guy11
MGG_15350T0,6647,1440,1.918,0.7404,0.06377,up_in_Guy11M
MGG_01084T0,4207,1654,0.5187,0.7406,0.07981,up_in_Guy11
MGG_12580T0,10332,1433,1.826,0.7406,0.06322,up_in_Guy11M
MGG_05344T0,295,1652,0.4834,0.7407,0.07971,up_in_Guy11
MGG_07533T0,8540,1432,2.088,0.7407,0.06318,up_in_Guy11M
MGG_07323T0,9238,1640,0.5072,0.7408,0.07877,up_in_Guy11
MGG_15888T0,1166,1653,0.5148,0.7408,0.07978,up_in_Guy11
MGG_16165T0,3558,1439,1.985,0.7408,0.06368,up_in_Guy11M
MGG_09011T0,5079,1440,1.89,0.7408,0.06374,up_in_Guy11M
MGG_16892T0,8799,1430,2.336,0.7409,0.06303,up_in_Guy11M
MGG_07789T0,10312,1434,1.516,0.741,0.06332,up_in_Guy11M
MGG_01061T0,9933,1436,1.929,0.741,0.06343,up_in_Guy11M
MGG_05198T0,3271,1652,0.5741,0.7412,0.0797,up_in_Guy11
MGG_16888T0,4056,1438,1.666,0.7412,0.06361,up_in_Guy11M
MGG_18094T0,4760,1439,2.004,0.7412,0.06367,up_in_Guy11M
MGG_06460T0,4703,1652,0.5474,0.7414,0.07967,up_in_Guy11
MGG_01622T0,1920,1655,0.5253,0.7414,0.07995,up_in_Guy11
MGG_04834T0,1801,1435,1.649,0.7414,0.0634,up_in_Guy11M
MGG_09303T0,6617,1651,0.5419,0.7416,0.07964,up_in_Guy11
MGG_05376T0,5237,1657,0.5361,0.7417,0.08004,up_in_Guy11
MGG_16279T0,7989,1437,1.733,0.7418,0.06355,up_in_Guy11M
MGG_17438T0,8281,1438,1.359,0.7418,0.06361,up_in_Guy11M
MGG_17079T0,561,1658,0.5021,0.7422,0.08015,up_in_Guy11
MGG_02900T0,270,1668,0.4971,0.7425,0.0809,up_in_Guy11
MGG_16792T0,9512,1448,1.911,0.7426,0.06434,up_in_Guy11M
MGG_09004T0,185,1667,0.533,0.7428,0.08089,up_in_Guy11
MGG_02308T0,3129,1448,1.977,0.7428,0.0643,up_in_Guy11M
MGG_04539T0,7150,1666,0.4818,0.743,0.08079,up_in_Guy11
MGG_06680T0,512,1667,0.4973,0.7432,0.08087,up_in_Guy11
MGG_08462T0,3166,1666,0.5105,0.7433,0.08077,up_in_Guy11
MGG_05818T0,5632,1671,0.4212,0.7434,0.08117,up_in_Guy11
MGG_12327T0,1342,1660,0.5404,0.7435,0.08034,up_in_Guy11
MGG_09903T0,240,1661,0.4932,0.7435,0.0804,up_in_Guy11
MGG_03374T0,6622,1666,0.7794,0.7435,0.08074,up_in_Guy11
MGG_10193T0,7974,1671,0.5107,0.7437,0.08115,up_in_Guy11
MGG_17282T0,3414,1452,1.71,0.7437,0.0646,up_in_Guy11M
MGG_13202T0,5708,1665,0.5612,0.7439,0.08067,up_in_Guy11
MGG_08349T0,2978,1665,0.5021,0.7439,0.08073,up_in_Guy11
MGG_15057T0,5758,1670,0.5545,0.7439,0.08112,up_in_Guy11
MGG_03369T0,11676,1451,2.188,0.744,0.06458,up_in_Guy11M
MGG_11179T0,12557,1664,0.4936,0.7443,0.08065,up_in_Guy11
MGG_05657T0,6851,1451,1.989,0.7443,0.06454,up_in_Guy11M
MGG_09715T0,6275,1664,0.5016,0.7447,0.08059,up_in_Guy11
MGG_00990T0,5697,1664,0.548,0.7447,0.08064,up_in_Guy11
MGG_15957T0,1129,1454,2.162,0.7447,0.06475,up_in_Guy11M
MGG_12715T0,1309,1463,2.446,0.7449,0.06544,up_in_Guy11M
MGG_06839T0,5818,1464,1.811,0.7452,0.06552,up_in_Guy11M
MGG_06716T0,3410,1676,0.5223,0.7454,0.08156,up_in_Guy11
MGG_04351T0,3380,1675,0.513,0.7455,0.08146,up_in_Guy11
MGG_16180T0,3126,1463,1.853,0.7455,0.06543,up_in_Guy11M
MGG_04206T0,8525,1677,0.5546,0.7456,0.08164,up_in_Guy11
MGG_03709T0,6136,1676,0.6694,0.7457,0.08154,up_in_Guy11
MGG_01603T0,4437,1467,2.134,0.7457,0.06568,up_in_Guy11M
MGG_00378T0,1740,1678,0.5195,0.7458,0.08171,up_in_Guy11
MGG_06466T0,9978,1456,2.172,0.7458,0.0649,up_in_Guy11M
MGG_13435T0,3138,1461,2.081,0.7459,0.06524,up_in_Guy11M
MGG_08661T0,7484,1466,1.834,0.7459,0.06564,up_in_Guy11M
MGG_12350T0,4925,1463,1.587,0.746,0.06542,up_in_Guy11M
MGG_10696T0,1022,1683,0.5547,0.7461,0.08208,up_in_Guy11
MGG_02915T0,4658,1683,0.5644,0.7461,0.08214,up_in_Guy11
MGG_10232T0,9791,1682,0.5661,0.7462,0.08204,up_in_Guy11
MGG_17946T0,9193,1684,0.5586,0.7464,0.08223,up_in_Guy11
MGG_04696T0,11487,1460,1.84,0.7464,0.06524,up_in_Guy11M
MGG_10031T0,6255,1463,1.799,0.7464,0.06541,up_in_Guy11M
MGG_04957T0,3451,1468,1.916,0.7464,0.06579,up_in_Guy11M
MGG_06512T0,2186,1470,1.868,0.7464,0.06591,up_in_Guy11M
MGG_13324T0,11949,1681,0.6355,0.7466,0.08192,up_in_Guy11
MGG_14969T0,3796,1682,0.5135,0.7467,0.08204,up_in_Guy11
MGG_16526T0,7095,1460,1.455,0.7467,0.0652,up_in_Guy11M
MGG_06561T0,9755,1462,2.171,0.7467,0.06537,up_in_Guy11M
MGG_02623T0,4372,1459,1.773,0.7468,0.06516,up_in_Guy11M
MGG_01806T0,4617,1469,1.923,0.7468,0.06589,up_in_Guy11M
MGG_11156T0,12015,1680,0.484,0.7469,0.08189,up_in_Guy11
MGG_17655T0,6924,1682,0.5441,0.7469,0.082,up_in_Guy11
MGG_16400T0,3852,1458,1.917,0.747,0.06506,up_in_Guy11M
MGG_00283T0,12676,1459,1.981,0.7472,0.06513,up_in_Guy11M
MGG_07561T0,3069,1689,0.6741,0.7474,0.08257,up_in_Guy11
MGG_15496T0,9025,1688,0.5628,0.7477,0.08254,up_in_Guy11
MGG_03613T0,11334,1711,0.5124,0.7478,0.0843,up_in_Guy11
MGG_08928T0,6162,1692,0.5511,0.748,0.0828,up_in_Guy11
MGG_02940T0,11964,1688,0.4944,0.7482,0.08254,up_in_Guy11
MGG_01315T0,11450,1712,0.6088,0.7482,0.0844,up_in_Guy11
MGG_06256T0,3482,1688,0.5444,0.7483,0.08249,up_in_Guy11
MGG_17329T0,12662,1691,0.5051,0.7483,0.08277,up_in_Guy11
MGG_04003T0,1045,1710,0.6728,0.7483,0.08423,up_in_Guy11
MGG_00768T0,7671,1711,0.5054,0.7483,0.08429,up_in_Guy11
MGG_07666T0,1657,1723,0.69,0.7483,0.08525,up_in_Guy11
MGG_00497T0,7316,1724,0.5144,0.7484,0.085319999999999993,up_in_Guy11
MGG_04551T0,10622,1710,0.5383,0.7486,0.08422,up_in_Guy11
MGG_02574T0,7500,1725,0.53,0.7486,0.0854,up_in_Guy11
MGG_06098T0,4805,1691,0.5438,0.7487,0.08276,up_in_Guy11
MGG_04461T0,10063,1693,0.8139,0.7487,0.08293,up_in_Guy11
MGG_15916T0,9009,1723,0.5142,0.7487,0.08524,up_in_Guy11
MGG_07491T0,3849,1699,0.5904,0.7488,0.08334,up_in_Guy11
MGG_17344T0,5343,1721,0.5483,0.7488,0.08514,up_in_Guy11
MGG_01362T0,3654,1701,0.4959,0.7489,0.08352,up_in_Guy11
MGG_04336T0,6139,1709,0.5402,0.7489,0.08414,up_in_Guy11
MGG_08899T0,10963,1709,0.5295,0.7489,0.08419,up_in_Guy11
MGG_16372T0,5768,1714,0.609,0.7489,0.08459,up_in_Guy11
MGG_00050T0,11432,1715,0.4797,0.7489,0.08464,up_in_Guy11
MGG_15706T0,11402,1722,0.5616,0.7489,0.08521,up_in_Guy11
MGG_08306T0,1972,1726,0.5607,0.7489,0.08548,up_in_Guy11
MGG_03701T0,12335,1714,0.6182,0.749,0.08455,up_in_Guy11
MGG_01704T0,3632,1720,0.4967,0.749,0.08505,up_in_Guy11
MGG_00960T0,7418,1474,1.602,0.749,0.06619,up_in_Guy11M
MGG_02692T0,6660,1730,0.5856,0.7491,0.08579,up_in_Guy11
MGG_15397T0,10122,1698,0.5207,0.7492,0.08333,up_in_Guy11
MGG_03395T0,9156,1700,0.4879,0.7492,0.08344,up_in_Guy11
MGG_17610T0,3293,1701,0.5567,0.7492,0.08349,up_in_Guy11
MGG_12131T0,332,1721,0.4858,0.7492,0.08512,up_in_Guy11
MGG_11915T0,6586,1727,0.574,0.7492,0.08558,up_in_Guy11
MGG_02499T0,3913,1729,0.6642,0.7492,0.08574,up_in_Guy11
MGG_13385T0,11572,1709,0.6424,0.7493,0.08412,up_in_Guy11
MGG_10565T0,4307,1731,0.5645,0.7493,0.08588,up_in_Guy11
MGG_04465T0,7385,1487,1.78,0.7493,0.06717,up_in_Guy11M
MGG_07440T0,2892,1720,0.5069,0.7494,0.08504,up_in_Guy11
MGG_13026T0,835,1729,0.5579,0.7494,0.08572,up_in_Guy11
MGG_16317T0,11461,1708,0.5329,0.7495,0.0841,up_in_Guy11
MGG_06773T0,8680,1731,0.5337,0.7495,0.08595,up_in_Guy11
MGG_15848T0,6390,1486,2.573,0.7495,0.06714,up_in_Guy11M
MGG_17116T0,7845,1697,0.6757,0.7496,0.0832,up_in_Guy11
MGG_01121T0,12279,1698,0.5071,0.7496,0.08331,up_in_Guy11
MGG_16504T0,4330,1707,0.5099,0.7496,0.08399,up_in_Guy11
MGG_11004T0,5186,1720,0.682,0.7497,0.08501,up_in_Guy11
MGG_14293T0,10646,1728,0.5324,0.7497,0.08569,up_in_Guy11
MGG_02062T0,1301,1486,1.96,0.7497,0.0671,up_in_Guy11M
MGG_09337T0,4942,1475,1.773,0.7498,0.06632,up_in_Guy11M
MGG_17431T0,8883,1697,0.5697,0.7499,0.08318,up_in_Guy11
MGG_01042T0,7978,1707,0.6116,0.7499,0.08397,up_in_Guy11
MGG_01443T0,7665,1719,0.5183,0.7499,0.08498,up_in_Guy11
MGG_00129T0,8261,1698,0.619,0.75,0.08331,up_in_Guy11
MGG_07534T0,300,1708,0.4698,0.75,0.08409,up_in_Guy11
MGG_17512T0,5429,1719,0.7084,0.75,0.08494,up_in_Guy11
MGG_03459T0,7542,1485,1.704,0.75,0.06707,up_in_Guy11M
MGG_11115T0,7286,1696,0.4914,0.7501,0.08315,up_in_Guy11
MGG_01631T0,628,1733,0.5208,0.7501,0.08608,up_in_Guy11
MGG_17224T0,5812,1485,2.35,0.7501,0.06702,up_in_Guy11M
MGG_06996T0,6155,1703,0.5497,0.7502,0.08372,up_in_Guy11
MGG_03324T0,11945,1718,0.5406,0.7502,0.0849,up_in_Guy11
MGG_05617T0,7456,1706,0.6372,0.7503,0.08396,up_in_Guy11
MGG_14638T0,1914,1480,2.147,0.7503,0.0667,up_in_Guy11M
MGG_17259T0,13269,1718,0.4343,0.7504,0.08487,up_in_Guy11
MGG_16264T0,578,1735,0.5678,0.7505,0.08623,up_in_Guy11
MGG_16544T0,13231,1484,2.087,0.7505,0.06694,up_in_Guy11M
MGG_08342T0,1072,1489,1.731,0.7505,0.06734,up_in_Guy11M
MGG_14219T0,5218,1705,0.5493,0.7506,0.08387,up_in_Guy11
MGG_01769T0,5616,1706,0.4947,0.7506,0.08393,up_in_Guy11
MGG_03256T0,7648,1480,1.932,0.7506,0.06667,up_in_Guy11M
MGG_09457T0,52,1485,1.926,0.7506,0.06701,up_in_Guy11M
MGG_07758T0,11828,1482,1.577,0.7507,0.0668,up_in_Guy11M
MGG_05146T0,11731,1735,0.5008,0.7508,0.08622,up_in_Guy11
MGG_00893T0,1388,1705,0.4843,0.7509,0.08386,up_in_Guy11
MGG_15815T0,9363,1478,1.952,0.7509,0.06653,up_in_Guy11M
MGG_10680T0,12301,1480,2.419,0.7511,0.06666,up_in_Guy11M
MGG_07382T0,199,1484,1.569,0.7511,0.06694,up_in_Guy11M
MGG_04118T0,4756,1479,1.758,0.7512,0.06661,up_in_Guy11M
MGG_08046T0,1877,1740,0.5225,0.7513,0.08661,up_in_Guy11
MGG_16155T0,840,1478,1.77,0.7513,0.06651,up_in_Guy11M
MGG_00876T0,1290,1740,0.5097,0.7517,0.0866,up_in_Guy11
MGG_04477T0,5185,1747,0.5052,0.7517,0.08716,up_in_Guy11
MGG_15877T0,8202,1484,1.822,0.7517,0.06694,up_in_Guy11M
MGG_08836T0,12413,1738,0.5057,0.7521,0.08648,up_in_Guy11
MGG_01819T0,5309,1746,0.5514,0.7521,0.08715,up_in_Guy11
MGG_15314T0,11800,1748,0.5011,0.7521,0.08727,up_in_Guy11
MGG_12972T0,8758,1739,0.6088,0.7522,0.08654,up_in_Guy11
MGG_10657T0,2605,1740,0.5295,0.7522,0.08659,up_in_Guy11
MGG_18092T0,8936,1745,0.4519,0.7523,0.08706,up_in_Guy11
MGG_03272T0,11297,1746,0.5888,0.7523,0.08712,up_in_Guy11
MGG_02467T0,5655,1742,0.5061,0.7524,0.08679,up_in_Guy11
MGG_05230T0,6346,1744,0.6497,0.7526,0.08693,up_in_Guy11
MGG_03481T0,6536,1745,0.6096,0.7526,0.08705,up_in_Guy11
MGG_09436T0,10381,1493,1.305,0.7529,0.06762,up_in_Guy11M
MGG_14575T0,3588,1494,2.021,0.7529,0.06767,up_in_Guy11M
MGG_05061T0,1661,1745,0.6642,0.753,0.08703,up_in_Guy11
MGG_10162T0,9614,1744,0.5342,0.7531,0.08693,up_in_Guy11
MGG_02876T0,7659,1751,0.6531,0.7533,0.08752,up_in_Guy11
MGG_05806T0,3977,1751,0.4274,0.7534,0.08747,up_in_Guy11
MGG_11193T0,12216,1753,0.5014,0.7538,0.08763,up_in_Guy11
MGG_07518T0,10579,1753,0.6765,0.7538,0.08769,up_in_Guy11
MGG_10924T0,4066,1754,0.5146,0.7541,0.087790000000000007,up_in_Guy11
MGG_02637T0,10629,1761,0.6141,0.7545,0.08834,up_in_Guy11
MGG_03176T0,6273,1759,0.5872,0.7546,0.08818,up_in_Guy11
MGG_06564T0,5890,1764,0.6448,0.7546,0.08852,up_in_Guy11
MGG_02641T0,9026,1761,0.6356,0.7548,0.08832,up_in_Guy11
MGG_17035T1,3392,1760,0.5532,0.7549,0.08827,up_in_Guy11
MGG_15042T0,3875,1763,0.5327,0.7549,0.0885,up_in_Guy11
MGG_11818T0,9970,1497,1.961,0.7549,0.06791,up_in_Guy11M
MGG_16260T0,2325,1758,0.5525,0.755,0.08805,up_in_Guy11
MGG_00651T0,9658,1759,0.6139,0.7551,0.08818,up_in_Guy11
MGG_03859T0,11454,1757,0.6294,0.7552,0.08802,up_in_Guy11
MGG_17324T0,8673,1759,0.5023,0.7552,0.08813,up_in_Guy11
MGG_08699T0,8126,1763,0.5027,0.7553,0.08849,up_in_Guy11
MGG_01662T0,11130,1757,0.494,0.7555,0.088,up_in_Guy11
MGG_05737T0,2542,1767,0.49370000000000003,0.7556,0.08881,up_in_Guy11
MGG_12137T0,6417,1769,0.5259,0.7557,0.08894,up_in_Guy11
MGG_09433T0,11642,1499,2.119,0.7558,0.06804,up_in_Guy11M
MGG_06111T0,2165,1768,0.4955,0.756,0.08891,up_in_Guy11
MGG_16125T0,11230,1500,1.903,0.756,0.06811,up_in_Guy11M
MGG_17129T0,8831,1767,0.5025,0.7561,0.08881,up_in_Guy11
MGG_08618T0,7380,1767,0.6381,0.7562,0.08876,up_in_Guy11
MGG_17528T0,11338,1501,2.014,0.7566,0.06822,up_in_Guy11M
MGG_07297T0,2056,1771,0.5654,0.7569,0.08913,up_in_Guy11
MGG_07753T0,11599,1509,1.649,0.7571,0.06879,up_in_Guy11M
MGG_06350T1,2501,1510,1.693,0.7573,0.06886,up_in_Guy11M
MGG_07788T0,11337,1506,1.852,0.7574,0.06858,up_in_Guy11M
MGG_17991T0,7406,1515,2.1,0.7574,0.06927,up_in_Guy11M
MGG_08066T0,742,1517,1.935,0.7574,0.06938,up_in_Guy11M
MGG_03995T0,8537,1509,1.805,0.7576,0.06877,up_in_Guy11M
MGG_11030T0,11905,1503,1.788,0.7577,0.06839,up_in_Guy11M
EFMOT00000000312,13007,1506,1.632,0.7578,0.06857,up_in_Guy11M
MGG_07765T0,11481,1515,1.569,0.7579,0.06925,up_in_Guy11M
MGG_00146T0,6278,1517,1.851,0.7579,0.06937,up_in_Guy11M
MGG_10570T0,8475,1505,2.052,0.758,0.06852,up_in_Guy11M
MGG_05444T0,9265,1508,2.019,0.7582,0.06877,up_in_Guy11M
MGG_08612T0,8945,1515,1.71,0.7583,0.06924,up_in_Guy11M
MGG_17099T0,2336,1513,2.448,0.7584,0.06913,up_in_Guy11M
MGG_09829T0,8921,1508,2.006,0.7585,0.06874,up_in_Guy11M
MGG_14526T0,11067,1519,1.884,0.7585,0.06954,up_in_Guy11M
MGG_00999T0,7268,1520,2.08,0.7585,0.06959,up_in_Guy11M
MGG_17911T0,5966,1521,2.714,0.7585,0.06971,up_in_Guy11M
MGG_16352T0,1399,1774,0.6581,0.7586,0.08939,up_in_Guy11
MGG_00520T0,7617,1505,2.123,0.7586,0.06852,up_in_Guy11M
MGG_04544T0,6513,1512,2.137,0.7586,0.06904,up_in_Guy11M
MGG_03171T0,9904,1779,0.5598,0.7588,0.08976,up_in_Guy11
MGG_15385T0,4384,1515,1.521,0.7588,0.06922,up_in_Guy11M
MGG_12181T0,5421,1513,1.786,0.7589,0.06912,up_in_Guy11M
MGG_06615T0,10492,1776,0.6478,0.759,0.08955,up_in_Guy11
MGG_15601T0,7116,1521,1.91,0.759,0.0697,up_in_Guy11M
MGG_06753T0,12024,1778,0.5758,0.7592,0.08968,up_in_Guy11
