target_id,gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value,direction,condition,control
MGG_14844T0,8519,49.7,0.05149,0.04968,1.157e-4,up_in_mst7,mst7,pmk1
MGG_08260T0,2090,48.29,0.04323,0.04979,1.085e-4,up_in_mst7,mst7,pmk1
EFMOT00000000391,13071,47.96,0.04336,0.05078,1.068e-4,up_in_mst7,mst7,pmk1
MGG_10921T0,10095,49.6,0.0501,0.0511,1.152e-4,up_in_mst7,mst7,pmk1
EFMOT00000000019,12770,51.17,0.1112,0.05137,1.235e-4,up_in_mst7,mst7,pmk1
MGG_17462T0,8516,45.91,4.143,0.05157,9.688e-5,up_in_pmk1,mst7,pmk1
MGG_08817T0,5151,45.48,12.58,0.05257,9.482e-5,up_in_pmk1,mst7,pmk1
MGG_16541T0,11403,48,6.016,0.05479,1.071e-4,up_in_pmk1,mst7,pmk1
EFMOT00000000094,12828,53.62,0.03818,0.05532,1.372e-4,up_in_mst7,mst7,pmk1
MGG_02101T0,12328,60.16,0.04934,0.06053,1.774e-4,up_in_mst7,mst7,pmk1
MGG_03756T0,10854,59.6,0.05142,0.06084,1.737e-4,up_in_mst7,mst7,pmk1
MGG_16668T0,7537,61.19,0.0511,0.06129,1.842e-4,up_in_mst7,mst7,pmk1
MGG_06981T2,4093,57.69,0.0371,0.06142,1.616e-4,up_in_mst7,mst7,pmk1
MGG_06238T0,6267,57.17,0.05654,0.06196,1.583e-4,up_in_mst7,mst7,pmk1
EFMOT00000000219,12935,59.38,0.05139,0.06197,1.723e-4,up_in_mst7,mst7,pmk1
EFMOT00000000258,12963,63.06,0.06148,0.06242,1.97e-4,up_in_mst7,mst7,pmk1
MGG_16565T0,13148,65.06,0.02055,0.06247,2.112e-4,up_in_mst7,mst7,pmk1
EFMOT00000000149,12873,65.91,0.05931,0.06289,2.174e-4,up_in_mst7,mst7,pmk1
MGG_14099T0,9373,62.61,0.0515,0.06294,1.939e-4,up_in_mst7,mst7,pmk1
MGG_15955T0,10875,64.05,0.05144,0.06314,2.04e-4,up_in_mst7,mst7,pmk1
MGG_05393T0,8772,64.81,0.04544,0.06333,2.094e-4,up_in_mst7,mst7,pmk1
MGG_16375T0,4589,59.33,0.2045,0.06357,1.72e-4,up_in_mst7,mst7,pmk1
EFMOT00000000091,12825,56.34,6.477,0.06577,1.532e-4,up_in_pmk1,mst7,pmk1
MGG_17320T0,7108,57.36,7.686,0.06632,1.595e-4,up_in_pmk1,mst7,pmk1
MGG_15716T0,13160,56.04,11.63,0.06718,1.514e-4,up_in_pmk1,mst7,pmk1
MGG_17806T0,5390,71.83,0.05748,0.06736,2.632e-4,up_in_mst7,mst7,pmk1
EFMOT00000000289,12989,68.76,0.04888,0.06764,2.389e-4,up_in_mst7,mst7,pmk1
MGG_16807T0,5386,58.69,8.445,0.06768,1.678e-4,up_in_pmk1,mst7,pmk1
MGG_05044T0,6628,71.48,0.0585,0.06796,2.604e-4,up_in_mst7,mst7,pmk1
MGG_09001T0,4444,55.51,7.267,0.06801,1.482e-4,up_in_pmk1,mst7,pmk1
MGG_11927T0,9703,69.65,0.05606,0.06815,2.458e-4,up_in_mst7,mst7,pmk1
EFMOT00000000369,13054,70.36,0.04888,0.06827,2.514e-4,up_in_mst7,mst7,pmk1
MGG_00156T0,6768,73.16,0.1365,0.06885,2.742e-4,up_in_mst7,mst7,pmk1
EFMOT00000000164,12887,71.33,0.04463,0.06898,2.592e-4,up_in_mst7,mst7,pmk1
MGG_17741T0,3593,55,7.388,0.06901,1.452e-4,up_in_pmk1,mst7,pmk1
MGG_16074T0,13169,54.22,11.63,0.06932,1.407e-4,up_in_pmk1,mst7,pmk1
MGG_13584T0,5036,60.79,7.768,0.07108,1.816e-4,up_in_pmk1,mst7,pmk1
MGG_08526T0,1105,75.68,0.06129,0.07285,2.956e-4,up_in_mst7,mst7,pmk1
MGG_10728T0,7716,77.92,0.06269,0.07631,3.154e-4,up_in_mst7,mst7,pmk1
MGG_16216T0,2332,64.48,6.843,0.07873,2.071e-4,up_in_pmk1,mst7,pmk1
MGG_15715T0,13185,65.36,11.63,0.07888,2.134e-4,up_in_pmk1,mst7,pmk1
MGG_10961T0,3596,81.66,0.08885,0.07893,3.499e-4,up_in_mst7,mst7,pmk1
EFMOT00000000230,12946,80.63,0.06946,0.07942,3.402e-4,up_in_mst7,mst7,pmk1
MGG_08977T0,8375,81.31,0.06569,0.07953,3.466e-4,up_in_mst7,mst7,pmk1
MGG_16025T0,9837,80.47,0.05833,0.08048,3.387e-4,up_in_mst7,mst7,pmk1
MGG_15501T0,1083,83.96,0.06493,0.08254,3.722e-4,up_in_mst7,mst7,pmk1
EFMOT00000000161,12884,85.63,0.05497,0.08479,3.887e-4,up_in_mst7,mst7,pmk1
EFMOT00000000270,12972,90.99,0.06374,0.09102,4.446e-4,up_in_mst7,mst7,pmk1
MGG_04244T0,10037,89.44,0.065,0.09187,4.28e-4,up_in_mst7,mst7,pmk1
EFMOT00000000082,12817,90.85,0.03761,0.09211,4.43e-4,up_in_mst7,mst7,pmk1
MGG_10733T0,7444,92.81,0.07076,0.09224,4.644e-4,up_in_mst7,mst7,pmk1
MGG_15347T0,1719,92.26,0.06468,0.09242,4.584e-4,up_in_mst7,mst7,pmk1
MGG_07548T0,2911,90.77,0.06156,0.093410000000000007,4.422e-4,up_in_mst7,mst7,pmk1
MGG_11166T0,5083,73.21,6.459,0.09877,2.746e-4,up_in_pmk1,mst7,pmk1
MGG_15508T0,11084,98.39,0.07192,0.1019,5.283e-4,up_in_mst7,mst7,pmk1
MGG_07833T0,3628,99.27,0.07609,0.1024,5.389e-4,up_in_mst7,mst7,pmk1
MGG_15776T0,11850,98.36,0.04577,0.1033,5.28e-4,up_in_mst7,mst7,pmk1
MGG_17338T0,7139,102,0.07297,0.1072,5.721e-4,up_in_mst7,mst7,pmk1
EFMOT00000000294,12993,103.5,0.07313,0.1076,5.904e-4,up_in_mst7,mst7,pmk1
EFMOT00000000321,13015,102.9,0.06719,0.1077,5.828e-4,up_in_mst7,mst7,pmk1
MGG_13610T0,7306,104.4,0.06901,0.1082,6.016e-4,up_in_mst7,mst7,pmk1
MGG_17234T0,9926,78.57,7.958,0.1096,3.213e-4,up_in_pmk1,mst7,pmk1
MGG_16837T0,10637,105.6,0.07678,0.1097,6.181e-4,up_in_mst7,mst7,pmk1
MGG_15106T0,3621,80.48,6.201,0.11,3.388e-4,up_in_pmk1,mst7,pmk1
MGG_17499T0,145,106.6,0.06689,0.1104,6.308e-4,up_in_mst7,mst7,pmk1
MGG_05016T0,4848,77.97,9.565,0.1106,3.159e-4,up_in_pmk1,mst7,pmk1
MGG_14113T0,11605,107.4,0.08512,0.1108,6.411e-4,up_in_mst7,mst7,pmk1
MGG_00916T0,6276,80.24,4.297,0.112,3.365e-4,up_in_pmk1,mst7,pmk1
MGG_16362T0,4137,82.95,6.286,0.1148,3.622e-4,up_in_pmk1,mst7,pmk1
MGG_15843T0,4230,83.98,5.846,0.1152,3.723e-4,up_in_pmk1,mst7,pmk1
EFMOT00000000174,12896,112.7,0.09189,0.12,7.127e-4,up_in_mst7,mst7,pmk1
MGG_10327T0,3226,112,0.08538,0.1201,7.037e-4,up_in_mst7,mst7,pmk1
MGG_04963T0,10146,88.49,1.899,0.1209,4.18e-4,up_in_pmk1,mst7,pmk1
MGG_16798T0,4661,87.18,4.979,0.1223,4.044e-4,up_in_pmk1,mst7,pmk1
MGG_17158T0,3290,88.43,7.762,0.1234,4.174e-4,up_in_pmk1,mst7,pmk1
MGG_00755T0,8601,119,0.09874,0.1277,7.964e-4,up_in_mst7,mst7,pmk1
MGG_02064T0,949,118.6,0.09055,0.1283,7.906e-4,up_in_mst7,mst7,pmk1
MGG_02354T0,8644,118.4,0.08134,0.1295,7.882e-4,up_in_mst7,mst7,pmk1
MGG_02109T0,11259,122.4,0.09276,0.1299,8.396e-4,up_in_mst7,mst7,pmk1
MGG_10252T0,11008,118.2,0.08637,0.1306,7.852e-4,up_in_mst7,mst7,pmk1
MGG_03913T0,7980,95.26,5.965,0.1309,4.92e-4,up_in_pmk1,mst7,pmk1
MGG_16189T0,2735,122.2,0.0565,0.1311,8.374e-4,up_in_mst7,mst7,pmk1
MGG_15993T0,3890,121.8,0.08548,0.1318,8.321e-4,up_in_mst7,mst7,pmk1
EFMOT00000000025,12775,124.2,0.1016,0.1319,8.626e-4,up_in_mst7,mst7,pmk1
MGG_06408T0,2018,94.11,3.234,0.1328,4.789e-4,up_in_pmk1,mst7,pmk1
MGG_16587T0,821,93.43,4.448,0.1334,4.713e-4,up_in_pmk1,mst7,pmk1
MGG_16052T0,2013,95.21,5.516,0.1334,4.913e-4,up_in_pmk1,mst7,pmk1
MGG_15558T0,5771,129.3,0.08528,0.1347,9.316e-4,up_in_mst7,mst7,pmk1
EFMOT00000000332,13024,129,0.08005,0.1356,9.273e-4,up_in_mst7,mst7,pmk1
MGG_15121T0,6843,127.8,0.09166,0.1362,9.112e-4,up_in_mst7,mst7,pmk1
EFMOT00000000209,12927,127.2,0.1403,0.1364,9.023e-4,up_in_mst7,mst7,pmk1
MGG_04017T0,9785,128.8,0.09563,0.1367,9.244e-4,up_in_mst7,mst7,pmk1
MGG_08317T0,9235,134.2,0.1207,0.1429,9.989e-4,up_in_mst7,mst7,pmk1
MGG_15950T0,8011,135.2,0.0955,0.1433,0.001012,up_in_mst7,mst7,pmk1
MGG_17574T0,4258,100.4,5.261,0.1442,5.525e-4,up_in_pmk1,mst7,pmk1
MGG_16953T0,10575,136.8,0.08719,0.145,0.001035,up_in_mst7,mst7,pmk1
MGG_17513T0,6079,138.5,0.1133,0.1454,0.00106,up_in_mst7,mst7,pmk1
EFMOT00000000176,12898,138.1,0.08522,0.1461,0.001054,up_in_mst7,mst7,pmk1
MGG_10503T0,5220,140.7,0.08882,0.1482,0.001091,up_in_mst7,mst7,pmk1
MGG_08432T0,10951,104.4,4.014,0.1485,6.026e-4,up_in_pmk1,mst7,pmk1
MGG_02346T0,1405,108.5,5.102,0.1504,6.555e-4,up_in_pmk1,mst7,pmk1
MGG_16482T0,11877,104.2,3.082,0.1505,5.996e-4,up_in_pmk1,mst7,pmk1
MGG_02647T0,4143,106.1,6.008,0.151,6.24e-4,up_in_pmk1,mst7,pmk1
MGG_07933T0,9720,143.1,0.08002,0.1513,0.001125,up_in_mst7,mst7,pmk1
MGG_17729T0,8170,108,5.757,0.1515,6.489e-4,up_in_pmk1,mst7,pmk1
MGG_07973T0,5061,103.9,5.238,0.1526,5.962e-4,up_in_pmk1,mst7,pmk1
MGG_16137T0,5048,107.8,3.397,0.1537,6.467e-4,up_in_pmk1,mst7,pmk1
MGG_11179T0,12557,110.6,5.285,0.1541,6.832e-4,up_in_pmk1,mst7,pmk1
MGG_18106T0,9994,146.3,0.1104,0.1561,0.001173,up_in_mst7,mst7,pmk1
MGG_16962T0,3203,112.4,5.032,0.157,7.081e-4,up_in_pmk1,mst7,pmk1
MGG_08455T0,8734,148.4,0.08391,0.1571,0.001204,up_in_mst7,mst7,pmk1
MGG_00144T0,381,147.9,0.145,0.1578,0.001198,up_in_mst7,mst7,pmk1
MGG_14098T0,3658,150.1,0.09146,0.1589,0.00123,up_in_mst7,mst7,pmk1
MGG_09918T0,7281,118.7,1.773,0.1622,7.924e-4,up_in_pmk1,mst7,pmk1
MGG_02602T0,7581,116,3.731,0.1627,7.582e-4,up_in_pmk1,mst7,pmk1
MGG_02254T0,7501,160.2,0.1071,0.1648,0.001387,up_in_mst7,mst7,pmk1
MGG_16245T0,13235,118.7,4.473,0.1648,7.924e-4,up_in_pmk1,mst7,pmk1
MGG_12548T0,5329,115.9,8.727,0.1651,7.57e-4,up_in_pmk1,mst7,pmk1
MGG_10727T0,2445,160.1,0.1017,0.1663,0.001387,up_in_mst7,mst7,pmk1
MGG_02657T0,8696,121.2,4.998,0.1663,8.246e-4,up_in_pmk1,mst7,pmk1
MGG_00659T0,4131,158.6,0.1113,0.1664,0.001363,up_in_mst7,mst7,pmk1
EFMOT00000000009,12760,159.7,0.07027,0.167,0.001381,up_in_mst7,mst7,pmk1
MGG_17336T0,7308,118.6,6.144,0.167,7.906e-4,up_in_pmk1,mst7,pmk1
MGG_08257T1,2528,158.5,0.1014,0.1677,0.001361,up_in_mst7,mst7,pmk1
MGG_14598T0,10685,122.9,5.612,0.1681,8.466e-4,up_in_pmk1,mst7,pmk1
MGG_07062T0,11146,158.3,0.08923,0.1688,0.001357,up_in_mst7,mst7,pmk1
MGG_12090T0,8374,157.9,0.1074,0.1697,0.001352,up_in_mst7,mst7,pmk1
MGG_06121T0,2291,156.7,0.1021,0.1706,0.001333,up_in_mst7,mst7,pmk1
MGG_15638T0,541,124.9,5.541,0.1706,8.72e-4,up_in_pmk1,mst7,pmk1
EFMOT00000000029,12777,157.7,0.1069,0.1708,0.001348,up_in_mst7,mst7,pmk1
MGG_03501T0,9807,164.3,0.09611,0.1712,0.001454,up_in_mst7,mst7,pmk1
MGG_04775T1,2612,126.7,4.23,0.1728,8.959e-4,up_in_pmk1,mst7,pmk1
MGG_07627T0,10196,168.7,0.3239,0.1766,0.001526,up_in_mst7,mst7,pmk1
MGG_14669T0,5314,131.1,4.388,0.1767,9.562e-4,up_in_pmk1,mst7,pmk1
MGG_05761T0,1867,168,0.1044,0.1769,0.001516,up_in_mst7,mst7,pmk1
MGG_16899T0,7207,130.3,5.152,0.177,9.442e-4,up_in_pmk1,mst7,pmk1
MGG_07652T0,4231,170.8,0.1061,0.1776,0.001561,up_in_mst7,mst7,pmk1
MGG_02134T0,1398,174.3,0.1229,0.1783,0.001621,up_in_mst7,mst7,pmk1
MGG_15616T0,5662,172.1,0.09913,0.1786,0.001583,up_in_mst7,mst7,pmk1
MGG_03769T0,8809,170.6,0.1054,0.1787,0.001558,up_in_mst7,mst7,pmk1
MGG_17987T0,10600,130.2,4.524,0.1794,9.435e-4,up_in_pmk1,mst7,pmk1
MGG_00039T0,12471,174.2,0.1504,0.1795,0.001619,up_in_mst7,mst7,pmk1
MGG_16011T0,3440,176.7,0.1274,0.1798,0.001662,up_in_mst7,mst7,pmk1
MGG_05763T0,4595,176.5,0.1321,0.1809,0.001659,up_in_mst7,mst7,pmk1
MGG_00870T0,9555,174.1,0.122,0.181,0.001618,up_in_mst7,mst7,pmk1
EFMOT00000000101,12834,179.1,0.1546,0.1829,0.001705,up_in_mst7,mst7,pmk1
MGG_15949T0,2537,135.6,4.49,0.1832,0.001019,up_in_pmk1,mst7,pmk1
MGG_15773T0,7697,137.2,5.211,0.1846,0.00104,up_in_pmk1,mst7,pmk1
MGG_13236T0,12674,135.5,4.88,0.1853,0.001017,up_in_pmk1,mst7,pmk1
MGG_04578T0,5952,139.6,4.606,0.1882,0.001075,up_in_pmk1,mst7,pmk1
MGG_17064T0,7923,144.4,4.489,0.1882,0.001145,up_in_pmk1,mst7,pmk1
MGG_06246T0,11213,184.5,0.1043,0.1886,0.0018,up_in_mst7,mst7,pmk1
MGG_10076T0,445,183.4,0.08092,0.1895,0.00178,up_in_mst7,mst7,pmk1
MGG_11439T0,10227,144.1,4.903,0.1896,0.00114,up_in_pmk1,mst7,pmk1
MGG_02096T0,6271,184.3,0.1227,0.1897,0.001796,up_in_mst7,mst7,pmk1
MGG_17380T0,6818,143.7,4.768,0.191,0.001134,up_in_pmk1,mst7,pmk1
MGG_16352T0,1399,142.8,3.995,0.1912,0.001121,up_in_pmk1,mst7,pmk1
EFMOT00000000280,12981,189.6,0.1093,0.1921,0.001891,up_in_mst7,mst7,pmk1
MGG_03108T0,8031,147.1,5.126,0.1922,0.001184,up_in_pmk1,mst7,pmk1
MGG_06609T0,12138,189,0.1081,0.1925,0.001881,up_in_mst7,mst7,pmk1
EFMOT00000000111,12844,188.3,0.1104,0.1926,0.001867,up_in_mst7,mst7,pmk1
EFMOT00000000159,12882,191.5,0.1057,0.1926,0.001925,up_in_mst7,mst7,pmk1
EFMOT00000000344,13033,191,0.06623,0.1933,0.001917,up_in_mst7,mst7,pmk1
MGG_16435T0,5449,142.6,4.312,0.1934,0.001119,up_in_pmk1,mst7,pmk1
EFMOT00000000068,12804,188.2,0.1087,0.194,0.001866,up_in_mst7,mst7,pmk1
MGG_17902T0,1481,198,0.114,0.1989,0.002047,up_in_mst7,mst7,pmk1
MGG_13308T0,6736,200,0.1279,0.1996,0.002085,up_in_mst7,mst7,pmk1
MGG_06799T0,4106,196.9,0.1213,0.1998,0.002027,up_in_mst7,mst7,pmk1
MGG_02091T0,7609,196.2,0.1363,0.1999,0.002013,up_in_mst7,mst7,pmk1
MGG_10251T0,2174,198,0.1288,0.2002,0.002046,up_in_mst7,mst7,pmk1
EFMOT00000000114,12847,199.8,0.08378,0.2006,0.00208,up_in_mst7,mst7,pmk1
MGG_08895T0,12616,203.2,0.123,0.2039,0.002145,up_in_mst7,mst7,pmk1
MGG_08949T0,11038,207.3,0.1248,0.2056,0.002225,up_in_mst7,mst7,pmk1
MGG_02247T0,5948,206.9,0.1283,0.2063,0.002217,up_in_mst7,mst7,pmk1
MGG_17983T0,10124,205.3,0.1728,0.2064,0.002187,up_in_mst7,mst7,pmk1
MGG_13179T0,11350,209.1,0.1199,0.2073,0.002259,up_in_mst7,mst7,pmk1
MGG_09827T0,836,206.8,0.1225,0.2075,0.002215,up_in_mst7,mst7,pmk1
MGG_16404T0,11956,155,4.592,0.2092,0.001305,up_in_pmk1,mst7,pmk1
MGG_07655T0,4158,214.1,0.1144,0.212,0.002358,up_in_mst7,mst7,pmk1
MGG_03281T1,5360,213.6,0.1227,0.2127,0.002349,up_in_mst7,mst7,pmk1
MGG_12982T0,4375,213.1,0.1122,0.2132,0.00234,up_in_mst7,mst7,pmk1
EFMOT00000000384,13065,217.5,0.1206,0.2154,0.002428,up_in_mst7,mst7,pmk1
MGG_16969T0,2970,219.1,0.1279,0.2154,0.002461,up_in_mst7,mst7,pmk1
EFMOT00000000154,12878,218.8,0.1271,0.2163,0.002454,up_in_mst7,mst7,pmk1
MGG_17522T0,12159,217.3,0.1079,0.2165,0.002424,up_in_mst7,mst7,pmk1
MGG_15320T0,5601,220.7,0.1204,0.2168,0.002493,up_in_mst7,mst7,pmk1
EFMOT00000000379,13062,229.8,0.1798,0.2189,0.002681,up_in_mst7,mst7,pmk1
MGG_17883T0,7917,162.1,3.126,0.2194,0.001418,up_in_pmk1,mst7,pmk1
MGG_09272T0,5371,229.6,0.1161,0.2199,0.002676,up_in_mst7,mst7,pmk1
MGG_16691T0,952,161.3,4.37,0.2201,0.001406,up_in_pmk1,mst7,pmk1
MGG_10723T0,12146,160.6,3.672,0.2208,0.001394,up_in_pmk1,mst7,pmk1
MGG_14269T0,10930,229.6,0.1569,0.2212,0.002676,up_in_mst7,mst7,pmk1
MGG_08434T0,1659,227.6,0.109,0.222,0.002635,up_in_mst7,mst7,pmk1
MGG_11925T0,3452,224.5,0.1186,0.2221,0.002571,up_in_mst7,mst7,pmk1
MGG_15397T0,10122,226.2,0.129,0.2223,0.002607,up_in_mst7,mst7,pmk1
MGG_16849T0,8743,229.4,0.149,0.2223,0.002673,up_in_mst7,mst7,pmk1
MGG_02065T0,2800,232.6,0.1337,0.2223,0.002739,up_in_mst7,mst7,pmk1
MGG_03492T0,7469,228.7,0.1169,0.2224,0.002657,up_in_mst7,mst7,pmk1
MGG_10892T0,10111,227.1,0.1042,0.2225,0.002625,up_in_mst7,mst7,pmk1
MGG_02549T0,10856,226.1,0.1308,0.2235,0.002603,up_in_mst7,mst7,pmk1
MGG_02071T0,3981,238.4,0.1323,0.2268,0.002864,up_in_mst7,mst7,pmk1
MGG_02047T0,8702,236.1,0.1334,0.227,0.002815,up_in_mst7,mst7,pmk1
MGG_17932T0,7395,237.7,0.1206,0.2272,0.002851,up_in_mst7,mst7,pmk1
MGG_03375T0,8348,241,0.07761,0.2274,0.002922,up_in_mst7,mst7,pmk1
MGG_16852T0,3762,239.6,0.1153,0.2277,0.002891,up_in_mst7,mst7,pmk1
MGG_00715T0,10490,237.7,0.165,0.2284,0.00285,up_in_mst7,mst7,pmk1
MGG_04639T0,9013,242.5,0.1501,0.2286,0.002955,up_in_mst7,mst7,pmk1
MGG_08944T0,4412,241,0.114,0.2287,0.002922,up_in_mst7,mst7,pmk1
MGG_15602T0,12727,247.9,0.1495,0.2298,0.003074,up_in_mst7,mst7,pmk1
MGG_17857T0,6646,167.3,6.263,0.2301,0.001504,up_in_pmk1,mst7,pmk1
MGG_06691T0,1514,246.6,0.1082,0.2303,0.003046,up_in_mst7,mst7,pmk1
MGG_09856T0,452,247.9,0.1382,0.2311,0.003074,up_in_mst7,mst7,pmk1
MGG_16816T0,9899,168.8,4.733,0.2311,0.001529,up_in_pmk1,mst7,pmk1
MGG_13404T0,2849,246.6,0.134,0.2315,0.003044,up_in_mst7,mst7,pmk1
MGG_10673T0,5953,245.2,0.1387,0.2319,0.003015,up_in_mst7,mst7,pmk1
MGG_07207T0,10086,246.2,0.1434,0.2321,0.003035,up_in_mst7,mst7,pmk1
MGG_02550T0,5285,251.8,0.1403,0.235,0.003161,up_in_mst7,mst7,pmk1
MGG_07576T0,319,252.8,0.1474,0.2354,0.003184,up_in_mst7,mst7,pmk1
MGG_00816T0,1065,254.5,0.1382,0.2369,0.003222,up_in_mst7,mst7,pmk1
EFMOT00000000129,12857,257.2,0.09397,0.2401,0.003284,up_in_mst7,mst7,pmk1
MGG_05938T0,6661,261.3,0.1754,0.2444,0.00338,up_in_mst7,mst7,pmk1
MGG_00936T0,4585,260.6,0.119,0.2445,0.003362,up_in_mst7,mst7,pmk1
MGG_15416T0,10301,262.4,0.158,0.245,0.003406,up_in_mst7,mst7,pmk1
EFMOT00000000362,13048,263.2,0.08315,0.245,0.003424,up_in_mst7,mst7,pmk1
MGG_03462T0,12455,264,0.144,0.245,0.003443,up_in_mst7,mst7,pmk1
MGG_11928T0,669,268.2,0.1354,0.2453,0.003539,up_in_mst7,mst7,pmk1
MGG_04749T0,11769,176.6,5.228,0.2456,0.001661,up_in_pmk1,mst7,pmk1
MGG_00317T0,10735,268,0.1437,0.2463,0.003535,up_in_mst7,mst7,pmk1
MGG_06845T0,10012,265.9,0.1213,0.2468,0.003487,up_in_mst7,mst7,pmk1
MGG_10005T0,1922,267.8,0.1437,0.2472,0.00353,up_in_mst7,mst7,pmk1
MGG_00534T0,4753,270.4,0.1378,0.2477,0.003592,up_in_mst7,mst7,pmk1
MGG_01845T0,3154,176.4,4.338,0.2477,0.001657,up_in_pmk1,mst7,pmk1
MGG_13963T0,7044,274.5,0.1526,0.2481,0.003691,up_in_mst7,mst7,pmk1
