sample1,sample2,name1,time1,rep1,name2,time2,rep2,pearson_cor,spearman_cor,comparison_type
MST7PD_4_1,mst7_24_2,MST7PD,4,1,mst7,24,2,0.7023217698096313,0.7073059645996637,"Different strains, different time"
MST7PD_24_1,mst7_24_2,MST7PD,24,1,mst7,24,2,0.7686654263776391,0.7682698247698274,"Different strain, same time"
Guy11_0_1,mst7_24_2,Guy11,0,1,mst7,24,2,0.7073383129498181,0.7099399675699555,"Different strains, different time"
Guy11_2_1,mst7_24_2,Guy11,2,1,mst7,24,2,0.7064002442888225,0.7129870312022283,"Different strains, different time"
Guy11_4_1,mst7_24_2,Guy11,4,1,mst7,24,2,0.6318493504726336,0.6484831934125739,"Different strains, different time"
Guy11_24_1,mst7_24_2,Guy11,24,1,mst7,24,2,0.6335150686834917,0.6394657725010904,"Different strain, same time"
mst7_0_2,mst7_24_2,mst7,0,2,mst7,24,2,0.7673258549652752,0.7657646930506035,"Same strain, different time"
mst7_2_2,mst7_24_2,mst7,2,2,mst7,24,2,0.7530114889372369,0.7541370042338456,"Same strain, different time"
mst7_4_2,mst7_24_2,mst7,4,2,mst7,24,2,0.7480114012636068,0.74854096738864,"Same strain, different time"
MST7WT_0_2,mst7_24_2,MST7WT,0,2,mst7,24,2,0.6943291697421116,0.696766668349927,"Different strains, different time"
MST7WT_2_2,mst7_24_2,MST7WT,2,2,mst7,24,2,0.7061118364290908,0.708937558318234,"Different strains, different time"
MST7WT_4_2,mst7_24_2,MST7WT,4,2,mst7,24,2,0.6660497517549331,0.6800203246638186,"Different strains, different time"
MST7WT_24_2,mst7_24_2,MST7WT,24,2,mst7,24,2,0.6732217639891882,0.6515810249887739,"Different strain, same time"
MST7PM_0_2,mst7_24_2,MST7PM,0,2,mst7,24,2,0.6821774030937728,0.6828689056872366,"Different strains, different time"
MST7PM_2_2,mst7_24_2,MST7PM,2,2,mst7,24,2,0.7307327138209335,0.7312010057871419,"Different strains, different time"
MST7PM_4_2,mst7_24_2,MST7PM,4,2,mst7,24,2,0.6662590091738533,0.6770296002384498,"Different strains, different time"
MST7PM_24_2,mst7_24_2,MST7PM,24,2,mst7,24,2,0.7196114099171774,0.7237998645337295,"Different strain, same time"
MST7PD_0_2,mst7_24_2,MST7PD,0,2,mst7,24,2,0.6627948238269864,0.6655348635335049,"Different strains, different time"
MST7PD_2_2,mst7_24_2,MST7PD,2,2,mst7,24,2,0.7635241575127277,0.7624026532670525,"Different strains, different time"
MST7PD_4_2,mst7_24_2,MST7PD,4,2,mst7,24,2,0.6743184663347239,0.6828011770128519,"Different strains, different time"
Guy11_0_2,mst7_24_2,Guy11,0,2,mst7,24,2,0.7197153769971248,0.7185498997163604,"Different strains, different time"
Guy11_2_2,mst7_24_2,Guy11,2,2,mst7,24,2,0.7297413142195646,0.7316647567950143,"Different strains, different time"
Guy11_4_2,mst7_24_2,Guy11,4,2,mst7,24,2,0.6499938363119392,0.6631945490884925,"Different strains, different time"
Guy11_24_2,mst7_24_2,Guy11,24,2,mst7,24,2,0.659312728436667,0.6644037125599496,"Different strain, same time"
mst7_0_3,mst7_24_2,mst7,0,3,mst7,24,2,0.7474899936088505,0.7423574339908833,"Same strain, different time"
mst7_2_3,mst7_24_2,mst7,2,3,mst7,24,2,0.7439828333175157,0.7448378529161185,"Same strain, different time"
mst7_4_3,mst7_24_2,mst7,4,3,mst7,24,2,0.7374329693268629,0.738834518089916,"Same strain, different time"
mst7_24_3,mst7_24_2,mst7,24,3,mst7,24,2,0.9340601574922759,0.9338117651138387,Biological replicates
MST7WT_0_3,mst7_24_2,MST7WT,0,3,mst7,24,2,0.7125283106308987,0.7138027309577586,"Different strains, different time"
MST7WT_2_3,mst7_24_2,MST7WT,2,3,mst7,24,2,0.7339437155937487,0.7353621431148204,"Different strains, different time"
MST7WT_4_3,mst7_24_2,MST7WT,4,3,mst7,24,2,0.6738048833837467,0.6840915328275401,"Different strains, different time"
MST7WT_24_3,mst7_24_2,MST7WT,24,3,mst7,24,2,0.7441235053261983,0.7452917204068501,"Different strain, same time"
MST7PM_0_3,mst7_24_2,MST7PM,0,3,mst7,24,2,0.7244019444093541,0.7246605050342461,"Different strains, different time"
MST7PM_2_3,mst7_24_2,MST7PM,2,3,mst7,24,2,0.7323075958686166,0.7349216158861924,"Different strains, different time"
MST7PM_4_3,mst7_24_2,MST7PM,4,3,mst7,24,2,0.6750657342768509,0.6857815630470621,"Different strains, different time"
MST7PM_24_3,mst7_24_2,MST7PM,24,3,mst7,24,2,0.7219436857886722,0.723371027563987,"Different strain, same time"
MST7PD_0_3,mst7_24_2,MST7PD,0,3,mst7,24,2,0.7350330111430298,0.7361481379143673,"Different strains, different time"
MST7PD_2_3,mst7_24_2,MST7PD,2,3,mst7,24,2,0.7376293929507802,0.7399605624161731,"Different strains, different time"
MST7PD_4_3,mst7_24_2,MST7PD,4,3,mst7,24,2,0.6594300055150236,0.6742386514188429,"Different strains, different time"
MST7PD_24_3,mst7_24_2,MST7PD,24,3,mst7,24,2,0.6809709861003357,0.6831073364382807,"Different strain, same time"
Guy11_0_3,mst7_24_2,Guy11,0,3,mst7,24,2,0.7173477875109289,0.7173500180055776,"Different strains, different time"
Guy11_2_3,mst7_24_2,Guy11,2,3,mst7,24,2,0.7647154581037684,0.7655378102487006,"Different strains, different time"
Guy11_4_3,mst7_24_2,Guy11,4,3,mst7,24,2,0.6387640242518571,0.6544487823011321,"Different strains, different time"
Guy11_24_3,mst7_24_2,Guy11,24,3,mst7,24,2,0.6064449614646495,0.6198171010872597,"Different strain, same time"
pmk1_0_1,mst7_24_2,pmk1,0,1,mst7,24,2,0.8911060891698664,0.8885651237004283,"Different strains, different time"
pmk1_2_1,mst7_24_2,pmk1,2,1,mst7,24,2,0.7718853416368225,0.7735719971849645,"Different strains, different time"
pmk1_4_1,mst7_24_2,pmk1,4,1,mst7,24,2,0.7903568494782377,0.7916274346693112,"Different strains, different time"
pmk1_24_1,mst7_24_2,pmk1,24,1,mst7,24,2,0.7399855188417406,0.7339344974667477,"Different strain, same time"
pmk1_0_2,mst7_24_2,pmk1,0,2,mst7,24,2,0.8912208014205394,0.8876169850139474,"Different strains, different time"
pmk1_2_2,mst7_24_2,pmk1,2,2,mst7,24,2,0.7721125545032408,0.7740571121823967,"Different strains, different time"
pmk1_4_2,mst7_24_2,pmk1,4,2,mst7,24,2,0.7845069292012208,0.7862371612732618,"Different strains, different time"
pmk1_24_2,mst7_24_2,pmk1,24,2,mst7,24,2,0.7399855188417406,0.7339344974667477,"Different strain, same time"
Guy11M_0_1,mst7_24_2,Guy11M,0,1,mst7,24,2,0.6803322644656254,0.6772616222040027,"Different strains, different time"
Guy11M_2_1,mst7_24_2,Guy11M,2,1,mst7,24,2,0.6547173359843703,0.6667337404972604,"Different strains, different time"
Guy11M_4_1,mst7_24_2,Guy11M,4,1,mst7,24,2,0.7513821578021473,0.756129143063731,"Different strains, different time"
Guy11M_24_1,mst7_24_2,Guy11M,24,1,mst7,24,2,0.6386365077606442,0.6438593749311714,"Different strain, same time"
Guy11M_0_2,mst7_24_2,Guy11M,0,2,mst7,24,2,0.6751670385200076,0.6706160456101673,"Different strains, different time"
Guy11M_2_2,mst7_24_2,Guy11M,2,2,mst7,24,2,0.6964171933550005,0.7083047844476456,"Different strains, different time"
Guy11M_4_2,mst7_24_2,Guy11M,4,2,mst7,24,2,0.7539691557579685,0.7583991901866389,"Different strains, different time"
Guy11M_24_2,mst7_24_2,Guy11M,24,2,mst7,24,2,0.6386365077606442,0.6438593749311714,"Different strain, same time"
mst7_0_1,MST7WT_0_2,mst7,0,1,MST7WT,0,2,0.731264114898657,0.7394462422446186,"Different strain, same time"
mst7_2_1,MST7WT_0_2,mst7,2,1,MST7WT,0,2,0.6683731750007788,0.6782763873683327,"Different strains, different time"
mst7_4_1,MST7WT_0_2,mst7,4,1,MST7WT,0,2,0.6945104055143076,0.706150120451713,"Different strains, different time"
mst7_24_1,MST7WT_0_2,mst7,24,1,MST7WT,0,2,0.944049570918113,0.9373415185478199,"Different strains, different time"
MST7WT_0_1,MST7WT_0_2,MST7WT,0,1,MST7WT,0,2,0.9351533783498105,0.920028215716847,Biological replicates
MST7WT_2_1,MST7WT_0_2,MST7WT,2,1,MST7WT,0,2,0.6801743256324202,0.6896970473466241,"Same strain, different time"
MST7WT_4_1,MST7WT_0_2,MST7WT,4,1,MST7WT,0,2,0.6296695872804138,0.6370686029611355,"Same strain, different time"
MST7WT_24_1,MST7WT_0_2,MST7WT,24,1,MST7WT,0,2,0.5619281971254042,0.5599753214715166,"Same strain, different time"
MST7PM_0_1,MST7WT_0_2,MST7PM,0,1,MST7WT,0,2,0.9443984415436945,0.940238636718365,"Different strain, same time"
MST7PM_2_1,MST7WT_0_2,MST7PM,2,1,MST7WT,0,2,0.673176826565812,0.681241193631141,"Different strains, different time"
MST7PM_4_1,MST7WT_0_2,MST7PM,4,1,MST7WT,0,2,0.6161094923824568,0.6208083035684989,"Different strains, different time"
MST7PM_24_1,MST7WT_0_2,MST7PM,24,1,MST7WT,0,2,0.6505872716125133,0.6479453481508568,"Different strains, different time"
MST7PD_0_1,MST7WT_0_2,MST7PD,0,1,MST7WT,0,2,0.9554807068318817,0.94912867661104106,"Different strain, same time"
MST7PD_2_1,MST7WT_0_2,MST7PD,2,1,MST7WT,0,2,0.6676126737163078,0.6768679840183277,"Different strains, different time"
MST7PD_4_1,MST7WT_0_2,MST7PD,4,1,MST7WT,0,2,0.6293156410338682,0.6360145300490417,"Different strains, different time"
MST7PD_24_1,MST7WT_0_2,MST7PD,24,1,MST7WT,0,2,0.6571860063089741,0.6596504800073011,"Different strains, different time"
Guy11_0_1,MST7WT_0_2,Guy11,0,1,MST7WT,0,2,0.9360396267768889,0.9316819382310708,"Different strain, same time"
Guy11_2_1,MST7WT_0_2,Guy11,2,1,MST7WT,0,2,0.6628034987392089,0.6756871934539657,"Different strains, different time"
Guy11_4_1,MST7WT_0_2,Guy11,4,1,MST7WT,0,2,0.5814604521810818,0.5916817901985646,"Different strains, different time"
Guy11_24_1,MST7WT_0_2,Guy11,24,1,MST7WT,0,2,0.5674014779137866,0.5670874306159484,"Different strains, different time"
mst7_0_2,MST7WT_0_2,mst7,0,2,MST7WT,0,2,0.9476576999728842,0.9440931928827281,"Different strain, same time"
mst7_2_2,MST7WT_0_2,mst7,2,2,MST7WT,0,2,0.6847805686455769,0.6957581040902232,"Different strains, different time"
mst7_4_2,MST7WT_0_2,mst7,4,2,MST7WT,0,2,0.6650552345556463,0.6722981441632612,"Different strains, different time"
mst7_24_2,MST7WT_0_2,mst7,24,2,MST7WT,0,2,0.6943291697421116,0.696766668349927,"Different strains, different time"
MST7WT_2_2,MST7WT_0_2,MST7WT,2,2,MST7WT,0,2,0.6554765333145463,0.6659938612747858,"Same strain, different time"
MST7WT_4_2,MST7WT_0_2,MST7WT,4,2,MST7WT,0,2,0.6138735431988442,0.623874905723769,"Same strain, different time"
MST7WT_24_2,MST7WT_0_2,MST7WT,24,2,MST7WT,0,2,0.566137773161451,0.5453908227217515,"Same strain, different time"
MST7PM_0_2,MST7WT_0_2,MST7PM,0,2,MST7WT,0,2,0.9792846270322837,0.9682059709855539,"Different strain, same time"
MST7PM_2_2,MST7WT_0_2,MST7PM,2,2,MST7WT,0,2,0.674054286285793,0.6840310788092178,"Different strains, different time"
MST7PM_4_2,MST7WT_0_2,MST7PM,4,2,MST7WT,0,2,0.61238162594507906,0.6217256620373027,"Different strains, different time"
MST7PM_24_2,MST7WT_0_2,MST7PM,24,2,MST7WT,0,2,0.6270979510807518,0.6288261005950654,"Different strains, different time"
MST7PD_0_2,MST7WT_0_2,MST7PD,0,2,MST7WT,0,2,0.9733715862783368,0.9610780321232835,"Different strain, same time"
MST7PD_2_2,MST7WT_0_2,MST7PD,2,2,MST7WT,0,2,0.7043076758402578,0.7165157431110379,"Different strains, different time"
MST7PD_4_2,MST7WT_0_2,MST7PD,4,2,MST7WT,0,2,0.6185361731733965,0.6274688158818806,"Different strains, different time"
Guy11_0_2,MST7WT_0_2,Guy11,0,2,MST7WT,0,2,0.9417331427370463,0.9339572512549568,"Different strain, same time"
Guy11_2_2,MST7WT_0_2,Guy11,2,2,MST7WT,0,2,0.6787147592941379,0.6913469461779604,"Different strains, different time"
Guy11_4_2,MST7WT_0_2,Guy11,4,2,MST7WT,0,2,0.6033296350083468,0.6140069366630403,"Different strains, different time"
Guy11_24_2,MST7WT_0_2,Guy11,24,2,MST7WT,0,2,0.5671496223399878,0.566553435751662,"Different strains, different time"
mst7_0_3,MST7WT_0_2,mst7,0,3,MST7WT,0,2,0.8024654903427345,0.7987606245498098,"Different strain, same time"
mst7_2_3,MST7WT_0_2,mst7,2,3,MST7WT,0,2,0.6808423278523154,0.6934720907634038,"Different strains, different time"
mst7_4_3,MST7WT_0_2,mst7,4,3,MST7WT,0,2,0.6715396546459813,0.6833359836105098,"Different strains, different time"
mst7_24_3,MST7WT_0_2,mst7,24,3,MST7WT,0,2,0.7231300944480518,0.7386725745047917,"Different strains, different time"
MST7WT_0_3,MST7WT_0_2,MST7WT,0,3,MST7WT,0,2,0.9714273369916729,0.9652216932378919,Biological replicates
MST7WT_2_3,MST7WT_0_2,MST7WT,2,3,MST7WT,0,2,0.6790839238128211,0.6904803225241323,"Same strain, different time"
MST7WT_4_3,MST7WT_0_2,MST7WT,4,3,MST7WT,0,2,0.619416363786545,0.6284912452833273,"Same strain, different time"
MST7WT_24_3,MST7WT_0_2,MST7WT,24,3,MST7WT,0,2,0.6182284333167105,0.6152890088308458,"Same strain, different time"
MST7PM_0_3,MST7WT_0_2,MST7PM,0,3,MST7WT,0,2,0.9744969559161097,0.9663776831585457,"Different strain, same time"
MST7PM_2_3,MST7WT_0_2,MST7PM,2,3,MST7WT,0,2,0.6716032494501173,0.6808480048147568,"Different strains, different time"
MST7PM_4_3,MST7WT_0_2,MST7PM,4,3,MST7WT,0,2,0.611456992063434,0.6193408673196389,"Different strains, different time"
MST7PM_24_3,MST7WT_0_2,MST7PM,24,3,MST7WT,0,2,0.6087590893918907,0.5990561635783933,"Different strains, different time"
MST7PD_0_3,MST7WT_0_2,MST7PD,0,3,MST7WT,0,2,0.9698014140291545,0.9610650012084442,"Different strain, same time"
MST7PD_2_3,MST7WT_0_2,MST7PD,2,3,MST7WT,0,2,0.6806239979077218,0.6924488249091828,"Different strains, different time"
MST7PD_4_3,MST7WT_0_2,MST7PD,4,3,MST7WT,0,2,0.6131523946626298,0.627111262636009,"Different strains, different time"
MST7PD_24_3,MST7WT_0_2,MST7PD,24,3,MST7WT,0,2,0.5855115502007576,0.5814022951908588,"Different strains, different time"
Guy11_0_3,MST7WT_0_2,Guy11,0,3,MST7WT,0,2,0.9396613020822152,0.9300830910890551,"Different strain, same time"
Guy11_2_3,MST7WT_0_2,Guy11,2,3,MST7WT,0,2,0.6923129716763159,0.7062777217140365,"Different strains, different time"
Guy11_4_3,MST7WT_0_2,Guy11,4,3,MST7WT,0,2,0.5958122560770376,0.6114070928211366,"Different strains, different time"
Guy11_24_3,MST7WT_0_2,Guy11,24,3,MST7WT,0,2,0.5608217517109236,0.5688388770747393,"Different strains, different time"
pmk1_0_1,MST7WT_0_2,pmk1,0,1,MST7WT,0,2,0.6916811262065594,0.7075375633790727,"Different strain, same time"
pmk1_2_1,MST7WT_0_2,pmk1,2,1,MST7WT,0,2,0.7053666993012173,0.7229278719504919,"Different strains, different time"
pmk1_4_1,MST7WT_0_2,pmk1,4,1,MST7WT,0,2,0.701527794635263,0.7131497608711267,"Different strains, different time"
pmk1_24_1,MST7WT_0_2,pmk1,24,1,MST7WT,0,2,0.8155618205644947,0.8077265569091018,"Different strains, different time"
pmk1_0_2,MST7WT_0_2,pmk1,0,2,MST7WT,0,2,0.6926014859676423,0.7078869931817728,"Different strain, same time"
pmk1_2_2,MST7WT_0_2,pmk1,2,2,MST7WT,0,2,0.7037537860445628,0.7210088312328903,"Different strains, different time"
pmk1_4_2,MST7WT_0_2,pmk1,4,2,MST7WT,0,2,0.696111940120429,0.7090003722034138,"Different strains, different time"
pmk1_24_2,MST7WT_0_2,pmk1,24,2,MST7WT,0,2,0.8155618205644947,0.8077265569091018,"Different strains, different time"
Guy11M_0_1,MST7WT_0_2,Guy11M,0,1,MST7WT,0,2,0.8945610652828496,0.878666425190437,"Different strain, same time"
Guy11M_2_1,MST7WT_0_2,Guy11M,2,1,MST7WT,0,2,0.6099610097620739,0.62620843823971994,"Different strains, different time"
Guy11M_4_1,MST7WT_0_2,Guy11M,4,1,MST7WT,0,2,0.6861261192685246,0.6979430347520301,"Different strains, different time"
Guy11M_24_1,MST7WT_0_2,Guy11M,24,1,MST7WT,0,2,0.557050369180439,0.5502227818032245,"Different strains, different time"
Guy11M_0_2,MST7WT_0_2,Guy11M,0,2,MST7WT,0,2,0.8885496353062073,0.8709321014049434,"Different strain, same time"
Guy11M_2_2,MST7WT_0_2,Guy11M,2,2,MST7WT,0,2,0.6385772117952863,0.6497584909093714,"Different strains, different time"
Guy11M_4_2,MST7WT_0_2,Guy11M,4,2,MST7WT,0,2,0.6875018774350902,0.6983430422999729,"Different strains, different time"
Guy11M_24_2,MST7WT_0_2,Guy11M,24,2,MST7WT,0,2,0.557050369180439,0.5502227818032245,"Different strains, different time"
mst7_0_1,MST7WT_2_2,mst7,0,1,MST7WT,2,2,0.8212055160516826,0.8145029111984651,"Different strains, different time"
mst7_2_1,MST7WT_2_2,mst7,2,1,MST7WT,2,2,0.9438609708526647,0.9442940563719882,"Different strain, same time"
mst7_4_1,MST7WT_2_2,mst7,4,1,MST7WT,2,2,0.9444058617739431,0.9452066672766744,"Different strains, different time"
mst7_24_1,MST7WT_2_2,mst7,24,1,MST7WT,2,2,0.7329574485103786,0.7390266119638196,"Different strains, different time"
MST7WT_0_1,MST7WT_2_2,MST7WT,0,1,MST7WT,2,2,0.714356469111747,0.7314810545710559,"Same strain, different time"
MST7WT_2_1,MST7WT_2_2,MST7WT,2,1,MST7WT,2,2,0.978426434583803,0.978315771604971,Biological replicates
MST7WT_4_1,MST7WT_2_2,MST7WT,4,1,MST7WT,2,2,0.916846425462326,0.9184319144301961,"Same strain, different time"
MST7WT_24_1,MST7WT_2_2,MST7WT,24,1,MST7WT,2,2,0.5106005831082129,0.5258314951546744,"Same strain, different time"
MST7PM_0_1,MST7WT_2_2,MST7PM,0,1,MST7WT,2,2,0.7540160210120032,0.7550933085128784,"Different strains, different time"
MST7PM_2_1,MST7WT_2_2,MST7PM,2,1,MST7WT,2,2,0.9729478337190245,0.9722262912802095,"Different strain, same time"
MST7PM_4_1,MST7WT_2_2,MST7PM,4,1,MST7WT,2,2,0.8877800750789913,0.8894093308211092,"Different strains, different time"
MST7PM_24_1,MST7WT_2_2,MST7PM,24,1,MST7WT,2,2,0.7134033455389931,0.7137151689400513,"Different strains, different time"
MST7PD_0_1,MST7WT_2_2,MST7PD,0,1,MST7WT,2,2,0.7136351554310542,0.7166851743280255,"Different strains, different time"
MST7PD_2_1,MST7WT_2_2,MST7PD,2,1,MST7WT,2,2,0.9807149341799486,0.9804000398969456,"Different strain, same time"
MST7PD_4_1,MST7WT_2_2,MST7PD,4,1,MST7WT,2,2,0.9552787111267494,0.9540863379632891,"Different strains, different time"
MST7PD_24_1,MST7WT_2_2,MST7PD,24,1,MST7WT,2,2,0.7058033923681716,0.7049647131737524,"Different strains, different time"
Guy11_0_1,MST7WT_2_2,Guy11,0,1,MST7WT,2,2,0.7072967531054345,0.7159204205324688,"Different strains, different time"
Guy11_2_1,MST7WT_2_2,Guy11,2,1,MST7WT,2,2,0.9764974464552109,0.9764418972317369,"Different strain, same time"
Guy11_4_1,MST7WT_2_2,Guy11,4,1,MST7WT,2,2,0.83098779097726,0.8400099167359905,"Different strains, different time"
Guy11_24_1,MST7WT_2_2,Guy11,24,1,MST7WT,2,2,0.5759023440014239,0.5860924858314962,"Different strains, different time"
mst7_0_2,MST7WT_2_2,mst7,0,2,MST7WT,2,2,0.7486014856353245,0.7505018245941784,"Different strains, different time"
mst7_2_2,MST7WT_2_2,mst7,2,2,MST7WT,2,2,0.9586103482944645,0.9597848248744542,"Different strain, same time"
mst7_4_2,MST7WT_2_2,mst7,4,2,MST7WT,2,2,0.9373211821860709,0.9365195818482795,"Different strains, different time"
mst7_24_2,MST7WT_2_2,mst7,24,2,MST7WT,2,2,0.7061118364290908,0.708937558318234,"Different strains, different time"
MST7WT_0_2,MST7WT_2_2,MST7WT,0,2,MST7WT,2,2,0.6554765333145463,0.6659938612747858,"Same strain, different time"
MST7WT_4_2,MST7WT_2_2,MST7WT,4,2,MST7WT,2,2,0.8845390307109049,0.8896550982068515,"Same strain, different time"
MST7WT_24_2,MST7WT_2_2,MST7WT,24,2,MST7WT,2,2,0.5524518440612557,0.557352700693033,"Same strain, different time"
MST7PM_0_2,MST7WT_2_2,MST7PM,0,2,MST7WT,2,2,0.6253032785129341,0.6337780752132036,"Different strains, different time"
MST7PM_2_2,MST7WT_2_2,MST7PM,2,2,MST7WT,2,2,0.9797899212787309,0.9794957407967586,"Different strain, same time"
MST7PM_4_2,MST7WT_2_2,MST7PM,4,2,MST7WT,2,2,0.9002268247858399,0.9033097842460217,"Different strains, different time"
MST7PM_24_2,MST7WT_2_2,MST7PM,24,2,MST7WT,2,2,0.6617760672831671,0.6655049021704893,"Different strains, different time"
MST7PD_0_2,MST7WT_2_2,MST7PD,0,2,MST7WT,2,2,0.6241351298366808,0.6347999109571051,"Different strains, different time"
MST7PD_2_2,MST7WT_2_2,MST7PD,2,2,MST7WT,2,2,0.9643367934780904,0.9633629372380597,"Different strain, same time"
MST7PD_4_2,MST7WT_2_2,MST7PD,4,2,MST7WT,2,2,0.920191914144347,0.9212597121449685,"Different strains, different time"
Guy11_0_2,MST7WT_2_2,Guy11,0,2,MST7WT,2,2,0.6993133632303236,0.7075989948537394,"Different strains, different time"
Guy11_2_2,MST7WT_2_2,Guy11,2,2,MST7WT,2,2,0.9723324746250855,0.9722708193823854,"Different strain, same time"
Guy11_4_2,MST7WT_2_2,Guy11,4,2,MST7WT,2,2,0.8673406235812396,0.8736937093725335,"Different strains, different time"
Guy11_24_2,MST7WT_2_2,Guy11,24,2,MST7WT,2,2,0.5602738860977798,0.5719891768553849,"Different strains, different time"
mst7_0_3,MST7WT_2_2,mst7,0,3,MST7WT,2,2,0.8061828699913701,0.8031707626738777,"Different strains, different time"
mst7_2_3,MST7WT_2_2,mst7,2,3,MST7WT,2,2,0.9502647610400243,0.9522773381042335,"Different strain, same time"
mst7_4_3,MST7WT_2_2,mst7,4,3,MST7WT,2,2,0.9369880997239481,0.9376572504315228,"Different strains, different time"
mst7_24_3,MST7WT_2_2,mst7,24,3,MST7WT,2,2,0.769521066154719,0.7712091837981768,"Different strains, different time"
MST7WT_0_3,MST7WT_2_2,MST7WT,0,3,MST7WT,2,2,0.695259946547494,0.7020257162061905,"Same strain, different time"
MST7WT_2_3,MST7WT_2_2,MST7WT,2,3,MST7WT,2,2,0.982580488177067,0.982482509755036,Biological replicates
MST7WT_4_3,MST7WT_2_2,MST7WT,4,3,MST7WT,2,2,0.9122203261835476,0.9150722133369024,"Same strain, different time"
MST7WT_24_3,MST7WT_2_2,MST7WT,24,3,MST7WT,2,2,0.6359695272210749,0.6389199465026497,"Same strain, different time"
MST7PM_0_3,MST7WT_2_2,MST7PM,0,3,MST7WT,2,2,0.6740987871172422,0.6823570167696551,"Different strains, different time"
MST7PM_2_3,MST7WT_2_2,MST7PM,2,3,MST7WT,2,2,0.9810471973592176,0.9805608214350968,"Different strain, same time"
MST7PM_4_3,MST7WT_2_2,MST7PM,4,3,MST7WT,2,2,0.9036787776139761,0.9061291498016375,"Different strains, different time"
MST7PM_24_3,MST7WT_2_2,MST7PM,24,3,MST7WT,2,2,0.5543139800441346,0.5602912595223721,"Different strains, different time"
MST7PD_0_3,MST7WT_2_2,MST7PD,0,3,MST7WT,2,2,0.6771135988124094,0.6838769481299402,"Different strains, different time"
MST7PD_2_3,MST7WT_2_2,MST7PD,2,3,MST7WT,2,2,0.9805192792161477,0.9799276625867883,"Different strain, same time"
MST7PD_4_3,MST7WT_2_2,MST7PD,4,3,MST7WT,2,2,0.8949820749462091,0.9011093352708013,"Different strains, different time"
MST7PD_24_3,MST7WT_2_2,MST7PD,24,3,MST7WT,2,2,0.6007342765559812,0.6072768583464534,"Different strains, different time"
Guy11_0_3,MST7WT_2_2,Guy11,0,3,MST7WT,2,2,0.6997392203195988,0.7063873084851551,"Different strains, different time"
Guy11_2_3,MST7WT_2_2,Guy11,2,3,MST7WT,2,2,0.9386969778460124,0.936861908521287,"Different strain, same time"
Guy11_4_3,MST7WT_2_2,Guy11,4,3,MST7WT,2,2,0.8843411720251182,0.8902860199426021,"Different strains, different time"
Guy11_24_3,MST7WT_2_2,Guy11,24,3,MST7WT,2,2,0.5650864776934338,0.5821414516229133,"Different strains, different time"
pmk1_0_1,MST7WT_2_2,pmk1,0,1,MST7WT,2,2,0.7061042453802612,0.7118867655255441,"Different strains, different time"
pmk1_2_1,MST7WT_2_2,pmk1,2,1,MST7WT,2,2,0.8476786009909366,0.8456753836292696,"Different strain, same time"
pmk1_4_1,MST7WT_2_2,pmk1,4,1,MST7WT,2,2,0.8515661589383016,0.8445288070526149,"Different strains, different time"
pmk1_24_1,MST7WT_2_2,pmk1,24,1,MST7WT,2,2,0.6809965020130095,0.681501565864349,"Different strains, different time"
pmk1_0_2,MST7WT_2_2,pmk1,0,2,MST7WT,2,2,0.7055951055827322,0.7114286752089547,"Different strains, different time"
pmk1_2_2,MST7WT_2_2,pmk1,2,2,MST7WT,2,2,0.8467656791002712,0.84470491222668,"Different strain, same time"
pmk1_4_2,MST7WT_2_2,pmk1,4,2,MST7WT,2,2,0.8477020061897302,0.8414871756917813,"Different strains, different time"
pmk1_24_2,MST7WT_2_2,pmk1,24,2,MST7WT,2,2,0.6809965020130095,0.681501565864349,"Different strains, different time"
Guy11M_0_1,MST7WT_2_2,Guy11M,0,1,MST7WT,2,2,0.6636200818572364,0.6713043014086133,"Different strains, different time"
Guy11M_2_1,MST7WT_2_2,Guy11M,2,1,MST7WT,2,2,0.7871466134015374,0.792190241821179,"Different strain, same time"
Guy11M_4_1,MST7WT_2_2,Guy11M,4,1,MST7WT,2,2,0.9029117028766084,0.8990653141586626,"Different strains, different time"
Guy11M_24_1,MST7WT_2_2,Guy11M,24,1,MST7WT,2,2,0.5507872695732412,0.5520497057401812,"Different strains, different time"
Guy11M_0_2,MST7WT_2_2,Guy11M,0,2,MST7WT,2,2,0.6608162376827245,0.6674823253190938,"Different strains, different time"
Guy11M_2_2,MST7WT_2_2,Guy11M,2,2,MST7WT,2,2,0.8340921212822872,0.837220100492111,"Different strain, same time"
Guy11M_4_2,MST7WT_2_2,Guy11M,4,2,MST7WT,2,2,0.902279036435308,0.898220563767597,"Different strains, different time"
Guy11M_24_2,MST7WT_2_2,Guy11M,24,2,MST7WT,2,2,0.5507872695732412,0.5520497057401812,"Different strains, different time"
mst7_0_1,MST7WT_4_2,mst7,0,1,MST7WT,4,2,0.7508092013670864,0.7592381170184497,"Different strains, different time"
mst7_2_1,MST7WT_4_2,mst7,2,1,MST7WT,4,2,0.8565772850515266,0.8712523203781474,"Different strains, different time"
mst7_4_1,MST7WT_4_2,mst7,4,1,MST7WT,4,2,0.8167956108741087,0.8271094466516136,"Different strain, same time"
mst7_24_1,MST7WT_4_2,mst7,24,1,MST7WT,4,2,0.674651806199696,0.686404464369366,"Different strains, different time"
MST7WT_0_1,MST7WT_4_2,MST7WT,0,1,MST7WT,4,2,0.6839085422773873,0.6977223106960814,"Same strain, different time"
