sample1,sample2,name1,time1,rep1,name2,time2,rep2,pearson_cor,spearman_cor,comparison_type
Guy11_0_3,Guy11_0_2,Guy11,0,3,Guy11,0,2,0.9709052636083029,0.9657486129239481,Biological replicates
Guy11_2_3,Guy11_0_2,Guy11,2,3,Guy11,0,2,0.753260830593078,0.7649456982611297,"Same strain, different time"
Guy11_4_3,Guy11_0_2,Guy11,4,3,Guy11,0,2,0.6415416648845073,0.6573209842645789,"Same strain, different time"
Guy11_24_3,Guy11_0_2,Guy11,24,3,Guy11,0,2,0.5761339693839701,0.5900704050562531,"Same strain, different time"
pmk1_0_1,Guy11_0_2,pmk1,0,1,Guy11,0,2,0.729811200512992,0.7421481721148693,"Different strain, same time"
pmk1_2_1,Guy11_0_2,pmk1,2,1,Guy11,0,2,0.7571709050683433,0.7722959059569197,"Different strains, different time"
pmk1_4_1,Guy11_0_2,pmk1,4,1,Guy11,0,2,0.7401895693956647,0.7466875010979498,"Different strains, different time"
pmk1_24_1,Guy11_0_2,pmk1,24,1,Guy11,0,2,0.8255473286821613,0.8162970081813037,"Different strains, different time"
pmk1_0_2,Guy11_0_2,pmk1,0,2,Guy11,0,2,0.7304306589167763,0.7418538254433806,"Different strain, same time"
pmk1_2_2,Guy11_0_2,pmk1,2,2,Guy11,0,2,0.7556960753606164,0.7706351320784633,"Different strains, different time"
pmk1_4_2,Guy11_0_2,pmk1,4,2,Guy11,0,2,0.7360303033097116,0.7436476119720105,"Different strains, different time"
pmk1_24_2,Guy11_0_2,pmk1,24,2,Guy11,0,2,0.8255473286821613,0.8162970081813037,"Different strains, different time"
Guy11M_0_1,Guy11_0_2,Guy11M,0,1,Guy11,0,2,0.9252824237029368,0.9137833569377807,"Different strain, same time"
Guy11M_2_1,Guy11_0_2,Guy11M,2,1,Guy11,0,2,0.6415573385047758,0.6536598708387218,"Different strains, different time"
Guy11M_4_1,Guy11_0_2,Guy11M,4,1,Guy11,0,2,0.7244982963422946,0.7326467557820137,"Different strains, different time"
Guy11M_24_1,Guy11_0_2,Guy11M,24,1,Guy11,0,2,0.5661842275271999,0.5668774092377885,"Different strains, different time"
Guy11M_0_2,Guy11_0_2,Guy11M,0,2,Guy11,0,2,0.9198498417421574,0.9067528948594723,"Different strain, same time"
Guy11M_2_2,Guy11_0_2,Guy11M,2,2,Guy11,0,2,0.6682467674657264,0.67854088325192,"Different strains, different time"
Guy11M_4_2,Guy11_0_2,Guy11M,4,2,Guy11,0,2,0.7249208488238881,0.7324554198709264,"Different strains, different time"
Guy11M_24_2,Guy11_0_2,Guy11M,24,2,Guy11,0,2,0.5661842275271999,0.5668774092377885,"Different strains, different time"
mst7_0_1,Guy11_2_2,mst7,0,1,Guy11,2,2,0.8360565841274171,0.8322374050988838,"Different strains, different time"
mst7_2_1,Guy11_2_2,mst7,2,1,Guy11,2,2,0.9216918443289984,0.9223956147747294,"Different strain, same time"
mst7_4_1,Guy11_2_2,mst7,4,1,Guy11,2,2,0.9308786168757995,0.9338872442016698,"Different strains, different time"
mst7_24_1,Guy11_2_2,mst7,24,1,Guy11,2,2,0.758410720007494,0.7666623501999463,"Different strains, different time"
MST7WT_0_1,Guy11_2_2,MST7WT,0,1,Guy11,2,2,0.7331820753485508,0.754009200661742,"Different strains, different time"
MST7WT_2_1,Guy11_2_2,MST7WT,2,1,Guy11,2,2,0.962818944655412,0.9641233628390697,"Different strain, same time"
MST7WT_4_1,Guy11_2_2,MST7WT,4,1,Guy11,2,2,0.8971945197498146,0.8990410259239283,"Different strains, different time"
MST7WT_24_1,Guy11_2_2,MST7WT,24,1,Guy11,2,2,0.5283872528528507,0.5458640681385555,"Different strains, different time"
MST7PM_0_1,Guy11_2_2,MST7PM,0,1,Guy11,2,2,0.7763383403279344,0.779898389546871,"Different strains, different time"
MST7PM_2_1,Guy11_2_2,MST7PM,2,1,Guy11,2,2,0.9641044596191406,0.9636695486713246,"Different strain, same time"
MST7PM_4_1,Guy11_2_2,MST7PM,4,1,Guy11,2,2,0.8761238349316104,0.8777036645118489,"Different strains, different time"
MST7PM_24_1,Guy11_2_2,MST7PM,24,1,Guy11,2,2,0.7286165228099569,0.734964192708701,"Different strains, different time"
MST7PD_0_1,Guy11_2_2,MST7PD,0,1,Guy11,2,2,0.739617561175375,0.7444636716335135,"Different strains, different time"
MST7PD_2_1,Guy11_2_2,MST7PD,2,1,Guy11,2,2,0.9680828497399812,0.9682116134057818,"Different strain, same time"
MST7PD_4_1,Guy11_2_2,MST7PD,4,1,Guy11,2,2,0.9355078046140987,0.9331326367319557,"Different strains, different time"
MST7PD_24_1,Guy11_2_2,MST7PD,24,1,Guy11,2,2,0.7179637656732123,0.7232058122191021,"Different strains, different time"
Guy11_0_1,Guy11_2_2,Guy11,0,1,Guy11,2,2,0.7394520986561084,0.7483247103196184,"Same strain, different time"
Guy11_2_1,Guy11_2_2,Guy11,2,1,Guy11,2,2,0.9860947163698704,0.9867765397048988,Biological replicates
Guy11_4_1,Guy11_2_2,Guy11,4,1,Guy11,2,2,0.831476830271592,0.8400396882296374,"Same strain, different time"
Guy11_24_1,Guy11_2_2,Guy11,24,1,Guy11,2,2,0.5944525904503469,0.6095513957429853,"Same strain, different time"
mst7_0_2,Guy11_2_2,mst7,0,2,Guy11,2,2,0.7753965753076119,0.7788136939038213,"Different strains, different time"
mst7_2_2,Guy11_2_2,mst7,2,2,Guy11,2,2,0.9397513692380045,0.9425529273750738,"Different strain, same time"
mst7_4_2,Guy11_2_2,mst7,4,2,Guy11,2,2,0.9167160158403308,0.916564156592244,"Different strains, different time"
mst7_24_2,Guy11_2_2,mst7,24,2,Guy11,2,2,0.7297413142195646,0.7316647567950143,"Different strains, different time"
MST7WT_0_2,Guy11_2_2,MST7WT,0,2,Guy11,2,2,0.6787147592941379,0.6913469461779604,"Different strains, different time"
MST7WT_2_2,Guy11_2_2,MST7WT,2,2,Guy11,2,2,0.9723324746250855,0.9722708193823854,"Different strain, same time"
MST7WT_4_2,Guy11_2_2,MST7WT,4,2,Guy11,2,2,0.8658362781352144,0.8710033767814083,"Different strains, different time"
MST7WT_24_2,Guy11_2_2,MST7WT,24,2,Guy11,2,2,0.5642111540044416,0.5717603053639914,"Different strains, different time"
MST7PM_0_2,Guy11_2_2,MST7PM,0,2,Guy11,2,2,0.6535690732528361,0.6640202522576787,"Different strains, different time"
MST7PM_2_2,Guy11_2_2,MST7PM,2,2,Guy11,2,2,0.9734568214323417,0.9743543212963605,"Different strain, same time"
MST7PM_4_2,Guy11_2_2,MST7PM,4,2,Guy11,2,2,0.8878647197692696,0.8904042164387006,"Different strains, different time"
MST7PM_24_2,Guy11_2_2,MST7PM,24,2,Guy11,2,2,0.6803218585913711,0.689382238553701,"Different strains, different time"
MST7PD_0_2,Guy11_2_2,MST7PD,0,2,Guy11,2,2,0.6509349468956179,0.6632121323590754,"Different strains, different time"
MST7PD_2_2,Guy11_2_2,MST7PD,2,2,Guy11,2,2,0.967112583554452,0.9680051244609,"Different strain, same time"
MST7PD_4_2,Guy11_2_2,MST7PD,4,2,Guy11,2,2,0.9086100192215552,0.9090316220919757,"Different strains, different time"
Guy11_0_2,Guy11_2_2,Guy11,0,2,Guy11,2,2,0.7331646775212031,0.7423458695584254,"Same strain, different time"
Guy11_4_2,Guy11_2_2,Guy11,4,2,Guy11,2,2,0.8704932507971839,0.8764385621154581,"Same strain, different time"
Guy11_24_2,Guy11_2_2,Guy11,24,2,Guy11,2,2,0.5830534885584164,0.5984103538770471,"Same strain, different time"
mst7_0_3,Guy11_2_2,mst7,0,3,Guy11,2,2,0.8291057217538454,0.8290956461702012,"Different strains, different time"
mst7_2_3,Guy11_2_2,mst7,2,3,Guy11,2,2,0.9387261714842273,0.941668700718846,"Different strain, same time"
mst7_4_3,Guy11_2_2,mst7,4,3,Guy11,2,2,0.9205682898343429,0.9216337001304158,"Different strains, different time"
mst7_24_3,Guy11_2_2,mst7,24,3,Guy11,2,2,0.7932943573102702,0.79498558581274,"Different strains, different time"
MST7WT_0_3,Guy11_2_2,MST7WT,0,3,Guy11,2,2,0.7179502328904347,0.7268056498941051,"Different strains, different time"
MST7WT_2_3,Guy11_2_2,MST7WT,2,3,Guy11,2,2,0.97364894578789285,0.9746004696562487,"Different strain, same time"
MST7WT_4_3,Guy11_2_2,MST7WT,4,3,Guy11,2,2,0.8965847437952549,0.8991180876804703,"Different strains, different time"
MST7WT_24_3,Guy11_2_2,MST7WT,24,3,Guy11,2,2,0.6519519916044915,0.6603816442313785,"Different strains, different time"
MST7PM_0_3,Guy11_2_2,MST7PM,0,3,Guy11,2,2,0.7034650866709501,0.7134991871472998,"Different strains, different time"
MST7PM_2_3,Guy11_2_2,MST7PM,2,3,Guy11,2,2,0.9759347704249054,0.9759449994648717,"Different strain, same time"
MST7PM_4_3,Guy11_2_2,MST7PM,4,3,Guy11,2,2,0.8917220110920007,0.8938237817959827,"Different strains, different time"
MST7PM_24_3,Guy11_2_2,MST7PM,24,3,Guy11,2,2,0.5779830966513194,0.5872163495755919,"Different strains, different time"
MST7PD_0_3,Guy11_2_2,MST7PD,0,3,Guy11,2,2,0.7055450786663767,0.714734268876359,"Different strains, different time"
MST7PD_2_3,Guy11_2_2,MST7PD,2,3,Guy11,2,2,0.9764157319748838,0.9769638704681148,"Different strain, same time"
MST7PD_4_3,Guy11_2_2,MST7PD,4,3,Guy11,2,2,0.8832155306200398,0.8891002462580683,"Different strains, different time"
MST7PD_24_3,Guy11_2_2,MST7PD,24,3,Guy11,2,2,0.6141146019284196,0.6260064148637267,"Different strains, different time"
Guy11_0_3,Guy11_2_2,Guy11,0,3,Guy11,2,2,0.7323753502682622,0.740981178122661,"Same strain, different time"
Guy11_2_3,Guy11_2_2,Guy11,2,3,Guy11,2,2,0.9582377630604926,0.9588913417733114,Biological replicates
Guy11_4_3,Guy11_2_2,Guy11,4,3,Guy11,2,2,0.8818899767819581,0.8872772183477765,"Same strain, different time"
Guy11_24_3,Guy11_2_2,Guy11,24,3,Guy11,2,2,0.5807535908914107,0.6018506407804519,"Same strain, different time"
pmk1_0_1,Guy11_2_2,pmk1,0,1,Guy11,2,2,0.7290247593695846,0.7348830984390676,"Different strains, different time"
pmk1_2_1,Guy11_2_2,pmk1,2,1,Guy11,2,2,0.8561189306353592,0.858579904154346,"Different strain, same time"
pmk1_4_1,Guy11_2_2,pmk1,4,1,Guy11,2,2,0.8568094618203238,0.8528349930453254,"Different strains, different time"
pmk1_24_1,Guy11_2_2,pmk1,24,1,Guy11,2,2,0.6996707594717986,0.7014961072089327,"Different strains, different time"
pmk1_0_2,Guy11_2_2,pmk1,0,2,Guy11,2,2,0.7296701164398326,0.7352758433479553,"Different strains, different time"
pmk1_2_2,Guy11_2_2,pmk1,2,2,Guy11,2,2,0.8544893103552413,0.856965203657302,"Different strain, same time"
pmk1_4_2,Guy11_2_2,pmk1,4,2,Guy11,2,2,0.8522502840007266,0.8491828716006425,"Different strains, different time"
pmk1_24_2,Guy11_2_2,pmk1,24,2,Guy11,2,2,0.6996707594717986,0.7014961072089327,"Different strains, different time"
Guy11M_0_1,Guy11_2_2,Guy11M,0,1,Guy11,2,2,0.6872035189168345,0.6963948245732898,"Different strains, different time"
Guy11M_2_1,Guy11_2_2,Guy11M,2,1,Guy11,2,2,0.7899283229100422,0.7959673336501344,"Different strain, same time"
Guy11M_4_1,Guy11_2_2,Guy11M,4,1,Guy11,2,2,0.9097607304675789,0.9077304271830501,"Different strains, different time"
Guy11M_24_1,Guy11_2_2,Guy11M,24,1,Guy11,2,2,0.5622106113653643,0.5674211355518168,"Different strains, different time"
Guy11M_0_2,Guy11_2_2,Guy11M,0,2,Guy11,2,2,0.684143050999531,0.6920668411068499,"Different strains, different time"
Guy11M_2_2,Guy11_2_2,Guy11M,2,2,Guy11,2,2,0.836989596962941,0.8405697312019295,"Different strain, same time"
Guy11M_4_2,Guy11_2_2,Guy11M,4,2,Guy11,2,2,0.9096895728727185,0.9073874860227757,"Different strains, different time"
Guy11M_24_2,Guy11_2_2,Guy11M,24,2,Guy11,2,2,0.5622106113653643,0.5674211355518168,"Different strains, different time"
mst7_0_1,Guy11_4_2,mst7,0,1,Guy11,4,2,0.7301892458286976,0.7392455318584392,"Different strains, different time"
mst7_2_1,Guy11_4_2,mst7,2,1,Guy11,4,2,0.8261681235472852,0.8428181489465093,"Different strains, different time"
mst7_4_1,Guy11_4_2,mst7,4,1,Guy11,4,2,0.7899523420458369,0.8025622055427889,"Different strain, same time"
mst7_24_1,Guy11_4_2,mst7,24,1,Guy11,4,2,0.6674274864459866,0.6798920287628842,"Different strains, different time"
MST7WT_0_1,Guy11_4_2,MST7WT,0,1,Guy11,4,2,0.6744168484599808,0.6891706334962232,"Different strains, different time"
MST7WT_2_1,Guy11_4_2,MST7WT,2,1,Guy11,4,2,0.8375095942416557,0.845467782660758,"Different strains, different time"
MST7WT_4_1,Guy11_4_2,MST7WT,4,1,Guy11,4,2,0.9574657916380213,0.9562007006613606,"Different strain, same time"
MST7WT_24_1,Guy11_4_2,MST7WT,24,1,Guy11,4,2,0.5664658465084444,0.57044019299393,"Different strains, different time"
MST7PM_0_1,Guy11_4_2,MST7PM,0,1,Guy11,4,2,0.6781310155971463,0.6891928965376942,"Different strains, different time"
MST7PM_2_1,Guy11_4_2,MST7PM,2,1,Guy11,4,2,0.8594991045756577,0.8664766371744362,"Different strains, different time"
MST7PM_4_1,Guy11_4_2,MST7PM,4,1,Guy11,4,2,0.9632682393201532,0.9622850256874904,"Different strain, same time"
MST7PM_24_1,Guy11_4_2,MST7PM,24,1,Guy11,4,2,0.7210780556510288,0.7255133839130787,"Different strains, different time"
MST7PD_0_1,Guy11_4_2,MST7PD,0,1,Guy11,4,2,0.6542414302820256,0.6635292085603155,"Different strains, different time"
MST7PD_2_1,Guy11_4_2,MST7PD,2,1,Guy11,4,2,0.8410389275666613,0.8481582814774293,"Different strains, different time"
MST7PD_4_1,Guy11_4_2,MST7PD,4,1,Guy11,4,2,0.9176305345663085,0.918931426144777,"Different strain, same time"
MST7PD_24_1,Guy11_4_2,MST7PD,24,1,Guy11,4,2,0.7218691016474859,0.721579115619256,"Different strains, different time"
Guy11_0_1,Guy11_4_2,Guy11,0,1,Guy11,4,2,0.651677950180911,0.6666424806430231,"Same strain, different time"
Guy11_2_1,Guy11_4_2,Guy11,2,1,Guy11,4,2,0.8734427495006,0.879053148325015,"Same strain, different time"
Guy11_4_1,Guy11_4_2,Guy11,4,1,Guy11,4,2,0.9787722323544712,0.9770644139454415,Biological replicates
Guy11_24_1,Guy11_4_2,Guy11,24,1,Guy11,4,2,0.6229621785573626,0.6270891840399636,"Same strain, different time"
mst7_0_2,Guy11_4_2,mst7,0,2,Guy11,4,2,0.6759505542700975,0.6862706791512776,"Different strains, different time"
mst7_2_2,Guy11_4_2,mst7,2,2,Guy11,4,2,0.8081951082809409,0.821413402018795,"Different strains, different time"
mst7_4_2,Guy11_4_2,mst7,4,2,Guy11,4,2,0.8338315097656559,0.8489177135319684,"Different strain, same time"
mst7_24_2,Guy11_4_2,mst7,24,2,Guy11,4,2,0.6499938363119392,0.6631945490884925,"Different strains, different time"
MST7WT_0_2,Guy11_4_2,MST7WT,0,2,Guy11,4,2,0.6033296350083468,0.6140069366630403,"Different strains, different time"
MST7WT_2_2,Guy11_4_2,MST7WT,2,2,Guy11,4,2,0.8673406235812396,0.8736937093725335,"Different strains, different time"
MST7WT_4_2,Guy11_4_2,MST7WT,4,2,Guy11,4,2,0.9708583742745818,0.9700214256843811,"Different strain, same time"
MST7WT_24_2,Guy11_4_2,MST7WT,24,2,Guy11,4,2,0.5781139625103131,0.5715563947921009,"Different strains, different time"
MST7PM_0_2,Guy11_4_2,MST7PM,0,2,Guy11,4,2,0.5866080323882404,0.5951219132908349,"Different strains, different time"
MST7PM_2_2,Guy11_4_2,MST7PM,2,2,Guy11,4,2,0.8486110495519333,0.8552629814439704,"Different strains, different time"
MST7PM_4_2,Guy11_4_2,MST7PM,4,2,Guy11,4,2,0.9706195416776506,0.9699186429172105,"Different strain, same time"
MST7PM_24_2,Guy11_4_2,MST7PM,24,2,Guy11,4,2,0.690032405145034,0.694002074820553,"Different strains, different time"
MST7PD_0_2,Guy11_4_2,MST7PD,0,2,Guy11,4,2,0.5837032919614774,0.5932482165194706,"Different strains, different time"
MST7PD_2_2,Guy11_4_2,MST7PD,2,2,Guy11,4,2,0.8312901359565663,0.8390972987748301,"Different strains, different time"
MST7PD_4_2,Guy11_4_2,MST7PD,4,2,Guy11,4,2,0.9625702361040758,0.9612453747934209,"Different strain, same time"
Guy11_0_2,Guy11_4_2,Guy11,0,2,Guy11,4,2,0.6451250715506813,0.6577157004227764,"Same strain, different time"
Guy11_2_2,Guy11_4_2,Guy11,2,2,Guy11,4,2,0.8704932507971839,0.8764385621154581,"Same strain, different time"
Guy11_24_2,Guy11_4_2,Guy11,24,2,Guy11,4,2,0.6119656829562561,0.6176991703591708,"Same strain, different time"
mst7_0_3,Guy11_4_2,mst7,0,3,Guy11,4,2,0.7133600246467414,0.7219651091745812,"Different strains, different time"
mst7_2_3,Guy11_4_2,mst7,2,3,Guy11,4,2,0.813993473927169,0.8294973794615702,"Different strains, different time"
mst7_4_3,Guy11_4_2,mst7,4,3,Guy11,4,2,0.8285285791843583,0.8462790049444042,"Different strain, same time"
mst7_24_3,Guy11_4_2,mst7,24,3,Guy11,4,2,0.6941139477737333,0.7137280491982462,"Different strains, different time"
MST7WT_0_3,Guy11_4_2,MST7WT,0,3,Guy11,4,2,0.632178690567232,0.6436611083918722,"Different strains, different time"
MST7WT_2_3,Guy11_4_2,MST7WT,2,3,Guy11,4,2,0.8479669704668394,0.8556499313232067,"Different strains, different time"
MST7WT_4_3,Guy11_4_2,MST7WT,4,3,Guy11,4,2,0.965465462486828,0.9641072483984001,"Different strain, same time"
MST7WT_24_3,Guy11_4_2,MST7WT,24,3,Guy11,4,2,0.6667336106944352,0.6691428334332068,"Different strains, different time"
MST7PM_0_3,Guy11_4_2,MST7PM,0,3,Guy11,4,2,0.6245574961097043,0.6350642359582642,"Different strains, different time"
MST7PM_2_3,Guy11_4_2,MST7PM,2,3,Guy11,4,2,0.8580604404698757,0.863405938394522,"Different strains, different time"
MST7PM_4_3,Guy11_4_2,MST7PM,4,3,Guy11,4,2,0.9708260594927878,0.9692657484237258,"Different strain, same time"
MST7PM_24_3,Guy11_4_2,MST7PM,24,3,Guy11,4,2,0.5911092682642304,0.5924350937868598,"Different strains, different time"
MST7PD_0_3,Guy11_4_2,MST7PD,0,3,Guy11,4,2,0.6257263292142806,0.6343377502104042,"Different strains, different time"
MST7PD_2_3,Guy11_4_2,MST7PD,2,3,Guy11,4,2,0.85406857680096,0.8602634310428723,"Different strains, different time"
MST7PD_4_3,Guy11_4_2,MST7PD,4,3,Guy11,4,2,0.9736624261666593,0.9721275647288421,"Different strain, same time"
MST7PD_24_3,Guy11_4_2,MST7PD,24,3,Guy11,4,2,0.6380093492487594,0.6408064379654487,"Different strains, different time"
Guy11_0_3,Guy11_4_2,Guy11,0,3,Guy11,4,2,0.6447750728015781,0.6547509760677047,"Same strain, different time"
Guy11_2_3,Guy11_4_2,Guy11,2,3,Guy11,4,2,0.8177988369681051,0.8248225947107807,"Same strain, different time"
Guy11_4_3,Guy11_4_2,Guy11,4,3,Guy11,4,2,0.9768809078829719,0.975651259936694,Biological replicates
Guy11_24_3,Guy11_4_2,Guy11,24,3,Guy11,4,2,0.602503145453953,0.6124154132815998,"Same strain, different time"
pmk1_0_1,Guy11_4_2,pmk1,0,1,Guy11,4,2,0.6255434217127023,0.6416567584738929,"Different strains, different time"
pmk1_2_1,Guy11_4_2,pmk1,2,1,Guy11,4,2,0.7091591233600588,0.7236096763595923,"Different strains, different time"
pmk1_4_1,Guy11_4_2,pmk1,4,1,Guy11,4,2,0.7418663483709544,0.7493115978209641,"Different strain, same time"
pmk1_24_1,Guy11_4_2,pmk1,24,1,Guy11,4,2,0.6056961613639198,0.6154643563000779,"Different strains, different time"
pmk1_0_2,Guy11_4_2,pmk1,0,2,Guy11,4,2,0.6267779992090597,0.6425880311339623,"Different strains, different time"
pmk1_2_2,Guy11_4_2,pmk1,2,2,Guy11,4,2,0.712586263857,0.7259383968703902,"Different strains, different time"
pmk1_4_2,Guy11_4_2,pmk1,4,2,Guy11,4,2,0.7388593122297022,0.7464794702345613,"Different strain, same time"
pmk1_24_2,Guy11_4_2,pmk1,24,2,Guy11,4,2,0.6056961613639198,0.6154643563000779,"Different strains, different time"
Guy11M_0_1,Guy11_4_2,Guy11M,0,1,Guy11,4,2,0.6114155032676906,0.6222166104323771,"Different strains, different time"
Guy11M_2_1,Guy11_4_2,Guy11M,2,1,Guy11,4,2,0.8540002934536222,0.8570804916121229,"Different strains, different time"
Guy11M_4_1,Guy11_4_2,Guy11M,4,1,Guy11,4,2,0.8533869519531025,0.8508902276530704,"Different strain, same time"
Guy11M_24_1,Guy11_4_2,Guy11M,24,1,Guy11,4,2,0.5816495546515055,0.5789317566372049,"Different strains, different time"
Guy11M_0_2,Guy11_4_2,Guy11M,0,2,Guy11,4,2,0.6080245866117544,0.6176754853723063,"Different strains, different time"
Guy11M_2_2,Guy11_4_2,Guy11M,2,2,Guy11,4,2,0.9191807089333704,0.9134729192221454,"Different strains, different time"
Guy11M_4_2,Guy11_4_2,Guy11M,4,2,Guy11,4,2,0.8572114302189392,0.8538811899581784,"Different strain, same time"
Guy11M_24_2,Guy11_4_2,Guy11M,24,2,Guy11,4,2,0.5816495546515055,0.5789317566372049,"Different strains, different time"
mst7_0_1,Guy11_24_2,mst7,0,1,Guy11,24,2,0.6619571451184063,0.6794667248795229,"Different strains, different time"
mst7_2_1,Guy11_24_2,mst7,2,1,Guy11,24,2,0.5618744529721246,0.5820555594308296,"Different strains, different time"
mst7_4_1,Guy11_24_2,mst7,4,1,Guy11,24,2,0.585830729598652,0.5990359582754959,"Different strains, different time"
mst7_24_1,Guy11_24_2,mst7,24,1,Guy11,24,2,0.5987742346484317,0.6026638116035162,"Different strain, same time"
MST7WT_0_1,Guy11_24_2,MST7WT,0,1,Guy11,24,2,0.6107551327747114,0.6109886975211373,"Different strains, different time"
MST7WT_2_1,Guy11_24_2,MST7WT,2,1,Guy11,24,2,0.5769891756485392,0.5900548003783153,"Different strains, different time"
MST7WT_4_1,Guy11_24_2,MST7WT,4,1,Guy11,24,2,0.5911951686812726,0.6003620501029555,"Different strains, different time"
MST7WT_24_1,Guy11_24_2,MST7WT,24,1,Guy11,24,2,0.8804951540974411,0.8706313571648248,"Different strain, same time"
MST7PM_0_1,Guy11_24_2,MST7PM,0,1,Guy11,24,2,0.595111204523087,0.6047796017717928,"Different strains, different time"
MST7PM_2_1,Guy11_24_2,MST7PM,2,1,Guy11,24,2,0.580380908614362,0.5951314570871646,"Different strains, different time"
MST7PM_4_1,Guy11_24_2,MST7PM,4,1,Guy11,24,2,0.5973061907540507,0.6034150084660659,"Different strains, different time"
MST7PM_24_1,Guy11_24_2,MST7PM,24,1,Guy11,24,2,0.8974600914247929,0.8906932630421855,"Different strain, same time"
MST7PD_0_1,Guy11_24_2,MST7PD,0,1,Guy11,24,2,0.5908680511035724,0.5943912584560812,"Different strains, different time"
MST7PD_2_1,Guy11_24_2,MST7PD,2,1,Guy11,24,2,0.5640760408468186,0.5776331415087463,"Different strains, different time"
MST7PD_4_1,Guy11_24_2,MST7PD,4,1,Guy11,24,2,0.5598302464408161,0.5725218530932997,"Different strains, different time"
MST7PD_24_1,Guy11_24_2,MST7PD,24,1,Guy11,24,2,0.9071920962573978,0.9030460695358755,"Different strain, same time"
Guy11_0_1,Guy11_24_2,Guy11,0,1,Guy11,24,2,0.5624457626073174,0.578821338245933,"Same strain, different time"
Guy11_2_1,Guy11_24_2,Guy11,2,1,Guy11,24,2,0.5663723778809836,0.5822297920431673,"Same strain, different time"
Guy11_4_1,Guy11_24_2,Guy11,4,1,Guy11,24,2,0.6023318490142346,0.6053987429622757,"Same strain, different time"
Guy11_24_1,Guy11_24_2,Guy11,24,1,Guy11,24,2,0.9831600593387363,0.9838191364046138,Biological replicates
mst7_0_2,Guy11_24_2,mst7,0,2,Guy11,24,2,0.6112995959319348,0.6194007074505191,"Different strains, different time"
mst7_2_2,Guy11_24_2,mst7,2,2,Guy11,24,2,0.5774537435949543,0.5937076186645235,"Different strains, different time"
mst7_4_2,Guy11_24_2,mst7,4,2,Guy11,24,2,0.5648170872844639,0.580853571639306,"Different strains, different time"
mst7_24_2,Guy11_24_2,mst7,24,2,Guy11,24,2,0.659312728436667,0.6644037125599496,"Different strain, same time"
MST7WT_0_2,Guy11_24_2,MST7WT,0,2,Guy11,24,2,0.5671496223399878,0.566553435751662,"Different strains, different time"
MST7WT_2_2,Guy11_24_2,MST7WT,2,2,Guy11,24,2,0.5602738860977798,0.5719891768553849,"Different strains, different time"
MST7WT_4_2,Guy11_24_2,MST7WT,4,2,Guy11,24,2,0.6022568115811009,0.6116325382627614,"Different strains, different time"
MST7WT_24_2,Guy11_24_2,MST7WT,24,2,Guy11,24,2,0.8056626408574802,0.7765738415350526,"Different strain, same time"
MST7PM_0_2,Guy11_24_2,MST7PM,0,2,Guy11,24,2,0.5592321237522134,0.5558239056931025,"Different strains, different time"
MST7PM_2_2,Guy11_24_2,MST7PM,2,2,Guy11,24,2,0.5749990948021083,0.5872583755297516,"Different strains, different time"
MST7PM_4_2,Guy11_24_2,MST7PM,4,2,Guy11,24,2,0.5884864333643425,0.5963590242558255,"Different strains, different time"
MST7PM_24_2,Guy11_24_2,MST7PM,24,2,Guy11,24,2,0.9437633679779681,0.9426934551978363,"Different strain, same time"
MST7PD_0_2,Guy11_24_2,MST7PD,0,2,Guy11,24,2,0.5411367105915607,0.5385177331446253,"Different strains, different time"
MST7PD_2_2,Guy11_24_2,MST7PD,2,2,Guy11,24,2,0.5907743245585186,0.6105080891285876,"Different strains, different time"
MST7PD_4_2,Guy11_24_2,MST7PD,4,2,Guy11,24,2,0.5758175618579058,0.5846885408756466,"Different strains, different time"
Guy11_0_2,Guy11_24_2,Guy11,0,2,Guy11,24,2,0.5844073623344229,0.5920396085063135,"Same strain, different time"
Guy11_2_2,Guy11_24_2,Guy11,2,2,Guy11,24,2,0.5830534885584164,0.5984103538770471,"Same strain, different time"
Guy11_4_2,Guy11_24_2,Guy11,4,2,Guy11,24,2,0.6119656829562561,0.6176991703591708,"Same strain, different time"
mst7_0_3,Guy11_24_2,mst7,0,3,Guy11,24,2,0.6200255310140373,0.6256717011813574,"Different strains, different time"
mst7_2_3,Guy11_24_2,mst7,2,3,Guy11,24,2,0.5687559363367174,0.5876540734353239,"Different strains, different time"
mst7_4_3,Guy11_24_2,mst7,4,3,Guy11,24,2,0.5607636273535139,0.5819394057204584,"Different strains, different time"
mst7_24_3,Guy11_24_2,mst7,24,3,Guy11,24,2,0.6720593895536993,0.6995268711052154,"Different strain, same time"
MST7WT_0_3,Guy11_24_2,MST7WT,0,3,Guy11,24,2,0.5739661707124596,0.5802315338339268,"Different strains, different time"
MST7WT_2_3,Guy11_24_2,MST7WT,2,3,Guy11,24,2,0.5742808999268866,0.5899039846597751,"Different strains, different time"
MST7WT_4_3,Guy11_24_2,MST7WT,4,3,Guy11,24,2,0.5841753802821897,0.5930374121140177,"Different strains, different time"
MST7WT_24_3,Guy11_24_2,MST7WT,24,3,Guy11,24,2,0.9502928134592888,0.9477684674791768,"Different strain, same time"
MST7PM_0_3,Guy11_24_2,MST7PM,0,3,Guy11,24,2,0.5908572764318711,0.591137187701017,"Different strains, different time"
MST7PM_2_3,Guy11_24_2,MST7PM,2,3,Guy11,24,2,0.574729951099599,0.5869874155135466,"Different strains, different time"
