"","mst7_0_1","mst7_2_1","mst7_4_1","mst7_24_1","MST7WT_0_1","MST7WT_2_1","MST7WT_4_1","MST7WT_24_1","MST7PM_0_1","MST7PM_2_1","MST7PM_4_1","MST7PM_24_1","MST7PD_0_1","MST7PD_2_1","MST7PD_4_1","MST7PD_24_1","Guy11_0_1","Guy11_2_1","Guy11_4_1","Guy11_24_1","mst7_0_2","mst7_2_2","mst7_4_2","mst7_24_2","MST7WT_0_2","MST7WT_2_2","MST7WT_4_2","MST7WT_24_2","MST7PM_0_2","MST7PM_2_2","MST7PM_4_2","MST7PM_24_2","MST7PD_0_2","MST7PD_2_2","MST7PD_4_2","Guy11_0_2","Guy11_2_2","Guy11_4_2","Guy11_24_2","mst7_0_3","mst7_2_3","mst7_4_3","mst7_24_3","MST7WT_0_3","MST7WT_2_3","MST7WT_4_3","MST7WT_24_3","MST7PM_0_3","MST7PM_2_3","MST7PM_4_3","MST7PM_24_3","MST7PD_0_3","MST7PD_2_3","MST7PD_4_3","MST7PD_24_3","Guy11_0_3","Guy11_2_3","Guy11_4_3","Guy11_24_3","pmk1_0_1","pmk1_2_1","pmk1_4_1","pmk1_24_1","pmk1_0_2","pmk1_2_2","pmk1_4_2","pmk1_24_2","Guy11M_0_1","Guy11M_2_1","Guy11M_4_1","Guy11M_24_1","Guy11M_0_2","Guy11M_2_2","Guy11M_4_2","Guy11M_24_2"
"MGG_07573T0",41.0629,23.6282,47.3561,7.49295,3.45977,38.1442,11.8279,14.9951,6.88314,39.195,10.3128,24.3613,8.79486,32.4274,16.746,25.5099,10.4253,28.8133,6.21552,22.6306,16.7489,22.7449,20.608,0.493026,3.35309,26.18,8.25216,3.33911,2.71748,36.6066,15.3766,26.127,4.07853,41.2113,19.5239,3.93853,21.581,9.87637,23.9094,24.2753,11.5974,26.7337,5.37389,5.19614,32.7523,14.1764,16.6752,3.24365,21.395,10.643,20.172,2.32499,28.7822,14.0125,15.3681,6.9149,54.5324,11.6013,28.1263,7.99215,131.154,182.147,1.08395,8.28394,133.332,198.708,1.08395,7.65598,49.6512,89.4259,49.2387,9.33729,39.5315,86.0109,49.2387
"MGG_05134T0",79.1048,131.127,154.827,125.826,70.7119,127.737,78.6743,29.2262,191.846,122.785,65.6039,89.5785,139.213,130.395,92.7679,72.1067,238.56,158.726,57.1658,88.0878,178.333,153.078,114.356,49.1756,151.116,131.487,65.8597,7.78685,134.531,127.261,77.1611,92.9998,139.004,139.959,83.6078,196.574,143.682,62.0694,83.0173,121.431,175.914,143.387,87.0231,220.496,131.043,70.4772,78.9702,164.289,134.943,70.079,54.9269,180.458,129.435,72.6014,73.6649,177.098,155.276,74.7835,68.0546,94.9298,162.196,148.692,283.017,94.8216,160.989,157.569,283.017,181.026,93.1096,122.836,116.109,180.778,107.677,115.521,116.109
"MGG_03309T0",0.167131,0.478143,0.450018,0.282152,0,0.343822,0.211782,0.725274,0.320442,0.623275,0.495471,0.182393,0.0698943,0.377436,0.146069,1.11962,0,0.167546,0.409259,0.516705,0.0848776,0.158235,0.34485,0.411106,0.216525,0.606071,0.417562,0,0,0.21111,0.21171,0.324696,0.0533451,0.223634,0.273309,0.0617483,0.177008,0.487187,0.441643,0.546828,0.180436,0.358095,0.462707,0.0360315,0.413703,0.271286,0.303657,0.122927,0.518099,0.527354,2.24024,0.0908552,0.262235,0.188042,0.355743,0,0.205218,0.337132,0.341187,0.181409,0.163302,0.137751,0,0,0.262587,0.396457,0,0.0667185,2.72088,0.481674,1.07786,0.807118,0.567701,0.204075,1.07786
"MGG_07008T0",40.1953,25.038,68.2881,34.0878,14.0971,57.826,25.8689,25.1897,38.4312,31.4884,30.2943,74.1943,27.3268,59.6942,24.169,55.5117,52.08,49.4078,35.5908,62.7527,31.521,48.3694,23.9865,39.9047,15.1586,48.0333,28.4071,3.36653,12.236,55.3832,28.07,70.9219,11.7019,44.3248,21.8498,46.6325,51.7882,27.2639,62.618,84.2293,48.1758,29.3626,70.5956,39.4943,46.2818,25.3272,63.0929,14.8412,40.2679,23.9439,27.0107,15.9207,55.9563,33.3056,64.4068,28.63,78.5995,27.7453,40.6216,93.149,100.399,40.7049,31.4111,91.1748,101.26,42.2711,31.4111,41.2159,33.35,32.8733,96.0425,44.5606,30.1757,32.1663,96.0425
"MGG_16787T0",0,0,0.23577,0,0,0,0,0,0,0,0,0,0,0.253465,0,0,0,0,0,0.40777,0,0.263681,0,0,0,0,0,0,0,0,1.1027,0,0.564566,0,0,0,0,0,0.375122,0,0.234147,0,0,0,0,0,0.357235,0,0,0.232206,0,0,0,0,0,0,0,0.218765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGG_04858T0",90.4032,106.474,82.8571,19.4983,9.56691,69.5766,69.0102,231.835,29.5623,79.3276,62.7071,145.075,17.6587,59.3539,70.0628,191.99,21.3081,60.1856,60.7245,282.686,47.2322,85.261,101.123,49.2441,16.5161,65.4824,69.1957,17.1558,13.1921,60.2146,63.9317,229.913,14.039,76.0071,57.8708,40.0407,64.2745,64.78,315.631,94.2852,88.7205,114.922,94.9466,19.3445,79.5259,57.9341,269.369,23.2035,66.6948,56.4738,128.219,21.5051,68.9968,58.8904,302.411,23.9898,61.2382,53.9074,434.042,86.1031,117.402,143.183,93.0745,86.0962,117.746,160.994,93.0745,12.2511,87.5789,101.698,389.213,14.0248,78.2066,96.2844,389.213
"MGG_12006T0",1.91463,0.126239,0.293765,0.484151,0,0.254422,0.138448,1.49025,0.522657,0.625139,0.431085,1.6773,0.750632,0.106717,0.41803,1.79699,0.562841,0.0733632,0.305568,3.06623,0.526852,0.138277,0.418388,2.84776,0.226664,0.216581,0.164386,0,0.347149,0.310125,0.172787,3.17849,0.173975,0.437557,0.286002,0.322619,0.307589,0.158869,3.32417,0.588261,0.618627,0.511187,3.90598,0.591506,0.270942,0.141346,2.86045,0.742557,0.122799,0.229206,1.66525,0.15832,0.231388,0.349726,3.16759,0.476263,0.574848,0.350592,2.72711,4.20055,0.609237,0.897511,0,3.96899,0.832549,0.810656,0,0.224326,0,0.46813,4.31123,0.13607,0.462237,0.277039,4.31123
"MGG_02444T0",27.4202,74.3156,69.5698,18.6383,8.97644,120.799,70.5943,11.548,24.0747,104.476,80.4779,17.545,22.2394,154.257,104.564,19.2804,19.3541,195.397,57.6619,15.7955,31.5316,100.594,78.0319,14.2763,19.8821,164.402,67.8281,1.61755,19.2052,159.179,88.248,20.0032,24.0415,126.88,96.9109,19.494,155.214,76.9234,15.2846,9.54365,96.8152,108.284,27.7571,21.3585,145.429,83.3471,16.2799,17.7053,152.996,66.0757,11.6266,14.8405,159.879,83.5701,13.5666,7.71788,96.4132,91.0878,15.3814,14.7243,33.1107,35.7643,25.1257,15.2633,33.0737,35.1999,25.1257,10.8426,40.8755,45.6102,15.7475,12.833,40.7518,45.1147,15.7475
"MGG_17251T0",0.599546,0.808183,2.54248,0,0,0,0,0,0,0,1.61266,0,0.757512,0.86915,0.782233,0,0,0,3.03647,0.654068,0,0,0.921975,3.55244,0,0.878438,1.20304,0,0.731644,0,0,0,1.90112,0,2.83846,0,0,2.20118,0.626601,0,0,0,0,0,0.844371,0,0.609477,0,3.16891,0,0,0,0,1.39893,1.74234,0,0,0,0,0,0.52721,0.693427,0,0,0.543225,0,0,0,0,0,2.34396,0,0,0,2.34396
"MGG_10811T0",0,0,0,0,0,0,0.0388561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446117,0,0,0,0,0,0,0.0380046,0.039704,0,0,0.0344877,0,0,0,0.0323778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGG_15612T0",0.703,0.307807,0.403682,1.62643,1.05441,0.578426,3.43065,0.901516,1.36368,0.278747,5.03292,2.6028,2.34369,0.309583,0.919143,1.42475,3.49565,0.546023,7.65768,3.37174,1.7262,0.405791,0.498012,0.666412,3.71892,0.323866,6.15695,0.244849,3.10308,0.485459,6.40062,2.51063,3.10486,0.52553,3.57008,2.52292,0.698551,4.68845,3.12168,0.961434,0.405011,0.382636,1.66085,2.57928,0.759337,4.86626,1.32127,2.44878,0.421085,3.67541,1.28579,2.2124,0.636822,7.2656,2.52168,1.50006,0.634882,5.9703,1.55824,2.30915,1.37946,2.92468,2.18932,2.19596,1.41982,3.28894,2.18932,2.92953,9.48568,5.97181,2.42193,2.55849,11.0167,5.45499,2.42193
"MGG_00349T0",345.907,86.2211,254.18,89.2237,31.1321,194.5,90.5977,135.384,88.0975,115.08,84.7812,578.107,65.5468,143.499,79.3966,331.307,20.7034,99.333,49.6088,402.539,103.763,173.881,81.9116,169.346,44.7106,134.699,93.8389,52.7349,32.423,150.787,78.1721,510.726,29.7154,156.304,75.8046,40.6101,110.805,62.3335,365.211,211.795,122.937,97.3118,421.11,44.1908,164.629,87.5777,415.715,54.927,127.444,78.2336,156.73,73.3856,217.653,107.809,419.924,39.1493,221.289,69.6455,222.013,694.986,474.648,356.712,244.228,675.122,490.64,377.554,244.228,41.0983,194.557,282.682,434.751,41.181,169.066,286.45,434.751
"MGG_16619T0",0,0.364972,0.410549,0,0,0,0,0,0,0.444815,0,0,0,0,0,0.330402,0,0,0,0.669815,0,0,0.427783,0,0,1.36743,0.666383,0,0,0.458604,0,0,0,0,0,0,0,1.09814,0,0,0.385997,0,0,0,0,0,0,0.535653,0,0,0,0,0,0.49618,2.45865,0,0,0,0,0,0,0,0,0,0.223191,0,0,0,0,0,0.973365,0,0,0,0.973365
"MGG_04614T0",274.847,316.562,272.788,131.701,60.2083,295.703,295.414,231.587,182.551,312.141,281.436,271.01,185.729,283.529,354.663,213.238,130.286,251.939,248.611,238.525,185.024,302.151,323.057,361.473,107.041,270.739,243.547,37.3337,98.3421,283.593,259.607,256.874,84.7431,263.326,277.08,140.746,276.53,251.86,257.889,184.665,280.384,265.32,272.884,140.699,286.544,278.336,283.295,132.023,305.509,294.477,197.688,109.028,259.498,218.894,219.789,116.047,273.869,190.725,160.31,413.882,275.707,292.299,270.708,411.755,275.566,349.024,270.708,153.061,286.154,317.255,328.899,158.349,274.298,280.82,328.899
"MGG_16874T0",5.20683,7.4809,15.6852,0,0,10.153,4.8259,0,2.85661,6.99949,4.17273,3.66627,6.24014,3.31102,5.08954,3.44575,4.12955,2.52487,4.4061,7.98804,2.03131,16.0953,6.23227,7.89364,0,7.02736,1.61853,0,3.04137,13.1903,0,4.93499,1.35571,14.0325,2.56688,0,16.4073,4.54318,4.33149,0,16.3923,9.25415,11.2885,4.59411,3.4625,9.2487,1.63407,7.34337,5.36113,11.6186,2.93699,2.96296,0.896829,2.61153,6.99536,4.0136,2.18404,0.975291,1.55548,2.12707,2.05828,1.3494,0,7.70589,0,0,0,2.72071,0,1.64988,0,1.98753,0,1.99258,0
"MGG_07147T0",12.6621,13.6528,13.2261,16.2453,6.76977,20.165,20.527,10.1482,13.9366,14.3578,24.6958,15.4659,17.3575,22.3852,22.1155,15.8147,30.132,31.458,24.6021,20.0905,18.3063,13.2869,12.6277,14.6647,43.1699,27.0353,24.4467,0.898541,48.3837,18.7905,28.0081,18.7881,46.4047,15.5902,23.7456,15.1341,28.2937,21.3854,19.1945,6.80077,15.6677,12.7111,24.7686,44.7245,19.2649,24.7765,16.0872,25.8915,19.6119,23.2014,9.88078,15.5914,22.4613,30.3677,16.7879,15.5082,19.3914,29.9484,20.2757,22.6233,7.88148,6.48499,33.6235,23.6477,7.57652,7.31913,33.6235,20.5159,24.5299,14.2397,16.4894,20.6421,22.9524,14.2861,16.4894
"MGG_00076T0",35.5309,59.0928,42.3074,45.2328,21.9672,46.3264,68.1763,11.2693,54.0238,49.1427,73.2706,22.4434,43.7584,48.3841,51.4897,30.5927,85.9936,54.144,101.179,28.4944,79.927,50.1856,65.1413,14.0822,41.8453,50.0013,93.2494,2.28275,40.2176,51.925,89.1796,40.9182,42.2826,51.8762,73.9831,74.0791,51.9308,91.4041,28.7673,46.2188,56.244,78.6034,41.829,60.8117,57.7319,77.3527,27.175,53.9132,54.4489,76.5137,11.9256,36.2991,58.9486,109.427,24.6898,43.8768,41.4466,108.755,38.2078,11.3223,35.8829,55.5974,71.8403,10.8856,35.0557,57.4239,71.8403,51.043,81.7149,41.269,24.7326,51.0367,64.867,38.6259,24.7326
"MGG_12797T0",1200.44,427.931,286.937,1133.48,638.674,460.726,1174.72,237.313,1223.13,535.471,1721.28,678.608,1254.56,598.075,784.555,527.425,1688.24,937.963,1502.88,609.825,1259.42,532.321,895.684,846.33,2376.79,745.855,1589.9,66.9749,2015.62,666.879,1463.96,726.579,2137.35,732.702,1434.31,921.293,806.491,1379.79,627.694,371.364,574.495,1046.11,1334.95,1459.2,707.889,1328.76,660.614,1365.21,821.741,1334.83,367.292,1107.37,857.449,1562.91,523.602,1034.24,516.519,1681.03,463.726,473.167,407.801,636.792,768.622,455.265,419.091,599.999,768.622,1556.65,973.6,1036.41,370.571,1632.48,1303.74,1053.7,370.571
"MGG_11099T0",0.021514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675755,0.0314518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863642,0.0768838,0,0,0,0,0,0,0.0299988,0,0,0,0,0.0201084,0,0,0,0,0,0,0.0271074,0.0915172,0,0,0.203753,0.0330706,0,0,0,0.0458297,0,0,0,0,0
"MGG_07363T0",0.107527,0.229737,0.293857,0,0,0.0692261,0.34509,0.0562615,0,0.0785036,0.810041,0.294572,0,0.34568,0.233674,0.375509,0,0.721709,0,0.582765,0,0.256622,0.642991,0,0,0.89428,0.405541,0,0,0.258567,0.172876,0.44206,0,0.0914928,0.444923,0,0.193413,0,0.837688,0.190296,0.66271,0.287627,0.0574505,0,0.587912,0,0.883193,0,0.30865,0,0.325478,0,0.139338,0.354843,0.578087,0,0.494155,0.0767731,0.609045,0,0.187234,0.252471,0,0.1615,0.266914,0.451005,0,0,0,0.314062,1.10465,0,0.173487,0.0623275,1.10465
"MGG_17953T0",27.0135,34.1712,34.3381,16.8908,7.69555,41.5762,33.3018,9.12604,19.2818,34.9459,32.7525,26.6868,15.8267,50.468,43.1811,23.6367,34.4956,63.2915,33.9205,22.1988,19.1302,36.0802,35.954,13.2946,9.86867,55.3387,34.2015,1.14305,8.83491,52.1282,39.5614,23.6986,9.32368,46.5209,44.0129,21.3484,54.0841,39.0838,20.7849,11.8283,37.2994,44.2113,31.1804,18.6812,50.4529,37.5878,21.024,14.3495,49.2407,33.6149,10.1263,10.8533,57.0448,43.6835,20.4549,13.6036,42.241,48.4491,22.2914,20.9098,25.7788,23.8988,11.1574,20.688,25.4703,25.4067,11.1574,21.4105,26.7323,33.5522,22.8668,23.8975,28.0719,32.615,22.8668
"MGG_14898T0",5.7129,1.40296,4.91561,1.90329,2.9396,7.15328,4.61431,8.4687,6.3193,5.98171,6.23913,12.3478,4.04361,6.38917,4.54536,6.98096,2.83175,4.19364,1.55141,17.673,7.33873,2.67627,4.91004,2.51057,0.569132,3.1852,5.22306,0,0.295421,8.14868,4.9187,13.933,4.00561,8.0114,6.08403,0,6.86571,8.35842,10.0939,1.0137,3.29659,2.8293,8.10896,2.01923,3.32865,4.85571,11.5636,2.66144,3.20142,5.37609,9.51414,2.45501,4.69049,4.48471,14.4358,0.296082,6.45421,7.88897,17.521,1.87972,2.62754,3.75844,0,4.46136,1.84957,3.46438,0,4.81194,10.9533,8.64951,25.1248,0.886243,7.24196,5.57412,25.1248
"MGG_14463T0",27.9567,46.8932,16.685,12.1292,3.38023,17.8394,28.9709,11.1665,14.7563,21.3525,20.6484,20.6264,11.6714,17.234,31.6557,16.5261,13.9611,10.5669,13.7348,25.5258,8.12285,25.6481,43.1881,23.4486,5.10591,14.7942,23.0047,2.2758,6.91042,12.5811,18.1858,19.5426,9.76551,16.5223,19.9335,11.2239,11.4002,17.773,26.3426,13.3927,24.6748,37.0964,31.1845,8.22734,16.1318,25.6195,19.3456,9.47539,13.9128,22.059,12.5602,8.31658,13.4901,20.1891,18.4127,10.5674,14.143,15.8593,13.6918,23.7023,24.7661,34.3742,16.9734,23.0282,25.4679,37.0133,16.9734,16.6312,70.4408,38.3161,19.1382,23.1549,52.5513,35.5535,19.1382
"MGG_08330T0",29.1705,1.81085,0.759563,0.0270836,0,1.42506,0.609891,22.3863,0.245753,2.20508,0.633386,11.6981,0.0802775,0.958214,1.3553,18.7434,0.0732943,1.67793,0.987343,13.7971,0.521272,2.06932,2.07984,89.9907,0.0998231,1.18645,0.964368,1.0533,0.0679862,0.89091,0.812238,16.5212,0.163619,1.67182,1.46966,0.236943,1.03992,0.840473,21.8084,0.240231,2.5963,2.62618,71.6161,0.305285,1.31212,0.62343,23.5144,0.0471675,1.69664,0.875859,17.2575,0.441768,1.21822,0.892953,11.9506,0.0622917,1.30731,1.23055,13.8547,164.132,1.70302,3.21039,0,162.213,1.31033,2.93467,0,0.104421,0,2.60468,17.2816,0.158199,2.77083,2.05685,17.2816
"MGG_09307T0",0.875644,2.18422,1.12229,0.897505,0.226801,1.20306,0.553425,2.76282,1.59688,1.69224,0.336794,3.50782,0.662489,1.11875,1.28178,2.04432,0.502005,0.588109,0.265437,4.66082,1.17554,1.34778,1.94576,0.410636,0.374417,1.08039,0.839827,0.489662,0.723653,0.861755,0.336097,3.23763,1.25621,1.36699,0.671212,0.53237,0.506921,0.30331,5.1445,0.587321,2.49697,2.52634,1.33731,0.494724,1.20203,0.392204,3.72721,0.501964,1.02269,0.198867,2.86768,0.453901,0.931536,0.559079,3.95423,0.274928,0.708576,0.357041,7.01734,1.27604,0.924844,1.78097,6.47232,1.23265,1.03629,2.43126,6.47232,0.63425,1.32667,0.733126,9.1714,0.674407,0.27376,0.708968,9.1714
"MGG_03918T0",11.6561,20.9084,20.2571,12.6428,4.95905,22.4756,16.5454,7.03282,17.7984,21.9347,19.5046,8.90504,13.057,27.5297,18.8987,8.94135,28.9533,32.8017,21.026,10.0596,24.4348,24.8064,17.3386,7.2205,7.33334,34.802,21.6597,0.735237,5.76527,29.1355,23.1452,10.4054,5.64324,26.5778,19.7595,11.7231,30.6835,20.2066,9.9557,14.4952,27.3467,25.3173,14.4907,12.8677,28.4665,17.607,8.15401,9.58566,28.2231,17.0038,7.72551,9.2946,32.3741,24.1252,8.63027,12.5561,22.0373,26.3498,13.0153,18.3144,20.75,16.7413,55.0209,19.448,19.7547,19.0996,55.0209,16.6076,35.0312,18.8578,19.3924,17.1014,23.7945,17.2693,19.3924
"MGG_00421T0",0.200675,0,0,0,0,0.154897,0.0638385,1.99875,0.048354,0,0,0,0.0844943,0,0,0.511213,0.22813,0,0,0.143767,0,0,0,0.113532,0,0,0.50238,0,0,0,0.127728,0.130607,0,0,0.131781,0,0.142556,0,0.443445,0,0,0.0716309,0.0427843,0,0.0622854,0,0.896275,0,0,0,3.70376,0.0730501,0.0523199,0,0.471406,0.197159,0,0,0.451934,0,0,0.065016,0,0.125051,0.25805,0,0,0.237409,0,0.0810851,0.31866,0,0.133992,0,0.31866
"MGG_02463T0",75.566,177.829,94.3484,46.5325,28.5572,86.1547,199.105,61.3114,86.985,95.9925,177.449,95.593,79.6447,81.4234,190.492,57.9303,44.642,72.1198,153.41,78.5606,69.1357,102.336,258.226,74.0777,46.0345,81.7605,171.591,5.53121,47.7627,83.0503,190.889,81.3017,42.9287,87.4403,189.241,58.1864,76.1573,157.561,70.9517,83.2304,104.343,190.905,85.9144,66.7372,78.8891,184.578,78.3695,58.3534,90.7837,213.421,40.7629,51.4679,84.0056,156.893,58.9045,47.4859,90.6174,164.715,53.5718,94.0443,108.255,152.985,80.8315,89.2033,112.207,163.346,80.8315,43.8204,145.565,157.82,76.9542,39.2717,121.385,156.586,76.9542
"MGG_00675T0",0.556398,0.533332,0.577743,0.862628,0.451355,1.07808,0.545322,0.211532,1.55396,0.905922,0.370783,1.33335,1.64007,1.28989,0.607592,0.474803,1.00833,0.27228,0.0939716,0.742083,0.668637,0.700525,0.633416,0.114831,0.893493,0.747991,0.487333,0,1.55127,1.23699,0.509829,1.47557,1.11115,0.951326,0.757203,0.79359,0.396322,0.195108,0.379949,0.781991,0.825901,0.800993,1.35409,2.23552,1.41994,0.780108,0.897107,1.62874,1.13044,0.604994,0.432521,1.31487,1.51311,0.681951,1.86445,0.362601,0.201803,0.190554,0.253775,7.38341,4.59692,5.75683,4.64917,6.50647,4.79478,5.56562,4.64917,0.249842,0,0.4317,0.18544,0.138352,0.196806,0.254877,0.18544
"MGG_15190T0",0.75578,0.355591,0,0.273753,0,0.432068,0.411088,0,0,0.62794,0.215503,0.692842,0.461503,0.133938,0,0.592006,0,0,0.910082,1.13023,0.879372,0,0.12775,1.08322,0.111651,0,1.06259,0,0,0.274516,0.550553,0.845976,0,0,0.846626,0,0.309932,0.159266,1.32633,0,0.117239,0.447044,1.16871,0,0.265395,0.428435,0.706195,0.319447,0.123546,0,0,0.078459,0,0.318468,0.731544,0,0.127877,0.118024,0.524637,1.19006,0.362467,0.427132,0,0.932843,0.193126,0.541594,0,0,0,0.302129,0.605881,0,0.503395,0.180745,0.605881
"MGG_02777T0",5.00255,1.70261,1.24424,0.821216,0.333456,1.55193,1.09961,3.78237,1.71053,1.44411,0.570567,7.78808,1.46673,1.16512,0.929384,6.48261,1.44566,0.741836,0.661862,17.8866,0.880905,1.4313,1.85893,3.75291,0.409171,0.764634,1.05531,1.60647,0.529126,0.995115,0.997979,13.9382,0.535876,2.38664,0.826038,1.47519,1.29523,0.955748,16.0256,3.59536,1.0776,1.81808,9.79847,1.11647,1.53262,0.510149,9.70016,1.08188,0.709174,0.413658,4.70479,0.533443,1.30985,0.891483,12.5132,1.1203,1.33547,1.35125,20.3179,5.1891,1.36327,2.58107,0,6.27035,1.98061,2.47879,0,0.995427,3.59051,1.85307,9.78588,0.787729,0.818018,2.1127,9.78588
"MGG_05980T0",1089.66,426.808,1842,259.758,129.332,1251.51,173.654,1600.46,336.732,450.788,64.5913,421.875,369.966,774.09,295.009,1681.4,504.718,354.459,56.8694,442.39,334.899,892.057,234.685,463.311,160.43,669.155,116.829,50.4276,120.658,987.161,120.705,346.07,100.838,813.847,124.277,515.919,446.637,96.2354,418.915,213.103,102.207,153.708,663.468,365.755,980.343,155.863,930.427,224.454,478.731,125.049,1473.42,315.139,945.115,166.284,784.469,331.095,1741.22,98.458,561.077,2751.94,6323.62,2090.68,346.616,2612.11,6407.11,2142.73,346.616,536.498,781.37,1967.1,1825.16,515.984,772.456,2001.59,1825.16
"MGG_00454T0",27.8266,34.7615,30.1316,23.3987,10.6108,33.6125,32.9027,8.70535,34.0492,33.8957,32.7297,21.6346,26.7393,36.1746,34.4522,17.2561,46.5767,47.8447,37.1942,14.4876,38.9482,36.4149,34.5708,17.4601,25.8103,41.8789,36.2687,1.02588,23.0622,39.3162,40.6976,20.1505,24.7274,41.9021,40.1682,35.908,46.7174,38.9327,15.0927,25.5628,40.9328,40.4639,32.6631,33.3181,47.0408,36.6189,14.3452,29.9177,40.0608,34.4883,9.75335,22.1872,45.9544,46.3766,11.627,20.6889,33.7134,39.7272,14.5252,25.9812,43.8655,52.0234,29.7738,27.251,45.2068,54.1008,29.7738,38.8742,35.2239,41.3594,13.1251,41.1679,38.7382,40.6422,13.1251
"MGG_05454T0",216.073,398.746,249.422,281.115,149.626,386.549,311.334,182.25,425.73,398.068,378.127,166.869,336.004,469.019,453.072,168.532,395.453,431.452,293.279,145.365,337.862,321.957,422.11,201.451,299.473,421.722,291.898,21.6763,301.542,445.84,324.74,166.062,400.197,385.389,320.311,387.011,443.694,283.71,143.706,152.259,364.842,404.217,230.596,303.546,400.156,279.979,150.967,300.972,502.055,344.833,132.736,286.758,464.014,266.98,132.159,171.056,310.303,214.48,131.752,156.287,132.772,169.472,621.729,146.38,133.982,173.488,621.729,559.411,239.914,187.81,269.019,568.328,245.015,180.262,269.019
"MGG_16029T0",131.837,47.3904,59.3942,11.6938,2.89862,45.8272,43.3845,21.8439,38.149,69.1505,20.9979,44.3483,31.6285,39.6704,36.8595,38.2692,11.3717,20.3794,5.22848,21.507,46.6137,37.3908,43.3556,54.485,15.8762,19.3794,10.7513,0,12.2031,62.9772,14.4342,63.803,14.7044,114.74,20.5951,24.2906,47.3313,20.3423,21.9161,34.983,72.3882,55.1656,132.177,17.3111,80.7964,21.122,46.2614,10.0657,41.6467,19.6768,15.5152,8.90992,40.4427,21.894,23.9652,22.0669,80.9008,17.6077,26.0247,78.4337,102.261,161.551,0,89.3771,88.2794,191.872,0,54.9232,0,61.1096,35.1155,58.0773,66.3436,61.5395,35.1155
"MGG_07528T0",15.0586,9.54981,13.3561,9.27461,4.63804,8.75855,5.5056,26.9489,10.943,9.49606,6.13878,35.6164,10.2032,8.06409,6.06887,32.4885,13.4728,5.87109,4.70392,46.9066,14.3994,11.1026,9.21512,37.9249,6.5419,8.63027,5.79093,1.40911,5.28469,8.3814,5.39086,42.7341,4.57111,13.5101,4.40247,11.1332,8.28733,5.05473,38.4622,18.398,11.428,9.47943,32.9952,12.2834,8.47975,4.86022,38.4144,8.27986,8.3816,5.08731,19.2907,8.75345,9.75951,5.50907,39.34,10.43,15.0891,3.72646,29.9332,52.4447,32.1673,26.7368,31.1342,55.8012,31.612,26.0466,31.1342,3.03448,11.4203,11.9382,58.1037,3.20671,7.49667,11.2089,58.1037
"MGG_15909T0",0,0,0,0,0,0,0,3.72603,0,0,0,0.91228,0,0,0,5.70947,0,0,0,7.48292,0,0,0,0,0,0,0,0,0,0,0,4.62179,0,0,0,0,0,0,7.76562,0,0,0,0,0,0,0,10.181,0,0,0,4.02614,0,0,0,4.14332,0,0,0,4.65319,0,0,0,0,0,0,0,0,0,0,0,9.91077,0,0,0,9.91077
"MGG_16156T0",4.87641,1.1679,2.55548,1.1922,1.49497,2.76391,2.98423,0.259262,4.42205,3.4913,3.4631,5.11513,4.08154,2.45618,1.01583,1.27749,0.506456,1.01101,1.76129,1.78629,2.71022,1.35689,2.04127,2.05162,1.93582,2.23415,2.12905,0,0.835252,1.59907,1.00191,6.99038,1.42495,3.41565,2.44774,0.699544,1.36318,1.16249,1.50524,0.722224,1.87231,2.95408,7.44464,3.7863,2.67754,0.209377,4.77262,1.27623,1.80861,1.51275,1.48049,1.36784,2.39371,1.48126,2.24301,2.88826,3.97994,0.660261,2.26849,2.58769,5.12193,9.53296,0,3.66247,5.81981,7.1765,0,1.21932,0,3.95102,2.67544,0.907403,5.28601,3.79864,2.67544
"MGG_05339T0",26.16,23.5149,22.6869,9.95536,4.84901,14.1955,26.1517,9.18394,17.1569,17.0265,33.0067,26.1627,10.0515,14.7149,20.5946,22.1494,9.34171,15.3843,38.9005,30.1477,20.3972,17.4181,26.8926,17.7053,4.34483,15.6659,35.3369,2.54154,2.94713,12.2627,24.2347,29.3424,4.42591,17.6438,22.0171,6.45837,20.0023,32.4729,29.4793,22.2184,19.4249,24.8261,43.286,5.7431,18.2109,21.4346,30.699,3.42251,14.1039,18.2376,9.32357,2.71349,15.5219,28.5014,30.6542,7.45365,18.7765,25.8182,25.681,27.7767,32.7363,36.5953,17.639,27.273,32.7528,34.0713,17.639,2.90429,49.4902,21.2726,26.4044,3.31765,40.2376,19.2615,26.4044
"MGG_18122T0",0,0,0,0,0,0,0,0,0,0,0,10.6648,0,0,0,1.38941,0,0,0,37.4371,0,0,0,0,0,0,0,10.211,0,0,0,18.5059,0,0,0,0,0,0,38.1804,0,0,0,0,0,0,0,11.8605,0,0,0,12.1996,0,0,0,12.6547,0,0,0,10.7342,0,0,0,0,0,0,0,0,0,0,0,60.3046,0,0,0,60.3046
