gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
4557,3.873,1.764e-10,0.003616,2.717e-7
13146,5.196,1.113e-10,0.003839,5.769e-7
13106,6.633,2.672e-10,0.004704,1.06e-6
13234,7.483,1.113e-10,0.004742,1.426e-6
7108,11.4,3.768e-10,0.01045,3.927e-6
12825,13.42,3.606e-10,0.01279,5.768e-6
5386,21.45,0.0225,0.03266,1.718e-5
821,23.04,6.372e-10,0.03371,2.026e-5
9899,26.12,6.808e-10,0.03991,2.699e-5
15,26.36,0.06493,0.0367,2.758e-5
11170,27.5,0.09187,0.03673,3.036e-5
11956,30.03,7.123e-10,0.04117,3.712e-5
7364,31.75,1.076e-9,0.04312,4.212e-5
6646,34.19,0.01383,0.04736,4.983e-5
4312,35.5,9.924e-10,0.04812,5.424e-5
6802,37.09,1.489e-9,0.04984,5.992e-5
5975,37.15,1.438e-9,0.04706,6.012e-5
8282,40.4,1.156e-9,0.0537,7.264e-5
4759,45.69,0.1119,0.06713,9.585e-5
3593,48.17,0.07659,0.07178,1.079e-4
10827,56.03,1.889e-9,0.0959,1.513e-4
7578,61.34,1.892e-9,0.112,1.852e-4
1806,67.26,0.04865,0.1316,2.275e-4
12380,72.06,0.09721,0.147,2.651e-4
12120,73.14,3.103e-9,0.1459,2.741e-4
4952,79.97,0.04085,0.171,3.341e-4
1399,89.11,0.07935,0.2092,4.245e-4
7604,90.66,0.04481,0.2096,4.411e-4
5952,91.33,0.08986,0.2057,4.482e-4
8725,92.23,0.09338,0.2032,4.581e-4
9850,98.68,0.16,0.2283,5.318e-4
1825,100.7,0.122,0.2314,5.565e-4
5928,104.7,0.08063,0.2444,6.06e-4
2111,111.9,0.07208,0.2747,7.018e-4
3283,112.3,0.2316,0.2688,7.071e-4
11958,116.6,1.802e-7,0.2831,7.66e-4
13149,117.2,1.738e-8,0.2779,7.728e-4
2545,133.1,0.08295,0.3442,9.829e-4
2483,139.3,2.639e-8,0.3653,0.001071
8417,150,0.04333,0.4089,0.001229
12007,150.3,0.2903,0.4004,0.001234
9746,152.5,0.05537,0.4013,0.001267
12908,153.3,6.559e-10,0.3957,0.001279
5259,153.6,0.04497,0.3884,0.001284
7257,155.4,0.001073,0.3878,0.001311
6884,156.9,0.009971,0.3863,0.001335
1037,157.2,0.005503,0.3795,0.001341
13300,158.4,0.01665,0.3767,0.001359
551,159.8,0.01086,0.3752,0.001382
11136,160.8,0.02383,0.3722,0.001398
1291,162.3,0.02647,0.3709,0.001421
2708,166.8,0.3168,0.3827,0.001495
2666,173.6,0.05041,0.4041,0.001609
6320,178.1,7.249e-10,0.4154,0.001686
5036,184.5,0.07075,0.4353,0.001799
4748,184.8,0.07463,0.429,0.001805
9528,185.3,0.07222,0.4235,0.001814
9195,185.9,0.08757,0.4185,0.001824
8737,186.2,0.08466,0.4127,0.00183
6711,189.6,0.09931,0.4194,0.001891
8720,192.5,0.3799,0.424,0.001944
1513,196.3,0.09495,0.4323,0.002014
10217,197,0.09682,0.4283,0.002028
8827,199.4,0.5792,0.431,0.002073
12875,199.6,1.641,0.4252,0.002077
10323,200,0.1012,0.4203,0.002084
9825,213.9,0.1311,0.4676,0.002354
511,216.2,0.05968,0.4699,0.002401
2332,220.5,0.1371,0.48,0.002489
10951,220.8,0.09323,0.4743,0.002495
4137,223,0.1404,0.476,0.00254
42,227.9,0.08155,0.488,0.002641
4444,235,0.1374,0.5088,0.002791
7308,236.4,0.0744,0.5074,0.002821
5834,237,0.1459,0.5029,0.002835
11769,239.6,0.1439,0.5063,0.002892
5722,239.8,0.1481,0.5005,0.002896
7980,245.5,0.1631,0.5153,0.00302
1303,246.4,0.2862,0.512,0.003039
8052,247.1,0.07674,0.5084,0.003057
5083,251,0.1515,0.5163,0.003143
3290,253.5,0.09314,0.5193,0.0032
5151,256,0.06167,0.5221,0.003256
8031,256,0.1062,0.5159,0.003257
6276,256.1,0.171,0.5103,0.00326
13160,256.6,0.04214,0.5061,0.003271
13169,256.8,0.04214,0.5009,0.003275
7207,257.6,0.14,0.4979,0.003293
13185,258.8,0.04214,0.4966,0.003322
4201,260.9,0.1483,0.4984,0.003371
4230,261.8,0.1594,0.4958,0.003391
8478,262.7,0.1519,0.4933,0.003411
3621,263.3,0.1368,0.4902,0.003426
5450,264,0.1845,0.4871,0.003441
3897,267.4,0.168,0.4933,0.003522
6273,268.6,0.1542,0.4922,0.003551
13235,269.7,0.1511,0.4907,0.003577
5314,272.5,0.1835,0.4945,0.003642
1870,275.7,0.1534,0.5,0.0037200000000000002
13064,279.3,9.914e-10,0.5067,0.003808
2499,279.5,0.1744,0.5023,0.003812
7875,279.5,0.2236,0.4975,0.003813
9630,285.9,0.1362,0.5129,0.00397
7565,289.7,0.1899,0.5199,0.004064
2013,289.7,0.1628,0.5152,0.004065
7479,292.5,1.356e-9,0.519,0.004134
10227,294.4,0.2011,0.5201,0.004182
8868,296.8,0.2081,0.5227,0.004242
5078,297.8,0.1356,0.5212,0.004269
12891,297.9,1.025e-9,0.5166,0.004271
11226,301.3,1.188e-9,0.5224,0.004358
3788,302.5,0.1803,0.5215,0.004389
3720,302.5,0.1448,0.5171,0.004391
1405,303.8,0.1671,0.5162,0.004423
5061,304.3,0.1509,0.5134,0.004436
11403,304.5,0.1139,0.5097,0.004443
9409,305.6,1.356e-9,0.5085,0.004471
3203,306.1,0.1928,0.5055,0.004482
9926,306.7,0.09297,0.5032,0.0045
4143,309.7,0.1595,0.5077,0.004578
5449,310.5,0.2103,0.5057,0.004598
2798,310.7,0.2314,0.5022,0.004604
4661,312.3,0.1823,0.5028,0.004647
10359,312.4,0.2233,0.499,0.00465
2742,314.8,1.18e-9,0.5016,0.004712
7697,315,0.1888,0.4983,0.004718
10191,316.5,0.07609,0.4985,0.004757
4848,318,0.08101,0.4988,0.004798
10202,320.3,0.2619,0.5013,0.00486
4258,321.7,0.1857,0.5014,0.004899
7197,322.8,0.1963,0.5007,0.004929
6818,323.3,0.1979,0.4982,0.004942
697,324.6,0.2861,0.498,0.004977
7948,327.1,0.1634,0.5011,0.005046
