gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
8371,1,932200000000,7.515e-5,5.647e-9
12781,2.449,125700000000,5.271e-4,7.923e-8
12875,7.483,38910000000,0.006323,1.426e-6
12887,12.49,15.22,0.01621,4.872e-6
13038,13.67,26650000000,0.01605,6.032e-6
12975,14.7,26140000000,0.01584,7.144e-6
12844,15.72,21660000000,0.01589,8.356e-6
12981,17.75,16910000000,0.01845,1.109e-5
13037,20.45,11.44,0.02275,1.539e-5
12759,21.21,15970000000,0.02229,1.675e-5
9137,22.14,203,0.02235,1.848e-5
13070,26.83,9789000000,0.03184,2.872e-5
13065,27.84,9447000000,0.03197,3.123e-5
12773,28.84,8.705,0.03219,3.386e-5
12921,30.4,8981000000,0.03385,3.816e-5
12778,31.81,124.3,0.03519,4.231e-5
12812,32.94,8384000000,0.03584,4.579e-5
12891,33.94,8384000000,0.03623,4.901e-5
13029,36.41,7836000000,0.04025,5.747e-5
12760,37.42,7781000000,0.04065,6.11e-5
13048,38.42,7754000000,0.0411,6.486e-5
12843,39.42,7288000000,0.04158,6.874e-5
12913,40.74,33.65,0.04284,7.405e-5
12896,41,7019000000,0.04164,7.511e-5
12893,42,6934000000,0.04221,7.93e-5
12980,43,6934000000,0.04279,8.361e-5
13001,44.59,69.51,0.04471,9.071e-5
1597,45.5,6257000000,0.04511,9.492e-5
12983,45.56,72.88,0.0437,9.523e-5
2767,51.44,4905000000,0.05545,1.25e-4
10290,51.44,12.78,0.05366,1.25e-4
13000,53.85,3807000000,0.0576,1.385e-4
11280,56.32,3682000000,0.06174,1.531e-4
12849,59.67,55.16,0.06817,1.742e-4
12873,60.23,8.988,0.06763,1.779e-4
12897,62.05,16.44,0.07025,1.901e-4
12933,62.29,10.64,0.06895,1.917e-4
4474,63.97,11.92,0.07123,2.034e-4
2791,64.42,27.7,0.0705,2.066e-4
12946,65.04,8.924,0.07022,2.111e-4
5433,65.93,2859000000,0.07062,2.176e-4
8987,68.97,2728000000,0.07621,2.405e-4
12884,70.14,27.16,0.07728,2.497e-4
7544,72.99,7.246,0.08251,2.728e-4
10047,74.97,2536000000,0.08561,2.895e-4
1014,76.99,2471000000,0.08884,3.071e-4
51,82.95,5.645,0.1026,3.622e-4
13036,86.29,23.35,0.1096,3.954e-4
4702,87.95,1898000000,0.112,4.124e-4
11990,89.47,1838000000,0.114,4.283e-4
4312,90.95,1780000000,0.1159,4.441e-4
13009,91.85,11.68,0.1162,4.539e-4
1430,92.43,1719000000,0.1156,4.603e-4
12866,93.34,19.79,0.1159,4.703e-4
12007,93.43,1719000000,0.1141,4.714e-4
12763,93.69,25.63,0.1127,4.743e-4
12824,93.98,13.74,0.1115,4.775e-4
13198,94.44,1719000000,0.1107,4.826e-4
3867,95.95,1.507,0.1128,4.999e-4
1806,96.95,1681000000,0.1134,5.115e-4
13021,97.57,658493,0.1132,5.187e-4
12837,97.83,6.822,0.112,5.217e-4
6320,98.47,1619000000,0.1118,5.293e-4
8423,100.5,4.521,0.1151,5.537e-4
1216,100.7,62.07,0.1137,5.556e-4
12997,102.5,24.21,0.1167,5.789e-4
13089,107,1286000000,0.1263,6.358e-4
739,108,1285000000,0.127,6.489e-4
10092,109,1265000000,0.1277,6.622e-4
10005,110.9,18.17,0.1307,6.878e-4
12238,116,1133000000,0.1421,7.58e-4
7365,119,1046000000,0.1471,7.957e-4
716,120,1030000000,0.1474,8.085e-4
253,122.4,28.16,0.1509,8.393e-4
10555,125.7,5.548,0.1566,8.826e-4
12915,127.4,6.127,0.1586,9.056e-4
3236,131.2,81.61,0.1653,9.564e-4
12770,132.2,7.793,0.1657,9.713e-4
13146,135.5,754696033,0.1712,0.001017
13234,136.5,754696033,0.1714,0.001031
9536,137.6,2.558,0.172,0.001047
154,141.5,2.526,0.1788,0.001102
10775,143,636097934,0.1802,0.001124
13014,143.2,13.6,0.1787,0.001128
1506,145,622000000,0.1806,0.001153
11137,146,3.222,0.1807,0.001168
13112,147,4.554,0.181,0.001183
3408,147.7,2.529,0.1805,0.001193
11667,149,601719177,0.1814,0.001213
10006,150.5,592000000,0.1828,0.001236
9953,153,24.51,0.1865,0.001276
335,154.4,24.32,0.1876,0.001297
11047,154.4,542777841,0.1856,0.001297
13008,156.5,4.368,0.1881,0.001329
267,157.7,13.09,0.1888,0.001348
8769,158,522359472,0.1875,0.001353
496,163.9,500000000,0.1987,0.001448
6137,165.4,9.238,0.1998,0.001472
4222,166.4,486000000,0.2001,0.001489
8789,167.6,2.41,0.2008,0.001509
10981,169.4,454000000,0.2028,0.001539
12003,171.4,431432109,0.2052,0.001573
11775,171.9,25.4,0.2042,0.00158
13100,173,425800817,0.2045,0.001598
12582,175.4,418706370,0.2079,0.001641
12806,175.7,3.387,0.2064,0.001644
2799,176.4,415757329,0.2062,0.001658
9253,177.4,410683543,0.2064,0.001675
2429,179.5,396430046,0.2088,0.00171
10284,182.5,366413237,0.2133,0.001763
12909,183.9,3.537,0.2143,0.001788
12838,184.2,4.229,0.213,0.001793
456,185.5,347597997,0.2139,0.001816
6481,191.5,2.805,0.2248,0.001926
2806,192,6.383,0.2239,0.001935
12934,192.5,6.556,0.2231,0.001944
4466,193,312137726,0.2222,0.001953
5495,194,309479402,0.2224,0.001972
6029,194.8,1.813,0.2221,0.001986
1475,195,309279609,0.2207,0.00199
7976,195.5,9.681,0.2199,0.002
9810,198,302000000,0.2232,0.002047
3510,199.5,298264672,0.2245,0.002075
13296,200.5,9.51,0.2246,0.002093
4472,200.5,298264672,0.2229,0.002094
6774,202,288066853,0.2242,0.002122
7991,204.5,273923421,0.2274,0.00217
504,208.2,1.577,0.2332,0.002243
4316,208.5,257113290,0.2319,0.002248
12287,208.5,7.332,0.2301,0.002248
6730,211,6.887,0.2333,0.002297
1454,211.2,26.86,0.232,0.002301
2163,212.2,13.36,0.2321,0.00232
5037,213,239816238,0.232,0.002337
2473,218,214265462,0.2402,0.002437
7799,219,210870176,0.2404,0.002457
3443,221,196632231,0.2426,0.002498
1376,223.9,188851070,0.2468,0.002559
3075,225,6.266,0.2472,0.002582
6169,225.5,185702237,0.2462,0.00259
11014,226.5,185702237,0.2464,0.002611
5821,227.5,184000000,0.2467,0.002632
3340,228.7,18.07,0.2474,0.002659
7189,230.8,14.92,0.2497,0.002702
4909,232,148108845,0.2503,0.002727
7686,233,146000000,0.2505,0.002748
4632,234.2,12.06,0.2512,0.002775
1293,235,27.15,0.2511,0.002793
6892,236,141296741,0.2512,0.002813
12938,237.2,4.795,0.2518,0.002839
12073,238,139260527,0.2517,0.002856
4164,239.2,13.22,0.2524,0.002883
7267,239.5,138657558,0.2512,0.002889
5054,240.5,136416766,0.2515,0.00291
8824,242,127562465,0.2527,0.002943
6356,244.5,116000000,0.2557,0.002998
9926,245.8,10.79,0.2566,0.003027
5067,249,95210112,0.2609,0.003098
7796,250,112.8,0.2612,0.003121
10447,251.8,88407817,0.2629,0.003161
8306,252.5,2.393,0.2626,0.003177
13096,252.6,10.53,0.2612,0.00318
1882,252.8,84388388,0.2599,0.003184
