gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
807,23.07,1.145e-11,0.2702,2.031e-5
2120,39.33,0.0943,0.455,6.839e-5
1270,53.24,0.0597,0.5988,1.35e-4
3049,53.27,0.06827,0.4498,1.352e-4
4258,54.97,0.07239,0.386,1.45e-4
7240,60.66,2.838e-11,0.4008,1.807e-4
2666,63.52,0.02488,0.3807,2.003e-4
2543,86.14,0.1332,0.6551,3.938e-4
13264,90.36,0.1406,0.6473,4.378e-4
1745,93.18,0.07027,0.6235,4.685e-4
11404,93.51,0.1202,0.5713,4.722e-4
184,103,2.996e-11,0.6481,5.845e-4
2013,103,0.0319,0.5988,5.85e-4
9117,105.4,0.317,0.584,6.144e-4
9462,112.1,3.887e-11,0.6244,7.038e-4
7482,116.6,0.07259,0.6366,7.654e-4
3178,119.3,0.05879,0.6263,8.002e-4
6354,122.5,0.2324,0.6219,8.412e-4
2427,128.9,5.697e-11,0.6482,9.255e-4
4960,129.5,0.1793,0.621,9.333e-4
2994,130.2,4.335e-11,0.5974,9.427e-4
11170,137.1,0.05438,0.6282,0.001039
10551,138.1,5.032e-11,0.6094,0.001053
5666,145.6,0.07355,0.6443,0.001162
11264,146.6,0.1883,0.6268,0.001178
5429,150.7,0.3812,0.6346,0.00124
7941,153.2,0.09154,0.6301,0.001278
6125,163,5.615e-11,0.681,0.001433
5156,167.7,0.1062,0.6928,0.00151
708,168,0.2075,0.6718,0.001515
10810,168.5,0.213,0.6539,0.001523
10357,173.3,0.1504,0.6671,0.001604
7696,174.1,0.1445,0.652,0.001617
8378,177.8,0.0114,0.6578,0.001681
7406,178.9,0.176,0.6466,0.001701
4749,179.6,0.1297,0.6331,0.001713
5167,179.8,0.116,0.617,0.001716
15,188.5,6.363e-11,0.6551,0.001871
6107,189.8,8.023e-11,0.6465,0.001895
1079,194.2,0.1193,0.657,0.001975
6126,195.3,0.1259,0.6476,0.001995
12971,196.3,8.552e-11,0.6382,0.002014
2284,196.3,0.04777,0.6235,0.002015
7911,199.8,0.1628,0.6294,0.002081
13023,200.8,9.851e-11,0.621,0.0021
5582,201.4,0.0888,0.6106,0.002111
13028,203.2,4.009e-11,0.6073,0.002145
5762,203.9,7.42e-11,0.5986,0.002159
5449,204.3,0.1857,0.5883,0.002166
8478,204.4,7.168e-11,0.5774,0.002169
952,209.4,0.1691,0.591,0.002265
2157,215.5,7.7e-11,0.6111,0.002388
5544,216,0.3013,0.602,0.002398
4828,217.9,0.06037,0.6002,0.002436
5442,218.3,0.05672,0.591,0.002443
9638,219.4,9.915e-11,0.5859,0.002465
9177,220.7,0.09794,0.5819,0.002492
5138,223.8,0.105,0.5864,0.002556
2378,226.9,0.1843,0.5909,0.00262
7202,229.9,0.2307,0.5952,0.002684
260,233.2,9.056e-11,0.6008,0.002754
10518,233.9,0.1233,0.5939,0.002767
2481,234.8,9.428e-11,0.5887,0.002787
9594,235.2,0.1494,0.5816,0.002797
9220,236.2,0.2847,0.5767,0.002817
3671,236.5,0.06977,0.5695,0.002825
11516,243.2,8.018e-11,0.5899,0.00297
3269,243.8,0.1441,0.5837,0.002983
11073,245,0.2602,0.5803,0.003009
6710,245.8,0.01615,0.5754,0.003027
10663,246.9,0.2303,0.5721,0.003053
3235,247.5,0.05847,0.5663,0.003064
6673,255.1,8.488e-11,0.5901,0.003237
11505,256.6,9.119e-11,0.588,0.00327
13061,258.1,0.2867,0.5864,0.003305
3953,258.2,0.03426,0.5791,0.003307
9240,262.2,0.1701,0.5877,0.003401
5287,267.3,1.24e-10,0.6004,0.003519
4137,269.4,5.8200000000000003e-11,0.601,0.003568
13245,273.2,0.05057,0.6087,0.003659
7092,274.8,1.097e-10,0.6075,0.003698
12207,275.1,0.1218,0.6014,0.003706
11612,276.1,9.859e-11,0.598,0.00373
611,276.8,0.06781,0.5934,0.003746
911,279.7,0.1271,0.5975,0.003817
5263,281.9,0.1542,0.5987,0.003869
2873,283.5,0.0707,0.5979,0.003909
3720,287.5,1.499e-10,0.6062,0.004009
5409,290,1.112e-10,0.6089,0.004072
4382,291.8,0.05344,0.6088,0.004117
9528,292.7,0.1398,0.6052,0.004139
13107,295.4,0.106,0.6086,0.004207
10116,295.7,0.2481,0.6032,0.004216
3938,296.9,0.07071,0.6012,0.004247
4848,300,0.21560000000000001,0.606,0.004326
7510,301.4,0.1114,0.6045,0.004361
3849,304.4,0.1093,0.6091,0.00444
9798,304.6,0.03758,0.6036,0.004445
4361,309.4,1.314e-10,0.6144,0.004571
7869,311,0.2314,0.6136,0.004611
11836,311.3,0.06179,0.6086,0.00462
2152,312.2,0.2667,0.6058,0.004643
4729,313.2,0.0408,0.6035,0.004671
12441,314.3,0.5777,0.6014,0.0047
