gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
13146,1.414,2.47e-12,2.136e-4,1.605e-8
13273,2,2.51e-12,2.97e-4,4.464e-8
8877,5,8.377e-12,0.002322,5.235e-7
12915,15.43,1.873e-11,0.02662,8.002e-6
3283,17.49,2.774e-11,0.02854,1.072e-5
6428,18.17,2.089e-11,0.02596,1.171e-5
9899,20,3.128e-11,0.0278,1.462e-5
5440,25.79,4.276e-11,0.04362,2.622e-5
9816,27.42,2.791e-11,0.04462,3.018e-5
3626,28.57,2.801e-11,0.04408,3.312e-5
10476,33.05,1.88e-11,0.0558,4.613e-5
10343,35.57,3.018e-11,0.06042,5.448e-5
1636,39.5,3.253e-11,0.07067,6.904e-5
10042,42.9,0.01724,0.07903,8.315e-5
13239,45.5,0.01325,0.08421,9.492e-5
1859,46.95,0.1244,0.08471,1.019e-4
11170,47.07,0.1113,0.08021,1.025e-4
15,47.81,0.07725,0.07845,1.061e-4
3887,48,3.531e-11,0.07497,1.071e-4
4759,51.96,5.769e-11,0.08508,1.279e-4
6093,65.29,7.16e-11,0.1349,2.129e-4
13235,70.45,0.09848,0.1525,2.521e-4
9572,71.78,9.11e-11,0.1521,2.628e-4
5354,75.84,0.1173,0.1647,2.97e-4
1918,84.99,1.076e-10,0.2035,3.823e-4
10959,86.52,9.755e-11,0.2036,3.977e-4
9474,87.91,0.03834,0.203,4.12e-4
4462,90.64,0.02776,0.2095,4.408e-4
7578,92.06,1.775e-10,0.2093,4.562e-4
2157,98.16,0.1795,0.2332,5.257e-4
9239,100.2,2.072e-10,0.2362,5.502e-4
277,101.6,2.585e-10,0.2358,5.67e-4
5722,101.6,0.0407,0.2287,5.672e-4
2114,105.3,0.02225,0.2402,6.137e-4
10965,105.7,1.208e-10,0.2353,6.188e-4
7961,109.5,0.0977,0.2471,6.686e-4
8770,114.4,3.199e-10,0.2648,7.362e-4
13234,115.6,2.47e-12,0.2638,7.534e-4
10540,122.2,0.1986,0.2857,8.374e-4
5435,125.2,2.849e-10,0.2916,8.765e-4
8128,125.9,3.388e-10,0.2874,8.855e-4
9847,134,5.214e-10,0.3155,9.957e-4
5386,135.2,0.1326,0.3133,0.001012
11011,136,0.08338,0.3097,0.001024
5438,136.3,4.398e-10,0.3042,0.001029
5453,143.5,8.235e-10,0.3274,0.001132
3342,147,0.00229,0.3352,0.001184
10462,150.2,0.2421,0.3417,0.001233
5723,155.1,7.042e-10,0.3552,0.001308
2009,156.5,9.858e-10,0.3537,0.001329
2406,157.4,1.128e-9,0.3504,0.001343
11040,159,2.954e-10,0.3502,0.001368
3929,159,1.148e-9,0.3439,0.00137
10248,161.8,7.696e-10,0.3486,0.001414
4980,162.5,0.1102,0.3447,0.001425
8417,164.2,0.0535,0.3452,0.001453
7304,168.5,8.837e-10,0.3557,0.001524
8739,169.8,0.2389,0.3546,0.001545
13106,171,0.1553,0.3529,0.001565
10087,171,1.717e-9,0.3471,0.001565
10217,173.9,0.1146,0.352,0.001614
12034,176,1.261e-9,0.354,0.001649
11075,176,0.08853,0.3486,0.00165
5277,178.2,0.06683,0.3512,0.001689
473,179.1,1.479e-9,0.349,0.001705
9147,183.5,2.516e-9,0.359,0.001781
3221,188.5,2.326e-9,0.3716,0.001871
4402,202.5,3.312e-6,0.4172,0.002132
495,202.5,8.252e-7,0.4112,0.002132
551,205,6.139e-4,0.4144,0.00218
7257,205.5,6.044e-4,0.4104,0.00219
6603,209.3,0.1681,0.4183,0.002263
6884,213.3,0.01278,0.4271,0.002343
9926,215,0.01342,0.4274,0.002377
10302,215.7,0.1007,0.4241,0.00239
5843,215.9,0.01358,0.4195,0.002396
9195,216,0.01213,0.4141,0.002396
3250,216.2,0.01587,0.4096,0.002401
11136,217.8,0.01956,0.4099,0.002434
11316,219.2,0.1013,0.4095,0.002462
6537,219.6,0.3468,0.4059,0.00247
8502,220,0.01864,0.402,0.002477
6442,220.8,0.1148,0.3998,0.002493
7999,221.6,0.2055,0.3977,0.002511
8268,222.9,0.01545,0.3972,0.002537
821,224.4,0.1764,0.3974,0.002568
1291,225,0.02466,0.3947,0.002581
13300,225.3,0.02399,0.3912,0.002587
5379,225.4,0.101,0.3872,0.00259
3621,231.8,0.03168,0.4026,0.002723
9267,234,0.1647,0.4051,0.00277
6167,234,0.03155,0.4007,0.00277
10202,234.8,0.02819,0.3989,0.002788
1037,236,0.02313,0.3982,0.002813
511,236,0.03172,0.3941,0.002813
6801,237.5,0.03476,0.3943,0.002845
3408,239.9,0.2012,0.3976,0.002898
7496,240.9,0.03567,0.3964,0.002919
6646,242.7,2.697e-11,0.3976,0.002958
5151,243.4,0.04218,0.3959,0.002975
2537,243.9,0.0395,0.3934,0.002986
728,247.2,0.04102,0.3989,0.003058
13247,248.1,0.04288,0.3978,0.003079
10256,249.2,0.03412,0.397,0.003103
8356,249.6,0.08612,0.3944,0.003112
6543,249.9,0.125,0.3916,0.003119
7308,252.1,0.04943,0.394,0.003168
7041,252.2,0.06559,0.3906,0.00317
7980,253,0.04911,0.3892,0.003188
676,257,0.05247,0.3966,0.003279
13059,259.3,3.51e-11,0.3996,0.003333
1807,260.3,0.1845,0.3987,0.003356
12686,266.6,3.752e-11,0.4124,0.003502
5083,268.6,0.06434,0.4143,0.003549
9280,269.4,0.06342,0.4129,0.003568
7941,272,0.0419,0.4165,0.003631
954,273.4,0.06804,0.4167,0.003664
7036,274.4,0.06721,0.4159,0.003688
4848,275.9,0.05201,0.4164,0.003724
8170,276.6,0.06731,0.4149,0.003741
6711,279.1,0.04907,0.4181,0.003802
8585,279.4,0.1655,0.4156,0.00381
11095,279.6,0.03894,0.4126,0.003814
11413,280.5,0.05477,0.4117,0.003836
6403,280.9,0.06602,0.4093,0.003845
5135,283.2,0.0689,0.4121,0.003902
7608,283.3,0.02145,0.4092,0.003905
11956,284,0.03832,0.4077,0.003922
4661,284,0.07708,0.4047,0.003923
541,285.6,0.0751,0.4056,0.003962
5036,287.8,0.06881,0.408,0.004016
6276,289.5,0.07721,0.4093,0.00406
11419,292,0.08273,0.4123,0.004121
12936,292,4.575e-11,0.4094,0.004123
1958,292.1,0.06157,0.4065,0.004124
1033,292.7,0.07358,0.405,0.004139
12590,292.8,0.07719,0.4024,0.004143
1144,294,0.05865,0.4024,0.004173
12919,295.7,0.5969,0.4035,0.004215
9190,296.5,0.0469,0.4025,0.004235
13022,301.8,0.9562,0.4126,0.004372
247,302,0.07052,0.4102,0.004378
2296,302.7,0.08769,0.409,0.004395
