gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
8371,1,1.002e-12,7.515e-5,5.647e-9
12196,2,1.188e-12,2.97e-4,4.464e-8
5492,5.916,8.024e-12,0.003542,7.986e-7
1200,9.95,1.117e-11,0.009441,2.838e-6
4145,12.96,1.49e-11,0.01415,5.318e-6
8053,18.84,1.024e-11,0.02825,1.274e-5
11839,19.34,0.001485,0.02572,1.353e-5
2198,21.49,2.268e-11,0.02872,1.727e-5
3440,22.91,0.02962,0.02957,2e-5
13001,28.37,3.27e-11,0.0434,3.261e-5
2911,30.3,0.002639,0.04582,3.787e-5
823,35.5,4.151e-11,0.06015,5.424e-5
11850,35.94,0.05365,0.05712,5.58e-5
12974,43.08,4.741e-11,0.07981,8.396e-5
12101,45.3,5.595e-11,0.08339,9.4e-5
9137,45.4,0.002679,0.07856,9.446e-5
12844,46.32,5.545e-11,0.07737,9.885e-5
11578,46.5,0.173,0.07369,9.967e-5
12913,47.17,4.994e-11,0.0721,1.029e-4
13087,54.95,0.009017,0.09644,1.449e-4
12812,64.31,0.08738,0.1304,2.059e-4
4041,65.82,8.718e-11,0.1311,2.167e-4
13024,69.3,9.032e-11,0.1406,2.431e-4
5120,73.51,0.04736,0.1537,2.771e-4
12915,82.4,1.101e-10,0.19,3.569e-4
12856,85.44,0.03632,0.198,3.868e-4
1105,85.52,0.02962,0.191,3.876e-4
10111,87.27,0.02055,0.1926,4.054e-4
3790,87.29,7.685e-4,0.1861,4.056e-4
634,88.99,0.0293,0.1878,4.233e-4
12885,90.1,1.18e-10,0.1867,4.35e-4
8030,92.87,1.219e-10,0.1934,4.651e-4
8877,99.95,0.5669,0.2206,5.47e-4
6258,104,1.377e-10,0.2339,5.976e-4
11605,106.1,1.454e-10,0.2374,6.244e-4
11775,106.5,0.01067,0.2325,6.291e-4
3518,108.4,1.439e-10,0.2353,6.543e-4
12869,108.8,0.01769,0.231,6.597e-4
12815,109.4,1.48e-10,0.2278,6.677e-4
2568,110.5,0.03597,0.2271,6.826e-4
698,111,1.519e-10,0.2235,6.887e-4
2090,112.1,0.01744,0.2234,7.05e-4
10706,117.5,1.646e-10,0.2404,7.767e-4
7765,117.9,1.669e-10,0.2365,7.82e-4
10372,124.1,0.0034390000000000002,0.2549,8.622e-4
13012,127.8,0.06291,0.2636,9.111e-4
11304,132.4,0.1832,0.2756,9.735e-4
1729,136,0.2467,0.2837,0.001023
4846,138.1,2.051e-10,0.286,0.001053
4642,140.2,0.03883,0.2886,0.001084
7841,142.1,2.116e-10,0.2899,0.001111
11078,143.4,0.04343,0.2892,0.00113
8806,144.4,0.113,0.2873,0.001144
8519,148.5,0.001672,0.2972,0.001206
8476,153.6,2.393e-10,0.3107,0.001284
10012,154.1,0.01443,0.307,0.001292
4288,155,2.372e-10,0.3047,0.001305
10936,157.5,2.461e-10,0.3085,0.001345
7093,158,0.1517,0.3052,0.001353
977,158.6,2.302e-10,0.3023,0.001363
13241,159.1,0.06367,0.2989,0.00137
1526,159.6,2.442e-10,0.296,0.001379
2940,164.3,0.1211,0.3072,0.001454
10981,165,2.487e-10,0.3046,0.001465
13148,165,0.2817,0.3,0.001465
12983,169.9,0.04096,0.3119,0.001547
12756,173.8,0.08251,0.3203,0.001613
13159,174,0.1874,0.3161,0.001615
11828,175.2,2.362e-10,0.3157,0.001637
5037,175.2,2.812e-10,0.3112,0.001637
13137,175.4,0.04221,0.3072,0.001639
6270,175.8,2.718e-10,0.3043,0.001647
12933,177.4,0.06354,0.3053,0.001675
8751,179.5,2.854e-10,0.3076,0.001711
12901,186.1,0.03784,0.3244,0.001828
590,188.1,2.831e-10,0.3263,0.001864
12404,188.2,0.08379,0.3224,0.001866
3981,193.4,0.05758,0.3346,0.001961
6408,195.2,9.312e-4,0.3359,0.001994
8291,198.5,0.01413,0.3419,0.002055
8195,199.4,0.1486,0.3407,0.002074
4249,202.6,0.009124,0.3462,0.002133
8794,202.9,0.4379,0.343,0.00214
12834,203.2,0.108,0.3398,0.002145
3228,204.4,0.008167,0.3394,0.002168
12520,206,3.601e-10,0.3402,0.002199
599,209.9,0.01047,0.3481,0.002276
8856,213.5,0.2502,0.355,0.002348
7139,213.5,0.0169,0.351,0.002348
145,215.3,0.04905,0.3524,0.002384
9202,216.2,3.684e-10,0.3512,0.002402
11147,219.3,0.3693,0.3564,0.002464
6407,219.7,0.01297,0.3538,0.002473
11470,225.6,0.01932,0.3672,0.002594
129,228.7,3.865e-10,0.3725,0.002659
2374,233.2,0.09037,0.3818,0.002754
5816,235.2,0.3361,0.3836,0.002796
12989,238.4,0.0675,0.3891,0.002866
12589,240.5,0.09414,0.3912,0.00291
3771,245.4,0.01682,0.4016,0.003018
11951,248.2,4.668e-10,0.4058,0.00308
202,249.3,0.02947,0.405,0.003105
8581,250.6,0.3326,0.4049,0.003134
13033,252.5,0.125,0.4065,0.003177
10393,254.2,4.92e-10,0.4075,0.003216
4946,254.7,0.07578,0.4051,0.003227
7788,256.8,4.702e-10,0.4072,0.003274
4375,259.1,0.1003,0.4101,0.003329
13006,264.3,0.1431,0.421,0.003448
11150,264.9,5.001e-10,0.4189,0.003463
7298,266.2,0.0117,0.4187,0.003492
6032,269.4,5.08e-10,0.424,0.003569
9356,270,0.3297,0.422,0.003583
7707,273.5,4.53e-10,0.428,0.003667
3304,276.6,0.03547,0.4329,0.003741
9499,276.6,0.02788,0.4293,0.003742
11110,277,4.954e-10,0.4266,0.003751
4836,285.2,0.05455,0.4455,0.003951
9592,285.4,5.64e-10,0.4424,0.003956
10765,287.7,0.02018,0.4452,0.004015
234,290.9,0.04862,0.4503,0.004094
10760,291.3,0.03927,0.4478,0.004105
12578,294.2,0.05663,0.452,0.004178
6707,294.4,6.212e-10,0.4488,0.004182
3028,295.1,5.453e-10,0.4471,0.0042
12975,296.9,0.05255,0.4483,0.004245
8622,301.5,0.5321,0.4572,0.004364
11571,303.1,0.0531,0.4579,0.004404
3862,306.6,0.01824,0.4638,0.004496
5578,309.5,6.811e-10,0.4681,0.004573
9581,311.4,6.674e-10,0.4696,0.004623
4585,311.8,0.07299,0.467,0.004632
9966,314.2,0.09368,0.4699,0.004697
13005,315,0.1426,0.4684,0.004717
10972,316.1,0.07129,0.4679,0.004747
2436,319.6,7.183e-10,0.4737,0.004841
10714,324.8,0.07173,0.4839,0.004982
690,328.6,0.05623,0.4905,0.005087
12848,330.5,0.05591,0.492,0.005139
9994,331.4,0.12,0.4907,0.005163
11718,332.7,0.01206,0.4906,0.005198
1328,334.1,0.2087,0.4908,0.005238
5256,335.8,0.02811,0.4918,0.005285
13200,346.2,7.957e-10,0.5155,0.005579
7364,346.9,0.08741,0.5137,0.005598
12979,348,0.234,0.5131,0.005629
9942,348.9,0.02775,0.5121,0.005657
2091,350.3,0.01372,0.5121,0.005696
9687,350.8,0.0277,0.51,0.00571
1355,352,0.1364,0.5096,0.005744
11590,354.8,0.02512,0.5135,0.005826
10854,355.2,0.1421,0.5111,0.005838
3801,355.8,0.007631,0.5092,0.005855
6836,357.5,0.04961,0.5102,0.005905
935,363.2,0.06258,0.5214,0.006073
8883,364.2,0.2503,0.5206,0.006103
11645,365,0.04323,0.5192,0.006126
12788,366.3,0.1393,0.5191,0.006163
8196,369.1,0.1368,0.5229,0.006248
3312,370.6,5.761e-4,0.5235,0.006294
11766,371.4,1.004e-9,0.5222,0.006318
1285,371.8,0.04387,0.5199,0.006329
6048,372,9.615e-10,0.5172,0.006336
2049,375.4,1.165,0.5222,0.006436
609,376.9,0.6944,0.5228,0.006483
7607,384,1.092e-9,0.5371,0.0067
7799,384.1,0.02605,0.5341,0.006703
12338,393.4,0.1607,0.5537,0.00699
13054,393.6,0.0675,0.5509,0.006997
6215,394.8,0.2081,0.5507,0.007035
12103,396.3,1.186e-9,0.5512,0.007083
12218,399.1,1.111e-9,0.5547,0.00717
872,403.1,0.04303,0.5613,0.007298
7027,403.5,0.1511,0.5592,0.007311
10723,407.2,0.1065,0.5648,0.007428
885,407.6,0.01512,0.5626,0.007441
9837,407.9,0.05325,0.5601,0.00745
13104,410.5,8.959e-10,0.5634,0.007536
11047,410.6,1.331e-9,0.5603,0.007537
13136,414.1,8.959e-10,0.5656,0.00765
7120,416.2,1.242e-9,0.5676,0.00772
13271,416.5,8.959e-10,0.5652,0.00773
13130,418.2,8.959e-10,0.5662,0.007786
13285,418.7,8.959e-10,0.5643,0.007803
13135,419.4,8.959e-10,0.5628,0.007824
13293,420,8.959e-10,0.5613,0.007845
11069,420.4,0.3822,0.5591,0.007857
13305,421.2,8.959e-10,0.558,0.007884
13075,421.7,8.959e-10,0.5561,0.007899
13192,421.7,8.959e-10,0.5532,0.007899
13080,422.8,8.959e-10,0.553,0.007937
13076,422.9,8.959e-10,0.5502,0.007939
3821,423.7,0.01562,0.5493,0.007967
13077,424,8.959e-10,0.5472,0.007977
13209,425.1,8.959e-10,0.5468,0.008012
13111,425.2,8.959e-10,0.5441,0.008014
13079,425.2,8.959e-10,0.5414,0.008015
13216,426.3,8.959e-10,0.541,0.00805
4133,426.8,1.417e-9,0.5395,0.008068
1597,427.2,0.1546,0.5378,0.008082
13126,427.5,8.959e-10,0.5357,0.008091
13131,427.5,8.959e-10,0.533,0.008091
2840,428.2,1.323e-9,0.532,0.008115
13259,428.5,8.959e-10,0.53,0.008126
13114,429.5,8.959e-10,0.5295,0.008157
13270,429.7,8.959e-10,0.5273,0.008164
13147,429.8,8.959e-10,0.5251,0.008168
13289,430.8,8.959e-10,0.5247,0.008202
13197,431,8.959e-10,0.5225,0.008207
13144,432.1,8.959e-10,0.5224,0.008244
13206,432.1,8.959e-10,0.52,0.008246
8770,433.1,0.4647,0.5196,0.008279
13226,434.4,8.959e-10,0.5198,0.00832
12008,434.5,1.499e-9,0.5177,0.008325
11318,435.3,1.404e-9,0.517,0.008353
13274,436.6,8.959e-10,0.5173,0.008397
2589,437,0.2532,0.5156,0.008408
9446,437,0.626,0.5134,0.00841
6461,437.2,0.02129,0.5115,0.008418
11293,438.6,0.03832,0.5118,0.008462
13301,438.9,8.959e-10,0.5103,0.008474
6943,441.5,0.1872,0.5131,0.00856
6730,444,0.01234,0.5159,0.008646
7848,444.3,0.2024,0.5143,0.008657
9215,445.7,0.0362,0.5147,0.008703
3975,455.6,0.4823,0.5327,0.009047
2237,456.7,1.683e-9,0.5325,0.009083
8780,458.5,0.2641,0.5338,0.009147
5928,460.5,0.108,0.5355,0.009216
12847,463.5,0.07978,0.5393,0.009322
7754,464.5,0.09772,0.539,0.009356
548,464.6,1.735e-9,0.5369,0.009361
8815,469.1,0.2676,0.5437,0.00952
12316,469.9,1.716e-9,0.543,0.009549
6019,471.6,1.892e-9,0.544,0.009607
1221,474,1.916e-9,0.5466,0.009693
6464,476.9,0.01858,0.5501,0.009797
2066,476.9,0.4395,0.5478,0.009797
4835,478.4,0.3974,0.5485,0.00985
5923,478.6,1.991e-9,0.5466,0.009858
6183,479.6,0.07466,0.5463,0.009895
11305,480.6,0.5842,0.546,0.00993
2929,482.6,2.041e-9,0.5478,0.01
5858,482.7,0.02902,0.5458,0.01001
381,484.6,2.228,0.5472,0.01007
6319,488.3,0.1006,0.5522,0.01021
9922,488.6,0.116,0.5506,0.01022
2743,489,0.04862,0.5493,0.01024
13183,495,0.2553,0.5587,0.01045
8458,499.8,0.01555,0.5659,0.01063
10806,502.4,2.316e-9,0.5688,0.01073
3960,504.8,2.271e-9,0.5713,0.01082
1337,506,0.006866,0.5713,0.01086
8545,511.7,2.428e-9,0.5804,0.01108
3704,512,2.367e-9,0.5786,0.01109
1689,513.1,2.384e-9,0.5786,0.01113
1669,515.2,0.08921,0.5803,0.01121
5501,517.2,2.518e-9,0.5821,0.01129
2582,517.4,0.03318,0.5803,0.01129
11194,517.6,0.02684,0.5784,0.0113
7444,518.2,0.002419,0.5773,0.01132
10187,519,0.3005,0.5766,0.01135
9953,519.7,0.1297,0.5759,0.01138
