gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
8371,1,298600000000,7.515e-5,5.647e-9
12196,2,185800000000,2.97e-4,4.464e-8
12101,4,29920000000,0.001311,2.955e-7
1200,8,20110000000,0.00558,1.677e-6
13001,11.49,16570000000,0.01064,3.998e-6
4145,11.83,16080000000,0.009508,4.287e-6
12913,15.49,13070000000,0.01536,8.081e-6
12828,16,44.29,0.01449,8.713e-6
12975,23,9127000000,0.02983,2.018e-5
13048,24.04,9.201,0.02972,2.233e-5
13071,25.46,8499000000,0.0308,2.546e-5
2090,25.5,8544000000,0.02833,2.555e-5
12935,29.33,7445000000,0.03599,3.516e-5
10854,29.39,7121000000,0.0336,3.535e-5
12993,42.4,5332000000,0.07187,8.102e-5
13024,42.49,5857000000,0.06768,8.137e-5
10637,43.47,4628000000,0.06708,8.57e-5
3890,46.73,4138000000,0.07453,1.008e-4
12898,47.83,4965000000,0.07439,1.062e-4
5771,49.32,4265000000,0.07568,1.137e-4
11770,51.87,182266,0.08073,1.274e-4
10111,52.92,45.9,0.08056,1.332e-4
12856,52.99,40.4,0.0773,1.336e-4
13148,53.39,27.87,0.07532,1.358e-4
12804,58.65,3302000000,0.08923,1.676e-4
12844,60.62,3151000000,0.09236,1.805e-4
1481,62.45,3030000000,0.09503,1.928e-4
12981,62.87,3133000000,0.09302,1.957e-4
13020,65.27,76.32,0.09762,2.127e-4
13065,67.73,2817000000,0.1025,2.31e-4
13091,71.3,17,0.1112,2.59e-4
6120,73.21,4.962,0.1142,2.746e-4
12921,74.25,3353000000,0.1143,2.834e-4
669,76.06,2503000000,0.117,2.989e-4
12817,76.09,23.67,0.1138,2.992e-4
13021,76.7,2552000000,0.1126,3.045e-4
12971,77.46,2420000000,0.1119,3.113e-4
13002,77.67,2458000000,0.1096,3.131e-4
12759,83.08,48.84,0.124,3.635e-4
12786,83.68,2700000000,0.1229,3.694e-4
12963,86.83,15.35,0.1301,4.009e-4
1597,93.45,2052000000,0.1494,4.715e-4
1517,93.69,1956000000,0.1468,4.743e-4
3862,94.49,1918000000,0.1461,4.832e-4
4041,94.54,1907000000,0.1431,4.838e-4
12887,102.1,36.7,0.1658,5.732e-4
1526,105.4,1642000000,0.1741,6.15e-4
7754,108.2,1642000000,0.1806,6.514e-4
12838,108.7,1605000000,0.1787,6.579e-4
7298,115.2,175,0.1992,7.486e-4
6183,116.3,1437000000,0.199,7.625e-4
3771,118.9,80.95,0.2032,7.941e-4
2369,120.8,1370000000,0.2056,8.191e-4
12946,121,12.62,0.2024,8.215e-4
8072,121.3,1461000000,0.1998,8.26e-4
8519,123.3,24,0.2024,8.519e-4
1285,124,1504000000,0.201,8.609e-4
4249,126,1293000000,0.2035,8.868e-4
11999,126.9,6.036,0.2026,8.984e-4
2385,127.3,1363000000,0.2007,9.048e-4
10190,127.7,1283000000,0.1984,9.096e-4
6960,129,1.489,0.1989,9.266e-4
13159,130.1,1349000000,0.1989,9.416e-4
13033,132.1,15.01,0.2015,9.691e-4
12884,132.8,38.05,0.2003,9.786e-4
13017,134.3,3.943,0.2015,9.996e-4
8751,137.1,1133000000,0.2065,0.00104
9282,141.4,1076000000,0.2155,0.001101
2432,145.4,1.282,0.2237,0.00116
1616,150.6,32.37,0.2353,0.001238
2735,152.5,18.11,0.2375,0.001267
1175,153,1019000000,0.2357,0.001276
9837,153.9,39.94,0.2349,0.001289
9832,157.6,4.785,0.2421,0.001346
7139,158.1,148.5,0.2403,0.001354
10309,160.4,4.411,0.2436,0.001391
2568,160.7,138.2,0.2413,0.001396
2150,160.8,920565445,0.2385,0.001398
1729,166.9,3.77,0.252,0.001496
4642,167,19,0.2492,0.001498
615,167.1,953180485,0.2464,0.0015
4167,169.4,3.112,0.2496,0.001538
5725,169.7,13.66,0.2475,0.001543
13108,170.9,21.43,0.2477,0.001564
2911,172.1,81.23,0.2479,0.001584
12760,175.2,19.63,0.2533,0.001637
12834,175.5,6.924,0.2512,0.001642
8030,177.4,805822249,0.2532,0.001674
11605,178.8,92.76,0.254,0.001699
10639,179,825132088,0.2516,0.001702
3235,179.7,0.9142,0.2507,0.001714
11848,180,825132088,0.2487,0.001719
8195,181,849773453,0.2486,0.001737
12896,181,13.78,0.246,0.001738
4846,185.5,869103259,0.2544,0.001816
1105,185.5,434,0.2519,0.001817
10857,186.8,748224489,0.2524,0.00184
5662,188.7,11.44,0.2546,0.001875
8700,188.7,743310730,0.2521,0.001876
12763,189.9,6.616,0.2524,0.001897
8005,190.6,892223690,0.2517,0.00191
869,191.6,716556721,0.2515,0.001928
12847,193.3,17.48,0.2531,0.001959
7405,194.4,12.32,0.2532,0.001979
6730,198.7,680396802,0.261,0.002059
4456,200.1,688893454,0.2619,0.002087
9581,203.9,656259983,0.2686,0.002159
11110,204.4,660278691,0.2671,0.002168
912,205.5,727051591,0.2673,0.00219
3107,208.1,627887894,0.2711,0.002241
3624,215.5,618507710,0.2861,0.002386
12727,219.5,7.795,0.2933,0.002468
4375,219.6,52.86,0.2909,0.00247
1375,221.2,583399505,0.2922,0.002504
3569,223.5,573151149,0.295,0.00255
8581,223.9,610697994,0.2934,0.002557
622,228.5,561541592,0.3019,0.002654
9202,233.5,544350157,0.3113,0.00276
13038,235.7,6.784,0.3138,0.002806
3762,236,33.95,0.312,0.002813
11090,239.2,2.278,0.3169,0.002882
4412,242.7,39.28,0.3227,0.002958
2375,244.3,559453907,0.3239,0.002994
2589,245.4,543315722,0.3238,0.003017
3345,249.5,505390275,0.331,0.003109
4585,251.5,29.28,0.3331,0.003154
6464,254,147.9,0.3364,0.003211
1248,255.8,477803419,0.338,0.003251
11440,255.8,477803419,0.3354,0.003251
9188,256.5,451620769,0.3345,0.003268
1015,256.9,507789749,0.333,0.003278
12845,259,4.482,0.3354,0.003327
12885,261.4,13.92,0.3383,0.003382
10012,265.5,13.51,0.3452,0.003476
9523,270.3,8.363,0.3539,0.00359
9521,270.9,5.715,0.3528,0.003605
12999,271.5,17.9,0.3514,0.003618
4164,271.6,420268631,0.3492,0.003622
4019,272.3,412412069,0.3482,0.003637
3312,273.5,731,0.3485,0.003667
7441,274.5,408000000,0.3483,0.003691
12919,274.8,10.32,0.3466,0.003699
5847,275.8,403645865,0.3463,0.003722
10543,277,23.27,0.3466,0.00375
4248,277.1,22.39,0.3445,0.003754
8300,277.8,499654420,0.3436,0.00377
10365,278,393861737,0.3417,0.003775
6494,278.9,441889630,0.3415,0.003798
2940,279.5,397114410,0.3404,0.003812
7707,282.3,387237743,0.3443,0.003881
1940,282.3,448886082,0.342,0.003881
7595,287.9,379339712,0.3519,0.004019
10412,288.3,373449115,0.3504,0.004029
8564,290.5,371000000,0.353,0.004085
2840,291.3,360245669,0.3523,0.004103
8908,291.6,369633916,0.3507,0.004111
4503,295.4,402328439,0.3567,0.004208
6643,296.6,356000000,0.3569,0.004238
10555,296.6,1.119,0.3547,0.004239
2625,297.9,367701358,0.3554,0.004273
6198,300.3,348574292,0.3581,0.004332
5389,301.7,341390075,0.3589,0.00437
