gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
8794,1,1.583e-13,7.515e-5,5.647e-9
6494,7,3.053e-12,0.008054,1.211e-6
12884,8.307,3.107e-12,0.008151,1.838e-6
13268,9.95,9.541e-11,0.009441,2.838e-6
1799,10.2,3.989e-12,0.008011,3.01e-6
11646,11.49,4.855e-12,0.008868,3.998e-6
13029,12.04,0.00618,0.008496,4.469e-6
2735,14.97,6.802e-12,0.0124,7.454e-6
3960,15.87,8.176e-12,0.01265,8.554e-6
12843,20.2,4.661e-12,0.01991,1.496e-5
8479,22.36,1.529e-11,0.02288,1.891e-5
6319,23.98,1.671e-11,0.02462,2.22e-5
3983,25.3,0.005252,0.02569,2.51e-5
370,25.38,2.239e-5,0.02403,2.528e-5
7224,26.08,1.801e-11,0.02386,2.69e-5
9097,26.53,0.001432,0.02328,2.799e-5
2236,31.32,4.535e-5,0.03197,4.084e-5
13087,32.12,9.541e-11,0.03198,4.326e-5
9137,39.62,0.002497,0.0487,6.954e-5
10190,40.47,2.762e-11,0.04853,7.294e-5
5042,44.16,3.519e-4,0.05625,8.876e-5
9837,44.16,3.267e-4,0.05369,8.876e-5
7451,46.73,4.036e-11,0.05833,1.008e-4
8799,51.26,3.791e-11,0.06879,1.241e-4
3109,52.23,4.815e-11,0.06885,1.294e-4
5514,57.45,6.038e-4,0.08191,1.6e-4
12287,63.39,0.08991,0.09824,1.993e-4
2939,64.53,0.002037,0.09857,2.074e-4
8009,67.19,5.739e-11,0.1041,2.269e-4
609,70.99,0.001246,0.1138,2.565e-4
12735,73.27,6.548e-11,0.1181,2.751e-4
12408,74.07,0.001821,0.1172,2.819e-4
12856,76.37,0.02997,0.1216,3.016e-4
7670,84.99,1.135e-10,0.1496,3.823e-4
7374,87.95,5.333e-11,0.1568,4.124e-4
3627,94.47,0.02741,0.1785,4.83e-4
6213,96.44,0.001603,0.1818,5.055e-4
9160,98.22,0.001555,0.1843,5.264e-4
8802,105.8,0.01096,0.2115,6.199e-4
6238,106.7,1.643e-10,0.2102,6.318e-4
1375,108.6,1.554e-10,0.213,6.564e-4
2865,108.7,1.758e-10,0.2085,6.579e-4
4539,109,0.002814,0.2051,6.628e-4
12219,111.1,0.03334,0.209,6.91e-4
10171,113.1,0.002465,0.2124,7.184e-4
11850,119.7,0.02591,0.233,8.053e-4
9855,121.5,0.004288,0.2343,8.276e-4
4479,122.3,2.014e-10,0.2322,8.377e-4
12173,123.6,0.05997,0.2321,8.546e-4
736,124.4,0.02427,0.2303,8.652e-4
10858,124.5,0.01052,0.2263,8.672e-4
3228,125.1,2.092e-10,0.224,8.755e-4
11147,126.2,0.004438,0.2234,8.897e-4
12045,126.2,0.01411,0.2193,8.899e-4
11194,127.6,2.141e-10,0.2198,9.086e-4
7153,132.7,0.01083,0.2324,9.778e-4
11963,134.3,1.388e-10,0.2334,9.996e-4
3033,135.8,2.673e-9,0.2343,0.001021
11770,137.9,1.547e-4,0.237,0.001051
399,144.1,0.0163,0.2531,0.001141
1376,145.1,1.841e-10,0.2519,0.001155
8870,145.3,0.01116,0.2487,0.001159
10959,148.4,2.785e-10,0.2545,0.001205
2853,149.2,3.132e-10,0.2529,0.001216
668,152.2,0.002645,0.2585,0.001262
2271,156.3,0.01895,0.2675,0.001327
8003,158.3,0.02126,0.2698,0.001358
2185,159.2,0.0135,0.2684,0.001372
10012,160.6,0.03377,0.2689,0.001394
437,162.5,0.04691,0.2709,0.001425
5837,174.6,0.01523,0.3049,0.001627
2009,179.1,0.01265,0.3151,0.001705
11922,181.6,0.005217,0.3188,0.001749
4552,184.4,0.008394,0.3234,0.001798
8607,192.5,0.008336,0.3449,0.001944
8371,193.4,5.248e-12,0.3432,0.00196
7321,194.5,0.04649,0.3423,0.001981
6859,196.5,0.004282,0.3444,0.002019
477,196.8,4.391e-10,0.341,0.002024
10111,199.8,0.02687,0.3462,0.002081
6448,206.3,0.03854,0.3623,0.002205
4621,207.2,0.05383,0.3607,0.002223
8735,215.9,0.01234,0.3838,0.002394
7304,216.2,0.005125,0.3803,0.0024
1177,216.8,0.02371,0.3777,0.002413
6580,218.6,9.783e-10,0.3791,0.00245
1666,224.8,0.03307,0.3941,0.002577
4114,227.5,0.005868,0.3981,0.002632
12385,228.5,0.01197,0.3967,0.002653
10528,230.9,0.02531,0.3999,0.002704
7232,243.3,0.02041,0.4345,0.002972
107,250.3,0.01119,0.4523,0.003127
145,250.3,0.0762,0.4475,0.003127
9499,250.3,0.07163,0.4428,0.003128
5840,250.4,0.04649,0.4384,0.00313
9952,250.6,0.02344,0.4346,0.003135
109,252.6,0.02212,0.4361,0.003179
9953,254,0.0339,0.436,0.003211
7588,257.1,0.02466,0.4411,0.003282
12506,264.9,0.04568,0.4608,0.003463
10903,271.1,0.05515,0.4756,0.00361
2082,273.3,0.009537,0.4778,0.003662
9703,278.9,0.04565,0.4904,0.003796
710,292.8,0.008055,0.53,0.004142
9008,297.8,0.06713,0.5411,0.00427
1368,299.3,0.1798,0.5406,0.004306
3852,305.5,0.009035,0.5555,0.004467
4648,309.9,0.02357,0.5648,0.004584
12913,320,1.329e-11,0.5924,0.004852
987,320.1,0.01314,0.5874,0.004855
11605,325.5,2.988e-5,0.5994,0.005
4055,327.5,2.422e-4,0.6006,0.005055
6318,327.7,0.03608,0.596,0.005061
5579,327.7,0.02335,0.5909,0.005062
5383,332,0.00054640000000000005,0.5994,0.00518
1308,332.5,0.004244,0.5958,0.005193
1223,333,6.46e-4,0.5922,0.005207
10916,333.5,6.054e-4,0.5887,0.00522
4254,334.3,0.0386,0.5863,0.005244
12081,335.5,7.333e-4,0.5852,0.005277
10029,336.4,0.001313,0.5831,0.005303
1105,337,0.001971,0.5801,0.005319
7871,338.5,0.001147,0.58,0.005361
1329,339.7,0.07977,0.579,0.005395
11012,341.5,0.001916,0.5796,0.005445
11937,342,0.001681,0.5765,0.005459
4482,342,0.001521,0.572,0.005459
3233,343,0.002298,0.5705,0.005488
9911,344,0.002539,0.569,0.005516
11517,346,0.03956,0.5706,0.005574
10930,346.4,0.00261,0.5674,0.005586
12589,347,0.003105,0.5647,0.005602
1134,348.5,0.003095,0.5647,0.005644
5668,348.9,0.002368,0.5616,0.005655
12260,349,0.002622,0.5578,0.005659
10366,351.7,0.02316,0.5614,0.005737
4419,352.1,0.03642,0.5584,0.005749
6047,352.5,0.003135,0.5553,0.005759
8109,352.6,0.02279,0.5518,0.005764
11659,353,0.005753,0.5489,0.005775
9575,353.8,0.003107,0.5471,0.005797
11806,356.1,0.02864,0.5497,0.005866
12828,359.1,0.03736,0.5538,0.005951
3176,360.4,0.004548,0.5535,0.00599
10545,360.9,0.004805,0.5512,0.006006
11230,361.5,0.004302,0.5489,0.006022
391,363,0.004806,0.5493,0.006068
2403,364.3,0.0114,0.549,0.006106
6685,364.4,0.005036,0.5456,0.006109
7073,366.3,0.005909,0.5467,0.006163
279,366.4,0.004403,0.5435,0.006168
11683,367.1,0.09942,0.5417,0.006188
1051,368.8,0.005907,0.5426,0.006239
12395,369,0.004794,0.5396,0.006244
12880,369.3,2.621e-11,0.5368,0.006253
11919,369.5,0.007285,0.5339,0.006259
5040,370,0.005222,0.5317,0.006273
12349,370.5,0.005016,0.5297,0.00629
5690,370.9,0.005104,0.5274,0.006302
11246,371,0.006208,0.5244,0.006305
7774,371.1,0.06836,0.5214,0.006309
4513,373,0.006489,0.5227,0.006364
11070,373.4,0.007522,0.5206,0.006376
10989,374.4,0.006618,0.5198,0.006406
962,375.5,0.04207,0.5195,0.006441
2513,377.4,0.008046,0.5208,0.006497
4899,378.9,0.009485,0.5214,0.006543
7311,379,0.007176,0.5185,0.006546
6771,381,0.00872,0.5203,0.006607
7326,383,0.0105,0.522,0.006668
7515,383.9,0.04196,0.5212,0.006698
6693,384.3,0.008807,0.5189,0.006708
9984,386.1,0.01058,0.5202,0.006763
6124,386.1,3.752e-11,0.5174,0.006766
7992,388,0.009342,0.5187,0.006822
10943,388.5,0.01093,0.517,0.006837
6679,388.9,0.009345,0.5151,0.006851
3425,389,0.009295,0.5124,0.006854
3971,390.8,0.01037,0.5137,0.00691
7223,391,0.009701,0.5113,0.006916
6294,391,0.1252,0.5085,0.006917
5510,393,0.009406,0.5102,0.006978
2724,393,0.0101,0.5074,0.006978
11926,394.3,0.01017,0.5076,0.007019
8338,396,0.02564,0.5087,0.007072
8624,396.4,0.009406,0.507,0.007087
2800,397.8,0.02222,0.5072,0.007128
7211,398.7,0.01343,0.5066,0.007158
3879,399,0.01168,0.5046,0.007167
12383,400.2,0.01058,0.5047,0.007205
