gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
8371,1,2293000000000,7.515e-5,5.647e-9
9137,2.828,374200000000,7.832e-4,1.177e-7
11770,12.25,59.92,0.02063,4.652e-6
13020,14.7,63720000000,0.02377,7.144e-6
12875,17.49,61500000000,0.02854,1.072e-5
1481,28.93,18.93,0.07562,3.409e-5
12981,29.66,33740000000,0.06862,3.61e-5
12812,31.46,26440000000,0.06864,4.127e-5
13002,32.45,25940000000,0.06544,4.426e-5
6710,49.52,62.99,0.1528,1.148e-4
13087,50.95,17.83,0.148,1.224e-4
5390,52.11,18.4,0.1427,1.287e-4
12891,52.65,16750000000,0.1348,1.317e-4
3762,53.24,13.96,0.1284,1.35e-4
13268,60.35,17.83,0.1585,1.786e-4
12782,60.6,14080000000,0.1499,1.803e-4
3771,61.14,12730000000,0.144,1.839e-4
4836,62.86,11920000000,0.1447,1.957e-4
5727,65.53,13340000000,0.1503,2.146e-4
590,66.18,11050000000,0.146,2.194e-4
8284,68.35,22.69,0.1494,2.358e-4
9121,68.53,11160000000,0.1434,2.372e-4
109,69.25,12870000000,0.1404,2.427e-4
13015,71.54,34.24,0.1447,2.609e-4
11734,72.06,2.792,0.1411,2.651e-4
10111,72.25,11670000000,0.1365,2.667e-4
12778,75.89,12.79,0.1466,2.975e-4
10005,81.58,8945000000,0.166,3.492e-4
12882,82.27,4.441,0.1632,3.558e-4
12946,82.44,18.73,0.1585,3.574e-4
13284,83.38,8373000000,0.1573,3.664e-4
12817,84.32,14.45,0.1562,3.757e-4
10706,86.75,4.087,0.1613,4.001e-4
5595,91.24,9661000000,0.1751,4.473e-4
8043,100.5,6947000000,0.2105,5.537e-4
5840,103.9,6485000000,0.2201,5.954e-4
2567,106.8,27.98,0.2276,6.328e-4
1762,107.9,59.13,0.2267,6.475e-4
10540,109.8,6337000000,0.2296,6.729e-4
2276,110,6137000000,0.2246,6.751e-4
12334,112.8,6427000000,0.2316,7.135e-4
3981,115.7,1652446,0.2389,7.539e-4
12887,116.2,12.73,0.2355,7.611e-4
4922,119.7,18.93,0.2434,8.047e-4
12972,123.1,7.799,0.251,8.488e-4
2711,124.8,5277000000,0.2519,8.706e-4
9994,127.7,17.76,0.2574,9.093e-4
10040,128.2,4941000000,0.2539,9.159e-4
13001,128.7,16.32,0.2508,9.234e-4
949,131.1,168.7,0.2545,9.562e-4
12857,131.2,5.845,0.2496,9.567e-4
7707,132.5,4763000000,0.2496,9.755e-4
9592,133.3,5613000000,0.2476,9.863e-4
9953,134.6,4535000000,0.2473,0.001003
10511,135.7,5117000000,0.2466,0.001019
8581,136.5,4479000000,0.2448,0.00103
4611,143,4290000000,0.2623,0.001124
11570,145,4135000000,0.2647,0.001154
11035,148.8,28.04,0.273,0.001211
410,149,3983000000,0.2692,0.001214
12860,150.6,16.84,0.2702,0.001239
8285,151.4,4015000000,0.2685,0.001251
8853,151.7,1.763,0.2649,0.001254
13198,151.7,3996000000,0.261,0.001255
2022,155.2,3894000000,0.2679,0.001309
11578,156.3,10.42,0.2674,0.001326
8827,157.6,10.9,0.2676,0.001347
2867,158.5,3643000000,0.2663,0.001361
3941,161.7,19.6,0.2723,0.001412
13071,164.9,12.59,0.2783,0.001464
6537,167,12.06,0.2807,0.001498
11835,168.2,3182000000,0.2807,0.001519
5771,174.4,12.8,0.2959,0.001623
10363,174.6,10.41,0.2924,0.001626
9703,176,27.21,0.2927,0.00165
9193,176.8,3365000000,0.2912,0.001663
12913,179.2,11.27,0.2948,0.001706
2985,181.5,26.48,0.2978,0.001745
12963,185.2,5.213,0.3052,0.001812
2134,186.6,3111000000,0.3056,0.001837
11718,188.4,14.96,0.3071,0.001869
9562,191.1,0.9481,0.3112,0.001918
13028,191.2,8.002,0.308,0.001921
9347,195,2436000000,0.3154,0.001991
3235,195.7,8.086,0.3137,0.002004
1607,196.6,2448000000,0.3126,0.00202
2423,197.5,2443000000,0.3116,0.002037
9901,201.8,2372000000,0.3204,0.002119
7171,203.9,2372000000,0.3228,0.002159
2201,204.4,2314000000,0.3205,0.002168
10854,208.2,41.91,0.3279,0.002242
3871,210.4,2134000000,0.3307,0.002286
2256,214.4,2044000000,0.3385,0.002366
3594,215.8,2326000000,0.3387,0.002393
4552,219,1975000000,0.3441,0.002457
13099,219.5,13,0.342,0.002468
8644,221.9,14.04,0.3453,0.002517
8608,222.8,2062000000,0.3443,0.002536
9247,223.2,46.07,0.3418,0.002543
7604,223.7,1909000000,0.3397,0.002553
8979,224.9,36.32,0.3399,0.00258
11755,224.9,1899000000,0.3366,0.00258
4909,228.1,1930000000,0.3419,0.002647
10680,228.9,10.3,0.3408,0.002663
11505,230.7,3.612,0.3423,0.002701
7188,233.6,1812000000,0.3467,0.002762
7287,234.1,1.137,0.3447,0.002772
3852,234.6,152.8,0.343,0.002784
11323,235.4,12.34,0.342,0.002801
2937,243.9,1653000000,0.361,0.002985
10598,245.5,1609000000,0.3621,0.003021
7387,250.3,12.08,0.3715,0.003127
13033,250.9,2.616,0.37,0.003142
1712,253.6,2.302,0.3737,0.003201
12847,254.3,5.287,0.3723,0.003218
8860,258.3,1489000000,0.3798,0.00331
8186,262.8,1403000000,0.3884,0.003415
12763,263.1,6.541,0.3859,0.003422
11398,272.4,1361000000,0.407,0.003639
8367,274.6,5.711,0.4095,0.003693
1348,282.7,4.353,0.4278,0.00389
11078,282.9,1246000000,0.4248,0.003895
