gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
7257,1,1.436e-13,7.515e-5,5.647e-9
5690,5.477,9.454e-11,0.004383,6.587e-7
7547,10.58,2.769e-11,0.01459,3.289e-6
2543,10.72,6.723e-11,0.01129,3.394e-6
1888,11.05,5.049e-11,0.009691,3.641e-6
9228,14.25,1.248e-10,0.01473,6.643e-6
532,14.28,1.045e-10,0.0127,6.681e-6
340,15.87,1.159e-10,0.01423,8.554e-6
10272,17.75,1.376e-10,0.0164,1.109e-5
2769,21,1.707e-10,0.02178,1.637e-5
6677,23.69,1.523e-10,0.02611,2.158e-5
8170,25.51,2.532e-10,0.02838,2.559e-5
6930,26.66,1.419e-10,0.02897,2.8309999999999998e-05
2161,26.7,1.817e-10,0.02699,2.84e-5
551,28.09,6.433e-11,0.02828,3.188e-5
3892,30.5,1.22e-10,0.03197,3.844e-5
1745,30.59,1.789e-10,0.03031,3.872e-5
8461,35.65,2.862e-10,0.0405,5.478e-5
9280,35.72,1.165e-10,0.03854,5.502e-5
7831,37.88,2.212e-10,0.0418,6.283e-5
35,38.39,2.925e-10,0.04104,6.476e-5
1336,40.1,7.566e-11,0.04321,7.144e-5
4144,42.06,2.506e-10,0.04602,7.955e-5
9091,42.53,1.621e-10,0.04523,8.158e-5
11662,45.23,3.569e-10,0.04987,9.369e-5
2001,45.3,3.47e-10,0.04811,9.4e-5
5544,45.46,2.501e-10,0.04671,9.477e-5
3670,45.96,2.944e-10,0.04614,9.709e-5
66,46.9,2.013e-10,0.04664,1.016e-4
3220,49.32,1.743e-10,0.05045,1.137e-4
3178,54.19,2.974e-10,0.06031,1.405e-4
9304,55.62,2.045e-10,0.06193,1.489e-4
7406,55.86,2.876e-10,0.06061,1.503e-4
3938,57.41,8.908e-11,0.06255,1.598e-4
1043,59.91,4.354e-10,0.06682,1.758e-4
421,60.17,2.401e-10,0.06559,1.774e-4
11037,64.09,2.95e-10,0.07348,2.043e-4
13107,68.12,3.125e-10,0.08193,2.34e-4
10146,71.39,1.747e-10,0.0886,2.597e-4
460,72.66,2.347e-10,0.08985,2.701e-4
7099,73.32,3.113e-10,0.08943,2.755e-4
9845,74.5,2.818e-10,0.09044,2.855e-4
3322,78.08,2.152e-10,0.09803,3.168e-4
4422,79.15,3.281e-10,0.09874,3.265e-4
3266,82.51,2.775e-10,0.1059,3.58e-4
4131,82.99,9.791e-11,0.1049,3.627e-4
10262,89.7,2.557e-10,0.122,4.307e-4
10705,92.03,1.899e-10,0.1264,4.559e-4
334,92.34,6.621e-10,0.1247,4.592e-4
4098,94.87,4.612e-10,0.1297,4.875e-4
13061,95.19,2.03e-10,0.1282,4.912e-4
13148,96.54,3.682e-10,0.1297,5.067e-4
13266,96.76,4.427e-10,0.1279,5.092e-4
3809,97.93,4.033e-10,0.1289,5.229e-4
7510,98.67,3.875e-10,0.1286,5.317e-4
12541,100.1,3.496e-10,0.1303,5.483e-4
3067,101.1,1.804e-10,0.131,5.611e-4
604,101.1,3.9e-10,0.1288,5.612e-4
10160,101.2,6.648e-10,0.1267,5.618e-4
3681,101.6,2.144e-10,0.1259,5.677e-4
611,102.7,5.508e-10,0.1267,5.808e-4
2881,103.7,3.804e-10,0.1275,5.94e-4
5624,105.2,3.78e-10,0.1294,6.127e-4
12647,106.8,5.499e-10,0.1316,6.329e-4
945,110.8,5.497e-10,0.1405,6.863e-4
11404,110.8,4.92e-10,0.1384,6.865e-4
5640,111.1,4.548e-10,0.1373,6.911e-4
541,113.5,4.624e-10,0.1416,7.236e-4
6575,114,4.95e-10,0.1411,7.315e-4
5537,115.3,3.453e-10,0.1424,7.489e-4
12111,115.7,4.638e-10,0.1413,7.539e-4
5199,116.5,3.154e-10,0.1413,7.645e-4
5418,119.4,5.212e-10,0.146,8.01e-4
2608,119.8,5.082e-10,0.145,8.065e-4
7223,121.5,1.762e-10,0.147,8.283e-4
2378,122,5.94e-10,0.146,8.338e-4
1007,122.9,4.726e-10,0.1463,8.465e-4
3906,124.9,3.504e-10,0.1489,8.728e-4
4806,125.4,3.97e-10,0.148,8.786e-4
3269,126.2,3.591e-10,0.1479,8.889e-4
970,127.8,6.713e-10,0.1496,9.107e-4
5324,127.8,4.502e-10,0.1479,9.115e-4
2499,129.6,6.117e-10,0.1499,9.352e-4
6066,133.1,4.649e-10,0.1557,9.829e-4
6354,133.5,5.7490000000000005e-10,0.1548,9.891e-4
9171,135.2,6.012e-10,0.1566,0.001012
3049,138.2,5.972e-10,0.1613,0.001055
2120,139.3,6.04e-10,0.1619,0.00107
12063,141.4,6.268e-10,0.1646,0.001101
5165,145,7.269e-10,0.1705,0.001153
7923,145.2,5.809e-10,0.1692,0.001157
11227,145.5,6.561e-10,0.1679,0.001161
2461,145.7,9.474e-10,0.1666,0.001164
4380,146.4,3.279e-10,0.1662,0.001174
12794,146.7,3.484e-10,0.1652,0.00118
7202,149.8,3.504e-10,0.1698,0.001225
6526,150.2,4.697e-10,0.1691,0.001232
7615,150.4,5.604e-10,0.1677,0.001235
5582,151.9,7.445e-10,0.169,0.001258
12102,152.8,5.024e-10,0.1692,0.001271
4033,153.7,5.181e-10,0.1694,0.001286
4845,154.6,8.806e-10,0.1695,0.0013
10048,155.7,5.327e-10,0.1702,0.001317
11720,155.8,7.132e-10,0.1687,0.001318
9976,157.9,7.102e-10,0.1714,0.001352
6934,158.9,5.475e-10,0.1717,0.001367
609,159,1.571e-10,0.1702,0.001369
