gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
10551,312.6,68.07,0.003423,2.572e-7
2447,369.2,23.78,0.005391,8.103e-7
6676,395.7,51.06,0.005751,1.297e-6
7759,437.9,53.82,0.008505,2.557e-6
2807,506.8,26.04,0.01778,6.679e-6
7207,548.1,7.336,0.02454,1.106e-5
9462,556.3,1.038,0.02314,1.217e-5
2634,557.5,43.41,0.02054,1.235e-5
9528,564.8,6.592,0.01984,1.342e-5
8725,580.5,19.22,0.02126,1.598e-5
3624,583.9,2.293,0.02006,1.658e-5
10164,697.6,18.8,0.05588,5.039e-5
9319,701,13.64,0.05311,5.189e-5
1030,725.6,47.43,0.06097,6.414e-5
6107,726.5,0.8841,0.0573,6.459e-5
4503,745.9,25700000000,0.06309,7.586e-5
4960,746.8,5.506,0.05979,7.639e-5
7240,770.6,7.133,0.06832,9.241e-5
1365,783.7,11.91,0.07165,1.023e-4
7257,784.9,240.4,0.06869,1.032e-4
9443,788.2,42.62,0.06706,1.058e-4
13168,833.5,2.841,0.0894,1.478e-4
15,833.7,4.236,0.08567,1.481e-4
7743,835.1,1.875,0.08292,1.495e-4
13028,849.8,1.699,0.08824,1.658e-4
4137,867.1,3.398,0.09559,1.868e-4
4778,871.5,11.95,0.09485,1.925e-4
2936,899.1,3.728,0.1099,2.312e-4
6101,905.7,10.63,0.1107,2.412e-4
10476,909.2,3.096,0.1094,2.467e-4
10107,917.7,5.072,0.1118,2.605e-4
5883,930.6,14.42,0.1175,2.826e-4
1399,938.3,20.67,0.1195,2.964e-4
3040,938.9,1.03,0.1164,2.974e-4
10693,948.3,2.349,0.1198,3.151e-4
1270,953.4,3.029,0.1201,3.25e-4
7035,960.8,1.742,0.1223,3.4e-4
9638,962.5,20260000000,0.1203,3.435e-4
9798,971.3,7.622,0.1235,3.62e-4
5354,974.7,5.277,0.1228,3.692e-4
8378,989.8,12.22,0.1309,4.032e-4
3705,1002,2.273,0.1373,4.334e-4
1807,1006,1.79,0.1367,4.417e-4
807,1009,3.048,0.1363,4.507e-4
9231,1026,2.612,0.1464,4.951e-4
6653,1028,4.281,0.1446,4.999e-4
2666,1038,10.17,0.1495,5.281e-4
13171,1042,1.506,0.1495,5.393e-4
8823,1043,2.377,0.1474,5.429e-4
1745,1053,4.479,0.1526,5.735e-4
8478,1054,5.742,0.1507,5.775e-4
7274,1059,4.519,0.1515,5.922e-4
1616,1067,6.932,0.1549,6.171e-4
4759,1077,4.093,0.1604,6.511e-4
9156,1080,7.073,0.1599,6.609e-4
6449,1099,0.703,0.1734,7.296e-4
11516,1101,1.846,0.1724,7.384e-4
9191,1101,27170000000,0.1695,7.39e-4
10509,1127,2.238,0.1895,8.401e-4
1774,1131,3.488,0.1899,8.562e-4
1673,1138,16.19,0.193,8.848e-4
1406,1139,3.821,0.1915,8.921e-4
869,1144,6.027,0.1925,9.114e-4
3821,1148,1.092,0.1932,9.292e-4
3593,1150,3.266,0.192,9.38e-4
11830,1161,4.037,0.2001,9.922e-4
3049,1167,4.616,0.2029,0.001021
