target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
MGG_12111T0,9.200647965900057e-6,0.10189717622234314,-1.2196130372188292,0.27498775199899184,8.141048349792891,0.31631561574784683,3.8945043476903523e-4,0.028733299133948294,0.09035246606458183,0.09035246606458183
MGG_05351T0,2.3328864672948223e-5,0.12918358812645078,-1.4764369137714042,0.34900745226113966,7.90977752388631,0.6104795477038787,5.164834075707366e-4,0.14565095867300332,0.08835491818143192,0.14565095867300332
MGG_11312T0,3.509457928387414e-5,0.1295574885229687,1.3756952084632659,0.33248565865976865,6.503985676385961,0.799793231688815,0.0021932907101110365,0.11145951095815805,0.13046276514719324,0.13046276514719324
MGG_03465T0,2.683851082719746e-4,0.5944730148224238,-1.6701953587282437,0.4583353836358688,8.015108817017802,0.5009437924380077,4.7720979345337915e-4,0.2516083788777135,0.08906708802719177,0.2516083788777135
MGG_16282T0,2.589958857444561e-4,0.5944730148224238,-3.0547011791667864,0.8361721543753433,5.418015824520169,2.0345624110030007,0.02546214866834725,0.8135584974348965,0.43849607288995496,0.8135584974348965
MGG_01428T0,4.5493822993078687e-4,0.8397401494139107,-0.9554232218735407,0.272512857838654,7.579881485016974,0.36186798272357473,6.316467975270474e-4,0.0884842624273415,0.08766113246560481,0.0884842624273415
MGG_07573T0,0.808326711893493,0.9999592391223857,0.1698808222876566,0.7002932994745774,7.277689641188589,1.1670971671207206,0.0012067480231025486,0.5872860983236858,0.09167318504718122,0.5872860983236858
MGG_05134T0,0.9333371716095694,0.9999592391223857,0.028287365234635705,0.3381758683554687,8.019710302065876,0.11048583174478037,4.8002009232692595e-4,0.13675548143324348,0.08910560263442709,0.13675548143324348
MGG_03309T0,0.7104740012819319,0.9999592391223857,-0.43292905228245143,1.1662344667205258,2.2167801570678383,1.257621203654986,0.09648472574245308,1.4735038648816272,1.5356386718978388,1.5356386718978388
MGG_07008T0,0.5776354957642083,0.9999592391223857,-0.1522667584984936,0.27344705100005895,8.022977299392307,0.05293331503929653,5.946159922992878e-4,0.05451101256998498,0.08913333164845536,0.08913333164845536
MGG_04858T0,0.4009880238173776,0.9999592391223857,0.28466046129983164,0.33893880907182683,9.404390635544555,0.5935242718382405,1.556393068919604e-4,0.13415363043566908,0.137699780247142,0.137699780247142
MGG_12006T0,0.8921893320296409,0.9999592391223857,0.18169789172641906,1.340603056404161,4.0149516963728376,1.9773827684508458,0.013070592705074921,2.1435892731031405,1.4888023626076046,2.1435892731031405
MGG_02444T0,0.7195753868435215,0.9999592391223857,-0.097662741443798,0.2720211063976447,7.892117732380567,0.04665081716772038,5.356207858489524e-4,0.04242898198722711,0.08825895800510958,0.08825895800510958
MGG_15612T0,0.7357321190410485,0.9999592391223857,0.23788854529149092,0.704833078681403,5.182792089963428,0.1610050087092791,0.0070929039499963145,0.15000774702206407,0.5890546986142097,0.5890546986142097
MGG_00349T0,0.46897862798352113,0.9999592391223857,-0.2116902373788125,0.29233253814200233,8.696340401717741,0.1253865675664383,2.0945682393988584e-4,0.09884652142769482,0.10234051860391445,0.10234051860391445
MGG_04614T0,0.8112289380132205,0.9999592391223857,-0.06700430821760298,0.28053948192495987,8.379881146649824,0.07603993827298337,2.7231544324535857e-4,0.06956839707785534,0.09417056565922456,0.09417056565922456
MGG_07147T0,0.6206685603439319,0.9999592391223857,0.14247502546488622,0.28788472119490216,7.024423224901121,0.07823401930210691,0.0017152059412930598,0.0660587448184719,0.09773792929566684,0.09773792929566684
MGG_00076T0,0.8326438443644331,0.9999592391223857,0.08210175811984088,0.38853340276051823,7.319596317119894,0.15532202277112528,9.883845417532906e-4,0.18016146153104726,0.09078130460702298,0.18016146153104726
MGG_12797T0,0.9766463814318868,0.9999592391223857,0.010742921803606805,0.3669832726760271,9.69123178641504,0.1484648394247824,8.55813594491282e-5,0.05122217718594777,0.1615264855493596,0.1615264855493596
MGG_07363T0,0.7708477785561038,0.9999592391223857,0.28050997555780177,0.9630709962761456,1.182708896093983,1.4864871445130117,0.1651340160058236,0.47421605982805326,0.9478728766361699,0.9478728766361699
MGG_17953T0,0.8093865231211983,0.9999592391223857,-0.06544052261660159,0.2712925630019589,7.628855471903094,0.06967501318349462,7.837176776357555e-4,0.06278820381229573,0.08753586801057048,0.08753586801057048
MGG_14898T0,0.7936917518003502,0.9999592391223857,0.31558443584133955,1.2067328911513844,3.1786419035918643,1.5354936092330207,0.02910646335550484,1.5015954301562198,1.7183386613483904,1.7183386613483904
MGG_14463T0,0.7164953273543887,0.9999592391223857,0.1274912079780592,0.351073603216087,6.363961632811616,0.02960378737393432,0.002058197771118105,0.02766899657937171,0.14584501207903375,0.14584501207903375
MGG_08330T0,0.992671148463773,0.9999592391223857,0.016547533946043212,1.8014877404339729,5.965386851317756,2.846167445486375,0.05137141881873836,3.8430582759019445,0.22653806896193754,3.8430582759019445
MGG_09307T0,0.46477447186579635,0.9999592391223857,0.6065884705915139,0.8297976897780659,4.915854579365445,0.5423079775355352,0.012338587212698125,0.12699545351665772,0.8139384599405204,0.8139384599405204
MGG_03918T0,0.6490382725039002,0.9999592391223857,0.16285679237595888,0.3578494333323993,6.324769914158254,0.09175368444954124,0.002626750862188488,0.10281284658925316,0.15104070946139475,0.15104070946139475
MGG_00421T0,0.7743685198627869,0.9999592391223857,-0.4777684813304978,1.6666415022407428,1.5257641856965827,2.9184791188771073,0.11135191819258333,3.2218807581969537,1.166741565595016,3.2218807581969537
MGG_02463T0,0.7961825153729861,0.9999592391223857,0.0763631842328749,0.29564814347098417,6.8816573934364,0.04209034124150966,0.0013883922423298632,0.04967555247654708,0.10350099744307772,0.10350099744307772
MGG_00675T0,0.49952719773446097,0.9999592391223857,-0.8629548201528923,1.2780088084959218,3.466283668245881,1.9486267064316092,0.02508249940200973,1.93488531810979,1.6803623653745312,1.93488531810979
MGG_15190T0,0.7919278031287605,0.9999592391223857,0.2607091792758612,0.9882531757729083,1.3709858719799963,1.3281697879073742,0.10271626909131251,0.915848282298496,1.0692569382189743,1.0692569382189743
MGG_02777T0,0.2271132743873651,0.9999592391223857,0.6354534978783781,0.5261123989441889,5.673140229224621,0.4647067221832347,0.006113539413066279,0.22193969491615642,0.326039568174305,0.326039568174305
MGG_05980T0,0.15302869316601067,0.9999592391223857,-0.9488785764913098,0.6640553428233672,9.911805957304455,0.5173754679113058,8.289861335587406e-5,0.529080499385356,0.1851043857693868,0.529080499385356
MGG_00454T0,0.9491757481540136,0.9999592391223857,-0.017330437194020814,0.27188457784343323,7.556745773010591,0.11994504048401085,9.440518801779414e-4,0.05873080361267451,0.08776141652274436,0.08776141652274436
MGG_05454T0,0.7067488600867835,0.9999592391223857,-0.11861212909383867,0.31526826258217455,8.717076570165501,0.14326895726851832,1.9857040478032156e-4,0.1190743224651193,0.10301405918933135,0.1190743224651193
