gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
11828,4.583,2.13e-11,0.005581,4.194e-7
9191,13.67,3.107e-11,0.04014,6.032e-6
11846,14.66,3.649e-11,0.03152,7.105e-6
4988,15.23,2.936e-11,0.02584,7.767e-6
9409,21.33,4.079e-11,0.04515,1.697e-5
12868,23.66,5.133e-11,0.04777,2.154e-5
13014,23.92,4.643e-11,0.04195,2.207e-5
7274,28.39,5.713e-11,0.05433,3.266e-5
6093,33.53,0.007437,0.07047,4.766e-5
1379,45.17,8.63e-11,0.1243,9.338e-5
12912,45.46,0.2999,0.1146,9.477e-5
1399,48.68,9.164e-11,0.1225,1.105e-4
13159,48.74,7.777e-11,0.1134,1.108e-4
13263,49.57,0.06298,0.1094,1.151e-4
9528,50.89,0.01676,0.1083,1.221e-4
2634,53.37,0.01138,0.1129,1.357e-4
677,58.02,9.722e-11,0.1281,1.636e-4
8220,60,1.094e-10,0.1304,1.764e-4
7207,64.45,1.33e-10,0.1449,2.069e-4
3586,64.9,1.752e-10,0.1398,2.101e-4
2336,66.83,0.1729,0.1421,2.242e-4
12133,66.93,1.616e-10,0.1361,2.25e-4
324,74.92,0.1579,0.1672,2.891e-4
5858,81.83,0.004165,0.1949,3.515e-4
10343,84.5,2.434e-10,0.2009,3.774e-4
11151,86.34,2.076e-10,0.2026,3.959e-4
13223,88.32,2.198e-10,0.2051,4.162e-4
10765,88.69,0.03026,0.1997,4.201e-4
11449,90,0.1345,0.1991,4.339e-4
8786,91.13,0.1199,0.1978,4.46e-4
10551,101.4,3.645e-6,0.2421,5.641e-4
8128,106.8,0.03515,0.2631,6.326e-4
8870,111.7,0.04624,0.2819,6.991e-4
12195,120.2,2.895e-10,0.3174,8.109e-4
7304,121.1,2.755e-10,0.3129,8.23e-4
11824,124.2,2.772e-10,0.3191,8.632e-4
10191,125.5,3.99e-10,0.3168,8.808e-4
6238,125.9,2.552e-10,0.3103,8.861e-4
2981,127.4,0.116,0.3089,9.052e-4
12405,127.4,4.506e-10,0.3013,9.058e-4
2589,129.5,4.65e-10,0.3031,9.338e-4
2447,130,0.1091,0.2981,9.409e-4
