gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
12847,2.449,13100000000,0.001054,7.923e-8
13268,6.325,67.48,0.006272,9.426e-7
13180,7.348,3608000000,0.006048,1.364e-6
5644,7.746,432.1,0.005159,1.551e-6
13195,8.367,3608000000,0.004976,1.87e-6
8371,11.36,990.9,0.008629,3.891e-6
1895,11.4,77.62,0.007464,3.927e-6
9137,12.41,2213000000,0.007982,4.799e-6
739,14.97,1376000000,0.01102,7.454e-6
6242,17.32,828337255,0.01394,1.048e-5
12288,18.49,762877162,0.01476,1.22e-5
8471,20.9,487949944,0.01796,1.619e-5
6561,21.14,265.1,0.01701,1.662e-5
6048,23.07,425172066,0.0193,2.031e-5
13022,23.69,54.61,0.01915,2.158e-5
1082,24.49,379909507,0.01939,2.331e-5
13087,27.6,67.48,0.02398,3.064e-5
11770,27.96,297072162,0.02333,3.155e-5
2911,31.46,231327662,0.0289,4.127e-5
1664,34.21,188526514,0.03319,4.988e-5
9282,35.75,66.53,0.03493,5.512e-5
701,36.41,152212943,0.03476,5.747e-5
292,39.42,138550043,0.03977,6.874e-5
4249,41.5,125887220,0.04279,7.717e-5
3771,41.57,274,0.04124,7.748e-5
5783,43.47,106874887,0.04386,8.57e-5
8374,46.67,62.06,0.04953,1.005e-4
8195,47.59,213.9,0.04991,1.05e-4
253,47.92,51822530,0.04893,1.066e-4
11531,48.17,3.941,0.04785,1.079e-4
3801,48.96,65.17,0.04804,1.119e-4
13072,49.51,35336660,0.04771,1.147e-4
13073,50.52,35336660,0.04841,1.2e-4
13078,51.53,35336660,0.04911,1.255e-4
11797,51.59,79.4,0.04785,1.259e-4
13081,52.54,35336660,0.04844,1.311e-4
13082,53.54,35336660,0.04918,1.368e-4
13084,54.55,35336660,0.04993,1.426e-4
13085,55.56,35336660,0.05068,1.485e-4
13097,56.57,35336660,0.05144,1.546e-4
13101,57.58,35336660,0.0522,1.608e-4
13102,58.58,35336660,0.05297,1.672e-4
13103,59.59,35336660,0.05375,1.737e-4
12047,59.92,57.54,0.05319,1.759e-4
13113,60.6,35336660,0.05331,1.803e-4
13115,61.6,35336660,0.05411,1.87e-4
13116,62.61,35336660,0.0549,1.939e-4
13117,63.62,35336660,0.0557,2.009e-4
13119,64.62,35336660,0.05651,2.081e-4
13120,65.63,35336660,0.05731,2.154e-4
13121,66.63,35336660,0.05813,2.228e-4
13122,67.64,35336660,0.05894,2.303e-4
13124,68.64,35336660,0.05976,2.38e-4
13138,69.65,35336660,0.06058,2.458e-4
13141,70.65,35336660,0.0614,2.538e-4
13151,71.66,35336660,0.06223,2.619e-4
6966,72.44,2.064,0.06262,2.682e-4
13152,72.66,35336660,0.06197,2.701e-4
13156,73.67,35336660,0.0628,2.785e-4
11951,74.23,140.5,0.06281,2.832e-4
5189,74.3,8.646,0.0619,2.838e-4
13157,74.67,35336660,0.06159,2.869e-4
13161,75.68,35336660,0.06243,2.956e-4
13162,76.68,35336660,0.06328,3.044e-4
12144,77.36,195.5,0.06354,3.104e-4
13163,77.69,35336660,0.06316,3.133e-4
4231,78.15,123.7,0.06304,3.174e-4
13166,78.69,35336660,0.06307,3.223e-4
13172,79.69,35336660,0.06393,3.315e-4
13178,80.7,35336660,0.06479,3.408e-4
255,81.49,87.07,0.06528,3.483e-4
13182,81.7,35336660,0.06474,3.503e-4
12520,81.9,200.5,0.0642,3.522e-4
13187,82.7,35336660,0.06472,3.599e-4
13189,83.71,35336660,0.06558,3.696e-4
11304,83.99,7.579,0.06521,3.724e-4
13191,84.71,35336660,0.06559,3.795e-4
8747,85.22,7.033,0.06562,3.846e-4
13193,85.71,35336660,0.06562,3.895e-4
7367,86.14,25.36,0.06551,3.938e-4
13194,86.72,35336660,0.06567,3.997e-4
13196,87.72,35336660,0.06654,4.1e-4
13199,88.72,35336660,0.06741,4.205e-4
13201,89.73,35336660,0.06828,4.31e-4
13202,90.73,35336660,0.06916,4.418e-4
9956,90.99,25.31,0.0688,4.446e-4
10287,91.27,40.19,0.06846,4.476e-4
13205,91.73,35336660,0.06845,4.526e-4
13207,92.74,35336660,0.06932,4.636e-4
1337,93.39,67.16,0.06963,4.709e-4
13210,93.74,35336660,0.06943,4.748e-4
5800,94.66,33.85,0.07017,4.851e-4
13211,94.74,35336660,0.06955,4.861e-4
13212,95.74,35336660,0.07043,4.975e-4
13215,96.75,35336660,0.07131,5.091e-4
12489,97.7,64.66,0.07212,5.203e-4
13218,97.75,35336660,0.07145,5.208e-4
7183,98.59,24.67,0.07207,5.308e-4
13221,98.75,35336660,0.0716,5.327e-4
13222,99.75,35336660,0.07248,5.447e-4
13228,100.8,35336660,0.07336,5.568e-4
13229,101.8,35336660,0.07425,5.691e-4
4234,101.9,37.73,0.07368,5.703e-4
13240,102.8,35336660,0.07441,5.816e-4
13251,103.8,35336660,0.0753,5.941e-4
13255,104.8,35336660,0.07619,6.069e-4
13256,105.8,35336660,0.07707,6.197e-4
6676,106.1,11,0.07683,6.236e-4
7241,106.5,24.93,0.07685,6.295e-4
13258,106.8,35336660,0.076550000000000007,6.328e-4
13261,107.8,35336660,0.07744,6.459e-4
13272,108.8,35336660,0.07832,6.592e-4
13276,109.8,35336660,0.07922,6.727e-4
13281,110.8,35336660,0.08011,6.863e-4
13286,111.8,35336660,0.081,7e-4
13290,112.8,35336660,0.0819,7.139e-4
13291,113.8,35336660,0.08279,7.279e-4
7970,114.4,5.715,0.08309,7.368e-4
13292,114.8,35336660,0.08299,7.421e-4
13294,115.8,35336660,0.08379,7.556e-4
13297,116.8,35336660,0.08447,7.681e-4
13302,117.8,35336660,0.08515,7.807e-4
13304,118.8,35336660,0.08583,7.933e-4
13307,119.8,35336660,0.0865,8.061e-4
9890,121.9,17.27,0.08868,8.33e-4
4417,122.9,11.36,0.08937,8.462e-4
10519,123.6,29.74,0.0896,8.552e-4
5798,124.8,11.87,0.09056,8.711e-4
7279,129.1,7.179,0.09582,9.289e-4
4250,133.4,243.3,0.101,9.871e-4
12339,134.4,10.44,0.1018,0.001002
823,136.6,20.15,0.1041,0.001033
3415,139.4,7.994,0.1073,0.001072
11263,141.2,15.9,0.109,0.001098
9275,142,9.588,0.1095,0.00111
10590,142.5,11.63,0.1093,0.001117
1310,144.7,190.5,0.1117,0.00115
1534,146.9,3.076,0.1139,0.001182
9247,149.4,7.327,0.1168,0.00122
7044,149.9,10.58,0.1167,0.001228
1804,157.3,21.49,0.1266,0.001342
12856,159.3,95.55,0.1287,0.001374
6715,161.3,19.29,0.1308,0.001406
2926,161.6,6.241,0.1303,0.00141
5390,163,75.59,0.1315,0.001433
279,170,2.035,0.1411,0.001548
3551,170.5,14.7,0.1409,0.001557
5429,174.3,2.812,0.1458,0.001621
5220,174.9,21.88,0.1457,0.001632
11424,175.3,8.427,0.1454,0.001639
7102,176.1,48.84,0.1456,0.001652
10509,182,28.09,0.1536,0.001755
12609,185.1,60.3,0.1574,0.00181
10600,185.5,5.75,0.157,0.001817
6002,191.4,3.679,0.1652,0.001924
11066,200.2,41.26,0.1781,0.002088
10315,210.6,36.22,0.1941,0.00229
2073,213.4,4.808,0.1976,0.002346
3738,222.4,8.306,0.2115,0.002527
12700,227.4,17.78,0.2189,0.002632
2492,229.8,6.84,0.2216,0.002681
11362,231.4,24.27,0.223,0.002715
