gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
11828,6.245,46950000000,0.01216,9.135e-7
9191,13.67,32180000000,0.04014,6.032e-6
11846,14.66,27400000000,0.03152,7.105e-6
12868,18.52,19480000000,0.04072,1.224e-5
4988,19.13,34060000000,0.03512,1.32e-5
9409,23.37,24520000000,0.0464,2.092e-5
7274,24,17510000000,0.04229,2.225e-5
6093,25.92,134.5,0.04414,2.654e-5
13159,29.73,12860000000,0.05365,3.628e-5
13014,34.28,21540000000,0.06669,5.012e-5
13263,36.36,15.88,0.06928,5.727e-5
12761,42.43,8315000000,0.08995,8.112e-5
1379,42.95,11590000000,0.08537,8.341e-5
677,45.28,10290000000,0.08925,9.389e-5
9528,45.56,59.67,0.08448,9.523e-5
1399,45.75,10910000000,0.07993,9.611e-5
12912,46.11,3.334,0.07656,9.781e-5
2634,50.48,87.89,0.08859,1.198e-4
13051,53.39,8315000000,0.09514,1.358e-4
8220,60.28,9137000000,0.1186,1.782e-4
3626,65.97,6776000000,0.1381,2.179e-4
12133,66.93,6190000000,0.1361,2.25e-4
7207,72.28,7519000000,0.1545,2.67e-4
8786,77.13,8.34,0.171,3.083e-4
2336,80.81,5.784,0.182,3.419e-4
11449,84.88,7.435,0.1951,3.812e-4
11151,85.16,4817000000,0.1892,3.84e-4
5858,91.78,240.1,0.2154,4.532e-4
8128,95.69,28.45,0.228,4.969e-4
12506,103.4,3623000000,0.2617,5.901e-4
324,103.5,6.331,0.2534,5.903e-4
10765,103.7,33.04,0.247,5.94e-4
4759,103.9,5.044,0.2402,5.956e-4
7766,105.7,31.62,0.2422,6.188e-4
10551,106.5,274332,0.2392,6.291e-4
12507,110.2,3080000000,0.2506,6.779e-4
7304,113.1,3630000000,0.2584,7.184e-4
11824,115.2,3608000000,0.262,7.481e-4
12195,115.3,3454000000,0.2556,7.491e-4
6238,119,3919000000,0.265,7.964e-4
13223,119.3,4549000000,0.2597,8.002e-4
12278,121.6,9.051,0.2627,8.291e-4
1439,122.3,2349000000,0.2595,8.386e-4
2445,123,4003000000,0.2564,8.479e-4
6107,125.7,2.759,0.2611,8.828e-4
13029,127.8,4.822,0.2635,9.11e-4
2447,130,9.17,0.2664,9.409e-4
11649,130.6,5.967,0.263,9.488e-4
3109,131,52.74,0.259,9.538e-4
6662,131.1,3106000000,0.2545,9.562e-4
12938,132.7,23660000000,0.2551,9.778e-4
2021,133.5,30.28,0.253,9.886e-4
5217,139.6,2704000000,0.2698,0.001074
2807,140,111.6,0.2664,0.001081
11703,144.2,6.445,0.2763,0.001142
4137,145,9.11,0.274,0.001153
10191,147.2,2507000000,0.2772,0.001187
13200,149.4,18608497,0.2798,0.00122
7759,151,61.17,0.2805,0.001244
13185,153.2,2816000000,0.2835,0.001278
13160,154.8,2816000000,0.2843,0.001303
7670,156.2,32.83,0.2841,0.001324
2865,156.4,50.57,0.2806,0.001328
4436,157.9,1773000000,0.2809,0.001351
2742,159,10.36,0.2801,0.001368
10576,164.2,5.231,0.2929,0.001453
1365,168,1782000000,0.3008,0.001515
6729,171.7,1355000000,0.3087,0.001577
1807,176.8,14.44,0.3208,0.001664
1721,180.4,14.41,0.3281,0.001726
7875,186.1,1238000000,0.3427,0.001829
3077,188,886741076,0.3441,0.001862
2473,193.4,804165772,0.3574,0.001961
12125,195,938252033,0.3578,0.00199
4653,199.1,658142932,0.3668,0.002068
9766,199.3,32.92,0.3627,0.002072
5672,202.4,887482734,0.368,0.00213
4983,202.9,821204257,0.3652,0.00214
4164,203.4,1007000000,0.362,0.002149
8725,208,17640000000,0.3722,0.002238
2463,209.1,20.04,0.3714,0.002261
3878,210.4,1445000000,0.3709,0.002286
12755,212.2,621179739,0.3723,0.002322
7743,212.8,3.623,0.3696,0.002333
11948,214.2,997909804,0.3698,0.002362
9008,214.5,8.851,0.3664,0.002368
8417,215.5,813735747,0.3651,0.002387
13169,218,2816000000,0.3686,0.002438
4778,218.1,76.14,0.3648,0.00244
6224,220.9,2.926,0.369,0.002496
6676,221.6,13.31,0.3672,0.002511
11401,221.7,10.86,0.3634,0.002513
12208,222.8,663000000,0.3628,0.002536
1957,224,673152290,0.3624,0.00256
10479,226.5,639659355,0.3658,0.002612
3571,226.6,548071309,0.3623,0.002614
9832,227.8,33.06,0.362,0.002639
8607,228.4,26.44,0.36,0.002651
1647,229.1,705741376,0.3583,0.002666
114,229.7,14.04,0.3566,0.00268
12792,230.7,3.622,0.3558,0.0027
2466,233.1,469257596,0.3589,0.002751
1992,233.2,11.9,0.3556,0.002753
12900,235.2,3.622,0.3576,0.002795
7988,237,18.27,0.3592,0.002834
3033,237.6,63.09,0.3574,0.002847
8870,238.7,21.63,0.3572,0.002873
3040,240.5,18.37,0.3586,0.00291
5000,241.1,7.647,0.3569,0.002923
11972,244.5,572399058,0.3628,0.002999
1545,245.3,742000000,0.3615,0.003016
6778,245.9,4.414,0.3599,0.003029
3606,248.5,377155110,0.3636,0.003087
2468,248.8,8.25,0.3612,0.003094
825,251.8,396367095,0.3657,0.003161
11567,252.4,389000000,0.3641,0.003174
811,252.9,305720665,0.3624,0.003186
