gene.index,RP/Rsum,FC:(class1/class2),pfp,P.value
6676,2.236,5.3e-12,8.165e-4,6.136e-8
12993,5,1.013e-11,0.003483,5.235e-7
10324,17.97,1.607e-11,0.05064,1.142e-5
511,22.72,1.627e-11,0.06523,1.961e-5
1774,23.43,0.05976,0.05603,2.105e-5
12760,29.33,2.751e-11,0.07799,3.516e-5
8284,32.33,2.744e-11,0.08342,4.388e-5
12578,34.41,3.371e-11,0.08409,5.055e-5
8554,39.38,2.613e-11,0.1014,6.859e-5
7759,44.09,2.845e-11,0.1177,8.846e-5
4778,46.15,2.606e-11,0.1186,9.802e-5
5883,50.42,4.753e-11,0.1325,1.195e-4
12397,54.33,3.981e-11,0.1446,1.413e-4
1597,57.98,0.1829,0.1553,1.634e-4
2807,58.96,3.991e-11,0.1504,1.696e-4
11719,62.53,3.581e-11,0.1608,1.934e-4
7754,64.9,3.151e-11,0.1644,2.101e-4
11982,68.93,0.07666,0.1776,2.402e-4
10551,73.97,2.804e-7,0.1968,2.81e-4
10120,79.75,6.766e-11,0.2209,3.32e-4
13165,80,3.768e-11,0.2119,3.343e-4
3624,81.61,5.198e-11,0.2114,3.494e-4
2114,82.05,5.117e-11,0.2046,3.536e-4
10595,87.64,8.029e-11,0.2268,4.091e-4
7082,93.47,0.1351,0.2511,4.717e-4
10271,95.53,0.09788,0.2534,4.951e-4
11564,95.9,6.447e-11,0.2461,4.993e-4
1188,98.98,5.594e-11,0.2544,5.354e-4
4399,101.1,5.424e-11,0.2575,5.612e-4
1606,111.2,0.04788,0.307,6.921e-4
10308,115.3,3.839e-11,0.3216,7.491e-4
13224,120,0.1335,0.3362,8.086e-4
10693,120.7,0.04398,0.3295,8.172e-4
3257,125.2,0.2209,0.343,8.764e-4
2735,132.5,0.173,0.3708,9.753e-4
9798,135.5,0.04148,0.376,0.001017
5071,137.9,0.201,0.378,0.001051
12564,141.9,1.477e-10,0.388,0.001108
1327,144.9,1.03e-10,0.3934,0.001153
