target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
MGG_16282T0,2.0018572917087246e-36,2.0328860797302097e-32,-3.4734135412028047,0.27557581519475843,5.663318766564552,2.2248986738714076,0.03308903273281915,0.08082401214756427,0.03419074303425727,0.08082401214756427
MGG_06868T0,3.7004009872832195e-33,1.8788786012930548e-29,-1.722397488862447,0.1435733922830512,8.842708943888164,1.0854075911182473,2.106778452644817e-4,0.03070930061222986,0.019305613376703765,0.03070930061222986
MGG_12111T0,4.759738367399538e-30,1.6111714373647437e-26,-1.313275090641663,0.11531375121505057,9.146649685238463,0.2870516018841234,1.3355592140133155e-4,0.015327231467044799,0.01981233590752852,0.01981233590752852
MGG_05432T0,8.083440323062987e-27,2.052183412017616e-23,-3.635705868951171,0.3391096624216805,2.6911069894801622,2.5568118255925225,0.06714849507239544,0.08433362155686043,0.10534454964922364,0.10534454964922364
MGG_09351T0,1.3001608004262635e-21,2.6406265856657412e-18,1.4174441853473836,0.14842744023269977,6.16549843325398,1.2267011936337548,0.0031068937980376935,0.025559130598856884,0.029939163723009785,0.029939163723009785
MGG_08670T0,8.1879691469944e-21,1.3858137781288023e-17,-2.527392615987105,0.27010145243039024,6.642533194692958,1.632461335657955,0.003804435659696035,0.10562775624781345,0.026368662709374588,0.10562775624781345
MGG_17720T0,2.555446952702315e-20,3.707223400670287e-17,-1.4542206185724706,0.15744891967488595,5.759551300095784,0.3515348726611004,0.003842971864253058,0.03286675756511948,0.03334227159592995,0.03334227159592995
MGG_03962T0,2.874497570290302e-19,3.648815353287252e-16,-1.5349406943161716,0.1710541620982976,5.328558715175481,0.43221068882646174,0.006919738478513275,0.017412701926545645,0.03696955107821272,0.03696955107821272
MGG_16612T0,1.3064965662267459e-17,1.4741636255591783e-14,-1.3174780063876852,0.1542151530671097,6.725113621994433,0.38042472447717474,0.0014700933285290549,0.034203376824739035,0.025743602662336728,0.034203376824739035
MGG_07885T0,1.074503552133481e-16,1.0911583571915499e-13,2.1480450105560234,0.25891762117759376,3.6489769611034077,0.8906836533556483,0.03732678353933743,0.020925264686936,0.06323071829505844,0.06323071829505844
MGG_00750T0,2.320390777758124e-16,2.1421425771030678e-13,1.6302269383594148,0.19870522921298892,6.692430714903552,0.6728153336823406,0.0014484242217687232,0.05777722795311094,0.02598997648519304,0.05777722795311094
MGG_00088T0,1.7106427103611417e-14,1.4476313936431161e-11,-1.5435198539030057,0.20122289571446894,4.498106648929273,0.494794418371265,0.014668450642128678,0.02528694358396038,0.046067529997445365,0.046067529997445365
MGG_02246T0,1.0844842913672375e-13,8.471490752949459e-11,1.550012048851551,0.20861024229633057,4.302298320188685,0.44514521287810144,0.01608420840503116,0.028693283071239823,0.04919314138136943,0.04919314138136943
MGG_01406T0,2.1519751031524325e-13,1.5609505123223538e-10,-1.1298132355073494,0.15394650732088047,6.208101133109139,0.23682598726619278,0.0023563798102509952,0.033192910864195846,0.0296042995662889,0.033192910864195846
MGG_14372T0,2.6458207227868717e-13,1.791220629326712e-10,-1.0235997020884,0.14000253763878748,6.514158364506867,0.2686554108139396,0.0017241615354481,0.027676904282502038,0.027336700136948507,0.027676904282502038
MGG_08135T0,2.946759495030678e-13,1.8702714170022834e-10,-0.832688423348244,0.11411681410341071,8.904466433826128,0.1587662041469957,1.505327673857936e-4,0.015452467756040316,0.019383438124282792,0.019383438124282792
MGG_03963T0,6.719004926292773e-13,4.013617354500183e-10,-2.140291389501337,0.2978818385912696,4.565195738070266,0.9722369355678362,0.019547930280828484,0.11355245436294426,0.045062918762929956,0.11355245436294426
MGG_03959T0,5.999914019501605e-12,3.384951492668822e-9,-1.0635611268973424,0.15459520296568938,5.826580556444476,0.21640726130442922,0.0030912421129787866,0.012767636992571007,0.032758273057025236,0.032758273057025236
MGG_18082T0,8.26318457353341e-12,4.416454702327989e-9,-1.5292349887472219,0.22377165707983798,7.673741951371978,0.5713167482958647,8.618293357933215e-4,0.07424880243259155,0.02043603432985026,0.07424880243259155
MGG_10913T0,7.573586646274995e-11,3.845488619646129e-8,2.1874102076257826,0.33606785486009766,2.930336417790316,0.8706816140530406,0.07258789138642453,0.09682451321897688,0.09155273462945597,0.09682451321897688
MGG_02775T0,1.0840367512431535e-10,5.242092004225821e-8,-0.7327667325087498,0.11352378958530768,8.645401245837451,0.19072206656367371,1.908883034411848e-4,0.01036629788085388,0.019140587899272626,0.019140587899272626
MGG_16812T0,1.7493090453914323e-10,8.074651525431815e-8,4.126293727158656,0.6465643236063701,3.3411375214407664,3.3185215058631568,0.12992305358392525,0.4971450832569188,0.07316185814195394,0.4971450832569188
MGG_15030T0,2.8147032098008535e-10,1.24275265632729e-7,-1.8758626590780734,0.2973474675768808,4.834531311427805,0.6604825418484515,0.015647438013845844,0.11697583669773039,0.04152469646240178,0.11697583669773039
MGG_00576T0,6.507790828444792e-10,2.753608994285702e-7,-0.7817204544570532,0.1265408544861505,7.467550438859334,0.13366288315080158,5.929120659500123e-4,0.023425969715177648,0.02128115727643865,0.023425969715177648
MGG_10530T0,1.0210807889695577e-9,4.1476301647943433e-7,-1.1559181470964803,0.18930610426161393,4.8793556858180525,0.28859324823933824,0.009354976090901865,0.044400225575161684,0.04103312311352182,0.044400225575161684
MGG_10961T0,1.338019523336529e-9,5.225995484416327e-7,3.1466270572650408,0.5190086687656268,3.2109665029709937,2.2509735774197743,0.10509784590219608,0.29895715147860596,0.07833976836285735,0.29895715147860596
MGG_00675T0,1.6699559888574913e-9,6.187029574608562e-7,-1.431288347760468,0.2374780501412462,3.8563787872733926,0.3544143864313854,0.026630547511122392,0.038777800400780195,0.05796318893720994,0.05796318893720994
MGG_07214T0,1.7059264213593275e-9,6.187029574608562e-7,1.473363181115337,0.24459894390672973,3.7049151937966274,0.29715113686608385,0.028028878970415755,0.042457024757997064,0.0617140860700155,0.0617140860700155
MGG_11047T0,1.8968645761377532e-9,6.642296472647891e-7,0.8838680539864976,0.14715434789572582,6.118767591834308,0.11010414127619124,0.0021695475533062333,0.006651074736848004,0.030312055603618205,0.030312055603618205
MGG_02241T0,1.9765985244206252e-9,6.690786005163816e-7,0.8942390688471958,0.14904683681704245,6.046206038501474,0.17368995606646323,0.00242042613311398,0.02881483763485019,0.03090201321463512,0.03090201321463512
MGG_10580T0,2.447928539398226e-9,8.018940102448059e-7,1.5644318461102602,0.2622732000751527,6.270675513682577,0.5528807023466044,0.002259024335006909,0.10092182288148466,0.029121672162354617,0.10092182288148466
MGG_15508T0,2.607215097483147e-9,8.273834160919175e-7,1.6530248126827236,0.27760505274049246,3.4097230503868943,0.42389778092458336,0.044909923178404317,0.028747588838473927,0.07068692478217302,0.07068692478217302
MGG_10368T0,3.3182630088551167e-9,1.0211200259067792e-6,-2.364904260757134,0.39981310025763606,4.74495742530689,2.839384202752786,0.0365214812047929,0.20325429150164082,0.042583082293574444,0.20325429150164082
MGG_01405T0,7.641050234509494e-9,2.1987298882032894e-6,-1.6566280447177644,0.28680283655738414,3.6596228994839075,0.5603663840919899,0.06044765668245827,-0.015555339469802934,0.06293614390358407,0.06293614390358407
MGG_10910T0,7.511918422649231e-9,2.1987298882032894e-6,3.6343597849607097,0.6288842568000549,3.876557233353793,3.1523744350767307,0.059093709164737815,0.5341494035116979,0.057498965824129965,0.5341494035116979
